id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_ludmilla_winterowner_04_31,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_31,True,,6,6,1.0,,,,ludmilla_w,ludmilla_w,,,,
d_nikke_ludmilla_winterowner_04_32,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_32,True,,6,6,1.0,,,,ludmilla_w,ludmilla_w,,,,
d_nikke_ludmilla_winterowner_04_33,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_33,True,,6,6,1.0,,,,ludmilla_w,ludmilla_w,,,,
d_nikke_ludmilla_winterowner_04_34,d_nikke_ludmilla_winterowner_04,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_34,False,,6,6,1.0,,,,ludmilla_w,,,,,
d_nikke_ludmilla_winterowner_04_35,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_35,True,HotSpringInnIn_n,6,1,1.0,,,,ludmilla_w,ludmilla_w,ludmilla_w,1,think,
d_nikke_ludmilla_winterowner_04_36,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_36,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_37,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_37,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_38,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_38,True,,1,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_39,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_39,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_40,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_40,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_41,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_41,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_42,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_42,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_43,d_nikke_ludmilla_winterowner_04,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_43,False,,10,10,1.0,,,,ludmilla_w,,,1,sad,
d_nikke_ludmilla_winterowner_04_44,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_44,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_45,d_nikke_ludmilla_winterowner_04,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_45,False,,10,10,1.0,,,,ludmilla_w,,,1,sad,
d_nikke_ludmilla_winterowner_04_46,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_46,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_47,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_47,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_48,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_48,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_49,d_nikke_ludmilla_winterowner_04,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_49,False,,10,10,1.0,,,,ludmilla_w,,,1,sad,
d_nikke_ludmilla_winterowner_04_50,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_50,True,,10,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_51,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_51,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_52,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_52,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_53,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_53,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_54,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_54,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_55,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_55,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_56,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_56,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_57,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_57,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_58,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_58,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_59,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_59,True,,1,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_60,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_60,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_61,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_61,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_62,d_nikke_ludmilla_winterowner_04,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_62,False,,10,10,1.0,,,,ludmilla_w,,,1,think,
d_nikke_ludmilla_winterowner_04_63,d_nikke_ludmilla_winterowner_04,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_63,False,,10,10,1.0,,,,ludmilla_w,,,1,think,
d_nikke_ludmilla_winterowner_04_64,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_64,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_65,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_65,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_66,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_66,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,
d_nikke_ludmilla_winterowner_04_67,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_67,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_68,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_68,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_69,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_69,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_70,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_70,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_71,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_71,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_72,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_72,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_73,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_73,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_74,d_nikke_ludmilla_winterowner_04,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_74,False,,10,10,1.0,,,,ludmilla_w,,,1,sad,
d_nikke_ludmilla_winterowner_04_75,d_nikke_ludmilla_winterowner_04,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_75,False,,10,10,1.0,,,,ludmilla_w,,,1,sad,
d_nikke_ludmilla_winterowner_04_76,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_76,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_77,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_77,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_78,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_78,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_79,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_79,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_80,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_80,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_81,d_nikke_ludmilla_winterowner_04,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_81,False,,10,1,1.0,,,,ludmilla_w,,,1,sad,
d_nikke_ludmilla_winterowner_04_82,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_82,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_83,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_83,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_84,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_84,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_85,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_85,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_86,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_86,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_87,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_87,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_88,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_88,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_89,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_89,True,,1,1,1.0,none,,,ludmilla_w,ludmilla_w,,1,sad,
d_nikke_ludmilla_winterowner_04_90,d_nikke_ludmilla_winterowner_04,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_90,False,,1,1,1.0,,,,ludmilla_w,,,1,sad,
d_nikke_ludmilla_winterowner_04_91,d_nikke_ludmilla_winterowner_04,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_91,False,,1,1,1.0,bgm_story_impression,,,ludmilla_w,,,1,sad,
d_nikke_ludmilla_winterowner_04_92,d_nikke_ludmilla_winterowner_04,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_92,False,,1,1,1.0,,,,ludmilla_w,,,1,sad,
d_nikke_ludmilla_winterowner_04_93,d_nikke_ludmilla_winterowner_04,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_93,False,,1,1,1.0,,,,ludmilla_w,,,1,sad,
d_nikke_ludmilla_winterowner_04_94,d_nikke_ludmilla_winterowner_04,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_94,False,,1,10,0.6,,,,ludmilla_w,,,1,surprise,
d_nikke_ludmilla_winterowner_04_95,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_95,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,
d_nikke_ludmilla_winterowner_04_96,d_nikke_ludmilla_winterowner_04,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_96,False,,10,10,1.0,,,,ludmilla_w,,,1,idle,
d_nikke_ludmilla_winterowner_04_97,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_97,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,smile,
d_nikke_ludmilla_winterowner_04_98,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_98,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,smile,
d_nikke_ludmilla_winterowner_04_99,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_99,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,smile,
d_nikke_ludmilla_winterowner_04_100,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_100,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,smile,
d_nikke_ludmilla_winterowner_04_101,d_nikke_ludmilla_winterowner_04,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_101,False,,10,10,1.0,,,,ludmilla_w,,,1,smile,
d_nikke_ludmilla_winterowner_04_102,d_nikke_ludmilla_winterowner_04,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_04_102,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,smile,
