id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_rapi_04_13,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_13,False,,40,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_14,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_14,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_rapi_04_15,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_15,False,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_rapi_04_16,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_16,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_rapi_04_17,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_17,False,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_rapi_04_18,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_18,False,,10,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_19,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_19,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_20,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_20,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_21,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_21,False,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_22,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_22,True,,1,1,1.0,,,,,,1,worry,,,,,
d_nikke_rapi_04_23,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_23,True,,1,1,1.0,,,,,,1,worry,,,,,
d_nikke_rapi_04_24,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_24,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_25,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_25,False,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_26,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_26,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_27,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_27,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_28,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_28,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_29,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_29,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_30,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_30,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_31,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_31,False,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_32,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_32,True,,1,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_33,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_33,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_34,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_34,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_35,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_35,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_36,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_36,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_37,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_37,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_38,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_38,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_39,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_39,True,,10,10,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_40,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_40,True,,10,10,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_41,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_41,False,Cafe,10,10,1.0,,Grey,,,,1,think,rapi,adultwoman,1,idle,
d_nikke_rapi_04_42,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_42,True,,10,10,1.0,,Grey,,,,,,,,1,idle,
d_nikke_rapi_04_43,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_43,True,Restaurant,10,10,1.0,,,,,rapi,1,idle,,,1,idle,adultwoman
d_nikke_rapi_04_44,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_44,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_45,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_45,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_46,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_46,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_47,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_47,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_48,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_48,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_49,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_49,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_50,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_50,True,NikkeRoom,S_10,S_10,1.0,,Grey,,,,1,idle,rapi,belorta,1,"expression_0,idle",
d_nikke_rapi_04_51,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_51,False,,10,10,1.0,,Grey,,,rapi,1,idle,,,1,idle,belorta
d_nikke_rapi_04_52,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_52,True,ShowerRoom,10,10,1.0,,Grey,Blur_Low,,,1,idle,rapi,,,,
d_nikke_rapi_04_53,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_53,True,,10,10,1.0,,Grey,Blur_Low,,,,,,,,,
d_nikke_rapi_04_54,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_54,True,Restaurant,black,black,1.0,,,,,rapi,1,think,,,,,
d_nikke_rapi_04_55,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_55,True,,1,1,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_56,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_56,True,,1,1,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_57,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_57,True,,1,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_58,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_58,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_59,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_59,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_60,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_60,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_61,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_61,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_62,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_62,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_63,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_63,False,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_64,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_64,False,,10,1,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_65,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_65,True,,1,1,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_66,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_66,False,,1,1,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_67,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_67,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_68,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_68,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_69,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_69,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_70,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_70,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_71,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_71,True,,1,1,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_72,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_72,True,,1,1,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_73,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_73,False,,1,1,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_74,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_74,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_75,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_75,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_76,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_76,False,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_77,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_77,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_78,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_78,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_79,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_79,False,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_80,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_80,True,,1,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_81,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_81,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_82,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_82,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_83,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_83,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_84,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_84,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_85,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_85,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_86,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_86,False,,10,10,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_87,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_87,True,,10,10,1.0,,,,,,1,think,,,,,
d_nikke_rapi_04_88,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_88,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_89,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_89,True,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_90,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_90,False,,10,10,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_91,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_91,False,,10,10,1.0,,,,,,1,worry,,,,,
d_nikke_rapi_04_92,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_92,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_rapi_04_93,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_93,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_rapi_04_94,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_94,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_rapi_04_95,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_95,True,City,1,1,1.0,bgm_story_orangepop,,,black,,1,delight,,,,,
d_nikke_rapi_04_96,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_96,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_97,d_nikke_rapi_04,Monologue,rapi,Monologue,Locale_NikkeEpisode:d_nikke_rapi_04_97,False,,1,4,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_98,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_98,True,,4,1,0.5,,,,,,1,idle,,,,,
d_nikke_rapi_04_99,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_99,False,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_100,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_100,False,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_101,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_101,False,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_102,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_102,False,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_rapi_04_103,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_103,True,,1,1,1.0,,,,,,1,delight,,,,,
d_nikke_rapi_04_104,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_104,True,,1,10,1.0,,,,,,1,delight,,,,,
d_nikke_rapi_04_105,d_nikke_rapi_04,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_04_105,False,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_rapi_04_106,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_106,True,,10,10,1.0,,,,,,1,delight,,,,,
d_nikke_rapi_04_107,d_nikke_rapi_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_04_107,True,,10,10,1.0,,,,,,1,delight,,,,,
