id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,set_object,set_object_position,play_sound
treasurestory_poli_06_43,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_43,True,,1,idle,,XS_10,XS_10,1.0,,,,,
treasurestory_poli_06_44,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_44,True,,1,idle,,XS_10,XS_10,1.0,,,,,
treasurestory_poli_06_45,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_45,True,,1,idle,,XS_10,XS_10,1.0,,,,,
treasurestory_poli_06_46,treasurestory_poli_06,Monologue,poli,,Locale_NikkeEpisode:treasurestory_poli_06_46,False,,1,idle,,XS_10,XS_10,1.0,,,,,
treasurestory_poli_06_47,treasurestory_poli_06,Monologue,poli,,Locale_NikkeEpisode:treasurestory_poli_06_47,False,,1,idle,,XS_10,XS_100,1.3,none,,,,
treasurestory_poli_06_48,treasurestory_poli_06,Narration,poli,,Locale_NikkeEpisode:treasurestory_poli_06_48,False,,1,idle,,black,black,1.0,,poli,favoriteitem/FavoriteItemScene_c030_00,1,sfx_scn_hairtouch
treasurestory_poli_06_49,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_49,True,,,,,treasurestory_poli_01,treasurestory_poli_02,1.3,bgm_story_inwonderland,,,,
treasurestory_poli_06_50,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_50,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_51,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_51,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_52,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_52,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_53,treasurestory_poli_06,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_06_53,False,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_54,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_54,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_55,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_55,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_56,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_56,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_57,treasurestory_poli_06,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_06_57,False,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_58,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_58,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_59,treasurestory_poli_06,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_06_59,False,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_60,treasurestory_poli_06,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_06_60,False,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_61,treasurestory_poli_06,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_06_61,False,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_62,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_62,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_63,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_63,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_64,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_64,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_65,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_65,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_66,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_66,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_67,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_67,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_68,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_68,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_69,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_69,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_70,treasurestory_poli_06,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_06_70,False,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_71,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_71,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_72,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_72,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_73,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_73,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_74,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_74,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_75,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_75,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_76,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_76,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_77,treasurestory_poli_06,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_06_77,False,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_78,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_78,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_79,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_79,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_80,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_80,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_81,treasurestory_poli_06,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_06_81,False,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_82,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_82,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_83,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_83,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_84,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_84,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_85,treasurestory_poli_06,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_06_85,False,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_86,treasurestory_poli_06,Narration,poli,,Locale_NikkeEpisode:treasurestory_poli_06_86,False,,,,,treasurestory_poli_02,treasurestory_poli_03,1.5,,,,,sfx_scn_hairtouch
treasurestory_poli_06_87,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_87,True,,,,,treasurestory_poli_03,treasurestory_poli_03,1.0,,,,,
treasurestory_poli_06_88,treasurestory_poli_06,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_06_88,False,,,,,treasurestory_poli_03,treasurestory_poli_03,1.0,,,,,
treasurestory_poli_06_89,treasurestory_poli_06,Self,poli,,Locale_NikkeEpisode:treasurestory_poli_06_89,False,,,,,treasurestory_poli_03,treasurestory_poli_03,1.0,,,,,
treasurestory_poli_06_90,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_90,True,,,,,treasurestory_poli_03,treasurestory_poli_02,1.3,,,,,
treasurestory_poli_06_91,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_91,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
treasurestory_poli_06_92,treasurestory_poli_06,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_poli_06_92,True,,,,,treasurestory_poli_02,treasurestory_poli_02,1.0,,,,,
