id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,play_sound,jump_target,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_02,characters/2/hide_char_id,characters/3/hide_char_id
d_nikke_rosanna_03_11,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_11,True,,1,1,1.0,,,rosanna,rosanna,,OP_leftup,idle,,1,angry,,,,,,,,,,,,,,
d_nikke_rosanna_03_12,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_12,True,,1,1,1.0,,,consigliere_op,consigliere,,OP_leftup,idle,,1,angry,,,,,,,,,,,,,,
d_nikke_rosanna_03_13,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_13,True,,1,1,1.0,,,consigliere_op,consigliere,,OP_leftup,idle,,1,angry,,,,,,,,,,,,,,
d_nikke_rosanna_03_14,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_14,True,,1,1,1.0,,,rosanna,rosanna,,OP_leftup,idle,,1,angry,,,,,,,,,,,,,,
d_nikke_rosanna_03_15,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_15,True,,1,1,1.0,,,rosanna,rosanna,,OP_leftup,idle,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_16,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_16,True,,1,1,1.0,,,rosanna,rosanna,,OP_leftup,idle,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_17,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_17,True,,1,1,1.0,,,rosanna,rosanna,,OP_leftup,idle,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_18,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_18,True,,1,1,1.0,,,consigliere_op,consigliere,,OP_leftup,idle,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_19,d_nikke_rosanna_03,Narration,Locale_NikkeEpisode:d_nikke_rosanna_03_19,False,,1,1,1.0,none,,,,,OP_leftup,idle,,1,idle,consigliere_op,sfx_scn_over,,,,,,,,,,,,
d_nikke_rosanna_03_20,d_nikke_rosanna_03,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_03_20,False,,1,10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_21,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_21,False,,10,10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_22,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_22,True,,10,10,1.0,bgm_risk,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_23,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_23,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_24,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_24,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_25,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_25,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_26,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_26,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_27,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_27,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_28,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_28,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_29,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_29,False,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_30,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_30,False,,10,10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_31,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_31,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_32,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_32,True,,10,1,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_33,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_33,False,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_34,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_34,False,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_35,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_35,True,,1,1,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_36,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_36,True,,1,1,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_37,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_37,False,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_38,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_38,True,,1,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_39,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_39,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_40,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_40,False,,10,10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_41,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_41,False,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_42,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_42,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_43,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_43,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_44,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_44,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_45,d_nikke_rosanna_03,Choice,Locale_NikkeEpisode:d_nikke_rosanna_03_45,False,,10,10,1.0,,,,,,,,,1,idle,,,d_nikke_rosanna_03_47,,,,,,,,,,,
d_nikke_rosanna_03_46,d_nikke_rosanna_03,Choice,Locale_NikkeEpisode:d_nikke_rosanna_03_46,False,,10,10,1.0,,,,,,,,,1,idle,,,d_nikke_rosanna_03_47,,,,,,,,,,,
d_nikke_rosanna_03_47,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_47,True,,10,1,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_48,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_48,True,,1,1,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_49,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_49,True,,1,1,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_50,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_50,False,,1,1,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_51,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_51,True,,1,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_52,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_52,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_53,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_53,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_54,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_54,False,,10,10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_55,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_55,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,good,,,,,,,,,,,,,,
d_nikke_rosanna_03_56,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_56,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,good,,,,,,,,,,,,,,
d_nikke_rosanna_03_57,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_57,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,good,,,,,,,,,,,,,,
d_nikke_rosanna_03_58,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_58,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,good,,,,,,,,,,,,,,
d_nikke_rosanna_03_59,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_59,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,good,,,,,,,,,,,,,,
d_nikke_rosanna_03_60,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_60,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,good,,,,,,,,,,,,,,
d_nikke_rosanna_03_61,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_61,False,,10,1,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_62,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_62,True,,1,1,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_63,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_63,True,,1,1,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_64,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_64,False,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_65,d_nikke_rosanna_03,Narration,Locale_NikkeEpisode:d_nikke_rosanna_03_65,False,,1,1,1.0,none,,,,,,,,1,idle,,sfx_scn_autodooropen,,rosanna,,,,,,,,,,
d_nikke_rosanna_03_66,d_nikke_rosanna_03,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_03_66,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_rosanna_03_67,d_nikke_rosanna_03,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_03_67,False,LivingRoom,black,black,1.0,event_bgm_queensorder,,,,,,,,,,,,,,black,,,,,,,,,
d_nikke_rosanna_03_68,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_68,True,,6,6,1.0,,,waitress,waitress,waitress,6,,,,,,,,,,,,,,,,,,
d_nikke_rosanna_03_69,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_69,False,,6,6,1.0,,,,,,6,,,,,,,,,,,,,,,,,,
d_nikke_rosanna_03_70,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_70,True,,6,6,1.0,,,waitress,waitress,,6,,,,,,,,,,,,,,,,,,
d_nikke_rosanna_03_71,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_71,True,,6,6,1.0,,,waitress,waitress,,6,,,,,,,,,,,,,,,,,,
d_nikke_rosanna_03_72,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_72,True,Restaurant,6,2,1.0,,,waitress,waitress,,3,,rosanna,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_73,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_73,False,,2,1,1.0,,,rosanna,rosanna,,3,,,1,idle,waitress,,,,,,,,,,,,,
d_nikke_rosanna_03_74,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_74,False,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_75,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_75,True,,1,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_76,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_76,False,,10,10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_77,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_77,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_78,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_78,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_79,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_79,False,,10,10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_80,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_80,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_81,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_81,True,Backstreet_n,10,16,1.0,,Grey,rosanna,rosanna,,,,,1,idle,,,,rosanna,,sakura,15,idle,moran,17,idle,Vignetting,,
d_nikke_rosanna_03_82,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_82,True,,16,16,1.0,,Grey,rosanna,rosanna,,,,,,,,,,,,,15,idle,,17,idle,Vignetting,,
d_nikke_rosanna_03_83,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_83,True,,16,16,1.0,,Grey,rosanna,rosanna,,,,,,,,,,,,,15,idle,,17,idle,Vignetting,,
d_nikke_rosanna_03_84,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_84,False,Restaurant,16,10,1.0,,,rosanna,rosanna,,,,rosanna,1,idle,,,,,,,15,idle,,17,idle,,sakura,moran
d_nikke_rosanna_03_85,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_85,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_86,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_86,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_87,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_87,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_88,d_nikke_rosanna_03,Choice,Locale_NikkeEpisode:d_nikke_rosanna_03_88,False,,10,10,1.0,,,,,,,,,1,idle,,,d_nikke_rosanna_03_90,,,,,,,,,,,
d_nikke_rosanna_03_89,d_nikke_rosanna_03,Choice,Locale_NikkeEpisode:d_nikke_rosanna_03_89,False,,10,10,1.0,,,,,,,,,1,idle,,,d_nikke_rosanna_03_95,,,,,,,,,,,
d_nikke_rosanna_03_90,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_90,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_91,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_91,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_92,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_92,False,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_93,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_93,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_94,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_94,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,d_nikke_rosanna_03_102,,,,,,,,,,,
d_nikke_rosanna_03_95,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_95,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_96,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_96,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_97,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_97,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_98,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_98,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_99,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_99,False,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_100,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_100,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_101,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_101,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,d_nikke_rosanna_03_102,,,,,,,,,,,
d_nikke_rosanna_03_102,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_102,True,,10,10,1.0,,,rosanna,rosanna,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_103,d_nikke_rosanna_03,Narration,Locale_NikkeEpisode:d_nikke_rosanna_03_103,False,,10,100,1.0,,,,,,,,,1,idle,,sfx_scn_fillacup,,,,,,,,,,,,
d_nikke_rosanna_03_104,d_nikke_rosanna_03,Monologue,Locale_NikkeEpisode:d_nikke_rosanna_03_104,False,,100,100,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_rosanna_03_105,d_nikke_rosanna_03,Speech,Locale_NikkeEpisode:d_nikke_rosanna_03_105,True,,100,100,1.0,,,rosanna,rosanna,,,,,1,good,,,,,,,,,,,,,,
d_nikke_rosanna_03_106,d_nikke_rosanna_03,Self,Locale_NikkeEpisode:d_nikke_rosanna_03_106,False,,100,100,1.0,,,,,,,,,1,good,,,,,,,,,,,,,,
