id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,jump_target,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade,characters/0/hide_char_id,set_object,set_object_position
treasurestory_viper_06_12,treasurestory_viper_06,Narration,viper,Locale_NikkeEpisode:treasurestory_viper_06_12,False,,2,delight,,200,200,1.0,,,sfx_scn_successsignal,,,,,,,,,,
treasurestory_viper_06_13,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_13,True,,2,delight,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_14,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_14,False,,2,delight,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_15,treasurestory_viper_06,Monologue,viper,Locale_NikkeEpisode:treasurestory_viper_06_15,False,,2,good,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_16,treasurestory_viper_06,Monologue,viper,Locale_NikkeEpisode:treasurestory_viper_06_16,False,,2,good,,200,20,1.0,,,,,,,,,,,,,
treasurestory_viper_06_17,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_17,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_18,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_18,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_19,treasurestory_viper_06,Choice,viper,Locale_NikkeEpisode:treasurestory_viper_06_19,False,,2,good,,20,20,1.0,,,,treasurestory_viper_06_21,,,,,,,,,
treasurestory_viper_06_20,treasurestory_viper_06,Choice,viper,Locale_NikkeEpisode:treasurestory_viper_06_20,False,,2,good,,20,20,1.0,,,,treasurestory_viper_06_22,,,,,,,,,
treasurestory_viper_06_21,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_21,True,,2,good,,20,20,1.0,,viper,,treasurestory_viper_06_23,,,,,,,,,
treasurestory_viper_06_22,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_22,True,,2,good,,20,20,1.0,,viper,,treasurestory_viper_06_23,,,,,,,,,
treasurestory_viper_06_23,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_23,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_24,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_24,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_25,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_25,False,,2,good,,20,20,1.0,,,,,,,,,,,,,
treasurestory_viper_06_26,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_26,True,,2,good,,20,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_27,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_27,True,,2,good,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_28,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_28,False,,2,good,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_29,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_29,False,,2,good,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_30,treasurestory_viper_06,Narration,viper,Locale_NikkeEpisode:treasurestory_viper_06_30,False,,2,good,,200,200,1.0,,,sfx_scn_phonenotification,,,,,,,,,,
treasurestory_viper_06_31,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_31,True,,2,delight,,200,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_32,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_32,False,,2,delight,,20,20,1.0,,,,,,,,,,,,,
treasurestory_viper_06_33,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_33,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_34,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_34,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_35,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_35,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_36,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_36,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_37,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_37,False,,2,good,,20,20,1.0,,,,,,,,,,,,,
treasurestory_viper_06_38,treasurestory_viper_06,Monologue,viper,Locale_NikkeEpisode:treasurestory_viper_06_38,False,,2,good,,20,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_39,treasurestory_viper_06,Monologue,viper,Locale_NikkeEpisode:treasurestory_viper_06_39,False,,2,good,OuterRim,black,black,1.0,,,,,,,,,,,,,
treasurestory_viper_06_40,treasurestory_viper_06,Speech,drunkenwoman,Locale_NikkeEpisode:treasurestory_viper_06_40,False,,2,idle,,2,20,1.0,bgm_story_weare,drunkenwoman,,,Grey,,,,,,,,
treasurestory_viper_06_41,treasurestory_viper_06,Speech,drunkenwoman,Locale_NikkeEpisode:treasurestory_viper_06_41,False,,2,idle,,20,20,1.0,,drunkenwoman,,,Grey,,,,,,,,
treasurestory_viper_06_42,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_42,True,,2,idle,,20,20,1.0,,viper,,,Grey,,,,,,,,
treasurestory_viper_06_43,treasurestory_viper_06,Speech,drunkenwoman,Locale_NikkeEpisode:treasurestory_viper_06_43,False,,2,idle,,20,20,1.0,,drunkenwoman,,,Grey,,,,,,,,
treasurestory_viper_06_44,treasurestory_viper_06,Speech,drunkenwoman,Locale_NikkeEpisode:treasurestory_viper_06_44,False,,2,idle,,20,20,1.0,,drunkenwoman,,,Grey,,,,,,,,
treasurestory_viper_06_45,treasurestory_viper_06,Speech,drunkenwoman,Locale_NikkeEpisode:treasurestory_viper_06_45,False,,2,idle,,20,20,1.0,,drunkenwoman,,,Grey,,,,,,,,
treasurestory_viper_06_46,treasurestory_viper_06,Speech,drunkenwoman,Locale_NikkeEpisode:treasurestory_viper_06_46,False,,2,idle,,20,200,1.0,,drunkenwoman,,,Grey,,,,,,,,
treasurestory_viper_06_47,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_47,True,,2,idle,,200,200,1.0,,viper,,,Grey,,,,,,,,
treasurestory_viper_06_48,treasurestory_viper_06,Speech,drunkenwoman,Locale_NikkeEpisode:treasurestory_viper_06_48,False,,2,idle,,200,200,1.0,,drunkenwoman,,,Grey,,,,,,,,
treasurestory_viper_06_49,treasurestory_viper_06,Speech,drunkenwoman,Locale_NikkeEpisode:treasurestory_viper_06_49,False,,2,idle,,200,200,1.0,,drunkenwoman,,,Grey,,,,,,,,
treasurestory_viper_06_50,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_50,False,,2,idle,,black,black,1.0,,viper,,,Grey,suspiciousman_02,12,idle,,,,,
treasurestory_viper_06_51,treasurestory_viper_06,Speech,suspiciousman_02,Locale_NikkeEpisode:treasurestory_viper_06_51,True,,2,idle,,12,120,1.0,,suspiciousman_02,,,Grey,,12,idle,,,,,
treasurestory_viper_06_52,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_52,True,,2,idle,,120,20,1.0,,viper,,,Grey,,12,idle,,,,,
treasurestory_viper_06_53,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_53,True,,2,idle,,20,20,1.0,,viper,,,Grey,,12,idle,,,,,
treasurestory_viper_06_54,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_54,True,,2,good,,20,200,1.0,,viper,,,Grey,,12,idle,,,,,
treasurestory_viper_06_55,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_55,True,,2,good,,200,200,1.0,,viper,,,Grey,,12,idle,,,,,
treasurestory_viper_06_56,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_56,True,,2,delight,,200,200,1.0,,viper,,,Grey,,12,idle,,,,,
treasurestory_viper_06_57,treasurestory_viper_06,Speech,suspiciousman_02,Locale_NikkeEpisode:treasurestory_viper_06_57,True,,2,good,,200,1,1.0,,suspiciousman_02,,,Grey,,12,idle,,,,,
treasurestory_viper_06_58,treasurestory_viper_06,Speech,suspiciousman_02,Locale_NikkeEpisode:treasurestory_viper_06_58,True,,2,good,,1,1,1.0,,suspiciousman_02,,,Grey,,12,idle,,,,,
treasurestory_viper_06_59,treasurestory_viper_06,Speech,suspiciousman_02,Locale_NikkeEpisode:treasurestory_viper_06_59,True,,2,good,,1,1,1.0,,suspiciousman_02,,,Grey,,12,idle,,,,,
treasurestory_viper_06_60,treasurestory_viper_06,Narration,,Locale_NikkeEpisode:treasurestory_viper_06_60,False,,2,good,,black,black,1.0,,,sfx_scn_firemissiles,,Grey,,12,idle,suspiciousman_02,,,,
treasurestory_viper_06_61,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_61,True,,2,good,,2,2,1.0,,viper,,,Grey,,,,,,,,
treasurestory_viper_06_62,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_62,True,,2,good,,2,20,1.0,,viper,,,Grey,,,,,,,,
treasurestory_viper_06_63,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_63,True,,2,good,,20,20,1.0,,viper,,,Grey,,,,,,,,
treasurestory_viper_06_64,treasurestory_viper_06,Narration,viper,Locale_NikkeEpisode:treasurestory_viper_06_64,False,,2,good,,20,20,1.0,,,sfx_scn_phonevibration,,Grey,,,,,,,,
treasurestory_viper_06_65,treasurestory_viper_06,Narration,viper,Locale_NikkeEpisode:treasurestory_viper_06_65,False,,2,good,,20,20,1.0,,,sfx_scn_remotesignal,,Grey,,,,,,,,
treasurestory_viper_06_66,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_66,True,,2,good,,20,20,1.0,,viper,,,Grey,,,,,,,,
treasurestory_viper_06_67,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_67,True,,2,good,,20,200,1.0,,viper,,,Grey,,,,,,,,
treasurestory_viper_06_68,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_68,True,,2,good,,200,200,1.0,,viper,,,Grey,,,,,,,,
treasurestory_viper_06_69,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_69,True,,2,good,,200,200,1.0,,viper,,,Grey,,,,,,,,
treasurestory_viper_06_70,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_70,True,,2,good,,200,200,1.0,,viper,,,Grey,,,,,,,,
treasurestory_viper_06_71,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_71,True,,2,good,,200,200,1.0,,viper,,,Grey,,,,,,,,
treasurestory_viper_06_72,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_72,False,,2,idle,Hotel,black,black,1.0,,,,,,,,,,black,,,
treasurestory_viper_06_73,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_73,True,,2,idle,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_74,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_74,True,,2,idle,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_75,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_75,True,,2,idle,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_76,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_76,True,,2,idle,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_77,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_77,True,,2,idle,,20,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_78,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_78,False,,2,idle,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_79,treasurestory_viper_06,Monologue,viper,Locale_NikkeEpisode:treasurestory_viper_06_79,False,,2,idle,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_80,treasurestory_viper_06,Monologue,viper,Locale_NikkeEpisode:treasurestory_viper_06_80,False,,2,idle,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_81,treasurestory_viper_06,Monologue,viper,Locale_NikkeEpisode:treasurestory_viper_06_81,False,,2,idle,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_82,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_82,False,,2,idle,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_83,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_83,True,,2,delight,,200,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_84,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_84,True,,2,delight,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_85,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_85,True,,2,idle,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_86,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_86,True,,2,idle,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_87,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_87,True,,2,idle,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_88,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_88,True,,2,idle,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_89,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_89,False,,2,idle,,20,20,1.0,,,,,,,,,,,,,
treasurestory_viper_06_90,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_90,True,,2,idle,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_91,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_91,True,,2,idle,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_92,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_92,True,,2,idle,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_93,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_93,True,,2,idle,,20,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_94,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_94,True,,2,good,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_95,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_95,False,,2,good,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_96,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_96,True,,2,good,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_97,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_97,True,,2,good,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_98,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_98,True,,2,good,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_99,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_99,False,,2,good,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_100,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_100,True,,2,good,,200,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_101,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_101,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_102,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_102,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_103,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_103,False,,2,good,,20,20,1.0,,,,,,,,,,,,,
treasurestory_viper_06_104,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_104,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_105,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_105,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_106,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_106,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_107,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_107,False,,2,good,,20,20,1.0,,,,,,,,,,,,,
treasurestory_viper_06_108,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_108,False,,2,good,,20,20,1.0,,,,,,,,,,,,,
treasurestory_viper_06_109,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_109,True,,2,delight,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_110,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_110,True,,2,delight,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_111,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_111,True,,2,good,,20,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_112,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_112,True,,2,good,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_113,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_113,False,,2,good,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_114,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_114,False,,2,good,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_115,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_115,False,,2,idle,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_116,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_116,True,,2,idle,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_117,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_117,True,,2,idle,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_118,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_118,False,,2,idle,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_119,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_119,False,,2,idle,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_120,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_120,False,,2,idle,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_121,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_121,True,,2,good,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_122,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_122,True,,2,delight,,200,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_123,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_123,False,,2,delight,,20,20,1.0,,,,,,,,,,,,,
treasurestory_viper_06_124,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_124,True,,2,delight,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_125,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_125,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_126,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_126,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_127,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_127,True,,2,good,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_128,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_128,False,,2,good,,20,20,1.0,,,,,,,,,,,,,
treasurestory_viper_06_129,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_129,True,,2,delight,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_130,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_130,True,,2,delight,,20,20,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_131,treasurestory_viper_06,Narration,viper,Locale_NikkeEpisode:treasurestory_viper_06_131,False,,2,good,,20,200,1.0,,,sfx_scn_papertearing,,,,,,,,,,
treasurestory_viper_06_132,treasurestory_viper_06,Monologue,viper,Locale_NikkeEpisode:treasurestory_viper_06_132,False,,2,good,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_133,treasurestory_viper_06,Narration,viper,Locale_NikkeEpisode:treasurestory_viper_06_133,False,,2,good,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_134,treasurestory_viper_06,Monologue,viper,Locale_NikkeEpisode:treasurestory_viper_06_134,False,,2,good,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_135,treasurestory_viper_06,Self,viper,Locale_NikkeEpisode:treasurestory_viper_06_135,False,,2,good,,200,200,1.0,,,,,,,,,,,,,
treasurestory_viper_06_136,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_136,True,,2,good,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_137,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_137,True,,2,good,,200,200,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_138,treasurestory_viper_06,Speech,viper,Locale_NikkeEpisode:treasurestory_viper_06_138,True,,2,good,,black,black,1.0,,viper,,,,,,,,,viper,favoriteitem/FavoriteItemScene_c112_00,1
treasurestory_viper_06_139,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_139,False,,,,,1,treasurestory_viper_01,2.0,,viper,,,,,,,,,,,
treasurestory_viper_06_140,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_140,False,,,,,treasurestory_viper_01,treasurestory_viper_01,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_141,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_141,False,,,,,treasurestory_viper_01,treasurestory_viper_01,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_142,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_142,False,,,,,treasurestory_viper_01,treasurestory_viper_01,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_143,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_143,False,,,,,treasurestory_viper_01,treasurestory_viper_01,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_144,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_144,False,,,,,treasurestory_viper_01,treasurestory_viper_02,2.0,,viper,,,,,,,,,,,
treasurestory_viper_06_145,treasurestory_viper_06,Self,,Locale_NikkeEpisode:treasurestory_viper_06_145,False,,,,,treasurestory_viper_02,treasurestory_viper_02,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_146,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_146,False,,,,,treasurestory_viper_02,treasurestory_viper_02,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_147,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_147,False,,,,,treasurestory_viper_02,treasurestory_viper_02,1.0,,viper,,,,,,,,,,,
treasurestory_viper_06_148,treasurestory_viper_06,Speech,,Locale_NikkeEpisode:treasurestory_viper_06_148,False,,,,,treasurestory_viper_02,treasurestory_viper_02,1.0,,viper,,,,,,,,,,,
