id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,conversation_id,characters/0/hide_char_id,characters/1/hide_char_id,fade,jump_target,set_camera_shake,play_sound
d_nikke_mihara_02_30,d_nikke_mihara_02,Speech,anis,Locale_NikkeEpisode:d_nikke_mihara_02_30,True,,1,1,1.0,,,,2,worry,,12,idle,anis,,,,,,,
d_nikke_mihara_02_31,d_nikke_mihara_02,Speech,neon,Locale_NikkeEpisode:d_nikke_mihara_02_31,True,,1,1,1.0,,,,2,worry,,12,worry,neon,,,,,,,
d_nikke_mihara_02_32,d_nikke_mihara_02,Speech,anis,Locale_NikkeEpisode:d_nikke_mihara_02_32,True,,1,1,1.0,,,,2,worry,,12,worry,anis,,,,,,,
d_nikke_mihara_02_33,d_nikke_mihara_02,Speech,neon,Locale_NikkeEpisode:d_nikke_mihara_02_33,True,,1,1,1.0,,,,2,worry,,12,no,neon,,,,,,,
d_nikke_mihara_02_34,d_nikke_mihara_02,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_02_34,False,,1,1,1.0,,,,5,worry,,15,no,neon,,anis,neon,,,,
d_nikke_mihara_02_35,d_nikke_mihara_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_02_35,False,Gym,40,10,2.0,bgm_story_girlstalk,,,,,mihara,1,idle,,,,,black,,,
d_nikke_mihara_02_36,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_36,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_37,d_nikke_mihara_02,Choice,,Locale_NikkeEpisode:d_nikke_mihara_02_37,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,d_nikke_mihara_02_39,,
d_nikke_mihara_02_38,d_nikke_mihara_02,Choice,,Locale_NikkeEpisode:d_nikke_mihara_02_38,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,d_nikke_mihara_02_41,,
d_nikke_mihara_02_39,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_39,True,,10,10,1.0,,,,,,,1,surprise,mihara,,,,,,,
d_nikke_mihara_02_40,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_40,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,d_nikke_mihara_02_43,,
d_nikke_mihara_02_41,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_41,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_42,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_42,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,d_nikke_mihara_02_43,,
d_nikke_mihara_02_43,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_43,True,,10,2,1.0,,,rumani,3,surprise,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_44,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_44,True,,2,2,1.0,,,,3,surprise,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_45,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_45,True,,2,2,1.0,,,,3,idle,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_46,d_nikke_mihara_02,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_02_46,False,,2,2,1.0,,,,3,idle,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_47,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_47,False,,2,L_30,1.0,,,,3,sad,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_48,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_48,True,,L_30,L_30,1.0,,,,3,sad,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_49,d_nikke_mihara_02,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_02_49,False,,L_30,L_30,1.0,,,,3,sad,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_50,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_50,True,,L_30,L_30,1.0,,,,3,surprise,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_51,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_51,True,,L_30,L_30,1.0,,,,3,no,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_52,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_52,True,,black,black,1.0,,,,3,no,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_53,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_53,True,,2,2,1.0,,,,3,idle,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_54,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_54,True,,2,2,1.0,,,,3,idle,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_55,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_55,True,,2,2,1.0,,,,3,idle,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_56,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_56,True,,2,2,1.0,,,,3,idle,,1,surprise,mihara,,,,,,,
d_nikke_mihara_02_57,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_57,True,,2,2,1.0,,,,3,idle,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_58,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_58,True,,2,2,1.0,,,,3,idle,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_59,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_59,True,,black,black,1.0,,,,3,idle,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_60,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_60,True,,L_30,L_30,1.0,none,,,3,idle,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_61,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_61,True,,L_30,10,1.0,,,,3,idle,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_62,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_62,True,,black,black,1.0,,,,3,idle,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_63,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_63,True,,10,6001,1.0,,,,3,idle,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_64,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_64,True,,6001,10,1.0,bgm_story_whosdumber,,,3,idle,,1,shy,mihara,,,,,,,
d_nikke_mihara_02_65,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_65,True,,10,6001,1.0,,,,3,idle,,1,shy,mihara,,,,,,,
d_nikke_mihara_02_66,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_66,True,,6001,10,1.0,,,,3,idle,,1,shy,mihara,,,,,,,
d_nikke_mihara_02_67,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_67,True,,10,6001,1.0,,,,3,idle,,1,shy,mihara,,,,,,,
d_nikke_mihara_02_68,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_68,False,,6001,L_30,1.0,,,,3,sad,,1,shy,rumani,,,,,,,
d_nikke_mihara_02_69,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_69,True,,15,19,2.0,,,,3,sad,,1,shy,rumani,,,,,,,
d_nikke_mihara_02_70,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_70,True,,19,19,1.0,,,,3,sad,,1,shy,rumani,,,,,,,
d_nikke_mihara_02_71,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_71,True,,19,19,1.0,,,,3,sad,,1,shy,rumani,,,,,,,
d_nikke_mihara_02_72,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_72,True,,black,black,1.0,,,,3,no,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_73,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_73,True,,L_30,L_30,1.0,,,,3,idle,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_74,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_74,True,,L_30,10,1.0,,,,3,idle,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_75,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_75,True,,black,black,1.0,,,,3,idle,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_76,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_76,True,,6002,10,1.0,,,,3,idle,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_77,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_77,True,,10,6002,1.0,,,,3,idle,,1,shy,mihara,,,,,,,
d_nikke_mihara_02_78,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_78,True,,6002,10,1.0,,,,3,idle,,1,shy,mihara,,,,,,,
d_nikke_mihara_02_79,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_79,True,,10,6002,1.0,,,,3,idle,,1,shy,mihara,,,,,,,
d_nikke_mihara_02_80,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_80,True,,6002,100,1.0,,,,3,idle,,1,shy,mihara,,,,,,,
d_nikke_mihara_02_81,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_81,False,,100,L_300,1.0,,,,3,sad,,1,shy,rumani,,,,,,,
d_nikke_mihara_02_82,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_82,True,,19,15,2.0,,,,3,sad,,1,shy,rumani,,,,,,,
d_nikke_mihara_02_83,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_83,True,,15,15,1.0,,,,3,sad,,1,shy,rumani,,,,,,,
d_nikke_mihara_02_84,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_84,True,,15,15,1.0,,,,3,sad,,1,shy,rumani,,,,,,,
d_nikke_mihara_02_85,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_85,True,,15,2,0.5,,,,3,no,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_86,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_86,False,,black,black,1.0,,,,3,no,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_87,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_87,True,,L_30,L_30,1.0,,,,3,no,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_88,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_88,True,,L_30,L_30,1.0,,,,3,no,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_89,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_89,True,,L_30,L_30,1.0,,,,3,no,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_90,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_90,True,,L_30,L_30,1.0,,,,3,no,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_91,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_91,True,,L_30,10,1.0,,,,3,no,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_92,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_92,True,,black,black,1.0,,,,3,no,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_93,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_93,True,,10,10,1.0,,,,3,idle,,1,think,mihara,,,,,,Low_2,
d_nikke_mihara_02_94,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_94,True,,10,10,1.0,,,,3,idle,,1,think,mihara,,,,,,Low_2,
d_nikke_mihara_02_95,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_95,True,,L_30,L_30,1.0,,,,3,idle,,1,think,rumani,,,,,,,
d_nikke_mihara_02_96,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_96,True,,10,10,1.0,,,,3,idle,,1,idle,mihara,,,,,,Low_2,
d_nikke_mihara_02_97,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_97,True,,10,10,1.0,,,,3,idle,,1,idle,mihara,,,,,,Low_2,
d_nikke_mihara_02_98,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_98,True,,10,10,1.0,,,,3,idle,,1,idle,rumani,,,,,,Low_2,
d_nikke_mihara_02_99,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_99,True,,10,10,1.0,,,,3,idle,,1,idle,mihara,,,,,,Low_2,
d_nikke_mihara_02_100,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_100,True,,10,100,0.5,,,,3,idle,,1,shy,mihara,,,,,,Low_2,
d_nikke_mihara_02_101,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_101,True,,100,6017,1.0,,,,3,idle,,1,shy,mihara,,,,,,Low_2,
d_nikke_mihara_02_102,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_102,False,,L_30,L_30,1.0,,,,3,sad,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_103,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_103,True,,15,19,2.0,,,,3,sad,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_104,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_104,False,,19,19,1.0,,,,3,sad,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_105,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_105,True,,black,black,1.0,,,,3,sad,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_106,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_106,True,,3,L_300,1.0,,,,3,sad,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_107,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_107,True,,10,10,1.0,,,,3,sad,,1,surprise,mihara,,,,,,,
d_nikke_mihara_02_108,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_108,True,,10,10,1.0,,,,3,sad,,1,surprise,mihara,,,,,,,
d_nikke_mihara_02_109,d_nikke_mihara_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_mihara_02_109,True,,10,L_30,0.5,,,,3,sad,,1,surprise,rumani,,,,,,,
d_nikke_mihara_02_110,d_nikke_mihara_02,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_02_110,False,,L_30,L_30,1.0,,,,3,sad,,1,idle,rumani,,,,,,,
d_nikke_mihara_02_111,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_111,False,Park,1,1,1.0,bgm_story_orangepop,,,3,sad,,1,idle,,,rumani,,black,,,
d_nikke_mihara_02_112,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_112,False,,1,1,1.0,,,,,,,1,think,mihara,,,,,,,
d_nikke_mihara_02_113,d_nikke_mihara_02,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_02_113,False,,1,1,1.0,,,,,,,1,think,mihara,,,,,,,
d_nikke_mihara_02_114,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_114,True,,1,1,1.0,,,,,,,1,think,mihara,,,,,,,
d_nikke_mihara_02_115,d_nikke_mihara_02,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_02_115,False,,1,1,1.0,,,,,,,1,think,mihara,,,,,,,
d_nikke_mihara_02_116,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_116,True,,1,1,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_117,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_117,True,,1,1,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_118,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_118,True,,1,1,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_119,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_119,True,,1,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_120,d_nikke_mihara_02,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_02_120,False,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_121,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_121,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_122,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_122,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_123,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_123,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_124,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_124,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_125,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_125,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_126,d_nikke_mihara_02,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_02_126,False,,10,10,1.0,none,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_127,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_127,True,,10,10,1.0,,,,,,,1,surprise,mihara,,,,,,,
d_nikke_mihara_02_128,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_128,False,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_129,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_129,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_130,d_nikke_mihara_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_02_130,True,,black,black,1.0,bgm_story_fairytalesend_if,,,,,,1,idle,mihara,,,,,,,sfx_scn_chain
d_nikke_mihara_02_131,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_131,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_132,d_nikke_mihara_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_02_132,True,,10,10,1.0,,,,,,,1,idle,mihara,,,,,,,
d_nikke_mihara_02_133,d_nikke_mihara_02,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_02_133,True,,10,100,1.0,,,,,,,1,shy,mihara,,,,,,,
