id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,speaker,jump_target,characters/0/hide_char_id,set_object,set_object_position
treasurestory_helm_06_14,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_14,True,,100,100,1.0,,helm,,1,delight,,helm,,,,
treasurestory_helm_06_15,treasurestory_helm_06,Self,Locale_NikkeEpisode:treasurestory_helm_06_15,False,,100,100,1.0,,helm,,1,delight,,,,,,
treasurestory_helm_06_16,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_16,True,,100,100,1.0,,helm,,1,delight,,helm,,,,
treasurestory_helm_06_17,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_17,True,,100,100,1.0,,helm,,1,delight,,helm,,,,
treasurestory_helm_06_18,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_18,True,,100,100,1.0,,helm,,1,delight,,helm,,,,
treasurestory_helm_06_19,treasurestory_helm_06,Choice,Locale_NikkeEpisode:treasurestory_helm_06_19,False,,100,100,1.0,,helm,,1,delight,,,treasurestory_helm_06_21,,,
treasurestory_helm_06_20,treasurestory_helm_06,Choice,Locale_NikkeEpisode:treasurestory_helm_06_20,False,,100,100,1.0,,helm,,1,delight,,,treasurestory_helm_06_22,,,
treasurestory_helm_06_21,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_21,True,,100,10,1.3,,helm,,1,delight,,helm,treasurestory_helm_06_23,,,
treasurestory_helm_06_22,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_22,True,,100,10,1.3,,helm,,1,delight,,helm,treasurestory_helm_06_23,,,
treasurestory_helm_06_23,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_23,True,,10,10,1.0,,helm,,1,idle,,helm,,,,
treasurestory_helm_06_24,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_24,True,,10,10,1.0,,helm,,1,idle,,helm,,,,
treasurestory_helm_06_25,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_25,True,,10,10,1.0,,helm,,1,idle,,helm,,,,
treasurestory_helm_06_26,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_26,True,,10,10,1.0,,helm,,1,idle,,helm,,,,
treasurestory_helm_06_27,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_27,False,,10,100,1.3,,helm,,1,idle,,,,,,
treasurestory_helm_06_28,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_28,False,,100,100,1.0,,helm,,1,idle,,,,,,
treasurestory_helm_06_29,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_29,True,,100,100,1.0,,helm,,1,shy,,helm,,,,
treasurestory_helm_06_30,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_30,True,,100,100,1.0,,helm,,1,shy,,helm,,,,
treasurestory_helm_06_31,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_31,False,,black,black,1.0,,helm,,1,shy,,,,,,
treasurestory_helm_06_32,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_32,False,,black,black,1.0,,helm,,1,shy,,,,,,
treasurestory_helm_06_33,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_33,False,,black,black,1.5,,helm,,1,shy,,,,,,
treasurestory_helm_06_34,treasurestory_helm_06,Narration,Locale_NikkeEpisode:treasurestory_helm_06_34,False,,black,black,1.0,,helm,,1,shy,sfx_scn_sit,,,,,
treasurestory_helm_06_35,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_35,False,,black,black,1.0,,helm,,1,shy,,,,helm,favoriteitem/FavoriteItemScene_c352_00,1
treasurestory_helm_06_36,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_36,True,,treasurestory_helm_02,treasurestory_helm_01,2.0,,helm,,,,,helm,,,,
treasurestory_helm_06_37,treasurestory_helm_06,Self,Locale_NikkeEpisode:treasurestory_helm_06_37,False,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,,,,,
treasurestory_helm_06_38,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_38,True,,treasurestory_helm_01,treasurestory_helm_03,2.0,,helm,,,,,helm,,,,
treasurestory_helm_06_39,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_39,False,,black,black,1.0,,helm,,,,,,,,,
treasurestory_helm_06_40,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_40,False,,black,black,1.0,,helm,,,,,,,,,
treasurestory_helm_06_41,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_41,True,,treasurestory_helm_03,treasurestory_helm_03,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_42,treasurestory_helm_06,Self,Locale_NikkeEpisode:treasurestory_helm_06_42,False,,treasurestory_helm_03,treasurestory_helm_03,1.0,,helm,,,,,,,,,
treasurestory_helm_06_43,treasurestory_helm_06,Self,Locale_NikkeEpisode:treasurestory_helm_06_43,False,,treasurestory_helm_03,treasurestory_helm_03,1.0,,helm,,,,,,,,,
treasurestory_helm_06_44,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_44,True,,treasurestory_helm_03,treasurestory_helm_01,2.0,,helm,,,,,helm,,,,
treasurestory_helm_06_45,treasurestory_helm_06,Self,Locale_NikkeEpisode:treasurestory_helm_06_45,False,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,,,,,
treasurestory_helm_06_46,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_46,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_47,treasurestory_helm_06,Self,Locale_NikkeEpisode:treasurestory_helm_06_47,False,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,,,,,
treasurestory_helm_06_48,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_48,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_49,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_49,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_50,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_50,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_51,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_51,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_52,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_52,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_53,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_53,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_54,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_54,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_55,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_55,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_56,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_56,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_57,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_57,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_58,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_58,False,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,,,,,
treasurestory_helm_06_59,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_59,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_60,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_60,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_61,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_61,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_62,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_62,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_63,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_63,False,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,,,,,
treasurestory_helm_06_64,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_64,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_65,treasurestory_helm_06,Self,Locale_NikkeEpisode:treasurestory_helm_06_65,False,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,,,,,
treasurestory_helm_06_66,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_66,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_67,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_67,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_68,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_68,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_69,treasurestory_helm_06,Choice,Locale_NikkeEpisode:treasurestory_helm_06_69,False,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,,treasurestory_helm_06_71,,,
treasurestory_helm_06_70,treasurestory_helm_06,Choice,Locale_NikkeEpisode:treasurestory_helm_06_70,False,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,,treasurestory_helm_06_71,,,
treasurestory_helm_06_71,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_71,True,,treasurestory_helm_01,treasurestory_helm_01,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_72,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_72,True,,treasurestory_helm_01,treasurestory_helm_03,2.0,,helm,,,,,helm,,,,
treasurestory_helm_06_73,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_73,True,,treasurestory_helm_03,treasurestory_helm_03,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_74,treasurestory_helm_06,Speech,Locale_NikkeEpisode:treasurestory_helm_06_74,True,,black,black,1.0,,helm,,,,,helm,,,,
treasurestory_helm_06_75,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_75,False,,black,black,1.0,,helm,,,,,,,,,
treasurestory_helm_06_76,treasurestory_helm_06,Monologue,Locale_NikkeEpisode:treasurestory_helm_06_76,False,,black,black,1.0,,helm,,,,,,,,,
