id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,highlight,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_helm_aquamarine_01_12,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_12,True,,10,10,1.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_13,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_13,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_14,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_14,True,,10,10,1.0,,helm_s,,d_nikke_helm_aquamarine_01_18,,1,idle,,,,
d_nikke_helm_aquamarine_01_15,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_15,True,,10,10,1.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_16,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_16,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_17,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_17,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_18,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_18,True,,10,10,1.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_19,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_19,True,,10,10,1.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_20,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_20,False,,10,10,1.0,,,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_21,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_21,False,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_22,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_22,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_23,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_23,False,,10,10,1.0,,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_24,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_24,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_25,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_25,True,,10,10,1.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_26,d_nikke_helm_aquamarine_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_26,False,,black,black,1.0,sfx_scn_knock,,,,,1,think,,,,
d_nikke_helm_aquamarine_01_27,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_27,True,,10,1,1.0,,anis_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_28,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_28,False,,1,1,1.0,,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_29,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_29,True,,1,13,1.0,,anis_s,,,,1,idle,anis_s,13,delight,
d_nikke_helm_aquamarine_01_30,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_30,True,,13,13,1.0,,anis_s,,,,1,idle,,13,delight,
d_nikke_helm_aquamarine_01_31,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_31,False,,13,13,1.0,,,,,,1,idle,,13,delight,
d_nikke_helm_aquamarine_01_32,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_32,True,,13,13,1.0,,anis_s,,,,1,idle,,13,idle,
d_nikke_helm_aquamarine_01_33,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_33,True,,13,13,1.0,,anis_s,,,,1,idle,,13,idle,
d_nikke_helm_aquamarine_01_34,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_34,True,,13,XS_130,2.0,,anis_s,,,,1,idle,,13,worry,
d_nikke_helm_aquamarine_01_35,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_35,True,,XS_130,XS_130,1.0,,anis_s,,,,1,idle,,13,worry,
d_nikke_helm_aquamarine_01_36,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_36,True,,XS_130,XS_130,1.0,,anis_s,,,,1,idle,,13,worry,
d_nikke_helm_aquamarine_01_37,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_37,False,,XS_130,XS_130,1.0,,,,,,1,idle,,13,worry,
d_nikke_helm_aquamarine_01_38,d_nikke_helm_aquamarine_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_38,False,,black,black,1.0,,,,,,1,idle,,13,worry,
d_nikke_helm_aquamarine_01_39,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_39,False,,XS_130,XS_130,1.0,,,,,,1,idle,,13,worry,
d_nikke_helm_aquamarine_01_40,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_40,True,,XS_130,XS_130,1.0,,anis_s,,,,1,idle,,13,worry,
d_nikke_helm_aquamarine_01_41,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_41,True,,XS_130,XS_130,1.0,,anis_s,,,,1,idle,,13,worry,
d_nikke_helm_aquamarine_01_42,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_42,True,,XS_130,XS_130,1.0,,anis_s,,,,1,idle,,13,worry,
d_nikke_helm_aquamarine_01_43,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_43,False,,XS_130,XS_130,1.0,,,,,,1,idle,,13,worry,
d_nikke_helm_aquamarine_01_44,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_44,False,,XS_130,XS_130,1.0,,,,,,1,idle,,13,worry,
d_nikke_helm_aquamarine_01_45,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_45,True,,XS_130,XS_130,1.0,,anis_s,,,,1,idle,,13,delight,
d_nikke_helm_aquamarine_01_46,d_nikke_helm_aquamarine_01,Speech,anis_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_46,True,,XS_130,13,1.0,,anis_s,,,,1,idle,,13,delight,
d_nikke_helm_aquamarine_01_47,d_nikke_helm_aquamarine_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_47,False,,13,13,1.0,,,,,,1,idle,,15,delight,anis_s
d_nikke_helm_aquamarine_01_48,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_48,False,,13,1,1.0,,helm_s,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_49,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_49,True,,1,10,1.0,,helm_s,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_50,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_50,True,,10,10,1.0,,helm_s,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_51,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_51,True,,10,10,1.0,,helm_s,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_52,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_52,False,,10,10,1.0,,,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_53,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_53,True,,10,10,1.0,,helm_s,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_54,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_54,False,,10,10,1.0,,,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_55,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_55,True,,10,10,1.0,,helm_s,,,,1,surprise,,,,
d_nikke_helm_aquamarine_01_56,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_56,True,,10,10,1.0,,helm_s,,,,1,surprise,,,,
d_nikke_helm_aquamarine_01_57,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_57,True,,10,10,1.0,,helm_s,,,,1,surprise,,,,
d_nikke_helm_aquamarine_01_58,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_58,False,,10,10,1.0,,,,,,1,surprise,,,,
d_nikke_helm_aquamarine_01_59,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_59,False,,10,10,1.0,,,,,,1,surprise,,,,
d_nikke_helm_aquamarine_01_60,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_60,False,,10,1,2.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_61,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_61,True,,1,1,1.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_62,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_62,True,,1,1,1.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_63,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_63,True,,1,1,1.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_64,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_64,False,,1,1,1.0,,,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_65,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_65,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_66,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_66,False,,1,1,1.0,,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_67,d_nikke_helm_aquamarine_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_67,False,,1,1,1.0,,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_68,d_nikke_helm_aquamarine_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_68,False,,black,black,1.0,sfx_scn_keyboard,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_69,d_nikke_helm_aquamarine_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_69,False,,black,black,1.0,sfx_scn_keyboard,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_70,d_nikke_helm_aquamarine_01,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_70,True,,1,1,1.0,,liter_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_71,d_nikke_helm_aquamarine_01,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_71,True,,1,1,1.0,,liter_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_72,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_72,False,,1,1,1.0,,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_73,d_nikke_helm_aquamarine_01,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_73,True,,1,13,1.0,,liter_s,,,,1,idle,liter_s,13,idle,
d_nikke_helm_aquamarine_01_74,d_nikke_helm_aquamarine_01,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_74,True,,13,13,1.0,,liter_s,,,,1,idle,,13,sorrow,
d_nikke_helm_aquamarine_01_75,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_75,False,,13,13,1.0,,,,,,1,idle,,13,sorrow,
d_nikke_helm_aquamarine_01_76,d_nikke_helm_aquamarine_01,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_76,True,,13,XS_130,1.0,,liter_s,,,,1,idle,,13,no,
d_nikke_helm_aquamarine_01_77,d_nikke_helm_aquamarine_01,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_77,True,,XS_130,XS_130,1.0,,liter_s,,,,1,idle,,13,no,
d_nikke_helm_aquamarine_01_78,d_nikke_helm_aquamarine_01,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_78,True,,XS_130,XS_130,1.0,,liter_s,,,,1,idle,,13,no,
d_nikke_helm_aquamarine_01_79,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_79,False,,XS_130,XS_130,1.0,,,,,,1,idle,,13,no,
d_nikke_helm_aquamarine_01_80,d_nikke_helm_aquamarine_01,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_80,True,,XS_130,XS_130,1.0,,liter_s,,,,1,idle,,13,delight,
d_nikke_helm_aquamarine_01_81,d_nikke_helm_aquamarine_01,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_81,True,,XS_130,XS_130,1.0,,liter_s,,,,1,idle,,13,delight,
d_nikke_helm_aquamarine_01_82,d_nikke_helm_aquamarine_01,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_82,True,,XS_130,XS_130,1.0,,liter_s,,,,1,idle,,13,delight,
d_nikke_helm_aquamarine_01_83,d_nikke_helm_aquamarine_01,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_83,True,,XS_130,13,1.0,,liter_s,,,,1,idle,,13,delight,
d_nikke_helm_aquamarine_01_84,d_nikke_helm_aquamarine_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_84,False,,13,13,1.0,,,,,,1,idle,,15,delight,liter_s
d_nikke_helm_aquamarine_01_85,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_85,True,,13,1,1.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_86,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_86,True,,1,10,2.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_87,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_87,True,,10,10,1.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_88,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_88,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_89,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_89,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_90,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_90,False,,10,10,1.0,,,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_91,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_91,True,,10,10,1.0,,helm_s,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_92,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_92,True,,10,10,1.0,,helm_s,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_93,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_93,False,,10,10,1.0,,,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_94,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_94,True,,10,10,1.0,,helm_s,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_95,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_95,False,,10,10,1.0,,,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_96,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_96,False,,10,10,1.0,,,,,,1,angry,,,,
d_nikke_helm_aquamarine_01_97,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_97,True,,10,10,1.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_98,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_98,False,,10,10,1.0,,,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_99,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_99,True,,10,10,1.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_100,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_100,True,,10,10,1.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_101,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_101,False,,10,1,2.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_102,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_102,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_103,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_103,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_104,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_104,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_105,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_105,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_106,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_106,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_107,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_107,True,,1,1,1.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_108,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_108,True,,1,1,1.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_109,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_109,True,,1,1,1.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_110,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_110,True,,1,1,1.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_111,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_111,True,,1,1,1.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_112,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_112,False,,1,1,1.0,,,,,,1,think,,,,
d_nikke_helm_aquamarine_01_113,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_113,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_114,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_114,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_115,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_115,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_116,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_116,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_117,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_117,True,,1,1,1.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_118,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_118,True,,1,1,1.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_119,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_119,True,,1,1,1.0,,helm_s,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_120,d_nikke_helm_aquamarine_01,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_120,False,,1,1,1.0,,,,,,1,sad,,,,
d_nikke_helm_aquamarine_01_121,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_121,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_122,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_122,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_123,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_123,True,,1,1,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_124,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_124,False,,1,1,1.0,,helm_s,,,,1,think,,,,
d_nikke_helm_aquamarine_01_125,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_125,True,,1,10,2.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_126,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_126,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_127,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_127,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
d_nikke_helm_aquamarine_01_128,d_nikke_helm_aquamarine_01,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_01_128,True,,10,10,1.0,,helm_s,,,,1,idle,,,,
