id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_privaty_unkindmaid_04_12,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_12,True,,1,10,1.0,,,,,1,happy,
d_nikke_privaty_unkindmaid_04_13,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_13,False,,10,10,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_14,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_14,True,,10,10,1.0,,,,,1,surprise,
d_nikke_privaty_unkindmaid_04_15,d_nikke_privaty_unkindmaid_04,Narration,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_15,False,,10,20,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_16,d_nikke_privaty_unkindmaid_04,Narration,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_16,False,,20,120,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_17,d_nikke_privaty_unkindmaid_04,Narration,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_17,False,,120,100,1.0,,,,,1,sad,
d_nikke_privaty_unkindmaid_04_18,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_18,True,,100,100,1.0,,,,,1,sad,
d_nikke_privaty_unkindmaid_04_19,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_19,False,,100,100,1.0,,,,,1,shy,
d_nikke_privaty_unkindmaid_04_20,d_nikke_privaty_unkindmaid_04,Narration,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_20,False,,100,1,1.0,,sfx_scn_blanketunfold,,,1,shy,
d_nikke_privaty_unkindmaid_04_21,d_nikke_privaty_unkindmaid_04,Narration,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_21,False,,1,1,1.0,,,,,1,shy,
d_nikke_privaty_unkindmaid_04_22,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_22,True,,1,1,1.0,,,,,1,surprise,
d_nikke_privaty_unkindmaid_04_23,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_23,True,,1,1,1.0,,,,,1,no,
d_nikke_privaty_unkindmaid_04_24,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_24,True,,1,1,1.0,,,,,1,no,
d_nikke_privaty_unkindmaid_04_25,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_25,True,,1,1,1.0,,,,,1,no,
d_nikke_privaty_unkindmaid_04_26,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_26,True,,1,10,1.0,,,,,1,shy,
d_nikke_privaty_unkindmaid_04_27,d_nikke_privaty_unkindmaid_04,Narration,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_27,False,,10,10,1.0,,,,,1,shy,
d_nikke_privaty_unkindmaid_04_28,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_28,False,,10,100,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_29,d_nikke_privaty_unkindmaid_04,Narration,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_29,False,,100,13,1.0,,,Low_2,,13,idle,
d_nikke_privaty_unkindmaid_04_30,d_nikke_privaty_unkindmaid_04,Narration,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_30,False,,13,13,1.0,,,,,13,idle,
d_nikke_privaty_unkindmaid_04_31,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_31,True,,13,13,1.0,,,,,13,shy,
d_nikke_privaty_unkindmaid_04_32,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_32,True,,13,130,1.0,,,,,13,shy,
d_nikke_privaty_unkindmaid_04_33,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_33,True,,130,130,1.0,,,,,13,shy2,
d_nikke_privaty_unkindmaid_04_34,d_nikke_privaty_unkindmaid_04,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_34,False,,130,130,1.0,none,,,,13,shy2,
d_nikke_privaty_unkindmaid_04_35,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_35,True,,130,1,1.0,bgm_story_herecomestrouble,,Low_2,,1,surprise,
d_nikke_privaty_unkindmaid_04_36,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_36,True,,1,1,1.0,,,,,1,surprise,
d_nikke_privaty_unkindmaid_04_37,d_nikke_privaty_unkindmaid_04,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_37,False,,1,1,1.0,,,,,1,surprise,
d_nikke_privaty_unkindmaid_04_38,d_nikke_privaty_unkindmaid_04,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_38,False,,1,1,1.0,,,,,1,surprise,
d_nikke_privaty_unkindmaid_04_39,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_39,True,,1,1,1.0,,,,,1,surprise,
d_nikke_privaty_unkindmaid_04_40,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_40,True,,1,10,1.0,,,,,1,surprise,
d_nikke_privaty_unkindmaid_04_41,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_41,True,,10,10,1.0,,,,,1,surprise,
d_nikke_privaty_unkindmaid_04_42,d_nikke_privaty_unkindmaid_04,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_42,False,,10,10,1.0,,,,,1,surprise,
d_nikke_privaty_unkindmaid_04_43,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_43,True,,10,100,1.0,,,,,1,shy,
d_nikke_privaty_unkindmaid_04_44,d_nikke_privaty_unkindmaid_04,Monologue,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_44,False,,100,100,1.0,,,,,1,shy,
d_nikke_privaty_unkindmaid_04_45,d_nikke_privaty_unkindmaid_04,Narration,,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_45,False,CommanderRoom,black,black,1.0,,,,,3,shy,
d_nikke_privaty_unkindmaid_04_46,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_46,True,,1,1,1.0,,,,,1,delight,
d_nikke_privaty_unkindmaid_04_47,d_nikke_privaty_unkindmaid_04,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_47,False,,1,1,1.0,,,,,1,delight,
d_nikke_privaty_unkindmaid_04_48,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_48,True,,1,1,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_49,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_49,True,,1,1,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_50,d_nikke_privaty_unkindmaid_04,Monologue,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_50,False,,1,1,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_51,d_nikke_privaty_unkindmaid_04,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_51,False,,1,1,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_52,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_52,True,,1,10,1.0,,,,,1,sad2,
d_nikke_privaty_unkindmaid_04_53,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_53,True,,10,10,1.0,,,,,1,sad2,
d_nikke_privaty_unkindmaid_04_54,d_nikke_privaty_unkindmaid_04,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_54,False,,10,10,1.0,,,,,1,sad2,
d_nikke_privaty_unkindmaid_04_55,d_nikke_privaty_unkindmaid_04,Self,privaty_m,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_55,False,,10,10,1.0,,,,,1,sad2,
d_nikke_privaty_unkindmaid_04_56,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_56,False,,10,10,1.0,,,,,1,shy,
d_nikke_privaty_unkindmaid_04_57,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_57,False,,10,100,1.0,,,Low_2,,1,shy2,
d_nikke_privaty_unkindmaid_04_58,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_58,True,,100,100,1.0,,,,,1,surprise,
d_nikke_privaty_unkindmaid_04_59,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_59,True,,100,10,1.0,,,,,1,surprise,
d_nikke_privaty_unkindmaid_04_60,d_nikke_privaty_unkindmaid_04,Monologue,,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_60,False,,10,10,1.0,,,,,5,surprise,privaty_m
d_nikke_privaty_unkindmaid_04_61,d_nikke_privaty_unkindmaid_04,Monologue,,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_61,False,ShowerRoom,black,black,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_62,d_nikke_privaty_unkindmaid_04,Monologue,,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_62,False,,1,1,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_63,d_nikke_privaty_unkindmaid_04,Self,,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_63,False,,1,1,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_64,d_nikke_privaty_unkindmaid_04,Monologue,,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_64,False,,1,1,1.0,,,,,1,idle,
