id,group_id,speech_window,scenario_localkey,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,fade,set_filter_01
d_nikke_alice_05_14,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_14,,L_30,S_10,2.0,,alice,alice,True,,3,angry,,1,sad,,,,,
d_nikke_alice_05_15,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_15,,black,black,1.0,,alice,,,,3,angry,,1,sad,,alice,mustang,,
d_nikke_alice_05_16,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_16,,S_10,S_10,1.0,,ludmilla_op,ludmilla_op,True,ludmilla_op,OP_center,think,,,,,,,,
d_nikke_alice_05_17,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_17,,S_10,S_10,1.0,,ludmilla_op,ludmilla_op,True,,OP_center,think,,,,,,,,
d_nikke_alice_05_18,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_18,,S_10,S_10,1.0,,ludmilla_op,ludmilla_op,True,,OP_center,think,,,,,,,,
d_nikke_alice_05_19,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_19,,S_10,S_10,1.0,,alice,alice,True,,OP_leftup,think,alice,1,idle,,,,,
d_nikke_alice_05_20,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_20,,S_10,S_10,1.0,,alice,alice,True,,OP_leftup,think,,1,idle,,,,,
d_nikke_alice_05_21,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_21,,S_10,S_10,1.0,,alice,alice,True,,OP_leftup,think,,1,idle,,,,,
d_nikke_alice_05_22,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_22,,S_10,S_100,0.5,,ludmilla_op,ludmilla_op,True,,OP_leftup,angry,,1,surprise,Low_2,,,,
d_nikke_alice_05_23,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_23,,S_100,S_100,1.0,,ludmilla_op,ludmilla_op,True,,OP_leftup,angry,,1,surprise,,,,,
d_nikke_alice_05_24,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_24,,S_100,S_10,2.0,,ludmilla_op,ludmilla_op,True,,OP_leftup,think,,1,surprise,,,,,
d_nikke_alice_05_25,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_25,,S_10,S_10,1.0,,alice,alice,True,,OP_leftup,think,,1,sad,,,,,
d_nikke_alice_05_26,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_26,,S_10,S_10,1.0,,ludmilla_op,ludmilla_op,True,,OP_leftup,idle,,1,sad,,,,,
d_nikke_alice_05_27,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_27,,S_10,S_10,1.0,,ludmilla_op,ludmilla_op,True,,OP_leftup,idle,,1,sad,,,,,
d_nikke_alice_05_28,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_28,,S_10,S_10,0.5,,alice,alice,False,,OP_leftup,idle,,1,surprise,,,,,
d_nikke_alice_05_29,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_29,,S_10,S_10,1.0,,ludmilla_op,ludmilla_op,True,,OP_leftup,idle,,1,surprise,,,,,
d_nikke_alice_05_30,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_30,,S_10,S_10,0.5,,alice,alice,True,,OP_leftup,idle,,1,delight,,,ludmilla_op,,
d_nikke_alice_05_31,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_31,,black,black,1.0,,alice,,,,,,,1,delight,,alice,,,
d_nikke_alice_05_32,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_32,,black,black,1.0,,alice,,,,,,,,,,,,,
d_nikke_alice_05_33,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_33,Hospital_n,black,black,1.0,,alice,,,,,,,,,,,,,
d_nikke_alice_05_34,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_34,,6001,S_10,2.0,bgm_story_inwonderland,alice,,,,,,,,,,,,black,
d_nikke_alice_05_35,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_35,,S_10,S_10,1.0,,alice,,,,,,,,,,,,,
d_nikke_alice_05_36,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_36,,S_10,S_10,1.0,,alice,,,,,,alice,1,idle,,,,,
d_nikke_alice_05_37,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_37,,S_10,S_10,1.0,,alice,,,,,,,1,idle,,,,,
d_nikke_alice_05_38,d_nikke_alice_05,Self,Locale_NikkeEpisode:d_nikke_alice_05_38,,S_10,S_10,1.0,,alice,,,,,,,1,idle,,,,,
d_nikke_alice_05_39,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_39,,S_10,S_100,0.5,,alice,alice,True,,,,,1,delight,,,,,
d_nikke_alice_05_40,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_40,,S_100,S_100,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_41,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_41,,S_100,S_100,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_42,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_42,,S_100,S_100,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_43,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_43,,S_100,S_100,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_44,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_44,,S_100,S_10,2.0,,alice,alice,True,,,,,1,delight,,,,,
d_nikke_alice_05_45,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_45,,S_10,S_10,1.0,,alice,alice,True,,,,,1,delight,,,,,
d_nikke_alice_05_46,d_nikke_alice_05,Self,Locale_NikkeEpisode:d_nikke_alice_05_46,,S_10,S_10,1.0,,alice,,,,,,,1,delight,,,,,
d_nikke_alice_05_47,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_47,,S_10,S_10,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_48,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_48,,S_10,S_10,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_49,d_nikke_alice_05,Self,Locale_NikkeEpisode:d_nikke_alice_05_49,,S_10,S_10,1.0,,alice,,,,,,,1,idle,,,,,
d_nikke_alice_05_50,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_50,,S_10,S_10,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_51,d_nikke_alice_05,Self,Locale_NikkeEpisode:d_nikke_alice_05_51,,S_10,S_10,1.0,,alice,,,,,,,1,idle,,,,,
d_nikke_alice_05_52,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_52,,S_10,S_100,2.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_53,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_53,,S_100,S_100,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_54,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_54,,S_100,S_100,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_55,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_55,,S_100,S_100,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_56,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_56,,S_100,S_100,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_57,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_57,,S_100,S_10,2.0,,alice,,,,,,,1,idle,,,,,
d_nikke_alice_05_58,d_nikke_alice_05,Self,Locale_NikkeEpisode:d_nikke_alice_05_58,,S_10,S_10,1.0,,alice,,,,,,,1,idle,,,,,
d_nikke_alice_05_59,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_59,,S_10,S_10,1.0,,alice,alice,True,,,,,1,delight,,,,,
d_nikke_alice_05_60,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_60,,black,black,1.0,,alice,,,,,,,1,idle,,alice,,,
d_nikke_alice_05_61,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_61,,black,black,1.0,,alice,,,,,,,1,idle,,,,,
d_nikke_alice_05_62,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_62,,black,black,1.0,,alice,,,,,,,1,idle,,,,,
d_nikke_alice_05_63,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_63,,S_10,S_10,1.0,,alice,alice,True,,,,alice,1,sad,,,,,
d_nikke_alice_05_64,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_64,,S_10,S_10,1.0,,alice,alice,True,,,,,1,delight,,,,,
d_nikke_alice_05_65,d_nikke_alice_05,Self,Locale_NikkeEpisode:d_nikke_alice_05_65,,S_10,S_10,1.0,,alice,,,,,,,1,idle,,,,,
d_nikke_alice_05_66,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_66,,S_10,S_10,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_67,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_67,,S_10,S_10,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_68,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_68,,S_10,S_10,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_69,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_69,,S_10,S_10,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_70,d_nikke_alice_05,Self,Locale_NikkeEpisode:d_nikke_alice_05_70,,S_10,S_10,1.0,,alice,,,,,,,1,idle,,,,,
d_nikke_alice_05_71,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_71,,S_10,S_10,1.0,,alice,alice,True,,,,,1,delight,,,,,
d_nikke_alice_05_72,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_72,,S_10,S_10,1.0,,alice,alice,True,,,,,1,delight,,,,,
d_nikke_alice_05_73,d_nikke_alice_05,Self,Locale_NikkeEpisode:d_nikke_alice_05_73,,S_10,S_10,1.0,,alice,,,,,,,1,delight,,,,,
d_nikke_alice_05_74,d_nikke_alice_05,Speech,Locale_NikkeEpisode:d_nikke_alice_05_74,,S_10,S_10,1.0,,alice,alice,True,,,,,1,idle,,,,,
d_nikke_alice_05_75,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_75,none,S_10,S_10,1.0,,alice,,,,,,,1,idle,,alice,,,
d_nikke_alice_05_76,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_76,Hospital,S_10,S_10,1.0,,alice,,,,,,,,,,,,,Grey
d_nikke_alice_05_77,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_77,,S_10,S_10,1.0,,alice,,,,,,,,,,,,,Grey
d_nikke_alice_05_78,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_78,,S_10,S_10,1.0,,alice,,,,,,,,,,,,,Grey
d_nikke_alice_05_79,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_79,,S_10,S_10,1.0,,alice,,,,,,,,,,,,,Grey
d_nikke_alice_05_80,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_80,,S_10,S_10,1.0,,alice,,,,,,,,,,,,,Grey
d_nikke_alice_05_81,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_81,,S_10,S_10,1.0,,alice,,,,,,,,,,,,,Grey
d_nikke_alice_05_82,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_82,,S_10,S_10,1.0,,alice,,,,,,,,,,,,,Grey
d_nikke_alice_05_83,d_nikke_alice_05,Self,Locale_NikkeEpisode:d_nikke_alice_05_83,,S_10,S_10,1.0,,alice,,,,,,,,,,,,,Grey
d_nikke_alice_05_84,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_84,White,S_10,S_100,2.0,,alice,,,,,,,,,,,,white_without_dialogue,
d_nikke_alice_05_85,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_85,,1,1,1.0,,alice,,,,,,,,,,,,,
d_nikke_alice_05_86,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_86,,1,1,1.0,,alice,,,,,,,,,,,,,
d_nikke_alice_05_87,d_nikke_alice_05,Narration,Locale_NikkeEpisode:d_nikke_alice_05_87,none,1,1,1.0,,,,,,,,,,,,,,,
