id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,fade,jump_target
d_nikke_vesti_tactical_02_11,d_nikke_vesti_tactical_02,Speech,eunhwa_t,unknown,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_11,False,,3,angry,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_12,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_12,True,,3,angry,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_13,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_13,True,,3,angry,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_14,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_14,True,,3,angry,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_15,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_15,True,,3,angry,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_16,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_16,True,,3,rage,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_17,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_17,True,,3,rage,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_18,d_nikke_vesti_tactical_02,Self,emma_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_18,False,,3,rage,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_19,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_19,True,,3,shy,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_20,d_nikke_vesti_tactical_02,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_20,False,,3,shy,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_21,d_nikke_vesti_tactical_02,Speech,eunhwa_t,unknown,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_21,False,,3,shy,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_22,d_nikke_vesti_tactical_02,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_22,False,,3,shy,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_23,d_nikke_vesti_tactical_02,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_23,False,,3,shy,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_24,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_24,True,,3,angry,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_25,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_25,True,,3,angry,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_26,d_nikke_vesti_tactical_02,Monologue,emma_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_26,False,,3,angry,,5,delight,,4,15,1.5,,vesti_t,15,idle,,,,,,
d_nikke_vesti_tactical_02_27,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_27,False,,3,angry,,5,delight,,15,15,1.0,,,15,idle,,,,,,
d_nikke_vesti_tactical_02_28,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_28,False,,3,angry,,5,delight,,15,15,1.0,,,15,worry,,,,,,
d_nikke_vesti_tactical_02_29,d_nikke_vesti_tactical_02,Narration,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_29,False,,3,angry,,5,delight,,15,15,1.0,,,15,worry,vesti_t,,,,,
d_nikke_vesti_tactical_02_30,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_30,False,,3,angry,,5,delight,,15,15,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_31,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_31,False,,3,idle,,5,delight,,15,15,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_32,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_32,True,,3,idle,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_33,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_33,True,,3,idle,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_34,d_nikke_vesti_tactical_02,Self,emma_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_34,False,,3,idle,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_35,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_35,True,,3,idle,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_36,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_36,True,,3,idle,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_37,d_nikke_vesti_tactical_02,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_37,False,,3,idle,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_38,d_nikke_vesti_tactical_02,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_38,False,,3,idle,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_39,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_39,True,,3,idle,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_40,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_40,True,,3,idle,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_41,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_41,True,,3,idle,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_42,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_42,True,,3,idle,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_43,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_43,True,,3,idle,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_44,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_44,True,,3,idle,,5,idle,,4,4,1.0,,vesti_t,15,idle,,,,,,
d_nikke_vesti_tactical_02_45,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_45,False,,3,idle,,5,idle,,4,15,1.5,,,15,idle,,,,,,
d_nikke_vesti_tactical_02_46,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_46,False,,3,idle,,5,idle,,15,15,1.0,,,15,worry,,,,,,
d_nikke_vesti_tactical_02_47,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_47,False,,3,idle,,5,idle,,15,15,1.0,,,15,worry,vesti_t,,,,,
d_nikke_vesti_tactical_02_48,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_48,False,,3,idle,,5,idle,,15,15,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_49,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_49,True,,3,idle,,5,idle,,30,30,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_50,d_nikke_vesti_tactical_02,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_50,False,,3,idle,,5,idle,,30,30,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_51,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_51,True,,3,idle,,5,idle,,30,30,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_52,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_52,True,,3,idle,,5,idle,,30,50,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_53,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_53,True,,3,idle,,5,idle,,50,50,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_54,d_nikke_vesti_tactical_02,Self,emma_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_54,False,,3,idle,,5,idle,,50,50,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_55,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_55,True,,3,idle,,5,idle,,50,50,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_56,d_nikke_vesti_tactical_02,Self,emma_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_56,False,,3,idle,,5,idle,,50,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_57,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_57,True,,3,idle,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_58,d_nikke_vesti_tactical_02,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_58,False,,3,idle,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_59,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_59,True,,3,smile,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_60,d_nikke_vesti_tactical_02,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_60,False,,3,smile,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_61,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_61,False,,3,smile,,5,idle,,black,black,1.0,,vesti_t,15,idle,,,,,,
d_nikke_vesti_tactical_02_62,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_62,False,,3,smile,,5,idle,,15,15,1.0,,,15,idle,,,,,,
d_nikke_vesti_tactical_02_63,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_63,True,,3,idle,,5,idle,,15,XS_150,0.5,,,15,worry,,,,,,
d_nikke_vesti_tactical_02_64,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_64,True,,3,idle,,5,idle,,XS_150,XS_150,1.0,,,15,worry,,,,,,
d_nikke_vesti_tactical_02_65,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_65,False,,3,idle,,5,idle,,XS_150,XS_150,1.0,,,15,worry,,,,,,
d_nikke_vesti_tactical_02_66,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_66,True,,3,idle,,5,idle,,XS_150,XS_150,1.0,,,15,idle,,,,,,
d_nikke_vesti_tactical_02_67,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_67,True,,3,idle,,5,idle,,XS_150,XS_150,1.0,,,15,idle,,,,,,
d_nikke_vesti_tactical_02_68,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_68,False,,3,idle,,5,idle,,XS_150,XS_150,1.0,,,15,idle,,,,,,
d_nikke_vesti_tactical_02_69,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_69,False,,3,idle,,5,idle,,XS_150,XS_1500,0.5,,,15,idle,,,,,,
d_nikke_vesti_tactical_02_70,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_70,False,,3,idle,,5,idle,,XS_1500,XS_1500,1.0,,,15,idle,,,,,,
d_nikke_vesti_tactical_02_71,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_71,False,,3,idle,,5,idle,,XS_1500,XS_1500,1.0,,,15,idle,,,,,,
d_nikke_vesti_tactical_02_72,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_72,False,,3,idle,,5,idle,,XS_1500,XS_1500,1.0,,,15,idle,,,,,,
d_nikke_vesti_tactical_02_73,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_73,True,,3,idle,,5,idle,,XS_1500,XS_1500,1.0,none,,15,idle,,,,,,
d_nikke_vesti_tactical_02_74,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_74,False,,3,idle,,5,idle,,XS_1500,XS_1500,1.0,,,15,idle,,,,,,
d_nikke_vesti_tactical_02_75,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_75,True,,3,idle,,5,idle,,XS_1500,15,0.5,bgm_story_tomboyprincess,,15,worry,,,,,,
d_nikke_vesti_tactical_02_76,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_76,False,,3,idle,,5,idle,,15,15,1.0,,,15,worry,,,,,,
d_nikke_vesti_tactical_02_77,d_nikke_vesti_tactical_02,Narration,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_77,False,,3,idle,,5,idle,,black,black,1.0,,,15,worry,vesti_t,sfx_scn_runaway,,,,
d_nikke_vesti_tactical_02_78,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_78,False,,3,idle,,5,idle,,15,15,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_79,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_79,False,,3,idle,,5,idle,,15,15,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_80,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_80,True,,3,smile,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_81,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_81,True,,3,smile,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_82,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_82,True,,3,smile,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_83,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_83,True,,3,smile,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_84,d_nikke_vesti_tactical_02,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_84,True,,3,smile,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_85,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_85,True,,3,smile,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_86,d_nikke_vesti_tactical_02,Self,emma_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_86,False,,3,smile,,5,delight,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_87,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_87,True,,3,smile,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_88,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_88,True,,3,smile,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_89,d_nikke_vesti_tactical_02,Speech,emma_t,emma_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_89,True,,3,smile,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_90,d_nikke_vesti_tactical_02,Self,emma_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_90,False,,3,smile,,5,idle,,4,4,1.0,,,,,,,,,,
d_nikke_vesti_tactical_02_91,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_91,False,,3,smile,,5,idle,Park,black,black,1.0,bgm_story_flipflop,vesti_t,1,idle,,,eunhwa_t,emma_t,black,
d_nikke_vesti_tactical_02_92,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_92,False,,,,,,,,1,1,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_93,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_93,True,,,,,,,,1,1,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_94,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_94,False,,,,,,,,1,1,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_95,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_95,True,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_96,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_96,True,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_97,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_97,False,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_98,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_98,True,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_99,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_99,True,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_100,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_100,True,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_101,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_101,False,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_102,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_102,False,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_103,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_103,True,,,,,,,,1,1,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_104,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_104,False,,,,,,,,1,1,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_105,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_105,False,,,,,,,,1,1,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_106,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_106,True,,,,,,,,1,1,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_107,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_107,False,,,,,,,,1,1,1.0,,,1,idle,,,,,,
d_nikke_vesti_tactical_02_108,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_108,True,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_109,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_109,False,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_110,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_110,True,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_111,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_111,False,,,,,,,,1,1,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_112,d_nikke_vesti_tactical_02,Monologue,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_112,False,,,,,,,,1,XS_10,1.5,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_113,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_113,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_114,d_nikke_vesti_tactical_02,Narration,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_114,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_115,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_115,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_116,d_nikke_vesti_tactical_02,Self,vesti_t,,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_116,False,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_117,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_117,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
d_nikke_vesti_tactical_02_118,d_nikke_vesti_tactical_02,Speech,vesti_t,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_02_118,True,,,,,,,,XS_10,XS_10,1.0,,,1,worry,,,,,,
