id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_ce005_02_03_15,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_15,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_16,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_16,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_17,d_nikke_ce005_02_03,Self,trony,,Locale_NikkeEpisode:d_nikke_ce005_02_03_17,False,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_18,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_18,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_19,d_nikke_ce005_02_03,Self,trony,,Locale_NikkeEpisode:d_nikke_ce005_02_03_19,False,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_20,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_20,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_21,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_21,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_22,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_22,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_23,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_23,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_24,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_24,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_25,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_25,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_26,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_26,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_27,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_27,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_28,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_28,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_29,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_29,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_30,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_30,True,,event_exnii_talk_15,1,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_31,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_31,False,,1,1,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_32,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_32,True,,1,1,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_33,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_33,True,,1,1,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_34,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_34,True,,1,1,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_35,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_35,True,,1,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_36,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_36,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_37,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_37,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_38,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_38,True,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,1,idle,,13,idle,
d_nikke_ce005_02_03_39,d_nikke_ce005_02_03,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_02_03_39,False,NikkeCorridor,1,1,1.0,none,black,,1,idle,,13,idle,trony
d_nikke_ce005_02_03_40,d_nikke_ce005_02_03,Monologue,,,Locale_NikkeEpisode:d_nikke_ce005_02_03_40,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_41,d_nikke_ce005_02_03,Monologue,,,Locale_NikkeEpisode:d_nikke_ce005_02_03_41,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_42,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_42,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_43,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_43,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_44,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_44,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_45,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_45,True,,1,1,1.0,bgm_story_backtonormal,,,1,idle,,,,
d_nikke_ce005_02_03_46,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_46,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_47,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_47,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_48,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_48,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_49,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_49,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_50,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_50,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_51,d_nikke_ce005_02_03,Speech,ce004_01,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_51,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_52,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_52,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_53,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_53,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_54,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_54,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_55,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_55,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_56,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_56,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_57,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_57,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_58,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_58,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_59,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_59,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_60,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_60,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_61,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_61,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_62,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_62,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_63,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_63,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_64,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_64,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_65,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_65,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_66,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_66,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_67,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_67,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_68,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_68,True,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_69,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_69,False,,1,1,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_70,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_70,True,,1,10,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_71,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_71,True,,10,10,1.0,,,,1,idle,,,,
d_nikke_ce005_02_03_72,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_72,True,,10,10,1.0,,,,1,idle,,,,
