id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
s002_01_46,s002_01,Speech,mana,mana,Locale_SideStory:s002_01_46,True,,10,10,1.0,,,,1,idle,,13,pain
s002_01_47,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_47,True,,S_130,S_130,1.0,,,,1,idle,,13,pain
s002_01_48,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_48,True,,S_130,S_130,1.0,,,,1,idle,,13,pain
s002_01_49,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_49,True,,S_130,S_130,1.0,,,,1,idle,,13,pain
s002_01_50,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_50,True,,S_130,S_130,1.0,,,,1,idle,,13,pain
s002_01_51,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_51,True,,S_130,S_1300,1.0,,,,1,idle,,13,pain
s002_01_52,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_52,True,,S_1300,S_1300,1.0,,,,1,idle,,13,pain
s002_01_53,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_53,True,,S_1300,S_1300,1.0,,,,1,idle,,13,pain
s002_01_54,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_54,True,,S_1300,S_1300,1.0,,,,1,idle,,13,pain
s002_01_55,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_55,True,,S_1300,S_130,1.0,,,,1,idle,,13,pain
s002_01_56,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_56,True,,S_130,S_130,1.0,,,,1,idle,,13,pain
s002_01_57,s002_01,Monologue,yuni,,Locale_SideStory:s002_01_57,False,,black,black,1.0,,,,1,idle,,13,pain
s002_01_58,s002_01,Speech,mana,mana,Locale_SideStory:s002_01_58,False,,100,100,1.0,,,,1,idle,,13,pain
s002_01_59,s002_01,Monologue,mana,,Locale_SideStory:s002_01_59,False,,black,black,1.0,,,,1,idle,,13,pain
s002_01_60,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_60,True,,S_1300,S_1300,1.0,,,,1,idle,,13,pain
s002_01_61,s002_01,Narration,yuni,,Locale_SideStory:s002_01_61,False,,black,black,1.0,,,,1,idle,,13,pain
s002_01_62,s002_01,Speech,yuni,yuni,Locale_SideStory:s002_01_62,True,,113,113,1.0,,,,1,idle,,13,pain
s002_01_63,s002_01,Speech,mana,mana,Locale_SideStory:s002_01_63,True,,113,113,1.0,,,,1,idle,,13,pain
s002_01_64,s002_01,Speech,mana,mana,Locale_SideStory:s002_01_64,False,,113,113,1.0,,,,1,idle,,13,pain
s002_01_65,s002_01,Speech,mana,mana,Locale_SideStory:s002_01_65,True,,113,113,1.0,,,,1,idle,,13,pain
s002_01_66,s002_01,Speech,mana,mana,Locale_SideStory:s002_01_66,True,,black,black,1.0,,,,1,idle,,13,pain
