id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
s002_09_34,s002_09,Monologue,mihara,,Locale_SideStory:s002_09_34,False,,10,10,1.0,,,,,,,1,think,,,,,,,,,
s002_09_35,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_35,True,,10,10,1.0,,,,,,,1,think,,,,,,,,,
s002_09_36,s002_09,Monologue,mihara,,Locale_SideStory:s002_09_36,False,,10,100,1.0,,,,,sfx_scn_plasticbagrustle,,1,think,,,,,,,,,
s002_09_37,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_37,True,,100,100,1.5,,,,,,,1,think,,,,,,,,,
s002_09_38,s002_09,Monologue,mihara,,Locale_SideStory:s002_09_38,False,,100,100,1.0,,,,,,,1,think,,,,,,,,,
s002_09_39,s002_09,Monologue,mihara,,Locale_SideStory:s002_09_39,False,,100,100,1.0,,,,,,,1,think,,,,,,,,,
s002_09_40,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_40,False,,100,100,1.0,,,,,,,1,think,,,,,,,,,
s002_09_41,s002_09,Narration,mihara,,Locale_SideStory:s002_09_41,False,,black,black,1.0,,,,,sfx_scn_trashpour,,1,think,mihara,,,,,,,,
s002_09_42,s002_09,Monologue,mihara,,Locale_SideStory:s002_09_42,False,EventScene_Side_02_01_4,black,black,1.0,,,,,,,,,,,,,,,,,
s002_09_43,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_43,False,,yunimihara_01,1,1.0,,,,,,,,,,,,,,,,,
s002_09_44,s002_09,Monologue,mihara,,Locale_SideStory:s002_09_44,False,,1,1,1.0,,,,,,,,,,,,,,,,,
s002_09_45,s002_09,Monologue,mihara,,Locale_SideStory:s002_09_45,False,,1,1,1.0,,,,,,,,,,,,,,,,,
s002_09_46,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_46,True,,1,yunimihara_01,1.0,,,,,,,,,,,,,,,,,
s002_09_47,s002_09,Monologue,mihara,,Locale_SideStory:s002_09_47,False,,yunimihara_01,yunimihara_01,1.0,,,,,,,,,,,,,,,,,
s002_09_48,s002_09,Monologue,mihara,,Locale_SideStory:s002_09_48,False,,yunimihara_01,yunimihara_01,1.0,,,,,,,,,,,,,,,,,
s002_09_49,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_49,True,,yunimihara_01,1,0.7,,,,,,,,,,,,,,,,,
s002_09_50,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_50,True,,1,1,1.0,none,,,,,,,,,,,,,,,,
s002_09_51,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_51,True,,1,1,1.0,,,,,,,,,,,,,,,,,
s002_09_52,s002_09,Narration,mihara,,Locale_SideStory:s002_09_52,False,MissilisOffice,black,black,1.0,,,,,sfx_scn_memorynoise,,,,,,,,,,,,
s002_09_53,s002_09,Speech,syuen,syuen,Locale_SideStory:s002_09_53,True,,black,black,1.0,bgm_story_sceneofmemory,Blur_High,Grey,,,,,,,,,,,,,,
s002_09_54,s002_09,Speech,unknown,unknown,Locale_SideStory:s002_09_54,True,,3,3,1.0,,Blur_High,Grey,,,,,,,,,,,,,,
s002_09_55,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_55,True,,3,3,1.0,,Blur_High,Grey,,,,,,,,,,,,,,
s002_09_56,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_56,True,,3,3,1.0,,Blur_High,Grey,,,,,,,,,,,,,,
s002_09_57,s002_09,Speech,syuen,syuen,Locale_SideStory:s002_09_57,True,,3,S_30,1.0,,Vignetting,Grey,,,,,,,syuen,3,angry,,,,,
s002_09_58,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_58,True,,S_30,S_30,1.0,,Vignetting,Grey,,,,,,,,3,angry,,,,,
s002_09_59,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_59,True,,S_30,S_30,1.0,,Vignetting,Grey,,,,,,,,3,angry,,,,,
s002_09_60,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_60,True,,S_30,S_30,1.0,,Vignetting,Grey,,,,,,,,3,angry,,,,,
s002_09_61,s002_09,Speech,syuen,syuen,Locale_SideStory:s002_09_61,True,,S_30,S_30,1.0,,Vignetting,Grey,,,,,,,,3,think,,,,,
s002_09_62,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_62,True,,S_30,S_30,1.0,,Vignetting,Grey,,,,,,,,3,think,,,,,
s002_09_63,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_63,True,,S_30,S_30,1.0,,Vignetting,Grey,,,,,,,,3,think,,,,,
s002_09_64,s002_09,Speech,syuen,syuen,Locale_SideStory:s002_09_64,True,,S_30,S_30,1.0,,Vignetting,Grey,,,,,,,,3,idle,,,,,
s002_09_65,s002_09,Narration,mihara,,Locale_SideStory:s002_09_65,False,,black,black,1.0,,Blur_High,Grey,,sfx_scn_memorynoise,,,,,,3,idle,syuen,yuni,13,idle,
s002_09_66,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_66,True,,S_130,S_130,1.0,,Blur_High,Grey,,,,,,,,,,,,13,idle,
s002_09_67,s002_09,Speech,unknown,unknown,Locale_SideStory:s002_09_67,True,,S_130,S_130,1.0,,Blur_High,Grey,,,,,,,,,,,,13,idle,
s002_09_68,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_68,True,,S_130,S_130,1.0,,Blur_High,Grey,,,,,,,,,,,,13,idle,
s002_09_69,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_69,True,,S_130,S_130,1.0,,Blur_High,Grey,,,,,,,,,,,,13,idle,
s002_09_70,s002_09,Narration,mihara,,Locale_SideStory:s002_09_70,False,EventScene_Side_02_01_1,black,black,1.0,,Blur_High,Grey,,sfx_scn_memorynoise,,,,,,,,,,13,idle,yuni
s002_09_71,s002_09,Speech,syuen,syuen,Locale_SideStory:s002_09_71,True,,yunimiharasyuen_01,yunimiharasyuen_02,1.0,,Vignetting,Grey,,,,,,,,,,,,,,
s002_09_72,s002_09,Speech,syuen,syuen,Locale_SideStory:s002_09_72,True,,yunimiharasyuen_02,yunimiharasyuen_02,1.0,,Vignetting,Grey,,,,,,,,,,,,,,
s002_09_73,s002_09,Speech,syuen,syuen,Locale_SideStory:s002_09_73,True,,yunimiharasyuen_02,yunimiharasyuen_02,1.0,,Vignetting,Grey,,,,,,,,,,,,,,
s002_09_74,s002_09,Speech,syuen,syuen,Locale_SideStory:s002_09_74,True,,yunimiharasyuen_02,yunimiharasyuen_02,1.0,,Vignetting,Grey,,,,,,,,,,,,,,
s002_09_75,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_75,True,,yunimiharasyuen_02,yunimiharasyuen_02,1.0,,Vignetting,Grey,,,,,,,,,,,,,,
s002_09_76,s002_09,Speech,unknown,unknown,Locale_SideStory:s002_09_76,True,,black,black,1.0,,Blur_High,Grey,,,,,,,,,,,,,,
s002_09_77,s002_09,Speech,unknown,unknown,Locale_SideStory:s002_09_77,True,,yunimiharasyuen_03,yunimiharasyuen_03,1.0,,Blur_High,Grey,,,,,,,,,,,,,,
s002_09_78,s002_09,Speech,unknown,unknown,Locale_SideStory:s002_09_78,True,,yunimiharasyuen_03,yunimiharasyuen_03,1.0,,Blur_High,Grey,,,,,,,,,,,,,,
s002_09_79,s002_09,Speech,unknown,unknown,Locale_SideStory:s002_09_79,True,,yunimiharasyuen_03,yunimiharasyuen_03,1.0,,Blur_High,Grey,,,,,,,,,,,,,,
s002_09_80,s002_09,Speech,unknown,unknown,Locale_SideStory:s002_09_80,True,EventScene_Side_02_01_2,black,black,1.0,,Blur_High,Grey,,,,,,,,,,,,,,
s002_09_81,s002_09,Speech,yuni,yuni,Locale_SideStory:s002_09_81,True,,100,1,1.0,,,,,,,,,,,,,,,,,
s002_09_82,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_82,False,,black,black,1.0,,,,,,,,,,,,,,,,,
s002_09_83,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_83,True,EventScene_Side_02_01_4,black,black,1.0,,,,,,,,,,,,,,,,,
s002_09_84,s002_09,Monologue,mihara,,Locale_SideStory:s002_09_84,False,,1,1,1.0,,,,,,,,,,,,,,,,,
s002_09_85,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_85,True,,1,1,1.0,,,,,,,,,,,,,,,,,
s002_09_86,s002_09,Narration,mihara,,Locale_SideStory:s002_09_86,False,NikkeRoom,black,black,1.0,,,,,sfx_scn_knock,mihara,1,pain,,mana,3,idle,,,,,
s002_09_87,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_87,False,,100,1,1.0,,,,,,,1,pain,,,3,idle,,,,,
s002_09_88,s002_09,Speech,mana,mana,Locale_SideStory:s002_09_88,True,,1,31,1.0,,,,,,,1,pain,,,3,idle,,,,,
s002_09_89,s002_09,Speech,mana,mana,Locale_SideStory:s002_09_89,True,,31,31,1.0,,,,,,,1,pain,,,3,idle,,,,,
s002_09_90,s002_09,Speech,mihara,mihara,Locale_SideStory:s002_09_90,True,,31,31,1.0,,,,,,,1,pain,,,3,idle,,,,,
s002_09_91,s002_09,Speech,mana,mana,Locale_SideStory:s002_09_91,True,,31,31,1.0,,,,,,,1,pain,,,3,idle,,,,,
