id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id
s002_10_39,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_39,True,,1,idle,,3,idle,,100,10,1.0,,,
s002_10_40,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_40,True,,1,think,,3,idle,,10,10,1.0,,,
s002_10_41,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_41,True,,1,think,,3,idle,,30,30,1.0,,,
s002_10_42,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_42,True,,1,think,,3,idle,,30,10,1.0,,,
s002_10_43,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_43,True,,1,think,,3,idle,,10,10,1.0,,,
s002_10_44,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_44,True,,1,think,,3,idle,,10,10,1.0,,,
s002_10_45,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_45,True,,1,think,,3,idle,,10,10,1.0,,,
s002_10_46,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_46,True,,1,think,,3,idle,,10,31,1.0,,,
s002_10_47,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_47,True,,1,think,,3,idle,,31,31,1.0,,,
s002_10_48,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_48,True,,1,think,,3,idle,,31,31,1.0,,,
s002_10_49,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_49,True,,1,think,,3,idle,,31,31,1.0,,,
s002_10_50,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_50,True,,1,think,,3,idle,,31,31,1.0,,,
s002_10_51,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_51,True,,1,think,,3,idle,,31,31,1.0,,,
s002_10_52,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_52,True,,1,pain,,3,idle,,10,100,1.0,,,
s002_10_53,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_53,True,,1,pain,,3,idle,,100,100,1.0,,,
s002_10_54,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_54,True,,1,pain,,3,idle,,100,100,1.0,,,
s002_10_55,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_55,True,,1,pain,,3,idle,,100,100,1.0,,,
s002_10_56,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_56,False,,1,pain,,3,idle,,300,300,1.0,,,
s002_10_57,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_57,True,,1,pain,,3,idle,,100,100,1.0,,,
s002_10_58,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_58,True,,1,pain,,3,idle,,100,100,1.0,,,
s002_10_59,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_59,True,,1,pain,,3,idle,,100,100,1.0,,,
s002_10_60,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_60,False,,1,pain,,3,idle,,100,100,1.0,,,
s002_10_61,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_61,True,,1,pain,,3,idle,,100,100,1.0,,,
s002_10_62,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_62,True,,1,pain,,3,idle,,100,10,1.0,,,
s002_10_63,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_63,False,,1,pain,,3,idle,,10,31,1.0,,,
s002_10_64,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_64,True,,1,think,,3,idle,,31,31,1.0,,,
s002_10_65,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_65,True,,1,think,,3,idle,,31,31,1.0,,,
s002_10_66,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_66,True,,1,think,,3,idle,,31,31,1.0,,,
s002_10_67,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_67,True,,1,think,,3,idle,,31,31,1.0,,,
s002_10_68,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_68,True,,1,think,,3,idle,,31,31,1.0,,,
s002_10_69,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_69,True,,1,think,,3,idle,,31,31,1.0,,,
s002_10_70,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_70,True,,1,think,,3,idle,,31,10,1.0,,,
s002_10_71,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_71,True,,1,think,,3,idle,,10,10,1.0,,,
s002_10_72,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_72,True,,1,think,,3,idle,,10,10,1.0,,,
s002_10_73,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_73,True,,1,think,,3,idle,,10,100,1.0,,,
s002_10_74,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_74,True,,1,think,,3,idle,,100,100,1.0,,,
s002_10_75,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_75,True,,1,think,,3,idle,,100,100,1.0,,,
s002_10_76,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_76,True,,1,think,,3,idle,,100,100,1.0,,,
s002_10_77,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_77,True,,1,think,,3,idle,,100,100,1.0,,,
s002_10_78,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_78,True,,1,think,,3,idle,,100,10,1.0,,,
s002_10_79,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_79,True,,1,think,,3,idle,,10,10,1.0,,,
s002_10_80,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_80,False,,1,think,,3,idle,,10,31,1.0,,,
s002_10_81,s002_10,Monologue,mihara,,Locale_SideStory:s002_10_81,False,,1,think,,3,idle,,black,black,1.0,,,
s002_10_82,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_82,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_83,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_83,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_84,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_84,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_85,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_85,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_86,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_86,False,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_87,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_87,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_88,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_88,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_89,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_89,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_90,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_90,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_91,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_91,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_92,s002_10,Monologue,mana,,Locale_SideStory:s002_10_92,False,,1,pain,,3,idle,,black,black,1.0,,,
s002_10_93,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_93,True,,1,pain,,3,idle,,300,300,1.0,,,
s002_10_94,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_94,True,,1,pain,,3,idle,,300,300,1.0,,,
s002_10_95,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_95,True,,1,pain,,3,idle,,300,30,1.0,,,
s002_10_96,s002_10,Narration,mana,,Locale_SideStory:s002_10_96,False,,1,pain,,3,idle,,black,black,1.0,,sfx_scn_trashbin,
s002_10_97,s002_10,Monologue,mana,,Locale_SideStory:s002_10_97,False,,1,pain,,3,idle,,black,black,1.0,,,
s002_10_98,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_98,False,,1,pain,,3,idle,,10,100,0.7,,,
s002_10_99,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_99,True,,1,pain,,3,idle,,100,300,1.0,,,
s002_10_100,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_100,True,,1,pain,,3,idle,,300,300,1.0,,,
s002_10_101,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_101,True,,1,pain,,3,idle,,300,300,1.0,,,
s002_10_102,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_102,True,,1,pain,,3,idle,,300,30,1.0,,,
s002_10_103,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_103,True,,1,pain,,3,idle,,30,31,1.0,,,
s002_10_104,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_104,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_105,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_105,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_106,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_106,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_107,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_107,True,,1,pain,,3,idle,,31,31,1.0,,,
s002_10_108,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_108,True,,1,idle,,3,idle,,31,31,1.0,,,
s002_10_109,s002_10,Speech,mihara,mihara,Locale_SideStory:s002_10_109,True,,1,idle,,3,idle,,31,31,1.0,,,
s002_10_110,s002_10,Narration,mihara,,Locale_SideStory:s002_10_110,False,,1,idle,,3,idle,,black,black,1.0,,sfx_scn_autodooropen,
s002_10_111,s002_10,Monologue,mihara,,Locale_SideStory:s002_10_111,False,,1,idle,,3,idle,,black,black,1.0,,,mihara
s002_10_112,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_112,False,,,,,3,idle,,300,300,1.0,,,
s002_10_113,s002_10,Speech,mana,mana,Locale_SideStory:s002_10_113,True,,,,,3,idle,,300,30,1.0,,,
