id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
s003_06_21,s003_06,Speech,lev,Locale_SideStory:s003_06_21,False,,S_20,S_20,1.0,,littlemermaid,,,,2,worry,,12,think,
s003_06_22,s003_06,Speech,lev,Locale_SideStory:s003_06_22,True,,S_20,S_20,1.0,,lev,,,,2,worry,,12,think,
s003_06_23,s003_06,Speech,lev,Locale_SideStory:s003_06_23,True,,S_20,S_20,1.0,,lev,,,,2,worry,,12,think,
s003_06_24,s003_06,Narration,littlemermaid,Locale_SideStory:s003_06_24,False,,S_20,1,1.3,,,,,,2,worry,,12,idle,
s003_06_25,s003_06,Speech,lev,Locale_SideStory:s003_06_25,True,,1,1,1.0,,lev,,,,2,worry,,12,idle,
s003_06_26,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_26,True,,1,1,1.0,,littlemermaid,,,,2,worry,,12,idle,
s003_06_27,s003_06,Speech,lev,Locale_SideStory:s003_06_27,True,,1,1,1.0,,lev,,,,2,worry,,12,idle,
s003_06_28,s003_06,Speech,lev,Locale_SideStory:s003_06_28,True,,1,1,1.0,,lev,,,,2,worry,,12,idle,
s003_06_29,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_29,True,,1,1,1.0,,littlemermaid,,,,2,worry,,12,think,
s003_06_30,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_30,True,,1,1,1.0,,littlemermaid,,,,2,worry,,12,idle,
s003_06_31,s003_06,Monologue,littlemermaid,Locale_SideStory:s003_06_31,False,,1,1,1.0,,,,,,2,worry,,12,idle,
s003_06_32,s003_06,Speech,lev,Locale_SideStory:s003_06_32,True,,1,1,1.0,,lev,,,,2,surprise,,12,idle,
s003_06_33,s003_06,Monologue,lev,Locale_SideStory:s003_06_33,False,,black,black,1.0,,,,,,2,surprise,,12,idle,
s003_06_34,s003_06,Speech,lev,Locale_SideStory:s003_06_34,True,,1,1,1.0,,lev,,,,2,surprise,,12,idle,
s003_06_35,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_35,True,,1,1,1.0,,littlemermaid,,,,2,surprise,,12,delight,
s003_06_36,s003_06,Speech,lev,Locale_SideStory:s003_06_36,True,,1,1,1.0,,lev,,,,2,surprise,,12,delight,
s003_06_37,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_37,True,,1,1,1.0,,littlemermaid,,,,2,surprise,,12,delight,
s003_06_38,s003_06,Speech,lev,Locale_SideStory:s003_06_38,True,,1,1,1.0,,lev,,,,2,idle,,12,delight,
s003_06_39,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_39,True,,1,1,1.0,,littlemermaid,,,,2,idle,,12,delight,
s003_06_40,s003_06,Speech,lev,Locale_SideStory:s003_06_40,True,,1,1,1.0,,lev,,,,2,idle,,12,delight,
s003_06_41,s003_06,Monologue,lev,Locale_SideStory:s003_06_41,False,,black,black,1.0,,,,,,2,idle,,12,delight,
s003_06_42,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_42,True,,L_120,L_120,1.0,,littlemermaid,,,,2,idle,,12,delight,
s003_06_43,s003_06,Speech,lev,Locale_SideStory:s003_06_43,True,,L_120,1,1.3,,lev,,,,2,worry,,12,delight,
s003_06_44,s003_06,Narration,littlemermaid,Locale_SideStory:s003_06_44,False,,1,1,1.3,,,,,,2,worry,,12,delight,
s003_06_45,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_45,True,,1,L_120,1.3,,littlemermaid,,,,2,worry,,12,delight,
s003_06_46,s003_06,Monologue,littlemermaid,Locale_SideStory:s003_06_46,False,,black,black,1.0,,,,,,2,worry,,12,delight,littlemermaid
s003_06_47,s003_06,Speech,lev,Locale_SideStory:s003_06_47,True,,S_20,S_20,1.3,,lev,,,,2,worry,,,,
s003_06_48,s003_06,Speech,lev,Locale_SideStory:s003_06_48,True,,S_20,S_20,1.0,,lev,,,,2,idle,,,,
s003_06_49,s003_06,Monologue,lev,Locale_SideStory:s003_06_49,False,,S_20,S_200,1.3,,,,,,2,idle,,,,
s003_06_50,s003_06,Narration,lev,Locale_SideStory:s003_06_50,False,,S_200,S_200,1.0,,,sfx_scn_poke,,,2,idle,,,,
s003_06_51,s003_06,Speech,lev,Locale_SideStory:s003_06_51,True,,S_200,S_200,1.0,,lev,,,,2,idle,,,,
s003_06_52,s003_06,Speech,lev,Locale_SideStory:s003_06_52,False,,S_200,S_200,1.0,,lev,,,,2,idle,,,,
s003_06_53,s003_06,Speech,lev,Locale_SideStory:s003_06_53,True,,S_200,S_200,1.0,,lev,,,,2,idle,,,,
s003_06_54,s003_06,Monologue,lev,Locale_SideStory:s003_06_54,False,,S_200,S_20,1.3,,,,,,2,idle,,,,
s003_06_55,s003_06,Monologue,lev,Locale_SideStory:s003_06_55,False,,S_20,S_20,1.0,,,,,,2,idle,,,,
s003_06_56,s003_06,Speech,lev,Locale_SideStory:s003_06_56,True,,S_20,S_20,1.0,,lev,,,,2,surprise,,,,
s003_06_57,s003_06,Monologue,lev,Locale_SideStory:s003_06_57,False,,S_20,S_20,1.0,,,,,,2,surprise,,,,
s003_06_58,s003_06,Speech,lev,Locale_SideStory:s003_06_58,True,,S_20,S_20,1.0,,lev,,,,2,shy,,,,
s003_06_59,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_59,False,,S_20,S_20,1.0,,littlemermaid,,,,2,shy,,,,
s003_06_60,s003_06,Speech,lev,Locale_SideStory:s003_06_60,True,,S_20,S_20,1.0,,lev,,,,2,delight,,,,
s003_06_61,s003_06,Speech,lev,Locale_SideStory:s003_06_61,True,,black,black,1.0,,lev,,,,2,delight,,,,
s003_06_62,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_62,True,,black,black,1.0,,littlemermaid,,,,2,delight,littlemermaid,12,delight,
s003_06_63,s003_06,Speech,lev,Locale_SideStory:s003_06_63,True,,1,1,1.0,,lev,,black,,2,idle,,12,idle,
s003_06_64,s003_06,Monologue,lev,Locale_SideStory:s003_06_64,False,,1,1,1.0,,,,,,2,idle,,12,idle,
s003_06_65,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_65,True,,1,1,1.0,,littlemermaid,,,,2,idle,,12,idle,
s003_06_66,s003_06,Speech,lev,Locale_SideStory:s003_06_66,True,,1,1,1.0,,lev,,,,2,idle,,12,idle,
s003_06_67,s003_06,Speech,lev,Locale_SideStory:s003_06_67,True,,1,1,1.0,,lev,,,,2,idle,,12,idle,
s003_06_68,s003_06,Speech,lev,Locale_SideStory:s003_06_68,True,,1,1,1.0,,lev,,,,2,idle,,12,idle,
s003_06_69,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_69,True,,1,1,1.0,,littlemermaid,,,,2,idle,,12,idle,
s003_06_70,s003_06,Speech,lev,Locale_SideStory:s003_06_70,True,,1,1,1.0,,lev,,,,2,surprise,,12,idle,
s003_06_71,s003_06,Narration,lev,Locale_SideStory:s003_06_71,False,,1,S_20,1.3,,,sfx_scn_hungry,,,2,surprise,,12,idle,
s003_06_72,s003_06,Speech,lev,Locale_SideStory:s003_06_72,False,,S_20,S_20,1.0,,littlemermaid,,,,2,surprise,,12,surprise,
s003_06_73,s003_06,Speech,lev,Locale_SideStory:s003_06_73,True,,S_20,S_20,1.0,,lev,,,,2,surprise,,12,surprise,
s003_06_74,s003_06,Speech,lev,Locale_SideStory:s003_06_74,False,,S_20,S_20,1.0,,lev,,,,2,worry,,12,surprise,
s003_06_75,s003_06,Speech,lev,Locale_SideStory:s003_06_75,True,,S_20,S_20,1.0,,lev,,,,2,worry,,12,surprise,
s003_06_76,s003_06,Speech,lev,Locale_SideStory:s003_06_76,True,,S_20,S_20,1.0,,lev,,,,2,worry,,12,surprise,
s003_06_77,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_77,True,,S_20,L_120,1.3,,littlemermaid,,,,2,worry,,12,think,
s003_06_78,s003_06,Monologue,littlemermaid,Locale_SideStory:s003_06_78,False,,L_120,L_120,1.0,,,,,,2,worry,,12,idle,
s003_06_79,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_79,True,,L_120,1,1.3,,littlemermaid,,,,2,worry,,12,idle,
s003_06_80,s003_06,Speech,lev,Locale_SideStory:s003_06_80,True,,1,1,1.0,,lev,,,,2,surprise,,12,idle,
s003_06_81,s003_06,Speech,lev,Locale_SideStory:s003_06_81,True,,1,1,1.0,,lev,,,,2,surprise,,12,idle,
s003_06_82,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_82,True,,1,1,1.0,,littlemermaid,,,,2,surprise,,12,idle,
s003_06_83,s003_06,Monologue,littlemermaid,Locale_SideStory:s003_06_83,False,,1,1,1.0,,,,,,2,surprise,,12,idle,littlemermaid
s003_06_84,s003_06,Speech,lev,Locale_SideStory:s003_06_84,True,,1,S_20,1.0,,lev,,,,2,surprise,,,,
s003_06_85,s003_06,Narration,lev,Locale_SideStory:s003_06_85,False,SilentBeach_d,black,black,1.0,,,sfx_scn_woodburn,black,,2,idle,littlemermaid,12,idle,
s003_06_86,s003_06,Speech,lev,Locale_SideStory:s003_06_86,True,,1,1,1.0,,lev,,,,2,idle,,12,idle,
s003_06_87,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_87,True,,1,1,1.0,,littlemermaid,,,,2,idle,,12,idle,
s003_06_88,s003_06,Monologue,lev,Locale_SideStory:s003_06_88,False,,1,1,1.0,,,,,,2,idle,,12,idle,
s003_06_89,s003_06,Speech,lev,Locale_SideStory:s003_06_89,True,,1,1,1.0,,lev,,,,2,delight,,12,idle,
s003_06_90,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_90,True,,1,1,1.0,,littlemermaid,,,,2,delight,,12,delight,
s003_06_91,s003_06,Speech,lev,Locale_SideStory:s003_06_91,True,,1,1,1.0,,lev,,,,2,idle,,12,delight,
s003_06_92,s003_06,Speech,lev,Locale_SideStory:s003_06_92,True,,1,1,1.0,,lev,,,,2,idle,,12,delight,
s003_06_93,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_93,False,,1,1,1.0,,littlemermaid,,,,2,idle,,12,idle,
s003_06_94,s003_06,Speech,lev,Locale_SideStory:s003_06_94,True,,1,1,1.0,,lev,,,,2,worry,,12,idle,
s003_06_95,s003_06,Narration,lev,Locale_SideStory:s003_06_95,False,,1,1,1.0,,,,,,2,worry,,12,idle,
s003_06_96,s003_06,Speech,lev,Locale_SideStory:s003_06_96,True,,1,1,1.0,,lev,,,,2,idle,,12,idle,
s003_06_97,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_97,True,,1,1,1.0,,littlemermaid,,,,2,idle,,12,idle,
s003_06_98,s003_06,Speech,lev,Locale_SideStory:s003_06_98,True,,1,1,1.0,,lev,,,,2,idle,,12,idle,
s003_06_99,s003_06,Speech,lev,Locale_SideStory:s003_06_99,True,,1,1,1.0,,lev,,,,2,idle,,12,idle,
s003_06_100,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_100,True,,1,1,1.0,,littlemermaid,,,,2,idle,,12,think,
s003_06_101,s003_06,Speech,lev,Locale_SideStory:s003_06_101,True,,1,1,1.0,,lev,,,,2,idle,,12,think,
s003_06_102,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_102,True,,1,1,1.0,,littlemermaid,,,,2,idle,,12,think,
s003_06_103,s003_06,Speech,lev,Locale_SideStory:s003_06_103,True,,1,1,1.0,,lev,,,,2,idle,,12,think,
s003_06_104,s003_06,Narration,lev,Locale_SideStory:s003_06_104,False,,1,1,1.0,,,,,,2,idle,,12,think,
s003_06_105,s003_06,Speech,lev,Locale_SideStory:s003_06_105,True,,1,S_20,1.3,,lev,,,,2,worry,,12,think,
s003_06_106,s003_06,Speech,lev,Locale_SideStory:s003_06_106,False,,S_20,S_20,1.0,,littlemermaid,,,,2,worry,,12,think,
s003_06_107,s003_06,Speech,lev,Locale_SideStory:s003_06_107,True,,S_20,S_20,1.0,,lev,,,,2,worry,,12,think,
s003_06_108,s003_06,Speech,lev,Locale_SideStory:s003_06_108,False,,S_20,S_20,1.0,,littlemermaid,,,,2,worry,,12,idle,
s003_06_109,s003_06,Speech,lev,Locale_SideStory:s003_06_109,True,,S_20,S_20,1.0,,lev,,,,2,worry,,12,idle,
s003_06_110,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_110,True,,S_20,1,1.3,,littlemermaid,,,,2,worry,,12,idle,
s003_06_111,s003_06,Speech,lev,Locale_SideStory:s003_06_111,False,,1,1,1.0,,lev,,,,2,idle,,12,idle,
s003_06_112,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_112,False,,1,1,1.0,,littlemermaid,,,,2,idle,,12,idle,
s003_06_113,s003_06,Speech,lev,Locale_SideStory:s003_06_113,True,,1,1,1.0,,lev,,,,2,angry,,12,idle,
s003_06_114,s003_06,Speech,lev,Locale_SideStory:s003_06_114,True,,1,1,1.0,,lev,,,,2,angry,,12,idle,
s003_06_115,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_115,True,,1,1,1.0,,littlemermaid,,,,2,angry,,12,idle,
s003_06_116,s003_06,Speech,lev,Locale_SideStory:s003_06_116,True,,1,1,1.0,,lev,,,,2,angry,,12,idle,
s003_06_117,s003_06,Speech,lev,Locale_SideStory:s003_06_117,True,,1,1,1.0,,lev,,,,2,angry,,12,idle,
s003_06_118,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_118,True,,1,1,1.0,,littlemermaid,,,,2,angry,,12,idle,
s003_06_119,s003_06,Speech,lev,Locale_SideStory:s003_06_119,True,,1,1,1.0,,lev,,,,2,angry,,12,idle,
s003_06_120,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_120,True,,1,1,1.0,,littlemermaid,,,,2,angry,,12,idle,
s003_06_121,s003_06,Speech,lev,Locale_SideStory:s003_06_121,True,,1,1,1.0,,lev,,,,2,angry,,12,idle,
s003_06_122,s003_06,Speech,lev,Locale_SideStory:s003_06_122,True,,1,1,1.0,,lev,,,,2,angry,,12,idle,
s003_06_123,s003_06,Speech,lev,Locale_SideStory:s003_06_123,True,,1,1,1.0,,lev,,,,2,angry,,12,idle,
s003_06_124,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_124,True,,1,L_120,1.3,,littlemermaid,,,,2,angry,,12,delight,
s003_06_125,s003_06,Speech,lev,Locale_SideStory:s003_06_125,True,SilentBeach_d,2,S_20,1.3,,lev,,black,,2,surprise,,12,surprise,
s003_06_126,s003_06,Monologue,lev,Locale_SideStory:s003_06_126,False,,S_20,S_20,1.0,,,,,,2,surprise,,12,surprise,
s003_06_127,s003_06,Speech,lev,Locale_SideStory:s003_06_127,True,,S_20,S_20,1.0,,lev,,,,2,surprise,,12,surprise,
s003_06_128,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_128,True,,L_120,L_120,1.0,,littlemermaid,,,,2,surprise,,12,surprise,
s003_06_129,s003_06,Speech,lev,Locale_SideStory:s003_06_129,True,,S_20,S_20,1.0,,lev,,,,2,surprise,,12,surprise,
s003_06_130,s003_06,Narration,lev,Locale_SideStory:s003_06_130,False,,black,black,1.0,,,sfx_scn_spraywater,,,2,surprise,,12,surprise,
s003_06_131,s003_06,Monologue,lev,Locale_SideStory:s003_06_131,False,,black,black,1.0,,,,,,2,surprise,,12,surprise,
s003_06_132,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_132,True,,L_120,L_120,1.0,,littlemermaid,,,,2,surprise,,12,delight,
s003_06_133,s003_06,Speech,lev,Locale_SideStory:s003_06_133,True,,L_120,1,1.3,,lev,,,,2,shy,,12,delight,
s003_06_134,s003_06,Speech,lev,Locale_SideStory:s003_06_134,True,,1,1,1.0,,lev,,,,2,delight,,12,delight,
s003_06_135,s003_06,Speech,lev,Locale_SideStory:s003_06_135,True,,1,1,1.0,,lev,,,,2,delight,,12,delight,
s003_06_136,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_136,False,,1,1,1.0,,littlemermaid,,,,2,delight,,12,delight,
s003_06_137,s003_06,Monologue,lev,Locale_SideStory:s003_06_137,False,,1,1,1.0,,,,,,2,delight,,12,delight,
s003_06_138,s003_06,Speech,lev,Locale_SideStory:s003_06_138,True,,1,1,1.0,,lev,,,,2,angry,,12,delight,
s003_06_139,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_139,True,,1,1,1.0,,littlemermaid,,,,2,angry,,12,delight,
s003_06_140,s003_06,Speech,lev,Locale_SideStory:s003_06_140,True,,1,1,1.0,,lev,,,,2,angry,,12,delight,
s003_06_141,s003_06,Speech,lev,Locale_SideStory:s003_06_141,True,,1,1,1.0,,lev,,,,2,idle,,12,delight,
s003_06_142,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_142,True,,1,1,1.0,,littlemermaid,,,,2,idle,,12,delight,
s003_06_143,s003_06,Speech,lev,Locale_SideStory:s003_06_143,True,,1,S_20,1.3,,lev,,,,2,shy,,12,delight,
s003_06_144,s003_06,Speech,lev,Locale_SideStory:s003_06_144,True,,S_20,S_20,1.0,,lev,,,,2,shy,,12,delight,
s003_06_145,s003_06,Speech,littlemermaid,Locale_SideStory:s003_06_145,True,,S_20,L_120,1.3,,littlemermaid,,,,2,shy,,12,delight,
s003_06_146,s003_06,Monologue,littlemermaid,Locale_SideStory:s003_06_146,False,,black,black,1.0,,,,,,2,shy,,12,delight,
s003_06_147,s003_06,Monologue,littlemermaid,Locale_SideStory:s003_06_147,False,,black,black,1.0,,,,,,2,shy,,12,delight,
