id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,fade
s003_04_11,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_11,True,,,,,black,black,1.0,,,blackwatergirl,,12,surprise,,,,
s003_04_12,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_12,True,,,,,black,black,1.0,,,blackwatergirl,,12,surprise,,,,
s003_04_13,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_13,False,,,,,L_120,L_120,1.0,,,littlemermaid,,12,surprise,,,,
s003_04_14,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_14,False,,,,,L_120,L_120,1.0,,,,,12,surprise,,,,
s003_04_15,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_15,False,,,,,L_120,L_120,1.0,,,blackwatergirl,,12,surprise,,,,
s003_04_16,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_16,False,,,,,L_120,L_120,1.0,,,blackwatergirl,,12,surprise,,,,
s003_04_17,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_17,False,,,,,L_120,L_120,1.0,,,littlemermaid,,12,think,,,,
s003_04_18,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_18,False,,,,,L_120,L_120,1.0,,,littlemermaid,,12,think,,,,
s003_04_19,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_19,False,,,,,L_120,L_120,1.0,,,littlemermaid,,12,delight,,,,
s003_04_20,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_20,False,,,,,L_120,L_1200,1.3,,,,,12,delight,,,,
s003_04_21,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_21,True,,,,,L_1200,L_1200,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_22,s003_04,Narration,littlemermaid,Locale_SideStory:s003_04_22,False,,,,,L_1200,L_120,1.3,sfx_scn_waterdrop,,,,12,delight,,,,
s003_04_23,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_23,False,,,,,L_120,L_120,1.0,,,,,12,delight,,,,
s003_04_24,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_24,True,,,,,L_120,L_120,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_25,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_25,False,blackwatergirl,2,idle,silentcave_off,black,black,1.0,,,,,12,delight,,,littlemermaid,
s003_04_26,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_26,True,,2,surprise,,2,S_20,1.3,,,blackwatergirl,,,,,,,
s003_04_27,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_27,False,,2,surprise,,S_20,S_20,1.0,,,,,,,,,,
s003_04_28,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_28,True,,2,surprise,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_29,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_29,False,,2,surprise,,S_20,S_20,1.0,,,,,,,,,,
s003_04_30,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_30,False,,2,surprise,,S_20,S_20,1.0,sfx_scn_poke2,,,,,,,,,
s003_04_31,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_31,False,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_32,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_32,True,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_33,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_33,False,,2,idle,,S_20,S_20,1.0,sfx_scn_poke2,,,,,,,,,
s003_04_34,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_34,True,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_35,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_35,False,,2,idle,,S_20,S_20,1.0,sfx_scn_poke3,,,,,,,,,
s003_04_36,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_36,True,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_37,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_37,False,,2,idle,,S_20,S_200,1.3,,,,,,,,,,
s003_04_38,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_38,False,,2,idle,,S_200,S_200,1.0,sfx_scn_poke3,,,,,,,,,
s003_04_39,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_39,False,,2,idle,,S_200,S_200,1.3,,,blackwatergirl,,,,,,,
s003_04_40,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_40,True,,2,idle,,S_200,S_200,1.0,,,blackwatergirl,,,,,,,
s003_04_41,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_41,False,,2,idle,,S_200,S_200,1.0,,,,,,,,,,
s003_04_42,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_42,False,,2,idle,,S_200,S_200,1.0,sfx_scn_poke3,,,,,,,,,
s003_04_43,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_43,False,,2,idle,,S_200,S_200,1.0,,,blackwatergirl,,,,,,,
s003_04_44,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_44,False,,2,idle,,S_200,S_200,1.0,sfx_scn_poke_alt,,,,,,,,,
s003_04_45,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_45,False,,2,idle,,S_200,S_200,1.0,sfx_scn_poke3,,,,,,,,,
s003_04_46,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_46,True,,2,shy,,S_200,S_200,1.0,,,blackwatergirl,,,,,,,
s003_04_47,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_47,False,,2,surprise,,S_200,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_48,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_48,True,,2,angry,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_49,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_49,False,,2,angry,,S_20,S_20,1.0,,,littlemermaid,,,,,,,
s003_04_50,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_50,False,,2,angry,,S_20,S_20,1.0,,,,,,,,,,
s003_04_51,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_51,True,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_52,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_52,False,,2,idle,,S_20,S_20,1.0,,,,,,,,,,
s003_04_53,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_53,True,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_54,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_54,False,,2,idle,,S_20,S_20,1.0,,,,,,,,,,
s003_04_55,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_55,True,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_56,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_56,False,,2,idle,,S_20,S_20,1.0,,,littlemermaid,,,,,,,
s003_04_57,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_57,False,,2,idle,,S_20,S_20,1.0,,,,,,,,,,
s003_04_58,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_58,True,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_59,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_59,False,,2,idle,,S_20,S_20,1.0,,,littlemermaid,,,,,,,
s003_04_60,s003_04,Narration,littlemermaid,Locale_SideStory:s003_04_60,False,,2,idle,,S_20,S_20,1.0,sfx_scn_cuteout,,,,,,,,,
s003_04_61,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_61,False,,2,idle,,S_20,S_20,1.0,,,,,,,,,,
s003_04_62,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_62,False,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_63,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_63,False,,2,idle,,S_20,S_20,1.0,sfx_scn_cuteout,,,,,,,,,
s003_04_64,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_64,True,,2,angry,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_65,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_65,True,,2,angry,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_66,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_66,False,,2,angry,,S_20,S_20,1.0,,,,,,,,,,
s003_04_67,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_67,True,,2,angry,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_68,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_68,False,,2,angry,,S_20,S_20,1.0,,,littlemermaid,,,,,,,
s003_04_69,s003_04,Narration,littlemermaid,Locale_SideStory:s003_04_69,False,,2,angry,,S_20,2,1.3,sfx_scn_feeldown,,,,,,,,,
s003_04_70,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_70,False,,2,angry,,2,2,1.0,,,,,,,,,,
s003_04_71,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_71,True,,2,surprise,,2,2,1.0,,,blackwatergirl,,,,,,,
s003_04_72,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_72,False,,2,surprise,,2,2,1.0,sfx_scn_feeldown,,,,,,,,,
s003_04_73,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_73,False,,2,surprise,,2,2,1.0,,,littlemermaid,,,,,,,
s003_04_74,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_74,True,,2,angry,,2,S_20,1.3,,,blackwatergirl,,,,,,,
s003_04_75,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_75,True,,2,angry,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_76,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_76,False,,2,angry,,S_20,S_20,1.0,,,littlemermaid,,,,,,,
s003_04_77,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_77,True,,2,angry,,S_20,S_20,1.0,,,blackwatergirl,,,,,,,
s003_04_78,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_78,False,,2,angry,,S_20,S_20,1.0,,,littlemermaid,,,,,,,
s003_04_79,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_79,True,,2,worry,SilentBeach_n,S_20,S_20,1.0,,none,blackwatergirl,littlemermaid,12,idle,,,,black
s003_04_80,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_80,True,,2,worry,,S_20,1,1.3,,,littlemermaid,,12,idle,,,,
s003_04_81,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_81,False,,2,worry,,1,1,1.0,,,,,12,idle,,,,
s003_04_82,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_82,True,,2,idle,,1,1,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_83,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_83,False,,2,idle,,1,1,1.0,,,,,12,idle,,,,
s003_04_84,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_84,True,,2,idle,,1,1,1.0,,bgm_frostpillar,blackwatergirl,,12,idle,,,,
s003_04_85,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_85,False,,2,idle,,1,1,1.0,,,,,12,idle,,,,
s003_04_86,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_86,True,,2,angry,,1,1,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_87,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_87,True,,2,angry,,1,1,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_88,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_88,True,,2,angry,,1,1,1.0,,,littlemermaid,,12,angry,,,,
s003_04_89,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_89,False,,2,angry,,1,1,1.0,,,,,12,angry,,,,
s003_04_90,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_90,True,,2,surprise,,1,1,1.0,,,blackwatergirl,,12,angry,,,,
s003_04_91,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_91,True,,2,surprise,,1,1,1.0,,,littlemermaid,,12,delight,,,,
s003_04_92,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_92,True,,2,idle,,1,1,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_93,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_93,False,,2,idle,,black,black,1.0,sfx_scn_sit,,,,12,delight,,,,
s003_04_94,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_94,False,,2,idle,,L_120,L_120,1.0,,,,,12,delight,,,,
s003_04_95,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_95,True,,2,idle,,L_120,L_120,1.0,,,littlemermaid,,12,delight,,,,
s003_04_96,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_96,False,,2,idle,,L_120,L_120,1.0,,,,,12,delight,,,,
s003_04_97,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_97,True,,2,angry,,L_120,S_20,1.3,,,blackwatergirl,,12,delight,,,,
s003_04_98,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_98,False,,2,angry,,S_20,S_20,1.0,,,littlemermaid,,12,think,,,,
s003_04_99,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_99,True,,2,angry,,S_20,S_20,1.0,,,blackwatergirl,,12,think,,,,
s003_04_100,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_100,False,,2,angry,,S_20,S_20,1.0,,,littlemermaid,,12,think,,,,
s003_04_101,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_101,False,,2,angry,,S_20,S_20,1.0,,,littlemermaid,,12,idle,,,,
s003_04_102,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_102,False,,2,angry,,S_20,1,1.3,,,,,12,idle,,,,
s003_04_103,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_103,True,,2,angry,,1,1,1.0,,,littlemermaid,,12,idle,,,,
s003_04_104,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_104,True,,2,idle,,1,1,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_105,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_105,True,,2,idle,,1,1,1.0,,,littlemermaid,,12,idle,,,,
s003_04_106,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_106,True,,2,idle,,1,1,1.0,,,littlemermaid,,12,idle,,,,
s003_04_107,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_107,True,,2,idle,,1,1,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_108,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_108,True,,2,idle,,1,1,1.0,,,littlemermaid,,12,delight,,,,
s003_04_109,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_109,True,,2,angry,,1,S_20,1.3,,,blackwatergirl,,12,delight,,,,
s003_04_110,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_110,True,,2,angry,,S_20,S_20,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_111,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_111,False,,2,angry,,S_20,S_20,1.0,sfx_scn_hungry,,,,12,delight,,,,
s003_04_112,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_112,False,,2,surprise,,S_20,S_20,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_113,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_113,False,,2,surprise,,S_20,S_20,1.0,,,littlemermaid,,12,idle,,,,
s003_04_114,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_114,True,,2,angry,,S_20,S_20,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_115,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_115,True,,2,angry,,S_20,L_120,1.3,,,littlemermaid,,12,think,,,,
s003_04_116,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_116,True,,2,angry,,L_120,L_120,1.0,,,littlemermaid,,12,think,,,,
s003_04_117,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_117,False,,2,idle,,L_120,L_120,1.0,,,blackwatergirl,,12,think,,,,
s003_04_118,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_118,True,,2,idle,,L_120,L_120,1.0,,,littlemermaid,,12,think,,,,
s003_04_119,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_119,True,,2,idle,,L_120,L_120,1.0,,,littlemermaid,,12,think,,,,
s003_04_120,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_120,False,,2,idle,,L_120,L_120,1.0,,,blackwatergirl,,12,think,,,,
s003_04_121,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_121,True,,2,idle,,L_120,L_120,1.0,,,littlemermaid,,12,idle,,,,
s003_04_122,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_122,True,,2,idle,,L_120,L_120,1.0,,,littlemermaid,,12,idle,,,,
s003_04_123,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_123,False,,2,idle,,L_120,L_120,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_124,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_124,True,,2,idle,,L_120,L_120,1.0,,,littlemermaid,,12,idle,,,,
s003_04_125,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_125,True,,2,idle,,L_120,L_120,1.0,,,littlemermaid,,12,idle,,,,
s003_04_126,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_126,True,,2,idle,,L_120,L_120,1.0,,,littlemermaid,,12,idle,,,,
s003_04_127,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_127,False,,2,idle,,L_120,1,1.5,,,blackwatergirl,,12,idle,,,,
s003_04_128,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_128,True,,2,worry,,1,1,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_129,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_129,True,,2,worry,,1,1,1.0,,,littlemermaid,,12,idle,,,,
s003_04_130,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_130,True,,2,worry,,1,1,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_131,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_131,True,,2,worry,,1,1,1.0,,,littlemermaid,,12,idle,,,,
s003_04_132,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_132,True,,2,worry,,1,1,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_133,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_133,True,,2,worry,,1,1,1.0,,,littlemermaid,,12,idle,,,,
s003_04_134,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_134,False,,2,idle,,1,1,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_135,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_135,True,,2,idle,,1,S_20,1.3,,,blackwatergirl,,12,idle,,,,
s003_04_136,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_136,True,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_137,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_137,False,,2,idle,,black,black,1.3,,,,,12,idle,,,,
s003_04_138,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_138,False,,2,idle,,black,black,1.0,sfx_scn_sit,,,,12,idle,,,,
s003_04_139,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_139,False,,2,idle,,1,1,1.0,,,littlemermaid,,12,idle,,,,
s003_04_140,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_140,True,,2,idle,,1,1,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_141,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_141,True,,2,idle,,1,1,1.0,,,littlemermaid,,12,delight,,,,
s003_04_142,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_142,False,,2,idle,,1,S_20,1.3,,,,,12,delight,,,,
s003_04_143,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_143,False,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_144,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_144,True,,2,idle,,S_20,S_20,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_145,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_145,False,,2,idle,,S_20,S_20,1.0,,,littlemermaid,,12,idle,,,,
s003_04_146,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_146,True,,2,surprise,,S_20,S_20,1.0,,,blackwatergirl,,12,idle,,,,
s003_04_147,s003_04,Monologue,blackwatergirl,Locale_SideStory:s003_04_147,False,,2,surprise,,S_20,S_20,1.0,,,,,12,idle,,,,
s003_04_148,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_148,True,,2,idle,,S_20,S_200,1.3,,,blackwatergirl,,12,idle,,,,
s003_04_149,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_149,False,,2,idle,,S_200,S_200,1.0,,,littlemermaid,,12,delight,,,,
s003_04_150,s003_04,Narration,blackwatergirl,Locale_SideStory:s003_04_150,False,,2,idle,,black,black,1.0,,,,,12,delight,,,,
s003_04_151,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_151,False,,2,shy,,S_200,S_20,1.3,,,blackwatergirl,,12,delight,,,,
s003_04_152,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_152,True,,2,shy,,S_20,S_20,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_153,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_153,True,,2,shy,,S_20,S_20,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_154,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_154,True,,2,shy,,S_20,1,1.3,,,littlemermaid,,12,delight,,,,
s003_04_155,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_155,False,,2,shy,,1,1,1.0,,,,,12,delight,,,,
s003_04_156,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_156,True,,2,idle,,1,1,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_157,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_157,True,,2,idle,,1,1,1.0,,,littlemermaid,,12,delight,,,,
s003_04_158,s003_04,Monologue,littlemermaid,Locale_SideStory:s003_04_158,False,,2,idle,,1,1,1.0,,,,,12,delight,,,,
s003_04_159,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_159,True,,2,idle,,1,1,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_160,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_160,True,,2,idle,,1,1,1.0,,,littlemermaid,,12,delight,,,,
s003_04_161,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_161,True,,2,idle,,1,1,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_162,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_162,True,,2,idle,,1,1,1.0,,,littlemermaid,,12,delight,,,,
s003_04_163,s003_04,Speech,blackwatergirl,Locale_SideStory:s003_04_163,True,,2,idle,,1,1,1.0,,,blackwatergirl,,12,delight,,,,
s003_04_164,s003_04,Speech,littlemermaid,Locale_SideStory:s003_04_164,True,,2,idle,,1,1,1.0,,,littlemermaid,,12,delight,,,,
