id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
s003_07_58,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_58,True,,1,1,1.0,,,littlemermaid,,,2,angry,,,12,think
s003_07_59,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_59,True,,1,1,1.0,,,littlemermaid,,,2,angry,,,12,idle
s003_07_60,s003_07,Speech,lev,Locale_SideStory:s003_07_60,True,,1,1,1.0,,,lev,,,2,idle,,,12,idle
s003_07_61,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_61,True,,1,1,1.0,,,littlemermaid,,,2,idle,,,12,idle
s003_07_62,s003_07,Speech,lev,Locale_SideStory:s003_07_62,True,,1,1,1.0,,,lev,,,2,angry,,,12,idle
s003_07_63,s003_07,Speech,lev,Locale_SideStory:s003_07_63,True,,1,1,1.0,,,lev,,,2,angry,,,12,idle
s003_07_64,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_64,True,,1,L_120,1.3,,,littlemermaid,,,2,angry,,,12,surprise
s003_07_65,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_65,True,,L_120,L_120,1.0,,,littlemermaid,,,2,angry,,,12,idle
s003_07_66,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_66,True,,L_120,L_120,1.0,,,littlemermaid,,,2,angry,,,12,idle
s003_07_67,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_67,True,,L_120,L_120,1.0,,,littlemermaid,,,2,angry,,,12,idle
s003_07_68,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_68,True,,L_120,L_120,1.0,,,littlemermaid,,,2,angry,,,12,idle
s003_07_69,s003_07,Speech,lev,Locale_SideStory:s003_07_69,True,,L_120,S_20,1.3,,,lev,,,2,surprise,,,12,idle
s003_07_70,s003_07,Speech,lev,Locale_SideStory:s003_07_70,False,,S_20,S_20,1.0,,,littlemermaid,,,2,surprise,,,12,idle
s003_07_71,s003_07,Speech,lev,Locale_SideStory:s003_07_71,True,,S_20,S_20,1.0,,,lev,,,2,surprise,,,12,idle
s003_07_72,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_72,True,,S_20,1,1.3,,,littlemermaid,,,2,surprise,,,12,idle
s003_07_73,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_73,True,,1,1,1.0,,,littlemermaid,,,2,surprise,,,12,idle
s003_07_74,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_74,True,,1,1,1.0,,,littlemermaid,,,2,surprise,,,12,idle
s003_07_75,s003_07,Speech,lev,Locale_SideStory:s003_07_75,True,,1,1,1.0,,,lev,,,2,angry,,,12,idle
s003_07_76,s003_07,Speech,lev,Locale_SideStory:s003_07_76,True,,1,1,1.0,,,lev,,,2,worry,,,12,idle
s003_07_77,s003_07,Speech,lev,Locale_SideStory:s003_07_77,True,,1,1,1.0,,,lev,,,2,worry,,,12,idle
s003_07_78,s003_07,Speech,lev,Locale_SideStory:s003_07_78,True,,1,1,1.0,,,lev,,,2,angry,,,12,idle
s003_07_79,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_79,True,,1,1,1.0,,,littlemermaid,,,2,angry,,,12,idle
s003_07_80,s003_07,Speech,lev,Locale_SideStory:s003_07_80,True,,1,1,1.0,,,lev,,,2,idle,,,12,idle
s003_07_81,s003_07,Speech,lev,Locale_SideStory:s003_07_81,True,,1,1,1.0,,,lev,,,2,idle,,,12,idle
s003_07_82,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_82,True,,1,1,1.0,,,littlemermaid,,,2,idle,,,12,idle
s003_07_83,s003_07,Speech,lev,Locale_SideStory:s003_07_83,True,,1,1,1.0,,,lev,,,2,idle,,,12,idle
s003_07_84,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_84,True,,1,1,1.0,,,littlemermaid,,,2,idle,,,12,think
s003_07_85,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_85,True,,1,1,1.0,,,littlemermaid,,,2,idle,,,12,idle
s003_07_86,s003_07,Speech,lev,Locale_SideStory:s003_07_86,True,,1,S_20,1.3,,,lev,,,2,surprise,,,12,idle
s003_07_87,s003_07,Speech,lev,Locale_SideStory:s003_07_87,True,,S_20,S_20,1.0,,,lev,,,2,surprise,,,12,idle
s003_07_88,s003_07,Speech,lev,Locale_SideStory:s003_07_88,True,,S_20,S_20,1.0,,,lev,,,2,surprise,,,12,idle
s003_07_89,s003_07,Speech,lev,Locale_SideStory:s003_07_89,True,,S_20,S_20,1.0,,,lev,,,2,surprise,,,12,idle
s003_07_90,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_90,True,,S_20,L_120,1.0,,,littlemermaid,,,2,surprise,,,12,delight
s003_07_91,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_91,True,,L_120,L_120,1.0,,,littlemermaid,,,2,surprise,,,12,delight
s003_07_92,s003_07,Monologue,lev,Locale_SideStory:s003_07_92,False,,black,black,1.0,,,,black,,2,idle,,,12,idle
s003_07_93,s003_07,Speech,lev,Locale_SideStory:s003_07_93,True,,S_200,S_20,1.3,,,lev,,,2,idle,,,12,idle
s003_07_94,s003_07,Monologue,lev,Locale_SideStory:s003_07_94,False,,S_20,S_20,1.0,,,,,,2,idle,,,12,idle
s003_07_95,s003_07,Speech,lev,Locale_SideStory:s003_07_95,True,,S_20,S_20,1.0,,,lev,,,2,idle,,,12,idle
s003_07_96,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_96,True,,S_20,L_120,1.3,,,littlemermaid,,,2,idle,,,12,idle
s003_07_97,s003_07,Monologue,littlemermaid,Locale_SideStory:s003_07_97,False,,black,black,1.0,,,,,,2,idle,,,12,idle
s003_07_98,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_98,False,,1,1,1.0,,,littlemermaid,,,2,worry,,,12,think
s003_07_99,s003_07,Speech,lev,Locale_SideStory:s003_07_99,False,,1,1,1.0,,,lev,,,2,worry,,,12,think
s003_07_100,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_100,True,,1,1,1.0,,,littlemermaid,,,2,worry,,,12,idle
s003_07_101,s003_07,Monologue,lev,Locale_SideStory:s003_07_101,False,,black,black,1.0,,,,black,,2,worry,,,12,idle
s003_07_102,s003_07,Speech,lev,Locale_SideStory:s003_07_102,True,,S_20,S_200,1.3,,,lev,,,2,worry,,,12,idle
s003_07_103,s003_07,Monologue,lev,Locale_SideStory:s003_07_103,False,,black,black,1.0,,,,,,2,worry,,,12,idle
s003_07_104,s003_07,Monologue,lev,Locale_SideStory:s003_07_104,False,,black,black,1.0,,,,,,2,worry,,,12,idle
s003_07_105,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_105,True,,S_200,S_20,1.3,,,littlemermaid,,,2,worry,,,12,think
s003_07_106,s003_07,Speech,lev,Locale_SideStory:s003_07_106,False,,S_20,S_20,1.0,,,lev,,,2,worry,,,12,think
s003_07_107,s003_07,Monologue,lev,Locale_SideStory:s003_07_107,False,,black,black,1.0,,,,,,2,worry,,,12,think
s003_07_108,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_108,False,,1,1,1.0,,,littlemermaid,,,2,worry,,,12,think
s003_07_109,s003_07,Speech,lev,Locale_SideStory:s003_07_109,False,,1,1,1.0,,,lev,,,2,worry,,,12,think
s003_07_110,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_110,True,,1,1,1.0,,,littlemermaid,,,2,worry,,,12,think
s003_07_111,s003_07,Speech,lev,Locale_SideStory:s003_07_111,True,,1,1,1.0,none,,lev,,,2,idle,,,12,think
s003_07_112,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_112,True,,1,1,1.0,,,littlemermaid,,,2,idle,,,12,surprise
s003_07_113,s003_07,Speech,lev,Locale_SideStory:s003_07_113,True,,1,1,1.0,,,lev,,,2,idle,,,12,surprise
s003_07_114,s003_07,Speech,lev,Locale_SideStory:s003_07_114,True,,1,1,1.0,,,lev,,,2,idle,,,12,surprise
s003_07_115,s003_07,Speech,lev,Locale_SideStory:s003_07_115,True,,1,1,1.0,bgm_intotheswarm,,lev,,,2,idle,,,12,surprise
s003_07_116,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_116,True,,1,1,1.0,,,littlemermaid,,,2,idle,,,12,think
s003_07_117,s003_07,Speech,lev,Locale_SideStory:s003_07_117,True,,1,1,1.0,,,lev,,,2,idle,,,12,think
s003_07_118,s003_07,Speech,lev,Locale_SideStory:s003_07_118,True,,1,1,1.0,,,lev,,,2,idle,,,12,think
s003_07_119,s003_07,Speech,lev,Locale_SideStory:s003_07_119,True,,1,1,1.0,,,lev,,,2,idle,,,12,think
s003_07_120,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_120,True,,1,1,1.0,,,littlemermaid,,,2,idle,,,12,idle
s003_07_121,s003_07,Speech,lev,Locale_SideStory:s003_07_121,True,,1,S_20,1.3,,,lev,,,2,angry,,,12,idle
s003_07_122,s003_07,Speech,lev,Locale_SideStory:s003_07_122,True,,S_20,S_20,1.0,,,lev,,,2,angry,,,12,idle
s003_07_123,s003_07,Speech,lev,Locale_SideStory:s003_07_123,True,,S_20,S_20,1.0,,,lev,,,2,angry,,,12,idle
s003_07_124,s003_07,Speech,lev,Locale_SideStory:s003_07_124,True,,S_20,S_20,1.0,,,lev,,,2,angry,,,12,idle
s003_07_125,s003_07,Speech,lev,Locale_SideStory:s003_07_125,True,,S_20,S_200,1.3,,,lev,,,2,angry,,,12,idle
s003_07_126,s003_07,Speech,lev,Locale_SideStory:s003_07_126,True,,S_200,S_200,1.0,,,lev,,,2,angry,,,12,idle
s003_07_127,s003_07,Speech,lev,Locale_SideStory:s003_07_127,True,,S_200,S_200,1.0,,,lev,,,2,angry,,,12,idle
s003_07_128,s003_07,Speech,lev,Locale_SideStory:s003_07_128,True,,S_200,S_200,1.0,,,lev,,,2,angry,,,12,idle
s003_07_129,s003_07,Speech,lev,Locale_SideStory:s003_07_129,True,,S_200,S_200,1.0,,,lev,,,2,angry,,,12,idle
s003_07_130,s003_07,Speech,lev,Locale_SideStory:s003_07_130,True,,S_200,S_200,1.0,,,lev,,,2,angry,,,12,idle
s003_07_131,s003_07,Speech,lev,Locale_SideStory:s003_07_131,True,,S_200,S_20,1.3,,,lev,,,2,angry,,,12,idle
s003_07_132,s003_07,Speech,lev,Locale_SideStory:s003_07_132,True,,S_20,S_20,1.0,,,lev,,,2,angry,,,12,idle
s003_07_133,s003_07,Speech,lev,Locale_SideStory:s003_07_133,True,,S_20,S_20,1.0,,,lev,,,2,angry,,,12,idle
s003_07_134,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_134,True,,S_20,1,1.3,,,littlemermaid,,,2,angry,,,12,think
s003_07_135,s003_07,Speech,lev,Locale_SideStory:s003_07_135,True,,1,1,1.0,,,lev,,,2,surprise,,,12,think
s003_07_136,s003_07,Speech,lev,Locale_SideStory:s003_07_136,True,,1,1,1.0,,,lev,,,2,surprise,,,12,think
s003_07_137,s003_07,Speech,lev,Locale_SideStory:s003_07_137,True,,1,1,1.0,,,lev,,,2,worry,,,12,think
s003_07_138,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_138,True,,1,1,1.0,,,littlemermaid,,,2,worry,,,12,idle
s003_07_139,s003_07,Speech,lev,Locale_SideStory:s003_07_139,True,,1,1,1.0,,,lev,,,2,worry,,,12,idle
s003_07_140,s003_07,Monologue,lev,Locale_SideStory:s003_07_140,False,,1,1,1.0,,sfx_scn_runaway,,,,2,worry,lev,,12,idle
s003_07_141,s003_07,Speech,littlemermaid,Locale_SideStory:s003_07_141,True,,1,L_120,1.3,,,littlemermaid,,,,,,,12,surprise
