id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/hide_char_id,characters/3/hide_char_id,play_ambient,ambient_volume,set_filter_01
s001_05_11,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_11,True,,1,sad2,,3,sad,,13,idle,,15,special,,1315,113,1.0,,,,,,,
s001_05_12,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_12,True,,1,sad2,,3,sad,,13,idle,,15,special,,113,113,1.0,,,,,,,
s001_05_13,s001_05,Narration,marian_p,,Locale_SideStory:s001_05_13,False,,1,sad2,,3,sad,,13,idle,,15,special,,113,113,1.0,,sfx_scn_hungry,,,,,
s001_05_14,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_14,False,,1,sad2,,3,sad,,13,idle,,15,special,,113,113,1.0,,,,,,,
s001_05_15,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_15,True,,1,sad2,,3,sad,,13,idle,,15,special,,113,130,1.0,,,,,,,
s001_05_16,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_16,True,,1,sad2,,3,sad,,13,idle,,15,special,,130,130,1.0,,,,,,,
s001_05_17,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_17,True,,1,sad2,,3,sad,,13,idle,,15,special,,130,130,1.0,,,,,,,
s001_05_18,s001_05,Speech,snowwhite,snowwhite,Locale_SideStory:s001_05_18,False,,1,surprise,,3,sad,,13,idle,,15,special,,15,150,0.7,,,,,,,
s001_05_19,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_19,True,,1,surprise,,3,sad,,13,idle,,15,special,,10,10,1.0,,,,,,,
s001_05_20,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_20,True,,1,surprise,,3,sad,,13,idle,,15,special,,10,113,1.0,,,,,,,
s001_05_21,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_21,True,,1,surprise,,3,sad,,13,idle,,15,special,,113,113,1.0,,,,,,,
s001_05_22,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_22,True,,1,surprise,,3,sad,,13,idle,,15,special,,113,113,1.0,none,,,,,,
s001_05_23,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_23,True,,1,surprise,,3,sad,,13,idle,,15,special,,113,113,1.0,,,,,,,
s001_05_24,s001_05,Narration,hongryeon,,Locale_SideStory:s001_05_24,False,,1,surprise,,3,sad,,13,idle,,15,special,land_n,black,black,1.0,bgm_story_thepilgrimacv,,rapunzel,snowwhite,ambient_scn_river,100.0,
s001_05_25,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_25,True,,1,surprise,,,,,13,idle,,,,,13,113,1.0,,,,,ambient_scn_river,70.0,
s001_05_26,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_26,True,,1,surprise,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_27,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_27,True,,1,surprise,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_28,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_28,True,,1,angry,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_29,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_29,True,,1,angry,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_30,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_30,False,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_31,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_31,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_32,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_32,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_33,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_33,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_34,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_34,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_35,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_35,False,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_36,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_36,False,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_37,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_37,True,,1,sad2,,,,,13,idle,,,,,113,130,1.0,,,,,,,
s001_05_38,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_38,True,,1,sad2,,,,,13,idle,,,,,130,130,1.0,,,,,,,
s001_05_39,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_39,True,,1,sad2,,,,,13,idle,,,,,100,100,1.0,,,,,,,
s001_05_40,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_40,True,,1,sad2,,,,,13,idle,,,,,1300,1300,1.0,,,,,,,
s001_05_41,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_41,True,,1,sad2,,,,,13,idle,,,,,1300,130,1.0,,,,,,,
s001_05_42,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_42,True,,1,sad2,,,,,13,idle,,,,,130,130,1.0,,,,,,,
s001_05_43,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_43,True,,1,sad2,,,,,13,idle,,,,,130,113,1.0,,,,,,,
s001_05_44,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_44,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_45,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_45,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_46,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_46,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_47,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_47,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_48,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_48,True,,1,sad2,,,,,13,idle,,,,,113,130,1.0,,,,,,,
s001_05_49,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_49,True,,1,sad2,,,,,13,idle,,,,,130,130,1.0,,,,,,,
s001_05_50,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_50,True,,1,sad2,,,,,13,idle,,,,,130,1300,1.0,,,,,,,
s001_05_51,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_51,True,,1,sad2,,,,,13,idle,,,,,1300,1300,1.0,,,,,,,
s001_05_52,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_52,True,,1,sad2,,,,,13,idle,,,,,1300,1300,1.0,,,,,,,
s001_05_53,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_53,True,,1,sad2,,,,,13,idle,,,,,100,100,1.0,,,,,,,
s001_05_54,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_54,True,,1,sad2,,,,,13,idle,,,,,1300,1300,1.0,,,,,,,
s001_05_55,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_55,True,,1,sad2,,,,,13,idle,,,,,1300,1300,1.0,,,,,,,
s001_05_56,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_56,True,,1,sad2,,,,,13,idle,,,,,1300,130,1.0,,,,,,,
s001_05_57,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_57,True,,1,idle,,,,,13,idle,,,,,130,113,1.0,,,,,,,
s001_05_58,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_58,True,,1,idle,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_59,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_59,True,,1,idle,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_60,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_60,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_61,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_61,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_62,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_62,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_63,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_63,True,,1,sad2,,,,,13,idle,,,,,113,130,1.0,,,,,,,
s001_05_64,s001_05,Narration,hongryeon,,Locale_SideStory:s001_05_64,False,,1,sad2,,,,,13,idle,,,,,130,1300,1.0,,,,,,,Vignetting
s001_05_65,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_65,True,,1,sad2,,,,,13,idle,,,,,1300,130,1.0,,,,,,,
s001_05_66,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_66,True,,1,surprise,,,,,13,idle,,,,,130,130,1.0,,,,,,,
s001_05_67,s001_05,Narration,hongryeon,,Locale_SideStory:s001_05_67,False,,1,surprise,,,,,13,idle,,,,,130,1300,1.0,,,,,,,Vignetting
s001_05_68,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_68,True,,1,surprise,,,,,13,idle,,,,,1300,130,1.0,,,,,,,
s001_05_69,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_69,True,,1,sad2,,,,,13,idle,,,,,130,113,1.0,,,,,,,
s001_05_70,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_70,True,,1,sad2,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_71,s001_05,Narration,hongryeon,,Locale_SideStory:s001_05_71,False,,1,sad2,,,,,13,idle,,,,,113,17,1.0,,sfx_scn_fishing,,,ambient_scn_river,100.0,
s001_05_72,s001_05,Narration,hongryeon,,Locale_SideStory:s001_05_72,False,,1,sad2,,,,,13,idle,,,,,17,17,1.0,,,,,,,
s001_05_73,s001_05,Narration,hongryeon,,Locale_SideStory:s001_05_73,False,,1,sad2,,,,,13,idle,,,,,17,17,1.0,,,,,,,
s001_05_74,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_74,True,,1,sad2,,,,,13,idle,,,,,130,1300,0.5,,,,,ambient_scn_river,70.0,
s001_05_75,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_75,True,,1,surprise,,,,,13,idle,,,,,100,100,1.0,,,,,,,
s001_05_76,s001_05,Narration,marian_p,,Locale_SideStory:s001_05_76,False,,1,surprise,,,,,13,idle,,,,,100,113,1.0,,sfx_scn_fishjumps,,,,,
s001_05_77,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_77,True,,1,surprise,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_78,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_78,True,,1,surprise,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_79,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_79,True,,1,delight,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_80,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_80,True,,1,delight,,,,,13,pain,,,,,113,113,1.0,,,,,,,
s001_05_81,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_81,True,,1,delight,,,,,13,pain,,,,,113,113,1.0,,,,,,,
s001_05_82,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_82,True,,1,delight,,,,,13,idle,,,,,113,113,1.0,,,,,,,
s001_05_83,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_83,True,,1,surprise,,,,,13,idle,,,,,113,10,1.0,,,,,,,
s001_05_84,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_84,False,,1,sad2,,,,,13,idle,,,,,10,10,1.0,,,,,,,
s001_05_85,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_85,True,,1,sad2,,,,,13,idle,,,,,10,100,1.0,,,,,,,
s001_05_86,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_86,True,,1,sad2,,,,,13,idle,,,,,100,10,1.0,,,,,,,
s001_05_87,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_87,True,,1,sad2,,,,,13,idle,,,,,10,130,1.0,,,,,,,
s001_05_88,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_88,True,,1,sad2,,,,,13,idle,,,,,130,130,1.0,,,,,,,
s001_05_89,s001_05,Speech,hongryeon,hongryeon,Locale_SideStory:s001_05_89,True,,1,sad2,,,,,13,idle,,,,,130,130,1.0,,,,,,,
s001_05_90,s001_05,Speech,marian_p,marian_p,Locale_SideStory:s001_05_90,True,,1,delight,,,,,13,idle,,,,,10,100,0.5,,,,,,,
