id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/0/hide_char_id
s003_15_50,s003_15,Monologue,lev,Locale_SideStory:s003_15_50,False,,Mudfish_17,Mudfish_17,1.0,,,,,,,,,
s003_15_51,s003_15,Monologue,lev,Locale_SideStory:s003_15_51,False,,Mudfish_17,Mudfish_17,1.0,,,,,,,,,
s003_15_52,s003_15,Monologue,lev,Locale_SideStory:s003_15_52,False,,Mudfish_17,Mudfish_17,1.0,,,,,,,,,
s003_15_53,s003_15,Monologue,lev,Locale_SideStory:s003_15_53,False,,Mudfish_17,Mudfish_17,1.0,,,,,,,,,
s003_15_54,s003_15,Monologue,lev,Locale_SideStory:s003_15_54,False,,Mudfish_17,Mudfish_17,1.0,,,,,,,,,
s003_15_55,s003_15,Speech,littlemermaid,Locale_SideStory:s003_15_55,True,EventScene_Side_03_03_2,black,black,1.0,,,,littlemermaid,,,,,
s003_15_56,s003_15,Speech,lev,Locale_SideStory:s003_15_56,False,,Mudfish_18,Mudfish_16,1.0,,,,lev,,,,,
s003_15_57,s003_15,Speech,littlemermaid,Locale_SideStory:s003_15_57,True,,Mudfish_16,Mudfish_16,1.0,,,,littlemermaid,,,,,
s003_15_58,s003_15,Speech,lev,Locale_SideStory:s003_15_58,True,,Mudfish_16,Mudfish_16,1.0,,,,lev,,,,,
s003_15_59,s003_15,Narration,lev,Locale_SideStory:s003_15_59,False,,black,black,1.0,sfx_scn_mermaidbreak,,Low_2,,,,,,
s003_15_60,s003_15,Speech,littlemermaid,Locale_SideStory:s003_15_60,False,,black,black,1.0,,,,littlemermaid,,,,,
s003_15_61,s003_15,Speech,littlemermaid,Locale_SideStory:s003_15_61,True,,black,black,1.0,,,,littlemermaid,,,,,
s003_15_62,s003_15,Speech,lev,Locale_SideStory:s003_15_62,True,EventScene_Side_03_02_5,black,black,1.0,,,,lev,,,,,
s003_15_63,s003_15,Narration,lev,Locale_SideStory:s003_15_63,False,,Mudfish_17,1,0.7,sfx_scn_gluttonyclose,none,Low_2,,,,,,
s003_15_64,s003_15,Monologue,lev,Locale_SideStory:s003_15_64,False,,1,1,1.0,,,,,,,,,
s003_15_65,s003_15,Speech,lev,Locale_SideStory:s003_15_65,False,,1,1,1.0,,,,lev,,,,,
s003_15_66,s003_15,Narration,lev,Locale_SideStory:s003_15_66,False,,1,1,1.0,sfx_scn_mudfall,,,,,,,,
s003_15_67,s003_15,Monologue,lev,Locale_SideStory:s003_15_67,False,,1,1,1.0,,,,,,,,,
s003_15_68,s003_15,Speech,lev,Locale_SideStory:s003_15_68,True,SilentBeach,black,black,1.0,,,,lev,,,,,
s003_15_69,s003_15,Narration,lev,Locale_SideStory:s003_15_69,False,,black,black,1.0,sfx_scn_earthquake,bgm_enemyclose,,,lev,2,pain_02,,
s003_15_70,s003_15,Monologue,lev,Locale_SideStory:s003_15_70,False,,black,black,1.0,,,,,,2,pain_02,,
s003_15_71,s003_15,Speech,lev,Locale_SideStory:s003_15_71,True,,S_200,S_20,1.3,,,,lev,,2,pain_02,,
s003_15_72,s003_15,Monologue,lev,Locale_SideStory:s003_15_72,False,,S_20,S_20,1.0,,,,,,2,pain_02,,
s003_15_73,s003_15,Speech,lev,Locale_SideStory:s003_15_73,True,,S_20,S_20,1.0,,,,lev,,2,pain_02,,
s003_15_74,s003_15,Speech,lev,Locale_SideStory:s003_15_74,True,,S_20,S_20,1.0,,,,lev,,2,pain_02,,
s003_15_75,s003_15,Speech,lev,Locale_SideStory:s003_15_75,True,,S_20,S_20,1.0,,,,lev,,2,pain_02,,
s003_15_76,s003_15,Speech,lev,Locale_SideStory:s003_15_76,True,,S_20,S_20,1.0,,,,lev,,2,pain_02,,
s003_15_77,s003_15,Narration,lev,Locale_SideStory:s003_15_77,False,,black,black,1.0,sfx_scn_gluttonyopen,,,,,2,pain_02,,
s003_15_78,s003_15,Monologue,lev,Locale_SideStory:s003_15_78,False,,black,black,1.0,,,,,,2,pain_02,,
s003_15_79,s003_15,Speech,lev,Locale_SideStory:s003_15_79,True,,S_20,S_200,1.0,,,,lev,,2,special_02,,
s003_15_80,s003_15,Monologue,lev,Locale_SideStory:s003_15_80,False,,black,black,1.0,,,,,,2,special_02,,
s003_15_81,s003_15,Speech,lev,Locale_SideStory:s003_15_81,True,,black,black,1.0,,,,lev,,2,special_02,,
s003_15_82,s003_15,Monologue,lev,Locale_SideStory:s003_15_82,False,,black,black,1.0,,,,,,2,special_02,,
s003_15_83,s003_15,Monologue,lev,Locale_SideStory:s003_15_83,False,,black,black,1.0,,,,,,2,special_02,,
s003_15_84,s003_15,Monologue,lev,Locale_SideStory:s003_15_84,False,,black,black,1.0,,,,,,2,special_02,,
s003_15_85,s003_15,Monologue,lev,Locale_SideStory:s003_15_85,False,,black,black,1.0,,,,,,2,special_02,,
s003_15_86,s003_15,Monologue,lev,Locale_SideStory:s003_15_86,False,,black,black,1.0,,,,,,2,special_02,,
s003_15_87,s003_15,Monologue,lev,Locale_SideStory:s003_15_87,False,,black,black,1.0,,,,,,2,special_02,,
s003_15_88,s003_15,Monologue,lev,Locale_SideStory:s003_15_88,False,,black,black,1.0,,,,,,2,special_02,,
s003_15_89,s003_15,Monologue,lev,Locale_SideStory:s003_15_89,False,,black,black,1.0,,none,,,,2,special_02,black,
s003_15_90,s003_15,Monologue,lev,Locale_SideStory:s003_15_90,False,CityForest_01,black,black,1.0,,event_bgm_oldtales_beyond,,,,2,special_02,,
s003_15_91,s003_15,Speech,lev,Locale_SideStory:s003_15_91,True,,S_200,S_20,1.3,,,,lev,,2,pain_02,,
s003_15_92,s003_15,Monologue,lev,Locale_SideStory:s003_15_92,False,,S_20,S_20,1.0,,,,,,2,pain_02,,
s003_15_93,s003_15,Speech,lev,Locale_SideStory:s003_15_93,False,,S_20,S_20,1.0,,,,lev,,2,pain_02,,
s003_15_94,s003_15,Speech,lev,Locale_SideStory:s003_15_94,True,,S_20,S_20,1.0,,,,lev,,2,pain_02,,
s003_15_95,s003_15,Speech,lev,Locale_SideStory:s003_15_95,True,,S_20,S_20,1.0,,,,lev,,2,pain_02,,
s003_15_96,s003_15,Monologue,lev,Locale_SideStory:s003_15_96,False,,S_20,S_20,1.0,,,,,,2,pain_02,,
s003_15_97,s003_15,Monologue,lev,Locale_SideStory:s003_15_97,False,,S_20,S_20,1.0,,,,,,2,pain_02,,
s003_15_98,s003_15,Speech,lev,Locale_SideStory:s003_15_98,True,,S_20,S_20,1.0,,,,lev,,2,pain_02,,
s003_15_99,s003_15,Monologue,lev,Locale_SideStory:s003_15_99,False,,S_20,S_120,1.3,,,,,,2,pain_02,,
s003_15_100,s003_15,Speech,lev,Locale_SideStory:s003_15_100,False,,S_120,S_120,1.0,,,,lev,,2,pain_02,,
s003_15_101,s003_15,Monologue,lev,Locale_SideStory:s003_15_101,False,,S_120,S_120,1.0,,,,,,2,pain_02,,
s003_15_102,s003_15,Speech,lev,Locale_SideStory:s003_15_102,True,,S_120,S_20,1.3,,,,lev,,2,pain_02,,
s003_15_103,s003_15,Narration,lev,Locale_SideStory:s003_15_103,False,,black,black,1.0,sfx_scn_waterstonefall,,,,,2,pain_02,,
s003_15_104,s003_15,Speech,lev,Locale_SideStory:s003_15_104,True,,S_20,S_20,1.0,,,,lev,,2,pain_02,,
s003_15_105,s003_15,Monologue,lev,Locale_SideStory:s003_15_105,False,,S_20,S_20,1.0,,,,,,2,pain_02,,
s003_15_106,s003_15,Speech,lev,Locale_SideStory:s003_15_106,True,,S_20,S_200,1.3,,,,lev,,2,pain_02,,
s003_15_107,s003_15,Monologue,lev,Locale_SideStory:s003_15_107,False,,black,black,1.0,,,,,,2,pain_02,,lev
s003_15_108,s003_15,Narration,lev,Locale_SideStory:s003_15_108,False,EventScene_Side_03_04_1,black,black,1.0,sfx_scn_intodarkwater,,,,,,,,
s003_15_109,s003_15,Speech,lev,Locale_SideStory:s003_15_109,False,,black,black,1.0,,,,lev,,,,,
s003_15_110,s003_15,Monologue,lev,Locale_SideStory:s003_15_110,False,,black,black,1.0,,,,,,,,,
s003_15_111,s003_15,Speech,lev,Locale_SideStory:s003_15_111,True,,Mudfish_19,Mudfish_20,1.3,,,,lev,,,,,
s003_15_112,s003_15,Monologue,lev,Locale_SideStory:s003_15_112,False,,Mudfish_20,Mudfish_20,1.0,,,,,,,,,
s003_15_113,s003_15,Speech,lev,Locale_SideStory:s003_15_113,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_114,s003_15,Monologue,lev,Locale_SideStory:s003_15_114,False,,Mudfish_20,Mudfish_20,1.0,,,,,,,,,
s003_15_115,s003_15,Monologue,lev,Locale_SideStory:s003_15_115,False,,Mudfish_20,Mudfish_20,1.0,,,,,,,,,
s003_15_116,s003_15,Speech,lev,Locale_SideStory:s003_15_116,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_117,s003_15,Monologue,lev,Locale_SideStory:s003_15_117,False,,black,black,1.0,,,,,,,,,
s003_15_118,s003_15,Speech,lev,Locale_SideStory:s003_15_118,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_119,s003_15,Speech,lev,Locale_SideStory:s003_15_119,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_120,s003_15,Speech,lev,Locale_SideStory:s003_15_120,True,EventScene_Side_03_04_2,Mudfish_20,Mudfish_21,1.5,,,,lev,,,,,
s003_15_121,s003_15,Speech,lev,Locale_SideStory:s003_15_121,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_122,s003_15,Speech,lev,Locale_SideStory:s003_15_122,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_123,s003_15,Speech,lev,Locale_SideStory:s003_15_123,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_124,s003_15,Speech,lev,Locale_SideStory:s003_15_124,True,EventScene_Side_03_04_3,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_125,s003_15,Speech,lev,Locale_SideStory:s003_15_125,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_126,s003_15,Speech,lev,Locale_SideStory:s003_15_126,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_127,s003_15,Speech,lev,Locale_SideStory:s003_15_127,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_128,s003_15,Speech,lev,Locale_SideStory:s003_15_128,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_129,s003_15,Speech,lev,Locale_SideStory:s003_15_129,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_130,s003_15,Speech,lev,Locale_SideStory:s003_15_130,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_131,s003_15,Speech,lev,Locale_SideStory:s003_15_131,True,,Mudfish_21,Mudfish_20,1.5,,,,lev,,,,,
s003_15_132,s003_15,Speech,lev,Locale_SideStory:s003_15_132,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_133,s003_15,Speech,lev,Locale_SideStory:s003_15_133,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_134,s003_15,Monologue,lev,Locale_SideStory:s003_15_134,False,,black,black,1.0,,,,,,,,,
s003_15_135,s003_15,Monologue,lev,Locale_SideStory:s003_15_135,False,,black,black,1.0,,,,,,,,,
s003_15_136,s003_15,Speech,lev,Locale_SideStory:s003_15_136,True,EventScene_Side_03_04_4,black,black,1.0,,,,lev,,,,,
s003_15_137,s003_15,Monologue,lev,Locale_SideStory:s003_15_137,False,,Mudfish_21,Mudfish_21,1.0,,,Low_2,,,,,,
s003_15_138,s003_15,Speech,lev,Locale_SideStory:s003_15_138,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_139,s003_15,Monologue,lev,Locale_SideStory:s003_15_139,False,,Mudfish_21,Mudfish_21,1.0,,,,,,,,,
s003_15_140,s003_15,Speech,lev,Locale_SideStory:s003_15_140,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_141,s003_15,Monologue,lev,Locale_SideStory:s003_15_141,False,,Mudfish_21,Mudfish_21,1.0,,,,,,,,,
s003_15_142,s003_15,Speech,lev,Locale_SideStory:s003_15_142,True,,Mudfish_21,Mudfish_21,1.0,,,,lev,,,,,
s003_15_143,s003_15,Monologue,lev,Locale_SideStory:s003_15_143,False,EventScene_Side_03_04_5,black,black,1.0,,,,,,,,,
s003_15_144,s003_15,Speech,lev,Locale_SideStory:s003_15_144,True,,Mudfish_21,Mudfish_20,1.5,,,,lev,,,,,
s003_15_145,s003_15,Speech,lev,Locale_SideStory:s003_15_145,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_146,s003_15,Speech,lev,Locale_SideStory:s003_15_146,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_147,s003_15,Speech,lev,Locale_SideStory:s003_15_147,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_148,s003_15,Speech,lev,Locale_SideStory:s003_15_148,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_149,s003_15,Monologue,lev,Locale_SideStory:s003_15_149,False,,Mudfish_20,Mudfish_20,1.0,,,,,,,,,
s003_15_150,s003_15,Speech,lev,Locale_SideStory:s003_15_150,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_151,s003_15,Speech,lev,Locale_SideStory:s003_15_151,True,,Mudfish_20,Mudfish_20,1.0,,,,lev,,,,,
s003_15_152,s003_15,Monologue,lev,Locale_SideStory:s003_15_152,False,,black,black,1.0,,,,,,,,,
s003_15_153,s003_15,Monologue,lev,Locale_SideStory:s003_15_153,False,,black,black,1.0,,,,,,,,,
s003_15_154,s003_15,Narration,lev,Locale_SideStory:s003_15_154,False,,black,black,1.0,,,,,,,,,
