id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
s002_07_22,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_22,True,,113,113,1.0,,,,,1,idle,,3,idle,,13,sad,,15,idle
s002_07_23,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_23,True,,113,113,1.0,,,,,1,idle,,3,idle,,13,sad,,15,idle
s002_07_24,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_24,True,,113,113,1.0,,,,,1,idle,,3,idle,,13,sad,,15,idle
s002_07_25,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_25,True,,113,113,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_26,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_26,True,,113,113,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_27,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_27,True,,113,113,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_28,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_28,True,,113,113,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_29,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_29,True,,113,113,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_30,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_30,True,,113,113,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_31,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_31,True,,113,113,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_32,s002_07,Speech,yuni_n,yuni_n,Locale_SideStory:s002_07_32,True,,L_30,L_30,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_33,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_33,True,,Leo_130,Leo_130,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_34,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_34,True,,10,10,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_35,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_35,True,,Leo_130,Leo_130,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_36,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_36,True,,Leo_130,Leo_130,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_37,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_37,True,,Leo_130,Leo_1300,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_38,s002_07,Monologue,leona_no,,Locale_SideStory:s002_07_38,False,,black,black,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_39,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_39,True,,Leo_1300,Leo_1300,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_40,s002_07,Speech,yuni_n,yuni_n,Locale_SideStory:s002_07_40,True,,L_300,L_300,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_41,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_41,True,,Leo_1300,1315,1.5,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_42,s002_07,Speech,yuni_n,yuni_n,Locale_SideStory:s002_07_42,True,,L_300,L_300,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_43,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_43,True,,Leo_1300,Leo_1300,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_44,s002_07,Speech,yuni_n,yuni_n,Locale_SideStory:s002_07_44,True,,L_300,L_300,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_45,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_45,True,,Leo_1300,Leo_1300,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_46,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_46,True,,Leo_1300,113,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_47,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_47,True,,113,113,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_48,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_48,True,,113,113,1.0,,,,,1,think,,3,idle,,13,sad,,15,idle
s002_07_49,s002_07,Monologue,mihara,,Locale_SideStory:s002_07_49,False,,black,black,1.0,,,,,5,think,,3,idle,,13,sad,,15,idle
s002_07_50,s002_07,Speech,yuni_n,yuni_n,Locale_SideStory:s002_07_50,True,,L_300,L_300,1.0,,,,,5,think,,3,idle,,13,sad,,15,idle
s002_07_51,s002_07,Monologue,yuni_n,,Locale_SideStory:s002_07_51,False,,black,black,1.0,,,,,5,think,,3,idle,,13,sad,,15,idle
s002_07_52,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_52,True,,Leo_1300,Leo_1300,1.0,,,,,5,think,,3,idle,,13,idle,,15,idle
s002_07_53,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_53,True,,Leo_1300,Leo_1300,1.0,,,,,5,think,,3,idle,,13,idle,,15,idle
s002_07_54,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_54,True,,Leo_1300,Leo_130,1.0,,,,,5,think,,3,idle,,13,idle,,15,idle
s002_07_55,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_55,True,,50,50,1.0,,,,,5,surprise,,3,idle,,13,idle,,15,idle
s002_07_56,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_56,True,,Leo_130,Leo_130,1.0,,,,,5,surprise,,3,idle,,13,idle,,15,idle
s002_07_57,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_57,True,,Leo_130,Leo_130,1.0,,,,,5,surprise,,3,idle,,13,idle,,15,idle
s002_07_58,s002_07,Monologue,mihara,,Locale_SideStory:s002_07_58,False,,black,black,1.0,,,,,1,surprise,,3,idle,,13,idle,,15,idle
s002_07_59,s002_07,Speech,yuni_n,yuni_n,Locale_SideStory:s002_07_59,True,,31,31,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_60,s002_07,Monologue,yuni_n,,Locale_SideStory:s002_07_60,False,,31,31,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_61,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_61,True,,31,31,1.0,,,,,1,surprise,,3,idle,,13,idle,,15,idle
s002_07_62,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_62,True,,31,113,1.5,,,,,1,surprise,,3,idle,,13,idle,,15,idle
s002_07_63,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_63,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,15,idle
s002_07_64,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_64,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,15,idle
s002_07_65,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_65,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,15,idle
s002_07_66,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_66,True,,113,113,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_67,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_67,True,,113,Leo_130,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_68,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_68,True,,Leo_130,Leo_130,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_69,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_69,True,,Leo_130,Leo_130,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_70,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_70,True,,Leo_130,Leo_130,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_71,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_71,True,,Leo_130,113,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_72,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_72,True,,113,113,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_73,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_73,True,,113,113,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_74,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_74,True,,113,113,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_75,s002_07,Speech,yuni_n,yuni_n,Locale_SideStory:s002_07_75,True,,113,31,1.5,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_76,s002_07,Speech,mihara,mihara,Locale_SideStory:s002_07_76,True,,31,31,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_77,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_77,True,,Leo_130,Leo_130,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_78,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_78,True,,Leo_130,Leo_130,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
s002_07_79,s002_07,Speech,leona_no,leona_no,Locale_SideStory:s002_07_79,True,,Leo_130,Leo_1300,1.0,,,,,1,think,,3,idle,,13,idle,,15,idle
