id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
s001_11_13,s001_11,Speech,Locale_SideStory:s001_11_13,True,,31,31,1.0,,chime,chime,,,,,,,,3,void,,,1,idle,
s001_11_14,s001_11,Speech,Locale_SideStory:s001_11_14,True,,31,31,1.0,,chime,chime,,,,,,,,3,void,,,1,idle,
s001_11_15,s001_11,Speech,Locale_SideStory:s001_11_15,True,,31,XXS_30,1.0,,chime,chime,,,,,,,,3,void,,,1,idle,
s001_11_16,s001_11,Speech,Locale_SideStory:s001_11_16,True,,XXS_30,XXS_30,1.0,,chime,chime,,,,,,,,3,void,,,1,idle,
s001_11_17,s001_11,Speech,Locale_SideStory:s001_11_17,True,,XXS_30,XXS_30,1.0,,chime,chime,,,,,,,,3,void,,,1,idle,
s001_11_18,s001_11,Speech,Locale_SideStory:s001_11_18,True,,XXS_30,XXS_30,1.0,,chime,chime,,,,,,,,3,void,,,1,idle,
s001_11_19,s001_11,Speech,Locale_SideStory:s001_11_19,True,,XXS_30,31,1.0,,crown,crown,,,,,,,,3,void,,,1,idle,
s001_11_20,s001_11,Speech,Locale_SideStory:s001_11_20,True,,31,31,1.0,,crown,crown,,,,,,,,3,void,,,1,idle,
s001_11_21,s001_11,Speech,Locale_SideStory:s001_11_21,True,,31,31,1.0,,chime,chime,,,,,,,,3,void,,,1,idle,
s001_11_22,s001_11,Speech,Locale_SideStory:s001_11_22,True,,31,31,1.0,,crown,crown,,,,,,,,3,void,,,1,idle,
s001_11_23,s001_11,Speech,Locale_SideStory:s001_11_23,True,,31,31,1.0,,crown,crown,,,,,,,,3,void,,,1,idle,
s001_11_24,s001_11,Speech,Locale_SideStory:s001_11_24,True,,31,31,1.0,,chime,chime,,,,,,,,3,void,,,1,idle,
s001_11_25,s001_11,Speech,Locale_SideStory:s001_11_25,True,,31,31,1.0,,crown,crown,,,,,,,,3,void,,,1,idle,
s001_11_26,s001_11,Speech,Locale_SideStory:s001_11_26,False,,31,3,1.0,,chime,chime,,,,,,,,3,void,,,1,idle,
s001_11_27,s001_11,Speech,Locale_SideStory:s001_11_27,True,,3,XXS_30,1.0,,chime,chime,,,,,,,,3,idle,,,1,idle,
s001_11_28,s001_11,Speech,Locale_SideStory:s001_11_28,True,,100,100,1.0,,crown,crown,,,,,,,,3,idle,,,1,idle,
s001_11_29,s001_11,Speech,Locale_SideStory:s001_11_29,True,,XXS_300,XXS_300,1.0,,chime,chime,,,,,,,,3,void,,,1,idle,
s001_11_30,s001_11,Narration,Locale_SideStory:s001_11_30,False,,black,black,1.0,,crown,,,,,,,,,3,void,,,1,idle,
s001_11_31,s001_11,Narration,Locale_SideStory:s001_11_31,False,EventScene_Side_01_04,black,black,1.0,none,crown,,,,,,,,,3,void,chime,,1,idle,crown
s001_11_32,s001_11,Speech,Locale_SideStory:s001_11_32,False,,crownqueen_01,crownqueen_02,2.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_33,s001_11,Narration,Locale_SideStory:s001_11_33,False,,crownqueen_02,crownqueen_02,1.0,,crown,,sfx_scn_dooropenfast2,,,,,,,,,,,,,
s001_11_34,s001_11,Narration,Locale_SideStory:s001_11_34,False,,crownqueen_02,crownqueen_02,1.0,,crown,,sfx_scn_dragchair,,,,,,,,,,,,,
s001_11_35,s001_11,Narration,Locale_SideStory:s001_11_35,False,,black,black,1.0,bgm_intotheswarm,crown,,,,,,,,,,,,,,,
s001_11_36,s001_11,Speech,Locale_SideStory:s001_11_36,False,,crownqueen_03,crownqueen_03,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_37,s001_11,Speech,Locale_SideStory:s001_11_37,False,,crownqueen_03,crownqueen_03,1.0,,crown,crown,,,,,,,,,,,,,,
s001_11_38,s001_11,Speech,Locale_SideStory:s001_11_38,False,,crownqueen_03,crownqueen_03,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_39,s001_11,Speech,Locale_SideStory:s001_11_39,False,,crownqueen_03,crownqueen_04,1.5,,crown,crown,,,,,,,,,,,,,,
s001_11_40,s001_11,Narration,Locale_SideStory:s001_11_40,False,,crownqueen_04,crownqueen_04,1.0,,crown,,,,,,,,,,,,,,,
s001_11_41,s001_11,Narration,Locale_SideStory:s001_11_41,False,EventScene_Side_01_05,black,black,1.0,,crown,,,,,,,,,,,,,,,
s001_11_42,s001_11,Narration,Locale_SideStory:s001_11_42,False,,black,black,1.0,,crown,,,,,,,,,,,,,,,
s001_11_43,s001_11,Speech,Locale_SideStory:s001_11_43,False,,mariansad_01,mariansad_02,2.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_44,s001_11,Speech,Locale_SideStory:s001_11_44,False,,mariansad_02,mariansad_02,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_45,s001_11,Speech,Locale_SideStory:s001_11_45,False,,mariansad_02,mariansad_02,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_46,s001_11,Narration,Locale_SideStory:s001_11_46,False,,black,black,1.0,,crown,,,,,,,,,,,,,,,
s001_11_47,s001_11,Narration,Locale_SideStory:s001_11_47,False,EventScene_Side_01_04,black,black,1.0,,crown,,,,,,,,,,,,,,,
s001_11_48,s001_11,Narration,Locale_SideStory:s001_11_48,False,,black,black,1.0,,crown,,sfx_scn_dooropenfast2,,,,,,,,,,,,,
s001_11_49,s001_11,Narration,Locale_SideStory:s001_11_49,False,,black,black,1.0,,crown,,sfx_scn_dragchair,,,,,,,,,,,,,
s001_11_50,s001_11,Narration,Locale_SideStory:s001_11_50,False,,crownqueen_03,crownqueen_04,2.0,,crown,,,,,,,,,,,,,,,
s001_11_51,s001_11,Speech,Locale_SideStory:s001_11_51,False,,crownqueen_04,crownqueen_04,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_52,s001_11,Speech,Locale_SideStory:s001_11_52,False,,crownqueen_04,crownqueen_04,1.0,,crown,crown,,,,,,,,,,,,,,
s001_11_53,s001_11,Narration,Locale_SideStory:s001_11_53,False,,black,black,1.0,,crown,,,,,,,,,,,,,,,
s001_11_54,s001_11,Narration,Locale_SideStory:s001_11_54,False,EventScene_Side_01_05,black,black,1.0,,crown,,,,,,,,,,,,,,,
s001_11_55,s001_11,Narration,Locale_SideStory:s001_11_55,False,,mariansad_03,mariansad_02,2.0,,crown,,,,,,,,,,,,,,,
s001_11_56,s001_11,Narration,Locale_SideStory:s001_11_56,False,,black,black,1.0,,crown,,,,,,,,,,,,,,,
s001_11_57,s001_11,Narration,Locale_SideStory:s001_11_57,False,,black,black,1.0,,crown,,,,,,,,,,,,,,,
s001_11_58,s001_11,Narration,Locale_SideStory:s001_11_58,False,EventScene_Side_01_04,black,black,1.0,,crown,,,,,,,,,,,,,,,
s001_11_59,s001_11,Narration,Locale_SideStory:s001_11_59,False,,crownqueen_04,crownqueen_04,1.0,,crown,,,,,,,,,,,,,,,
s001_11_60,s001_11,Narration,Locale_SideStory:s001_11_60,False,,black,black,1.0,,crown,,,,,,,,,,,,,,,
s001_11_61,s001_11,Narration,Locale_SideStory:s001_11_61,False,,black,black,1.0,,crown,,sfx_scn_dooropenfast2,,,,,,,,,,,,,
s001_11_62,s001_11,Narration,Locale_SideStory:s001_11_62,False,,black,black,1.0,,crown,,sfx_scn_dragchair,,,,,,,,,,,,,
s001_11_63,s001_11,Narration,Locale_SideStory:s001_11_63,False,,crownqueen_04,crownqueen_03,2.0,,crown,,,,,,,,,,,,,,,
s001_11_64,s001_11,Speech,Locale_SideStory:s001_11_64,True,,crownqueen_03,crownqueen_03,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_65,s001_11,Speech,Locale_SideStory:s001_11_65,True,,crownqueen_03,crownqueen_03,1.0,,crown,crown,,,,,,,,,,,,,,
s001_11_66,s001_11,Speech,Locale_SideStory:s001_11_66,True,,crownqueen_03,crownqueen_03,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_67,s001_11,Speech,Locale_SideStory:s001_11_67,True,,crownqueen_03,crownqueen_03,1.0,,crown,crown,,,,,,,,,,,,,,
s001_11_68,s001_11,Speech,Locale_SideStory:s001_11_68,True,,crownqueen_03,crownqueen_03,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_69,s001_11,Speech,Locale_SideStory:s001_11_69,True,,crownqueen_03,crownqueen_03,1.0,,crown,crown,,,,,,,,,,,,,,
s001_11_70,s001_11,Speech,Locale_SideStory:s001_11_70,False,,crownqueen_03,crownqueen_02,2.5,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_71,s001_11,Speech,Locale_SideStory:s001_11_71,True,,crownqueen_02,crownqueen_02,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_72,s001_11,Speech,Locale_SideStory:s001_11_72,True,,crownqueen_02,crownqueen_02,1.0,,crown,crown,,,,,,,,,,,,,,
s001_11_73,s001_11,Speech,Locale_SideStory:s001_11_73,True,,crownqueen_02,crownqueen_02,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_74,s001_11,Speech,Locale_SideStory:s001_11_74,True,,crownqueen_02,crownqueen_02,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_75,s001_11,Speech,Locale_SideStory:s001_11_75,True,,crownqueen_02,crownqueen_02,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_76,s001_11,Speech,Locale_SideStory:s001_11_76,True,,crownqueen_02,crownqueen_02,1.0,,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_77,s001_11,Speech,Locale_SideStory:s001_11_77,True,,crownqueen_02,crownqueen_03,2.0,,crown,crown,,,,,,,,,,,,,,
s001_11_78,s001_11,Speech,Locale_SideStory:s001_11_78,False,,crownqueen_03,crownqueen_03,1.0,none,marian_p,marian_p,,,,,,,,,,,,,,
s001_11_79,s001_11,Speech,Locale_SideStory:s001_11_79,True,Crowncastlebedroom_d,black,black,1.0,,crown,crown,,,marian_p,1,angry,,,,,,crown,13,idle,
s001_11_80,s001_11,Speech,Locale_SideStory:s001_11_80,True,,113,113,1.0,,marian_p,marian_p,,,,1,angry,,,,,,,13,idle,
s001_11_81,s001_11,Speech,Locale_SideStory:s001_11_81,True,,113,113,1.0,,marian_p,marian_p,,,,1,angry,,,,,,,13,idle,
s001_11_82,s001_11,Speech,Locale_SideStory:s001_11_82,True,,113,130,1.0,bgm_frostpillar,crown,crown,,,,1,angry,,,,,,,13,idle,
s001_11_83,s001_11,Speech,Locale_SideStory:s001_11_83,True,,130,130,1.0,,crown,crown,,,,1,angry,,,,,,,13,idle,
s001_11_84,s001_11,Speech,Locale_SideStory:s001_11_84,False,,130,10,1.0,,marian_p,marian_p,,,,1,angry,,,,,,,13,idle,
s001_11_85,s001_11,Speech,Locale_SideStory:s001_11_85,True,,10,10,1.0,,marian_p,marian_p,,,,1,angry,,,,,,,13,idle,
s001_11_86,s001_11,Speech,Locale_SideStory:s001_11_86,True,,10,113,1.0,,marian_p,marian_p,,,,1,angry,,,,,,,13,idle,
s001_11_87,s001_11,Speech,Locale_SideStory:s001_11_87,True,,113,113,1.0,,crown,crown,,,,1,angry,,,,,,,13,idle,
s001_11_88,s001_11,Speech,Locale_SideStory:s001_11_88,True,,113,113,1.0,,marian_p,marian_p,,,,1,angry,,,,,,,13,idle,
s001_11_89,s001_11,Speech,Locale_SideStory:s001_11_89,True,,113,113,1.0,,marian_p,marian_p,,,,1,angry,,,,,,,13,idle,
s001_11_90,s001_11,Speech,Locale_SideStory:s001_11_90,True,,113,10,1.0,,marian_p,marian_p,,,,1,sad2,,,,,,,13,idle,
s001_11_91,s001_11,Speech,Locale_SideStory:s001_11_91,True,,10,100,1.0,,marian_p,marian_p,,,,1,sad2,,,,,,,13,idle,
s001_11_92,s001_11,Speech,Locale_SideStory:s001_11_92,True,,100,100,1.0,,marian_p,marian_p,,,,1,sad2,,,,,,,13,idle,
s001_11_93,s001_11,Speech,Locale_SideStory:s001_11_93,True,,100,1300,1.0,,crown,crown,,,,1,sad2,,,,,,,13,idle,
s001_11_94,s001_11,Speech,Locale_SideStory:s001_11_94,True,,1300,1300,1.0,,crown,crown,,,,1,sad2,,,,,,,13,idle,
s001_11_95,s001_11,Speech,Locale_SideStory:s001_11_95,True,,1300,130,1.0,,crown,crown,,,,1,sad2,,,,,,,13,idle,
s001_11_96,s001_11,Speech,Locale_SideStory:s001_11_96,True,,130,113,1.0,,marian_p,marian_p,,,,1,sad2,,,,,,,13,idle,
s001_11_97,s001_11,Speech,Locale_SideStory:s001_11_97,True,,113,113,1.0,,crown,crown,,,,1,sad2,,,,,,,13,idle,
s001_11_98,s001_11,Narration,Locale_SideStory:s001_11_98,False,,black,black,1.0,,crown,,,,,1,sad2,,chime,3,idle,,,13,idle,
s001_11_99,s001_11,Speech,Locale_SideStory:s001_11_99,True,,XXS_30,XXS_30,1.0,,chime,chime,,,,1,sad2,,,3,idle,,,13,idle,
s001_11_100,s001_11,Speech,Locale_SideStory:s001_11_100,True,,130,130,1.0,,crown,crown,,,,1,sad2,,,3,idle,,,13,idle,
s001_11_101,s001_11,Speech,Locale_SideStory:s001_11_101,True,,XXS_30,XXS_30,1.0,,chime,chime,,,,1,sad2,,,3,idle,,,13,idle,
s001_11_102,s001_11,Narration,Locale_SideStory:s001_11_102,False,,black,black,1.0,,chime,,sfx_scn_chimebell02,,,1,sad2,,,3,idle,,,13,idle,
s001_11_103,s001_11,Narration,Locale_SideStory:s001_11_103,False,,black,black,1.0,,chime,,sfx_scn_horsecomingfar,,,1,sad2,,,3,idle,,,13,idle,
s001_11_104,s001_11,Narration,Locale_SideStory:s001_11_104,False,,black,black,1.0,,chime,,,,,1,sad2,,,3,idle,,,13,idle,
s001_11_105,s001_11,Speech,Locale_SideStory:s001_11_105,True,,113,113,1.0,,marian_p,marian_p,,,,1,sad2,,,3,idle,,,13,idle,
s001_11_106,s001_11,Narration,Locale_SideStory:s001_11_106,False,,113,113,1.0,,marian_p,,,,,1,sad2,,,3,idle,,,13,idle,
s001_11_107,s001_11,Speech,Locale_SideStory:s001_11_107,True,,130,1300,1.0,,crown,crown,,,,1,sad2,,,3,idle,,,13,idle,
