id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/0/hide_char_id,play_sound,set_camera_shake
s003_10_59,s003_10,Monologue,lev,,Locale_SideStory:s003_10_59,False,,,,,,,,Mudfish_03,Mudfish_03,1.0,,,,,
s003_10_60,s003_10,Monologue,lev,,Locale_SideStory:s003_10_60,False,,,,,,,,Mudfish_03,Mudfish_03,1.0,,,,,
s003_10_61,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_61,True,,,,,,,,Mudfish_03,Mudfish_03,1.0,,,,,
s003_10_62,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_62,True,,,,,,,,Mudfish_03,Mudfish_03,1.0,,,,,
s003_10_63,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_63,True,,,,,,,,Mudfish_03,Mudfish_03,1.0,,,,,
s003_10_64,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_64,True,,,,,,,,Mudfish_03,Mudfish_03,1.0,,,,,
s003_10_65,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_65,True,,,,,,,,Mudfish_03,Mudfish_04,1.5,,,,,
s003_10_66,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_66,True,,,,,,,,Mudfish_04,Mudfish_04,1.0,,,,,
s003_10_67,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_67,True,,,,,,,,Mudfish_04,Mudfish_04,1.0,,,,,
s003_10_68,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_68,True,,,,,,,,Mudfish_04,Mudfish_04,1.0,,,,,
s003_10_69,s003_10,Monologue,littlemermaid,,Locale_SideStory:s003_10_69,False,,,,,,,EventScene_Side_03_01_2,black,black,1.0,,,,,
s003_10_70,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_70,True,,,,,,,,Mudfish_04,Mudfish_06,1.5,,,,,
s003_10_71,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_71,True,,,,,,,,Mudfish_06,Mudfish_06,1.0,,,,,
s003_10_72,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_72,True,,,,,,,,Mudfish_06,Mudfish_06,1.0,,,,,
s003_10_73,s003_10,Monologue,lev,,Locale_SideStory:s003_10_73,False,,,,,,,,Mudfish_06,Mudfish_05,1.5,,,,,
s003_10_74,s003_10,Monologue,littlemermaid,,Locale_SideStory:s003_10_74,False,,,,,,,,Mudfish_05,Mudfish_05,1.0,,,,,
s003_10_75,s003_10,Monologue,lev,,Locale_SideStory:s003_10_75,False,,,,,,,,Mudfish_05,Mudfish_05,1.0,,,,,
s003_10_76,s003_10,Monologue,lev,,Locale_SideStory:s003_10_76,False,,,,,,,,black,black,1.0,,,,,
s003_10_77,s003_10,Monologue,lev,,Locale_SideStory:s003_10_77,False,,,,,,,,black,black,1.0,,,,,
s003_10_78,s003_10,Monologue,lev,,Locale_SideStory:s003_10_78,False,,,,,,,EventScene_Side_03_01_3,black,black,1.0,,,,,
s003_10_79,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_79,True,,,,,,,,Mudfish_05,Mudfish_06,2.0,,,,,
s003_10_80,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_80,True,,,,,,,,Mudfish_06,Mudfish_06,1.0,,,,,
s003_10_81,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_81,True,,,,,,,,Mudfish_06,Mudfish_06,1.0,,,,,
s003_10_82,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_82,True,,,,,,,,Mudfish_06,Mudfish_06,1.0,,,,,
s003_10_83,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_83,True,,,,,,,,Mudfish_06,Mudfish_06,1.0,,,,,
s003_10_84,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_84,True,,,,,,,,Mudfish_06,Mudfish_06,1.0,,,,,
s003_10_85,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_85,True,,,,,,,,Mudfish_06,Mudfish_06,1.0,,,,,
s003_10_86,s003_10,Monologue,,,Locale_SideStory:s003_10_86,True,,,,,,,,Mudfish_06,Mudfish_07,2.0,,,,,
s003_10_87,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_87,True,,,,,,,,Mudfish_07,Mudfish_07,1.0,,,,,
s003_10_88,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_88,True,,,,,,,,Mudfish_07,Mudfish_07,1.0,,,,,
s003_10_89,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_89,True,,,,,,,,Mudfish_07,Mudfish_07,1.0,,,,,
s003_10_90,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_90,True,,,,,,,,Mudfish_07,Mudfish_07,1.0,,,,,
s003_10_91,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_91,True,,,,,,,,Mudfish_07,Mudfish_07,1.0,,,,,
s003_10_92,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_92,False,,,,,,,,Mudfish_07,Mudfish_07,1.0,,,,,
s003_10_93,s003_10,Monologue,littlemermaid,,Locale_SideStory:s003_10_93,False,,,,,,,,black,black,1.0,,,,,
s003_10_94,s003_10,Monologue,littlemermaid,,Locale_SideStory:s003_10_94,False,,,,,,,,black,black,1.0,,,,,
s003_10_95,s003_10,Monologue,littlemermaid,,Locale_SideStory:s003_10_95,False,,,,,,,,black,black,1.0,,,,,
s003_10_96,s003_10,Monologue,littlemermaid,,Locale_SideStory:s003_10_96,False,,,,,,,,black,black,1.0,,,,,
s003_10_97,s003_10,Monologue,littlemermaid,,Locale_SideStory:s003_10_97,False,,,,,,,,black,black,1.0,,,,,
s003_10_98,s003_10,Monologue,littlemermaid,,Locale_SideStory:s003_10_98,False,,,,,,,,black,black,1.0,,,,,
s003_10_99,s003_10,Monologue,littlemermaid,,Locale_SideStory:s003_10_99,False,,,,,,,,black,black,1.0,,,,,
s003_10_100,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_100,True,,,,,,,,Mudfish_09,Mudfish_08,1.0,,,,,
s003_10_101,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_101,True,,,,,,,,Mudfish_08,Mudfish_08,1.0,,,,,
s003_10_102,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_102,True,,,,,,,,Mudfish_08,Mudfish_08,1.0,,,,,
s003_10_103,s003_10,Monologue,lev,,Locale_SideStory:s003_10_103,False,,,,,,,,Mudfish_08,Mudfish_08,1.0,,,,,
s003_10_104,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_104,True,,,,,,,,Mudfish_08,Mudfish_08,1.0,,,,,
s003_10_105,s003_10,Monologue,littlemermaid,,Locale_SideStory:s003_10_105,False,,,,,,,,black,black,1.0,,,,,
s003_10_106,s003_10,Monologue,lev,,Locale_SideStory:s003_10_106,False,,,,,,,,black,black,1.0,,,,,
s003_10_107,s003_10,Monologue,lev,,Locale_SideStory:s003_10_107,False,,,,,,,,black,black,1.0,,,,,
s003_10_108,s003_10,Monologue,lev,,Locale_SideStory:s003_10_108,False,,,,,,,,black,black,1.0,,,,,
s003_10_109,s003_10,Monologue,lev,,Locale_SideStory:s003_10_109,False,,,,,,,,black,black,1.0,,,,,
s003_10_110,s003_10,Monologue,lev,,Locale_SideStory:s003_10_110,False,,,,,,,,black,black,1.0,,,,,
s003_10_111,s003_10,Monologue,lev,,Locale_SideStory:s003_10_111,False,,,,,,,,black,black,1.0,,,,,
s003_10_112,s003_10,Monologue,lev,,Locale_SideStory:s003_10_112,False,,,,,,,,black,black,1.0,,,,,
s003_10_113,s003_10,Monologue,lev,,Locale_SideStory:s003_10_113,False,,,,,,,DeepWater_02,black,black,1.0,,,,,
s003_10_114,s003_10,Narration,lev,,Locale_SideStory:s003_10_114,False,,,,,,,,1,1,1.0,,,,sfx_scn_underwater,Low_2
s003_10_115,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_115,False,,,,,,,,1,1,1.0,,,,,
s003_10_116,s003_10,Monologue,lev,,Locale_SideStory:s003_10_116,False,,,,,,,,1,1,1.0,,,,,
s003_10_117,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_117,False,,,,,,,,1,1,1.0,,,,,
s003_10_118,s003_10,Monologue,lev,,Locale_SideStory:s003_10_118,False,,,,,,,,1,1,1.0,,,,,
s003_10_119,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_119,True,,,,,,,,1,1,1.0,,,,,
s003_10_120,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_120,False,,,,,,,,1,1,1.0,,,,,
s003_10_121,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_121,True,,,,,,,,1,1,1.0,,,,,
s003_10_122,s003_10,Narration,lev,,Locale_SideStory:s003_10_122,False,,,,,,,,black,black,1.0,none,,,sfx_scn_hugedarkwaterexp,
s003_10_123,s003_10,Monologue,lev,,Locale_SideStory:s003_10_123,False,,,,,,,,black,black,1.0,,,,,
s003_10_124,s003_10,Narration,lev,,Locale_SideStory:s003_10_124,False,lev,2,worry_02,,,,silentcave_on,black,black,1.0,,,,sfx_scn_watersplash,
s003_10_125,s003_10,Monologue,lev,,Locale_SideStory:s003_10_125,False,,2,worry_02,,,,,2,S_20,1.3,event_bgm_oldtales_beyond,,,,
s003_10_126,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_126,True,,2,worry_02,,,,,S_20,S_20,1.0,,,,,
s003_10_127,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_127,True,,2,worry_02,,,,,S_20,S_20,1.0,,,,,
s003_10_128,s003_10,Monologue,lev,,Locale_SideStory:s003_10_128,False,,2,worry_02,,,,,S_20,S_20,1.0,,,,,
s003_10_129,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_129,True,,2,worry_02,,,,,S_20,S_20,1.0,,,,,
s003_10_130,s003_10,Narration,lev,,Locale_SideStory:s003_10_130,False,,2,worry_02,,,,,S_20,S_200,1.3,,,,sfx_scn_down,
s003_10_131,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_131,False,,2,idle_02,,,,,S_200,S_200,1.0,,,,,
s003_10_132,s003_10,Speech,lev,littlemermaid,Locale_SideStory:s003_10_132,False,,2,idle_02,,,,,S_200,S_200,1.0,,,,,
s003_10_133,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_133,False,,2,surprise_02,,,,,S_200,S_20,1.3,,,,,
s003_10_134,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_134,True,,2,surprise_02,,,,,S_20,S_20,1.0,,,,,
s003_10_135,s003_10,Speech,lev,littlemermaid,Locale_SideStory:s003_10_135,False,,2,surprise_02,,,,,S_20,S_20,1.0,,,,,
s003_10_136,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_136,True,,2,surprise_02,,,,,S_20,S_20,1.0,,,,,
s003_10_137,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_137,True,,2,special_02,,,,,S_20,S_20,1.0,,,,,
s003_10_138,s003_10,Monologue,lev,,Locale_SideStory:s003_10_138,False,,2,special_02,littlemermaid,12,think,,black,black,1.0,,,,,
s003_10_139,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_139,True,,2,special_02,,12,think,,1,1,1.0,,,,,
s003_10_140,s003_10,Monologue,lev,,Locale_SideStory:s003_10_140,False,,2,special_02,,12,think,,1,1,1.0,,,,,
s003_10_141,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_141,True,,2,special_02,,12,think,,1,1,1.0,,,,,
s003_10_142,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_142,True,,2,special_02,,12,think,,1,1,1.0,,,,,
s003_10_143,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_143,True,,2,special_02,,12,think,,1,1,1.0,,,,,
s003_10_144,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_144,True,,2,special_02,,12,think,,1,1,1.0,,,,,
s003_10_145,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_145,True,,2,special_02,,12,think,,1,1,1.0,,,,,
s003_10_146,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_146,True,,2,special_02,,12,think,,1,1,1.0,,,,,
s003_10_147,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_147,True,,2,sad_02,,12,think,,1,1,1.0,,,,,
s003_10_148,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_148,True,,2,sad_02,,12,delight,,1,1,1.0,,,,,
s003_10_149,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_149,True,,2,angry_02,,12,delight,,1,1,1.0,,,,,
s003_10_150,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_150,True,,2,angry_02,,12,delight,,1,1,1.0,,,,,
s003_10_151,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_151,True,,2,angry_02,,12,delight,,1,1,1.0,,,,,
s003_10_152,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_152,True,,2,pain_02,,12,delight,,1,1,1.0,,,,,
s003_10_153,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_153,True,,2,pain_02,,12,delight,,1,1,1.0,,,,,
s003_10_154,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_154,True,,2,pain_02,,12,delight,,1,1,1.0,,,,,
s003_10_155,s003_10,Monologue,littlemermaid,,Locale_SideStory:s003_10_155,False,,2,pain_02,,12,delight,,1,1,1.0,,,,,
s003_10_156,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_156,True,,2,pain_02,,12,delight,,1,1,1.0,,,,,
s003_10_157,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_157,True,,2,pain_02,,12,delight,,1,1,1.0,,,,,
s003_10_158,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_158,True,,2,surprise_02,,12,delight,,1,1,1.0,,,,,
s003_10_159,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_159,True,,2,sad_02,,12,delight,,1,1,1.0,,,,,
s003_10_160,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_160,True,,2,sad_02,,12,delight,,1,1,1.0,,,,,
s003_10_161,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_161,True,,2,sad_02,,12,delight,,1,1,1.0,,,,,
s003_10_162,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_162,True,,2,angry_02,,12,delight,,1,1,1.0,,,,,
s003_10_163,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_163,True,,2,angry_02,,12,delight,,1,1,1.0,,,,,
s003_10_164,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_164,True,,2,angry_02,,12,delight,,1,1,1.0,,,,,
s003_10_165,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_165,False,,2,idle_02,,12,delight,,1,1,1.3,,,,,
s003_10_166,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_166,True,,2,idle_02,,12,delight,,1,1,1.0,,,,,
s003_10_167,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_167,True,,2,idle_02,,12,delight,,1,1,1.0,,,,,
s003_10_168,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_168,True,,2,idle_02,,12,delight,,1,1,1.0,,,,,
s003_10_169,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_169,True,,2,idle_02,,12,delight,,1,1,1.0,,,,,
s003_10_170,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_170,True,,2,idle_02,,12,delight,,1,1,1.0,,,,,
s003_10_171,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_171,True,,2,idle_02,,12,delight,,1,1,1.0,,,,,
s003_10_172,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_172,True,,2,idle_02,,12,delight,,1,1,1.0,,,,,
s003_10_173,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_173,True,,2,idle_02,,12,idle,,1,1,1.3,,,,,
s003_10_174,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_174,True,,2,idle_02,,12,idle,,1,1,1.0,,,,,
s003_10_175,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_175,True,,2,idle_02,,12,idle,,1,1,1.0,,,,,
s003_10_176,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_176,True,,2,idle_02,,12,idle,,1,1,1.0,,,,,
s003_10_177,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_177,True,,2,idle_02,,12,idle,,1,1,1.0,,,,,
s003_10_178,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_178,True,,2,idle_02,,12,think,,1,L_120,1.3,,,,,
s003_10_179,s003_10,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_10_179,True,,2,idle_02,,12,think,,black,black,1.0,,littlemermaid,,,
s003_10_180,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_180,True,,2,idle_02,,,,,S_20,S_20,1.0,,,,,
s003_10_181,s003_10,Speech,lev,littlemermaid,Locale_SideStory:s003_10_181,False,,2,idle_02,,,,,S_20,S_20,1.0,,,,,
s003_10_182,s003_10,Monologue,lev,,Locale_SideStory:s003_10_182,False,,2,idle_02,,,,,S_20,S_20,1.0,,,,,
s003_10_183,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_183,True,,2,idle_02,,,,,S_20,S_20,1.0,,,,,
s003_10_184,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_184,True,,2,worry_02,,,,,S_20,S_20,1.0,,,,,
s003_10_185,s003_10,Monologue,lev,,Locale_SideStory:s003_10_185,False,,2,worry_02,,,,,S_20,S_200,1.3,,,,,
s003_10_186,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_186,True,,2,worry_02,,,,,S_200,S_200,1.0,,,,,
s003_10_187,s003_10,Speech,lev,lev,Locale_SideStory:s003_10_187,True,,2,worry_02,,,,,S_200,S_200,1.0,,,,,
s003_10_188,s003_10,Monologue,lev,,Locale_SideStory:s003_10_188,False,,2,worry_02,,,,,black,black,1.0,,,,,
s003_10_189,s003_10,Monologue,lev,,Locale_SideStory:s003_10_189,False,,2,worry_02,,,,,black,black,1.0,,,,,
