id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
s002_02_31,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_31,True,,1,idle,,13,idle,,3,idle,,XS_130,XS_130,1.0,
s002_02_32,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_32,True,,1,idle,,13,idle,,3,idle,,XS_130,XS_130,1.0,
s002_02_33,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_33,True,,1,idle,,13,idle,,3,idle,,XS_130,XS_130,1.0,
s002_02_34,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_34,False,,1,think,,13,idle,,3,idle,,XS_130,113,1.0,
s002_02_35,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_35,True,,1,think,,13,idle,,3,idle,,113,113,1.0,
s002_02_36,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_36,True,,1,think,,13,idle,,3,idle,,113,113,1.0,
s002_02_37,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_37,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,
s002_02_38,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_38,True,,1,idle,,13,idle,,3,idle,,113,113,1.0,
s002_02_39,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_39,True,,1,idle,,13,idle,,3,angry,,113,31,1.0,
s002_02_40,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_40,True,,1,idle,,13,idle,,3,angry,,31,31,1.0,
s002_02_41,s002_02,Speech,mary,mary,Locale_SideStory:s002_02_41,True,,1,idle,,13,idle,,3,angry,,XS_1300,XS_1300,1.0,
s002_02_42,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_42,True,,1,idle,,13,idle,,3,idle,,XS_300,XS_300,1.0,
s002_02_43,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_43,True,,1,idle,,13,idle,,3,idle,,100,10,1.0,
s002_02_44,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_44,True,,1,idle,,13,idle,,3,surprise,,10,31,1.0,
s002_02_45,s002_02,Speech,pepper,pepper,Locale_SideStory:s002_02_45,True,,1,idle,,13,idle,,3,surprise,,31,31,1.0,
s002_02_46,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_46,True,,1,think,,13,idle,,3,surprise,,31,1,1.0,
s002_02_47,s002_02,Speech,mihara,mihara,Locale_SideStory:s002_02_47,True,,1,think,,13,idle,,3,surprise,,1,10,1.0,
