id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
s001_03_26,s001_03,Speech,snowwhite,snowwhite,Locale_SideStory:s001_03_26,True,,1,sad2,,3,idle,,13,idle,,15,idle,,31,31,1.0,
s001_03_27,s001_03,Speech,marian_p,marian_p,Locale_SideStory:s001_03_27,True,,1,sad2,,3,idle,,13,idle,,15,idle,,100,100,1.0,
s001_03_28,s001_03,Speech,marian_p,marian_p,Locale_SideStory:s001_03_28,True,,1,sad2,,3,idle,,13,idle,,15,idle,,100,100,1.0,
s001_03_29,s001_03,Speech,snowwhite,snowwhite,Locale_SideStory:s001_03_29,True,,1,sad2,,3,idle,,13,idle,,15,idle,,300,300,1.0,
s001_03_30,s001_03,Speech,marian_p,marian_p,Locale_SideStory:s001_03_30,True,,1,angry,,3,idle,,13,idle,,15,idle,,300,31,1.0,
s001_03_31,s001_03,Speech,snowwhite,snowwhite,Locale_SideStory:s001_03_31,True,,1,angry,,3,idle,,13,idle,,15,idle,,31,31,1.0,
s001_03_32,s001_03,Speech,marian_p,marian_p,Locale_SideStory:s001_03_32,True,,1,sad2,,3,idle,,13,idle,,15,idle,,31,31,1.0,
s001_03_33,s001_03,Speech,snowwhite,snowwhite,Locale_SideStory:s001_03_33,True,,1,sad2,,3,idle,,13,idle,,15,idle,,31,31,1.0,
s001_03_34,s001_03,Speech,marian_p,marian_p,Locale_SideStory:s001_03_34,False,,1,sad2,,3,idle,,13,idle,,15,idle,,31,31,1.0,
s001_03_35,s001_03,Speech,snowwhite,snowwhite,Locale_SideStory:s001_03_35,True,,1,sad2,,3,idle,,13,idle,,15,idle,,31,31,1.0,
s001_03_36,s001_03,Speech,marian_p,marian_p,Locale_SideStory:s001_03_36,True,,1,sad2,,3,idle,,13,idle,,15,idle,,31,31,1.0,
s001_03_37,s001_03,Speech,hongryeon,hongryeon,Locale_SideStory:s001_03_37,True,,1,sad2,,3,idle,,13,sad,,15,pain,,31,1315,1.0,
s001_03_38,s001_03,Speech,rapunzel,rapunzel,Locale_SideStory:s001_03_38,True,,1,sad2,,3,idle,,13,sad,,15,pain,,1315,1315,1.0,
