id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
s002_13_17,s002_13,Speech,Locale_SideStory:s002_13_17,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_18,s002_13,Speech,Locale_SideStory:s002_13_18,True,,S_10,30,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_19,s002_13,Speech,Locale_SideStory:s002_13_19,True,,30,30,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_20,s002_13,Speech,Locale_SideStory:s002_13_20,True,,30,S_10,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_21,s002_13,Speech,Locale_SideStory:s002_13_21,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_22,s002_13,Speech,Locale_SideStory:s002_13_22,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_23,s002_13,Speech,Locale_SideStory:s002_13_23,True,,S_10,S_100,0.7,,,syuen,syuen,,1,angry,,3,idle,
s002_13_24,s002_13,Speech,Locale_SideStory:s002_13_24,True,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_25,s002_13,Speech,Locale_SideStory:s002_13_25,True,,S_100,300,1.0,,,mihara,mihara,,1,angry,,3,pain,
s002_13_26,s002_13,Speech,Locale_SideStory:s002_13_26,True,,300,30,1.0,,,mihara,mihara,,1,angry,,3,pain,
s002_13_27,s002_13,Speech,Locale_SideStory:s002_13_27,True,,30,31,1.0,,,syuen,syuen,,1,angry,,3,pain,
s002_13_28,s002_13,Speech,Locale_SideStory:s002_13_28,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_29,s002_13,Speech,Locale_SideStory:s002_13_29,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_30,s002_13,Speech,Locale_SideStory:s002_13_30,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_31,s002_13,Speech,Locale_SideStory:s002_13_31,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_32,s002_13,Speech,Locale_SideStory:s002_13_32,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_33,s002_13,Speech,Locale_SideStory:s002_13_33,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_34,s002_13,Speech,Locale_SideStory:s002_13_34,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_35,s002_13,Speech,Locale_SideStory:s002_13_35,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_36,s002_13,Speech,Locale_SideStory:s002_13_36,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_37,s002_13,Speech,Locale_SideStory:s002_13_37,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_38,s002_13,Speech,Locale_SideStory:s002_13_38,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_39,s002_13,Speech,Locale_SideStory:s002_13_39,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_40,s002_13,Speech,Locale_SideStory:s002_13_40,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_41,s002_13,Speech,Locale_SideStory:s002_13_41,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_42,s002_13,Speech,Locale_SideStory:s002_13_42,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_43,s002_13,Speech,Locale_SideStory:s002_13_43,True,,31,30,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_44,s002_13,Speech,Locale_SideStory:s002_13_44,True,,30,30,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_45,s002_13,Speech,Locale_SideStory:s002_13_45,True,,30,30,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_46,s002_13,Speech,Locale_SideStory:s002_13_46,True,,30,300,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_47,s002_13,Speech,Locale_SideStory:s002_13_47,False,,300,S_100,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_48,s002_13,Speech,Locale_SideStory:s002_13_48,True,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_49,s002_13,Speech,Locale_SideStory:s002_13_49,True,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_50,s002_13,Speech,Locale_SideStory:s002_13_50,True,,S_100,S_10,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_51,s002_13,Speech,Locale_SideStory:s002_13_51,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_52,s002_13,Speech,Locale_SideStory:s002_13_52,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_53,s002_13,Speech,Locale_SideStory:s002_13_53,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_54,s002_13,Speech,Locale_SideStory:s002_13_54,False,,S_10,31,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_55,s002_13,Speech,Locale_SideStory:s002_13_55,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_56,s002_13,Speech,Locale_SideStory:s002_13_56,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_57,s002_13,Speech,Locale_SideStory:s002_13_57,True,,S_10,S_100,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_58,s002_13,Speech,Locale_SideStory:s002_13_58,True,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_59,s002_13,Speech,Locale_SideStory:s002_13_59,True,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_60,s002_13,Speech,Locale_SideStory:s002_13_60,True,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_61,s002_13,Speech,Locale_SideStory:s002_13_61,True,,S_100,S_10,0.7,,,syuen,syuen,,1,angry,,3,think,
s002_13_62,s002_13,Speech,Locale_SideStory:s002_13_62,True,,S_10,31,1.0,,,mihara,mihara,,1,angry,,3,pain,
s002_13_63,s002_13,Speech,Locale_SideStory:s002_13_63,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,pain,
s002_13_64,s002_13,Speech,Locale_SideStory:s002_13_64,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,pain,
s002_13_65,s002_13,Speech,Locale_SideStory:s002_13_65,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,pain,
s002_13_66,s002_13,Speech,Locale_SideStory:s002_13_66,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,pain,
s002_13_67,s002_13,Speech,Locale_SideStory:s002_13_67,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_68,s002_13,Speech,Locale_SideStory:s002_13_68,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_69,s002_13,Speech,Locale_SideStory:s002_13_69,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_70,s002_13,Speech,Locale_SideStory:s002_13_70,False,,31,31,1.0,,,mihara,mihara,,1,angry,,3,think,
s002_13_71,s002_13,Speech,Locale_SideStory:s002_13_71,True,,31,31,1.0,,none,mihara,mihara,,1,angry,,3,think,
s002_13_72,s002_13,Speech,Locale_SideStory:s002_13_72,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,think,
s002_13_73,s002_13,Monologue,Locale_SideStory:s002_13_73,False,,black,black,1.0,,,syuen,,,1,angry,,3,think,
s002_13_74,s002_13,Speech,Locale_SideStory:s002_13_74,True,,31,31,1.0,,bgm_story_sceneofmemory,mihara,mihara,,1,angry,,3,idle,
s002_13_75,s002_13,Speech,Locale_SideStory:s002_13_75,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_76,s002_13,Speech,Locale_SideStory:s002_13_76,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_77,s002_13,Speech,Locale_SideStory:s002_13_77,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_78,s002_13,Speech,Locale_SideStory:s002_13_78,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_79,s002_13,Speech,Locale_SideStory:s002_13_79,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_80,s002_13,Speech,Locale_SideStory:s002_13_80,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_81,s002_13,Speech,Locale_SideStory:s002_13_81,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_82,s002_13,Speech,Locale_SideStory:s002_13_82,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_83,s002_13,Speech,Locale_SideStory:s002_13_83,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_84,s002_13,Speech,Locale_SideStory:s002_13_84,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_85,s002_13,Speech,Locale_SideStory:s002_13_85,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_86,s002_13,Speech,Locale_SideStory:s002_13_86,False,,31,31,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_87,s002_13,Speech,Locale_SideStory:s002_13_87,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_88,s002_13,Speech,Locale_SideStory:s002_13_88,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_89,s002_13,Speech,Locale_SideStory:s002_13_89,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_90,s002_13,Speech,Locale_SideStory:s002_13_90,True,,31,31,1.0,,,syuen,syuen,,1,angry,,3,idle,
s002_13_91,s002_13,Monologue,Locale_SideStory:s002_13_91,False,,31,31,1.0,,,syuen,,,1,angry,,3,idle,
s002_13_92,s002_13,Speech,Locale_SideStory:s002_13_92,True,,31,31,1.0,,,mihara,mihara,,1,angry,,3,idle,
s002_13_93,s002_13,Narration,Locale_SideStory:s002_13_93,False,,black,black,1.0,sfx_scn_autodooropen,,mihara,,,1,angry,,3,idle,mihara
s002_13_94,s002_13,Monologue,Locale_SideStory:s002_13_94,False,,black,black,1.0,,,mihara,,,1,angry,,,,
s002_13_95,s002_13,Speech,Locale_SideStory:s002_13_95,True,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_96,s002_13,Speech,Locale_SideStory:s002_13_96,True,,S_100,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_97,s002_13,Speech,Locale_SideStory:s002_13_97,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_98,s002_13,Speech,Locale_SideStory:s002_13_98,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_99,s002_13,Speech,Locale_SideStory:s002_13_99,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_100,s002_13,Speech,Locale_SideStory:s002_13_100,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_101,s002_13,Speech,Locale_SideStory:s002_13_101,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_102,s002_13,Speech,Locale_SideStory:s002_13_102,True,,S_10,S_100,0.7,,,syuen,syuen,,1,angry,,,,
s002_13_103,s002_13,Speech,Locale_SideStory:s002_13_103,True,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_104,s002_13,Speech,Locale_SideStory:s002_13_104,True,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_105,s002_13,Speech,Locale_SideStory:s002_13_105,True,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_106,s002_13,Speech,Locale_SideStory:s002_13_106,True,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_107,s002_13,Speech,Locale_SideStory:s002_13_107,True,,S_100,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_108,s002_13,Speech,Locale_SideStory:s002_13_108,False,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_109,s002_13,Monologue,Locale_SideStory:s002_13_109,False,,S_10,S_30,1.0,,,syuen,,,1,angry,,,,
s002_13_110,s002_13,Speech,Locale_SideStory:s002_13_110,False,,S_30,S_30,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_111,s002_13,Monologue,Locale_SideStory:s002_13_111,False,,S_30,S_30,1.0,,,syuen,,,1,angry,,,,
s002_13_112,s002_13,Speech,Locale_SideStory:s002_13_112,False,,S_30,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_113,s002_13,Speech,Locale_SideStory:s002_13_113,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_114,s002_13,Speech,Locale_SideStory:s002_13_114,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_115,s002_13,Speech,Locale_SideStory:s002_13_115,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_116,s002_13,Speech,Locale_SideStory:s002_13_116,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_117,s002_13,Speech,Locale_SideStory:s002_13_117,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_118,s002_13,Speech,Locale_SideStory:s002_13_118,True,,S_10,S_10,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_119,s002_13,Speech,Locale_SideStory:s002_13_119,True,,S_10,S_100,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_120,s002_13,Speech,Locale_SideStory:s002_13_120,False,,S_100,S_100,1.0,,,syuen,syuen,,1,angry,,,,
s002_13_121,s002_13,Speech,Locale_SideStory:s002_13_121,True,,S_100,S_10,1.0,,,syuen,syuen,,1,angry,,,,
