id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
s001_01_13,s001_01,Speech,snowwhite,snowwhite,Locale_SideStory:s001_01_13,True,,1,idle,,13,sad,,15,idle,,3,cry,,1315,113,1.0,,
s001_01_14,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_14,True,,1,idle,,13,sad,,15,idle,,3,cry,,113,113,1.0,,
s001_01_15,s001_01,Speech,marian_p,marian_p,Locale_SideStory:s001_01_15,False,,1,idle,,13,sad,,15,idle,,3,cry,,30,30,1.0,,
s001_01_16,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_16,True,,1,idle,,13,sad,,15,idle,,3,cry,,150,150,1.0,,
s001_01_17,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_17,True,,1,idle,,13,sad,,15,idle,,3,cry,,150,130,1.0,,
s001_01_18,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_18,True,,1,idle,,13,sad,,15,idle,,3,cry,,130,113,1.0,,
s001_01_19,s001_01,Speech,snowwhite,snowwhite,Locale_SideStory:s001_01_19,False,,1,idle,,13,sad,,15,idle,,3,cry,,113,113,1.0,,
s001_01_20,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_20,True,,1,idle,,13,sad,,15,no,,3,cry,,1500,1500,1.0,,
s001_01_21,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_21,True,,1,idle,,13,sad,,15,no,,3,cry,,1500,1500,1.0,,
s001_01_22,s001_01,Speech,snowwhite,snowwhite,Locale_SideStory:s001_01_22,True,,1,pain,,13,sad,,15,no,,3,cry,,100,100,1.0,,
s001_01_23,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_23,True,,1,pain,,13,sad,,15,no,,3,cry,,1500,1500,1.0,,
s001_01_24,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_24,True,,1,idle,,13,sad,,15,idle,,3,cry,,1500,150,1.0,,
s001_01_25,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_25,True,,1,idle,,13,sad,,15,idle,,3,cry,,150,130,1.0,,
s001_01_26,s001_01,Speech,snowwhite,snowwhite,Locale_SideStory:s001_01_26,False,,1,idle,,13,sad,,15,idle,,3,cry,,130,10,1.0,,
s001_01_27,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_27,True,,1,idle,,13,idle,,15,idle,,3,cry,,150,150,1.0,,
s001_01_28,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_28,True,,1,idle,,13,idle,,15,idle,,3,cry,,150,150,1.0,,
s001_01_29,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_29,True,,1,idle,,13,idle,,15,idle,,3,cry,,130,130,1.0,,
s001_01_30,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_30,True,,1,idle,,13,idle,,15,idle,,3,cry,,130,130,1.0,,
s001_01_31,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_31,False,,1,idle,,13,idle,,15,idle,,3,cry,,130,1315,1.0,,
s001_01_32,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_32,True,,1,idle,,13,idle,,15,idle,,3,cry,,1315,1315,1.0,,
s001_01_33,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_33,True,,1,idle,,13,idle,,15,idle,,3,cry,,1315,1315,1.0,,
s001_01_34,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_34,True,,1,idle,,13,idle,,15,surprise,,3,cry,,1315,1315,1.0,,
s001_01_35,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_35,True,,1,idle,,13,sad,,15,surprise,,3,cry,,1315,130,1.0,,
s001_01_36,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_36,True,,1,idle,,13,idle,,15,surprise,,3,cry,,130,130,1.0,,
s001_01_37,s001_01,Speech,snowwhite,snowwhite,Locale_SideStory:s001_01_37,True,,1,idle,,13,idle,,15,surprise,,3,cry,,130,10,1.0,,
s001_01_38,s001_01,Narration,snowwhite,,Locale_SideStory:s001_01_38,False,,1,idle,,15,idle,,3,surprise,,13,cry,,black,black,1.0,,
s001_01_39,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_39,True,,1,idle,,15,no,,3,idle,,13,cry,,1315,1315,1.0,,
s001_01_40,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_40,True,,1,idle,,15,no,,3,idle,,13,cry,,1315,1500,0.7,,
s001_01_41,s001_01,Speech,snowwhite,snowwhite,Locale_SideStory:s001_01_41,False,,1,idle,,15,no,,3,idle,,13,cry,,10,100,0.5,,
s001_01_42,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_42,True,,1,idle,,15,no,,3,surprise,,13,cry,,300,300,1.0,,
s001_01_43,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_43,True,,1,idle,,15,idle,,3,surprise,,13,cry,,1500,1500,1.0,,
s001_01_44,s001_01,Speech,rapunzel,rapunzel,Locale_SideStory:s001_01_44,True,,1,idle,,15,idle,,3,surprise,,13,cry,,1500,1500,1.0,,
s001_01_45,s001_01,Narration,rapunzel,,Locale_SideStory:s001_01_45,False,,1,idle,,17,idle,,3,surprise,,15,cry,,1500,1700,1.0,,
s001_01_46,s001_01,Narration,rapunzel,,Locale_SideStory:s001_01_46,False,,1,idle,,17,idle,,3,surprise,,15,cry,,1700,1517,1.5,,sfx_scn_draglight
s001_01_47,s001_01,Narration,rapunzel,,Locale_SideStory:s001_01_47,False,,1,idle,,17,idle,,3,surprise,,15,cry,,1517,1517,1.0,,
s001_01_48,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_48,True,,1,idle,,17,idle,,3,pain,,15,cry,,1517,31,2.0,,
s001_01_49,s001_01,Speech,snowwhite,snowwhite,Locale_SideStory:s001_01_49,True,,1,idle,,17,idle,,3,pain,,15,cry,,31,31,1.0,,
s001_01_50,s001_01,Speech,hongryeon,hongryeon,Locale_SideStory:s001_01_50,True,,1,idle,,17,idle,,3,idle,,15,cry,,31,31,1.0,,
