id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
s003_01_44,s003_01,Narration,,,Locale_SideStory:s003_01_44,False,,10,10,1.0,,sfx_scn_underwatermove,,Low_2,,,,,,,,
s003_01_45,s003_01,Monologue,,,Locale_SideStory:s003_01_45,False,,10,10,1.0,,,,,,,,,,,,
s003_01_46,s003_01,Monologue,,,Locale_SideStory:s003_01_46,False,,10,10,1.0,,,,,,,,,,,,
s003_01_47,s003_01,Monologue,,,Locale_SideStory:s003_01_47,False,,black,black,1.0,,,,,,,,,,,,
s003_01_48,s003_01,Monologue,,,Locale_SideStory:s003_01_48,False,,black,black,1.0,,,,,,,,,,,,
s003_01_49,s003_01,Monologue,,,Locale_SideStory:s003_01_49,False,,black,black,1.0,,,,,,,,,,,,
s003_01_50,s003_01,Monologue,,,Locale_SideStory:s003_01_50,False,,black,black,1.0,,,,,,,,,,,,
s003_01_51,s003_01,Narration,blackwatergirl,,Locale_SideStory:s003_01_51,False,SilentBeach,black,black,1.0,none,sfx_scn_wavebreak,black,,blackwatergirl,2,idle,,,,,
s003_01_52,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_52,True,,2,2,1.0,,,,,,2,idle,,,,,
s003_01_53,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_53,True,,2,2,1.0,,,,,,2,idle,,,,,
s003_01_54,s003_01,Monologue,blackwatergirl,,Locale_SideStory:s003_01_54,False,,2,S_20,1.3,,,,,,2,idle,,,,,
s003_01_55,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_55,True,,S_20,S_20,1.0,,,,,,2,idle,,,,,
s003_01_56,s003_01,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_01_56,False,,S_20,S_20,1.0,bgm_story_discussion,,,,,2,idle,,,,,
s003_01_57,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_57,True,,S_20,2,1.0,,,,,,2,surprise,,,,,
s003_01_58,s003_01,Monologue,blackwatergirl,,Locale_SideStory:s003_01_58,False,,2,2,1.0,,,,,,2,surprise,,,,,
s003_01_59,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_59,True,,2,2,1.0,,,,,,2,surprise,,,,,
s003_01_60,s003_01,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_01_60,False,,2,2,1.0,,,,,,2,surprise,,,,,
s003_01_61,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_61,False,,2,2,1.0,,,,,,2,surprise,,,,,
s003_01_62,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_62,True,,2,2,1.0,,,,,,2,surprise,,,,,
s003_01_63,s003_01,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_01_63,False,,2,2,1.0,,,,,,2,surprise,,,,,
s003_01_64,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_64,True,,2,2,1.0,,,,,,2,idle,,,,,
s003_01_65,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_65,True,,2,2,1.0,,,,,,2,idle,,,,,
s003_01_66,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_66,True,,2,S_20,1.3,,,,,,2,idle,,,,,
s003_01_67,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_67,False,,S_20,S_20,1.0,,,,,,2,idle,,,,,
s003_01_68,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_68,True,,S_20,2,1.0,,,,,,2,angry,,,,,
s003_01_69,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_69,True,,2,2,1.0,,,,,,2,angry,,,,,
s003_01_70,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_70,True,,2,2,1.0,,,,,,2,angry,,,,,
s003_01_71,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_71,True,,2,2,1.0,,,,,,2,angry,,,,,
s003_01_72,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_72,True,,2,2,1.0,,,,,,2,angry,,,,,
s003_01_73,s003_01,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_01_73,False,,2,2,1.0,,,,,,2,angry,,,,,
s003_01_74,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_74,True,,2,2,1.0,,,,,,2,angry,,,,,
s003_01_75,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_75,True,,2,2,1.0,,,,,,2,angry,,,,,
s003_01_76,s003_01,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_01_76,False,,2,2,1.0,,,,,,2,angry,,,,,
s003_01_77,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_77,False,,2,2,1.0,,,,,,2,surprise,,,,,
s003_01_78,s003_01,Monologue,blackwatergirl,,Locale_SideStory:s003_01_78,False,,2,1,1.3,,,,,,2,surprise,,littlemermaid,12,think,
s003_01_79,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_79,True,,1,1,1.0,,,,,,2,surprise,,,12,think,
s003_01_80,s003_01,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_01_80,True,,1,L_120,1.3,,,,,,2,surprise,,,12,think,
s003_01_81,s003_01,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_01_81,True,,L_120,L_120,1.0,,,,,,2,surprise,,,12,think,
s003_01_82,s003_01,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_01_82,True,,L_120,L_120,1.0,,,,,,2,surprise,,,12,think,
s003_01_83,s003_01,Monologue,littlemermaid,,Locale_SideStory:s003_01_83,False,,black,black,1.0,,,,,,2,surprise,,,12,think,littlemermaid
s003_01_84,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_84,True,,S_20,S_20,1.0,,,,,,2,surprise,,,,,
s003_01_85,s003_01,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_01_85,False,,S_20,S_20,1.0,,,,,,2,surprise,,,,,
s003_01_86,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_86,True,,S_20,S_20,1.0,,,,,,2,angry,,,,,
s003_01_87,s003_01,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_01_87,False,,S_20,S_20,1.0,,,,,,2,angry,,,,,
s003_01_88,s003_01,Monologue,littlemermaid,,Locale_SideStory:s003_01_88,False,,S_20,S_20,1.0,,,,,,2,angry,,,,,
s003_01_89,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_89,False,,S_20,S_200,1.3,,,,,,2,surprise,,,,,
s003_01_90,s003_01,Speech,littlemermaid,littlemermaid,Locale_SideStory:s003_01_90,False,,S_200,S_200,1.0,,,,,,2,surprise,,,,,
s003_01_91,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_91,True,,S_200,S_200,1.0,,,,,,2,angry,,,,,
s003_01_92,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_92,True,,S_200,S_200,1.0,,,,,,2,angry,,,,,
s003_01_93,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_93,False,,S_200,S_200,1.0,,,,,,2,angry,,,,,
s003_01_94,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_94,True,,S_200,S_20,1.0,,,,,,2,angry,,,,,
s003_01_95,s003_01,Monologue,blackwatergirl,,Locale_SideStory:s003_01_95,False,,S_20,S_20,1.0,,,,,,2,angry,,,,,
s003_01_96,s003_01,Speech,blackwatergirl,blackwatergirl,Locale_SideStory:s003_01_96,True,,S_20,S_20,1.0,,,,,,2,angry,,,,,
