stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/3/private_monster_count,wave_data/5/private_monster_count,wave_data/6/private_monster_count,wave_data/7/private_monster_count,mod_value,wave_data/1/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
7006011,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Night,ibg_iceland_001,1320020111,path_grd_close_small_001,3220050111,Jump,3220050111,Jump,3220070111,Jump,3220070111,Jump,path_fly_close_small_004,1210010111,Jump,1210010111,Jump,3210020111,Jump,3210020111,Jump,path_grd_mid_small_055,3220060111,Jump,3220060111,Jump,3220070111,Jump,1320020211,Jump,path_fly_far_small_009,3210030111,Jump,3210030111,Jump,3210030111,Jump,3210030111,Jump,path_grd_mid_small_061,0,1220030111,Drop,1220030111,Drop,1220030111,Drop,1320020111,Drop,path_fly_far_small_009,3210030111,Jump,3210030111,Jump,3210030111,Jump,3210030111,Jump,6,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006012,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Night,ibg_iceland_001,2310010111,path_grd_close_small_013,3220070111,Jump,3220050111,Normal,3220070111,Random,1320020211,Drop,path_fly_far_small_006,3210020111,Normal,3210010111,Normal,3210010111,Normal,3210020111,Normal,path_grd_close_small_010,1220010111,Jump,1220010111,Jump,1220010111,Jump,3220070111,Jump,path_grd_mid_small_058,3220050111,Dash,3220050111,Dash,3220050111,Dash,3220050111,Dash,path_fly_close_special_046,0,2110010111,Drop,2110010111,Drop,2110010111,Drop,2310010111,Drop,path_grd_mid_small_058,3220050111,Dash,3220050111,Dash,3220050111,Dash,3220050111,Dash,27,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006013,wave_campaign_hard_002,Campaign,90,7,true,false,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Night,ibg_iceland_001,3320070111,path_grd_close_small_054,3220040111,Drop,3220040111,Drop,3220040111,Drop,1320030211,Drop,path_grd_mid_elite1_802,2220030111,Dash,2220030111,Dash,3220020111,Drop,3320070211,Drop,path_grd_mid_small_043,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,path_grd_close_small_069,3220040111,Dash,3220040111,Dash,3220040111,Dash,3220020111,Dash,path_fly_close_elite2_807,0,3210010111,Dash,3210010111,Dash,1310030211,Dash,1310030211,Dash,path_grd_mid_elite1_802,2220030111,Jump,2220030111,Jump,2220040111,Drop,3320070111,Drop,21,30,0,4,path_grd_mid_small_043,2220030111,Dash,2220040111,Dash,2220030111,Dash,2220040111,Dash,,,,,,,,,,11,10,5,,,8,,,,,,,,,,,,,,,,,,,,
7006014,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_001,point_fly_standard,sbg_iceland_escape_001,IceLand,Night,ibg_iceland_001,2310020111,path_fly_mid_small_036,2210010111,Normal,2210010111,Normal,3210030111,Normal,3210030111,Normal,path_fly_mid_small_036,2210010111,Jump,2210010111,Jump,2210010111,Jump,2310020211,Jump,path_fly_mid_small_021,3210030111,Normal,3210030111,Normal,2210010111,Normal,2210010111,Normal,path_fly_close_special_044,2110010111,Jump,2110010111,Jump,2110010111,Jump,2210010111,Jump,path_fly_close_small_001,0,2210020111,Drop,2210020111,Drop,2210020111,Drop,2310020111,Drop,path_fly_close_special_044,2110010111,Jump,2110010111,Jump,2110010111,Jump,2210010111,Jump,36,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006015,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_001,point_fly_standard,sbg_iceland_escape_001,IceLand,Night,ibg_iceland_001,2310010111,path_fly_close_small_017,1210010111,Jump,1210010111,Jump,1210030111,Jump,1210030111,Jump,path_fly_close_small_004,1210010111,Normal,1210010111,Normal,1210010111,Normal,3310020211,Normal,path_fly_mid_small_002,3210040111,Jump,3210040111,Jump,3210040111,Jump,3210040111,Jump,path_fly_far_small_009,3210030111,Normal,3210030111,Normal,3210010111,Normal,3210010111,Normal,path_fly_far_small_043,0,3210010111,Jump,3210010111,Jump,3210010111,Jump,2310010111,Jump,path_fly_far_small_009,3210030111,Normal,3210030111,Normal,3210010111,Normal,3210010111,Normal,12,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006016,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Night,ibg_iceland_001,2320050111,path_fly_close_small_007,3210030111,Jump,3210010111,Jump,3210010111,Jump,3210030111,Jump,path_grd_mid_special_025,2120010111,Drop,1120010111,Drop,1120010111,Drop,2320020211,Drop,path_fly_mid_small_008,3210020111,Drop,3210020111,Drop,3210030111,Drop,3210030111,Drop,path_grd_mid_small_052,3220070111,Jump,3220070111,Jump,3220050111,Jump,3220050111,Jump,path_grd_mid_small_002,0,2220010111,Jump,2220010111,Jump,2220010111,Jump,2320050111,Drop,path_grd_mid_small_052,3220070111,Jump,3220070111,Jump,3220050111,Jump,3220050111,Jump,6,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006017,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_006,point_fly_iceland_006,sbg_iceland_006,IceLand,Night,ibg_iceland_001,1310010111,path_grd_mid_small_002,2220030111,Drop,2220030111,Drop,2220030111,Drop,2320020211,Drop,path_grd_mid_small_055,2210020111,Normal,2210020111,Normal,2210020111,Normal,2210020111,Normal,path_grd_mid_small_055,2220030111,Drop,2220030111,Drop,2220030111,Drop,2220030111,Drop,path_fly_mid_small_024,2210020111,Jump,2210020111,Jump,2210020111,Jump,2210020111,Jump,path_fly_close_small_004,0,1210020111,Jump,1210020111,Jump,1210020111,Jump,1310010111,Jump,path_fly_mid_small_024,2210020111,Jump,2210020111,Jump,2210020111,Jump,2210020111,Jump,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006018,wave_campaign_hard_002,Campaign,90,7,true,false,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Night,ibg_iceland_001,3320040111,path_grd_far_small_044,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,path_grd_mid_elite2_805,3220060111,Dash,3220060111,Dash,3320060211,Dash,3320060211,Dash,path_grd_mid_special_065,3120010111,Dash,3120010111,Dash,2220030111,Drop,2220030111,Drop,path_grd_far_small_044,2220030111,Dash,3220060111,Dash,2220030111,Dash,3220060111,Dash,path_grd_close_elite2_804,0,2220030111,Dash,2220030111,Dash,3320060211,Dash,3320060211,Dash,path_grd_mid_elite1_802,3220060111,Jump,3220060111,Jump,2220040111,Drop,3320040111,Drop,9,48,12,8,path_grd_mid_special_065,2220030111,Dash,2220030111,Dash,3220060111,Drop,3220060111,Drop,,,,,,,,,,12,10,6,,,,,,,,,,,,,,,,,,,,,,,
7006019,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Night,ibg_iceland_001,1320010111,path_fly_close_small_029,3210030111,Jump,3210010111,Jump,3210030111,Jump,3210010111,Jump,path_grd_far_small_050,3220070111,Drop,3220040111,Drop,3220040111,Drop,3220070111,Drop,path_fly_close_small_004,3210010111,Jump,2210020111,Jump,3210030111,Jump,1310010211,Jump,path_grd_far_small_032,2220030111,Drop,2220030111,Drop,3220050111,Drop,3220050111,Drop,path_grd_close_small_039,0,1220010111,Dash,1220010111,Dash,1220010111,Dash,1320010111,Drop,path_grd_far_small_032,2220030111,Drop,2220030111,Drop,3220050111,Drop,3220050111,Drop,18,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006020,wave_campaign_hard_002,Campaign,90,5,true,false,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Night,ibg_iceland_001,2320010111,path_grd_far_small_003,3220020111,Drop,3220070111,Drop,3220070111,Drop,3220010111,Drop,path_fly_mid_small_008,3210010111,Dash,3210010111,Dash,2210020111,Dash,2210020111,Dash,path_fly_mid_small_036,3210010111,Drop,2210020111,Drop,3210010111,Drop,1310020211,Drop,path_grd_close_small_010,3220060111,Jump,3220060111,Jump,3220020111,Jump,3220020111,Jump,path_grd_mid_small_002,0,2220010111,Drop,2220010111,Drop,2220010111,Drop,2320010111,Drop,path_grd_close_small_010,3220060111,Jump,3220060111,Jump,3220020111,Jump,3220020111,Jump,0,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
