stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,mod_value,wave_data/8/private_monster_count
7033011,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_005,point_fly_cityforestcrystal_005,sbg_cityforestundercrystal_005,CityForestUnder,Night,ibg_cityforestundercrystal_001,2310060151,path_fly_mid_small_042,1210020151,Dash,1210020151,Dash,3210030151,Dash,1210020151,Dash,path_grd_mid_small_049,4,1220050151,Drop,1220050151,Drop,1220050151,Drop,1220050151,Drop,path_fly_mid_small_027,1210050151,Jump,3210030151,Jump,1210050151,Jump,2310060251,Drop,path_grd_close_elite2_804,,3220050151,Jump,3220050151,Jump,3220040151,Drop,1220050151,Drop,path_grd_mid_elite1_802,0,3220050151,Dash,3220050151,Dash,1220050151,Drop,2320020251,Drop,path_fly_mid_elite1_802,,1210050151,Drop,3210040151,Drop,3210030151,Drop,2310060151,Drop,21,42,0,10,path_grd_close_small_014,8,1220050151,Drop,3220050151,Drop,1220050151,Drop,2320020251,Drop,path_fly_mid_small_027,1210020151,Dash,1210050151,Drop,1210020151,Dash,1210050151,Drop,path_fly_close_small_038,3210040151,Drop,3210030151,Dash,3210040151,Drop,3210030151,Dash,10,,
7033012,wave_campaign_hard_014,Defense,90,8,true,true,point_grd_cityforestcrystal_001_rightclear,point_fly_cityforestcrystal_001_rightclear,sbg_cityforestundercrystal_001_rightclear,CityForestUnder,Night,ibg_cityforestundercrystal_001_rightclear,,path_grd_mid_elite1_802,3220050151,Normal,3220050151,Normal,1220060151,Normal,1320010251,Normal,path_fly_mid_small_008,12,2210020151,Dash,3210020151,Normal,2210020151,Dash,3210020151,Normal,path_grd_mid_special_025,3220050151,Normal,3220050151,Normal,1220060151,Normal,1220060151,Normal,path_grd_far_elite1_803,4,3220050151,Dash,3220050151,Dash,1220060151,Normal,1320010251,Normal,path_grd_mid_elite1_802,10,3220050151,Dash,3220050151,Normal,1220060151,Normal,1320010151,Normal,path_fly_mid_small_005,,2210020151,Normal,2210020151,Normal,2210020151,Normal,2210020151,Normal,0,57,18,,path_grd_mid_small_043,,3220050151,Dash,1220060151,Normal,3220050151,Dash,1220060151,Normal,path_grd_mid_small_075,3220050151,Dash,3220050151,Dash,3220050151,Dash,3220050151,Dash,path_grd_far_elite1_803,3220050151,Normal,3220050151,Normal,1220060151,Normal,1320010251,Normal,9,20,
7033013,wave_campaign_hard_014,Defense,90,7,true,true,point_grd_cityforestcrystal_001_rightclear,point_fly_cityforestcrystal_001_rightclear,sbg_cityforestundercrystal_001_rightclear,CityForestUnder,Night,ibg_cityforestundercrystal_001_rightclear,,path_grd_mid_special_025,3120010151,Jump,3120010151,Jump,3220050151,Dash,3220050151,Dash,path_grd_close_small_048,10,3220050151,Normal,1220060151,Normal,1220060151,Normal,1220060151,Normal,path_grd_mid_small_037,3220050151,Jump,1220060151,Normal,3220050151,Normal,1220060151,Normal,path_fly_mid_elite1_802,2,2210020151,Drop,2210020151,Drop,1210020151,Normal,1310020251,Normal,path_grd_close_small_036,9,3220050151,Normal,1220060151,Normal,3220050151,Normal,1220060151,Normal,path_fly_mid_small_021,10,2210020151,Normal,1210020151,Normal,1210020151,Normal,2210020151,Normal,12,60,0,10,path_grd_mid_small_075,,1220060151,Normal,3220050151,Dash,1220060151,Normal,3220050151,Dash,path_fly_mid_elite1_802,2210020151,Dash,2210020151,Dash,1210020151,Normal,1310020251,Normal,path_fly_mid_elite2_805,3220050151,Dash,1220060151,Normal,1220060151,Normal,3320010251,Normal,,20,15
7033014,wave_campaign_hard_014,BaseDefense,60,7,true,true,point_grd_cityforestcrystal_002_midclear,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002_midclear,CityForestUnder,Night,ibg_cityforestundercrystal_002_midclear,,path_grd_mid_elite1_802,3220040151,Dash,3220040151,Dash,2220040151,Drop,1320020251,Drop,path_grd_mid_small_037,5,3220010151,Dash,1220050151,Dash,3220010151,Dash,1220050151,Dash,path_grd_mid_small_040,3220010151,Dash,3220010151,Dash,1220050151,Dash,1220050151,Dash,path_grd_mid_elite1_802,2,3220040151,Dash,1220050151,Dash,2220040151,Drop,1320020251,Drop,path_grd_mid_small_070,10,3220040151,Dash,3220040151,Drop,3220040151,Drop,2220040151,Dash,path_grd_mid_small_011,5,1220050151,Jump,1220050151,Jump,3220040151,Jump,3220040151,Jump,0,57,0,4,path_grd_mid_small_075,6,1220050151,Jump,3220040151,Jump,1220050151,Jump,3220040151,Jump,path_grd_mid_elite1_802,3220040151,Dash,1220050151,Dash,2220040151,Drop,1320020151,Drop,,,,,,,,,,,normal,
7033015,wave_campaign_hard_014,BaseDefense,60,7,true,true,point_grd_cityforestcrystal_002_midclear,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002_midclear,CityForestUnder,Night,ibg_cityforestundercrystal_002_midclear,,path_grd_mid_small_068,1220020151,Drop,1220020151,Drop,1220020151,Drop,2320020251,Drop,path_grd_mid_small_043,,1220020151,Dash,2220010151,Dash,2220040151,Drop,2320070251,Drop,path_grd_mid_small_061,1220020151,Dash,1220020151,Dash,2220010151,Dash,2220010151,Dash,path_grd_mid_elite2_808,4,1220020151,Dash,2220010151,Dash,2320020251,Drop,2320070251,Drop,path_grd_mid_small_070,10,2220010151,Dash,2220010151,Dash,2220010151,Dash,2220040151,Drop,path_grd_mid_special_025,7,1220020151,Jump,2120010151,Jump,2220010151,Jump,2220040151,Jump,0,63,0,5,path_grd_mid_small_075,3,2220010151,Dash,2220040151,Dash,2220010151,Dash,2220040151,Dash,path_grd_mid_elite2_808,1220020151,Drop,2220010151,Drop,2320020251,Drop,2320070151,Drop,,,,,,,,,,8,normal,
7033016,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_003,point_fly_cityforestcrystal_003,sbg_cityforestundercrystal_003,CityForestUnder,Night,ibg_cityforestundercrystal_001,1310020151,path_fly_mid_small_018,2210010151,Drop,2210010151,Drop,2210010151,Drop,2210010151,Drop,path_fly_mid_elite1_802,5,2210010151,Dash,2210010151,Dash,3210040151,Dash,1310020251,Dash,path_fly_mid_small_027,3210050151,Dash,2210010151,Dash,2210010151,Dash,2210010151,Dash,path_fly_mid_small_036,0,2210010151,Drop,3210040151,Drop,3210050151,Drop,2210010151,Drop,path_fly_mid_elite1_802,7,2210010151,Dash,2210010151,Dash,3210040151,Drop,1310020151,Drop,path_fly_mid_small_024,,3210040151,Drop,2210010151,Drop,3210050151,Drop,2210010151,Drop,0,42,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033017,wave_campaign_hard_014,Campaign,90,5,true,false,point_grd_cityforestcrystal_002,point_fly_cityforestcrystal_002,sbg_cityforestundercrystal_002,CityForestUnder,Night,ibg_cityforestundercrystal_001,1320010151,path_grd_mid_small_002,1220040151,Jump,1220040151,Jump,1220040151,Jump,2220040151,Dash,path_grd_far_elite1_803,6,2220010151,Drop,2220010151,Drop,2220040151,Drop,1320010251,Drop,path_grd_mid_small_055,1220040151,Dash,1220040151,Dash,1220040151,Dash,1220050151,Dash,path_grd_far_elite1_803,0,2220010151,Drop,2220010151,Drop,2220040151,Drop,1320010151,Drop,path_grd_mid_small_070,7,1220040151,Jump,1220050151,Jump,1220040151,Jump,2220040151,Dash,path_grd_mid_small_043,6,2220010151,Drop,1220050151,Drop,2220010151,Drop,2220010151,Drop,0,24,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033018,wave_campaign_hard_014,Campaign,90,7,true,false,point_grd_cityforestcrystal_005,point_fly_cityforestcrystal_005,sbg_cityforestundercrystal_005,CityForestUnder,Night,ibg_cityforestundercrystal_001,2310040151,path_fly_mid_small_050,2210050151,Jump,3210010151,Jump,3210010151,Jump,3210030151,Normal,path_fly_mid_elite2_808,5,3210010151,Dash,3210010151,Dash,2310060251,Drop,2310040251,Drop,path_fly_mid_small_036,1210030151,Drop,1210030151,Drop,2210050151,Drop,2210050151,Drop,path_fly_mid_small_036,8,1210030151,Drop,1210030151,Drop,2210050151,Drop,2210050151,Drop,path_fly_mid_elite2_805,0,3210010151,Dash,1210030151,Dash,2310060251,Drop,2310040151,Drop,path_fly_mid_small_050,8,2210050151,Drop,1210030151,Drop,2210050151,Drop,3210030151,Dash,6,39,9,10,path_fly_close_small_035,,2210050151,Drop,3210010151,Drop,3210010151,Drop,2210050151,Drop,path_fly_mid_small_027,2310060251,Drop,1210030151,Dash,2210050151,Dash,1210030151,Dash,,,,,,,,,,,,
7033019,wave_campaign_hard_014,Campaign,90,5,true,false,point_grd_cityforestcrystal_004,point_fly_cityforestcrystal_004,sbg_cityforestundercrystal_004,CityForestUnder,Night,ibg_cityforestundercrystal_001,1310010151,path_grd_mid_small_055,3220030151,Drop,3220030151,Drop,3220030151,Drop,3220030151,Drop,path_fly_mid_elite1_802,,1210030151,Dash,1210030151,Dash,1210030151,Dash,1310010251,Dash,path_grd_mid_small_043,3220030151,Drop,3220030151,Drop,3220030151,Drop,3220080151,Drop,path_fly_mid_elite1_802,0,1210030151,Dash,1210030151,Dash,1210030151,Dash,1310010151,Dash,path_grd_mid_small_034,10,3220080151,Drop,3220030151,Drop,3220030151,Drop,3220030151,Drop,path_grd_mid_small_046,8,3220030151,Drop,3220030151,Drop,3220030151,Drop,3220080151,Drop,0,42,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7033020,wave_campaign_hard_014,Campaign,90,5,true,false,point_grd_cityforestcrystal_001,point_fly_cityforestcrystal_001,sbg_cityforestundercrystal_001,CityForestUnder,Night,ibg_cityforestundercrystal_001,2320020151,path_grd_mid_small_002,1220040151,Jump,1220040151,Jump,1220040151,Jump,1220040151,Jump,path_grd_mid_elite1_802,5,1220040151,Dash,1220040151,Dash,3220060151,Drop,2320070251,Drop,path_grd_mid_small_049,1220040151,Drop,3220060151,Drop,3220060151,Drop,3220060151,Drop,path_grd_mid_elite2_805,0,1220040151,Drop,3220060151,Drop,2320070251,Drop,2320020151,Drop,path_grd_close_small_004,8,1220040151,Dash,3220060151,Dash,1220040151,Dash,3220060151,Dash,path_grd_mid_small_005,6,1220040151,Dash,3220060151,Dash,1220040151,Dash,3220060151,Dash,6,36,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
