stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7038014,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Night,ibg_swamplandjungle_001,2320020121,path_grd_mid_small_002,2220020121,Drop,2220020121,Drop,2220010121,Dash,2220010121,Dash,path_grd_mid_elite1_802,3220050121,Dash,3220050121,Dash,2220050121,Drop,2320020221,Drop,path_grd_far_small_071,8,3220060121,Dash,3220060121,Dash,3220060121,Dash,2220050121,Drop,path_fly_mid_small_030,,3210020121,Jump,3210020121,Jump,1210010121,Jump,1210010121,Jump,path_grd_mid_elite1_802,0,2220020121,Dash,2220020121,Dash,2220040121,Drop,2320020121,Drop,path_grd_far_small_047,3220060121,Jump,3220060121,Jump,3220060121,Jump,3220060121,Jump,0,30,12,7,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038015,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Night,ibg_swamplandjungle_001,2320060121,path_grd_mid_small_070,3220050121,Dash,3220050121,Dash,3220050121,Dash,2220050121,Dash,path_fly_mid_small_039,1210020121,Dash,1210020121,Dash,1210040121,Dash,1310010221,Dash,path_grd_mid_small_034,7,3220060121,Drop,3220080121,Drop,3220060121,Drop,2220050121,Dash,path_grd_mid_small_068,0,3220060121,Dash,3220060121,Dash,2220050121,Drop,2320060121,Drop,path_grd_mid_small_043,10,3220050121,Dash,3220060121,Dash,2220050121,Dash,3220080121,Normal,,,,,,,,,,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038016,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Night,ibg_swamplandjungle_001,3320070121,path_grd_mid_small_073,2220030121,Drop,2220030121,Drop,2220030121,Drop,3220090121,Drop,path_fly_mid_elite1_802,3210020121,Dash,1110010121,Dash,1210040121,Drop,1310030221,Drop,path_fly_mid_small_050,8,3210020121,Dash,3210020121,Dash,3210020121,Dash,1210040121,Dash,path_fly_mid_small_050,0,3210020121,Drop,3210020121,Drop,3210020121,Drop,1310010221,Drop,path_grd_mid_elite2_808,,2220030121,Drop,2120010121,Drop,3220090121,Drop,3320070121,Drop,path_grd_close_small_014,3220090121,Drop,2220030121,Drop,2220030121,Drop,2220030121,Drop,4,38,0,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038017,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Night,ibg_swamplandjungle_001,1320060121,path_grd_mid_small_055,2220010121,Drop,2220010121,Drop,2220010121,Drop,2220010121,Drop,path_grd_mid_elite3_814,2220020121,Dash,3320010221,Dash,2220040121,Dash,1320060221,Dash,path_grd_mid_small_011,8,2220010121,Drop,2220010121,Drop,2220010121,Drop,2220010121,Drop,path_grd_mid_elite3_814,0,2220020121,Dash,3320010221,Dash,2220040121,Drop,1320060121,Drop,path_grd_mid_small_043,8,2220010121,Drop,2220010121,Drop,2220010121,Drop,2220010121,Drop,,,,,,,,,,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038018,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_001,point_fly_swamplandjungle_001,sbg_swamplandjungle_001,SwamplandJungle,Night,ibg_swamplandjungle_001,2310070121,path_grd_mid_small_070,3220050121,Dash,3220050121,Dash,3220050121,Dash,2220040121,Dash,path_fly_mid_elite2_805,1210030121,Dash,2210020121,Dash,2310060221,Drop,2310070221,Drop,path_fly_mid_small_024,10,1210030121,Dash,2210020121,Dash,1210030121,Dash,2210020121,Dash,path_grd_mid_small_011,,3220050121,Dash,3220050121,Dash,1220050121,Dash,1220050121,Dash,path_fly_mid_elite2_808,0,1210030121,Dash,2210020121,Dash,2310060221,Drop,2310070221,Drop,path_fly_mid_elite1_802,1210030121,Dash,2210020121,Dash,3210030121,Dash,2310070121,Drop,5,46,6,,path_grd_close_small_069,,3220050121,Drop,3220050121,Drop,3220050121,Drop,1220050121,Dash,10,,path_fly_mid_small_024,,1210030121,Dash,2210020121,Dash,1210030121,Dash,2210020121,Dash,,,,,,,,,,,,,,,,,,,,
7038019,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Night,ibg_swamplandjungle_001,1320010121,path_fly_mid_small_042,3210020121,Drop,3210020121,Drop,3210020121,Drop,1210050121,Drop,path_grd_far_elite1_803,1220030121,Dash,1220030121,Dash,2220040121,Drop,3320020221,Drop,path_grd_mid_small_008,8,3220070121,Drop,1220060121,Drop,1220060121,Drop,3220070121,Drop,path_grd_far_elite1_803,0,1220060121,Dash,1220060121,Dash,2220040121,Drop,1320010121,Drop,path_fly_mid_small_036,10,3210020121,Drop,3210020121,Drop,1210050121,Drop,1210050121,Drop,,,,,,,,,,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038020,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Night,ibg_swamplandjungle_001,3320070121,path_grd_mid_small_055,3220050121,Drop,3220050121,Drop,3220050121,Drop,3220050121,Drop,path_grd_mid_elite2_805,3220050121,Drop,3220050121,Drop,3320070221,Dash,3320070221,Dash,path_fly_mid_small_027,10,2210030121,Drop,1210020121,Dash,1210020121,Dash,1210020121,Dash,path_grd_mid_elite3_814,0,3220050121,Drop,3320070221,Jump,3320070221,Jump,3320070121,Jump,path_fly_mid_small_027,8,2210030121,Drop,1210020121,Dash,1210020121,Dash,1210020121,Dash,path_grd_mid_small_061,3220050121,Dash,3220050121,Dash,3220050121,Dash,3220050121,Dash,0,42,0,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038021,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Night,ibg_swamplandjungle_001,3320040121,path_grd_far_small_053,1220060121,Dash,1220060121,Dash,1220060121,Dash,3220020121,Dash,path_grd_mid_elite1_802,3220050121,Jump,3220050121,Jump,2220050121,Drop,3320040221,Drop,path_fly_mid_small_050,,2210010121,Drop,2210010121,Drop,2210010121,Drop,1210040121,Drop,path_grd_mid_elite2_808,0,3220050121,Jump,3220050121,Jump,3320040221,Drop,3320040121,Drop,path_fly_mid_special_016,6,2210010121,Drop,2110010121,Drop,2210010121,Drop,1210040121,Drop,,,,,,,,,,0,39,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038022,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Night,ibg_swamplandjungle_001,2310020121,path_grd_mid_small_002,1220060121,Dash,1220060121,Dash,1220060121,Dash,1220060121,Dash,path_fly_mid_elite1_802,2210020121,Dash,2210020121,Dash,1210050121,Drop,2310020221,Drop,path_fly_mid_small_039,7,2210020121,Drop,2210020121,Drop,2210020121,Drop,2210020121,Drop,path_fly_mid_small_039,0,2210020121,Drop,2210020121,Drop,1210050121,Drop,1210050121,Drop,path_fly_mid_elite1_802,8,2210020121,Dash,2210020121,Dash,1210050121,Drop,2310020121,Drop,path_grd_mid_small_043,1220060121,Dash,1220060121,Dash,1220060121,Dash,1220060121,Dash,0,42,0,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038023,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_001,point_fly_swamplandjungle_001,sbg_swamplandjungle_001,SwamplandJungle,Night,ibg_swamplandjungle_001,2320030121,path_grd_mid_small_034,2320030221,Drop,1220020121,Dash,1220020121,Dash,1220020121,Dash,path_grd_far_small_062,1220020121,Drop,2220080121,Drop,1220020121,Drop,2220080121,Drop,path_grd_mid_elite3_811,,1220020121,Drop,2220080121,Drop,2220080121,Drop,2320030221,Drop,path_grd_far_small_044,10,3220070121,Dash,3220070121,Dash,3220070121,Dash,3220070121,Dash,path_grd_far_elite3_815,0,1220020121,Drop,1320030221,Drop,2320030221,Drop,2320030121,Drop,path_grd_mid_small_073,1220020121,Dash,2220080121,Dash,1220020121,Dash,2220080121,Dash,0,22,29,,path_grd_mid_elite2_805,,1220020121,Dash,3220070121,Dash,2220080121,Drop,2220080121,Drop,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038024,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Night,ibg_swamplandjungle_001,3320060121,path_grd_mid_small_002,2220030121,Jump,3220060121,Jump,2220030121,Jump,3220060121,Jump,path_grd_mid_elite2_805,2220030121,Drop,3220060121,Drop,3320060221,Drop,3320060221,Drop,path_grd_mid_small_012,8,2220030121,Drop,2220030121,Drop,3220060121,Drop,3220060121,Drop,path_grd_mid_elite2_805,0,2220030121,Drop,3220060121,Drop,3320060221,Drop,3320060121,Drop,path_grd_mid_special_025,7,2220030121,Drop,3120010121,Drop,3220060121,Drop,3220060121,Drop,,,,,,,,,,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038025,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Night,ibg_swamplandjungle_001,2320020121,path_grd_mid_small_002,1220040121,Jump,1220040121,Jump,1220040121,Jump,1220040121,Jump,path_grd_mid_elite1_802,1220040121,Dash,1220040121,Dash,3220060121,Drop,2320070221,Drop,path_grd_mid_small_049,10,1220040121,Drop,3220060121,Drop,3220060121,Drop,3220060121,Drop,path_grd_mid_elite2_805,0,1220040121,Drop,3220060121,Drop,2320070221,Drop,2320020121,Drop,path_grd_close_small_004,8,1220040121,Dash,3220060121,Dash,1220040121,Dash,3220060121,Dash,path_grd_mid_small_005,1220040121,Dash,3220060121,Dash,1220040121,Dash,3220060121,Dash,6,36,0,5,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038026,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Night,ibg_swamplandjungle_001,2310050121,path_grd_mid_small_034,3220090121,Drop,3220030121,Drop,3220030121,Drop,3220030121,Drop,path_fly_mid_elite1_802,3210020121,Dash,3210020121,Dash,1210040121,Dash,1310040221,Drop,path_grd_mid_small_058,10,3220030121,Drop,3220030121,Drop,3220030121,Drop,3220090121,Drop,path_grd_mid_small_070,0,3220030121,Dash,3220030121,Dash,3220030121,Dash,3220090121,Dash,path_fly_mid_elite1_802,,3210020121,Dash,3210020121,Dash,1210040121,Dash,2310050121,Drop,path_grd_mid_small_055,3220030121,Drop,3220030121,Drop,3220030121,Drop,3220090121,Drop,0,42,0,6,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038027,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_001,point_fly_swamplandjungle_001,sbg_swamplandjungle_001,SwamplandJungle,Night,ibg_swamplandjungle_001,2320060121,path_grd_mid_small_008,3220030121,Drop,3220030121,Drop,3220030121,Drop,3220030121,Drop,path_grd_mid_elite1_802,3220030121,Dash,3220030121,Dash,3220060121,Dash,2320060221,Drop,path_grd_mid_small_058,10,3220060121,Drop,3220020121,Drop,3220060121,Drop,3220020121,Drop,path_grd_mid_elite1_802,0,3220030121,Dash,3220030121,Dash,3220060121,Dash,2320060121,Drop,path_fly_mid_elite1_802,8,3210020121,Dash,3210020121,Dash,3210020121,Dash,2310050221,Drop,path_grd_mid_small_049,3220030121,Drop,3220060121,Drop,3220060121,Drop,3220060121,Drop,0,41,4,6,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038028,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Night,ibg_swamplandjungle_001,2310050121,path_grd_mid_small_055,2220010121,Dash,2220010121,Dash,2220010121,Dash,3220080121,Drop,path_fly_mid_elite2_805,2210020121,Dash,2210020121,Dash,2310050221,Drop,2310070221,Drop,path_grd_mid_small_037,8,2220010121,Drop,2220010121,Drop,2220010121,Drop,3220080121,Drop,path_fly_mid_small_008,9,2210020121,Drop,2210020121,Drop,2210020121,Drop,1210050121,Drop,path_fly_mid_elite2_808,0,2210020121,Dash,2210020121,Dash,2310070221,Drop,2310070221,Drop,path_fly_far_elite1_803,2210020121,Dash,2210020121,Dash,1210050121,Drop,2310050121,Drop,6,42,9,5,path_grd_close_small_069,,2220010121,Drop,2220010121,Drop,2220010121,Drop,3220080121,Drop,8,,path_fly_mid_small_036,,2210020121,Dash,2210020121,Dash,2210020121,Dash,2210020121,Dash,,,,,,,,,,,,,,,,,,,,
7038029,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Night,ibg_swamplandjungle_001,2320010121,path_grd_mid_small_002,3220040121,Dash,3220040121,Dash,3220040121,Dash,3220040121,Dash,path_fly_mid_small_050,3210010121,Dash,3210010121,Dash,3210010121,Dash,3210030121,Dash,path_grd_mid_elite1_802,8,3220040121,Drop,3220040121,Drop,3220060121,Drop,2320010221,Drop,path_grd_mid_elite2_808,0,3220040121,Dash,3220060121,Dash,1320030221,Drop,2320010121,Drop,path_fly_mid_small_050,10,3210010121,Dash,3210010121,Dash,3210010121,Dash,3210030121,Dash,path_grd_mid_small_043,3220040121,Drop,3220060121,Drop,3220040121,Drop,3220060121,Drop,0,42,0,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038030,wave_campaign_hard_016,Campaign,90,5,true,false,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Night,ibg_swamplandjungle_001,1310010121,path_grd_mid_small_055,3220030121,Drop,3220030121,Drop,3220030121,Drop,3220030121,Drop,path_fly_mid_elite1_802,1210030121,Dash,1210030121,Dash,1210030121,Dash,1310010221,Dash,path_grd_mid_small_043,8,3220030121,Drop,3220030121,Drop,3220030121,Drop,3220080121,Drop,path_fly_mid_elite1_802,0,1210030121,Dash,1210030121,Dash,1210030121,Dash,1310010121,Dash,path_grd_mid_small_034,10,3220080121,Drop,3220030121,Drop,3220030121,Drop,3220030121,Drop,path_grd_mid_small_046,3220030121,Drop,3220030121,Drop,3220030121,Drop,3220080121,Drop,0,42,0,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038031,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Night,ibg_swamplandjungle_001,1310020121,path_grd_mid_small_002,2220010121,Dash,2220010121,Dash,2220010121,Dash,2220010121,Dash,path_fly_mid_elite2_805,1210030121,Dash,1110010121,Dash,1310020221,Drop,1310010221,Drop,path_fly_mid_special_047,12,1210030121,Dash,2110010121,Dash,1210050121,Drop,1210050121,Drop,path_fly_mid_elite1_802,0,1210030121,Dash,1210030121,Dash,1210050121,Drop,1310010221,Drop,path_fly_mid_special_047,10,1210030121,Dash,2110010121,Dash,1210050121,Dash,1310020121,Dash,path_grd_mid_elite2_805,2220010121,Dash,2120010121,Dash,2220010121,Dash,2220010121,Dash,0,69,0,5,path_fly_mid_small_002,8,1210030121,Dash,1210030121,Dash,1210030121,Dash,1210030121,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038032,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Night,ibg_swamplandjungle_001,2320010121,path_grd_mid_small_002,3220040121,Jump,3220040121,Jump,3220040121,Jump,3220040121,Jump,path_grd_mid_small_012,3220040121,Dash,2220010121,Dash,3220040121,Dash,2320010221,Dash,path_grd_mid_small_034,10,3320080221,Drop,2220010121,Drop,3220040121,Drop,3220040121,Drop,path_grd_mid_elite2_805,0,3220040121,Drop,2220010121,Drop,3320080221,Drop,2320010121,Drop,path_fly_mid_small_008,8,3220040121,Jump,3220040121,Jump,2220010121,Jump,2220010121,Jump,path_grd_mid_small_037,3220040121,Jump,2220010121,Jump,3220040121,Jump,2220010121,Jump,0,39,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038033,wave_campaign_hard_016,Campaign,90,7,true,false,point_grd_swamplandjungle_001,point_fly_swamplandjungle_001,sbg_swamplandjungle_001,SwamplandJungle,Night,ibg_swamplandjungle_001,3310040121,path_grd_mid_small_011,3220040121,Drop,3220040121,Drop,2220070121,Drop,2220070121,Drop,path_fly_mid_small_050,2210020121,Dash,2210020121,Dash,2210050121,Drop,3310040221,Drop,path_grd_mid_elite1_802,12,3220040121,Dash,3220040121,Dash,2220070121,Drop,2320030221,Drop,path_fly_mid_small_024,6,2210020121,Dash,2210020121,Dash,2210050121,Dash,2210050121,Dash,path_grd_mid_small_043,0,3220040121,Dash,3220040121,Dash,2220070121,Dash,2320030221,Dash,path_fly_mid_small_050,2210020121,Dash,2210050121,Dash,2210050121,Drop,3310040121,Drop,0,49,5,5,path_grd_mid_elite1_802,,3220040121,Dash,3220040121,Dash,2220070121,Drop,3320070221,Drop,,,path_fly_mid_small_030,,2210050121,Dash,2210020121,Dash,2210020121,Dash,2210020121,Dash,,,,,,,,,,,,,,,,,,,,
7038034,wave_campaign_hard_016,BaseDefense,60,6,true,true,point_grd_swamplandjungle_002_midclear,point_fly_swamplandjungle_002,sbg_swamplandjungle_002_midclear,SwamplandJungle,Night,ibg_swamplandjungle_basedefense_001,,path_grd_mid_small_052,2220020121,Dash,2220020121,Dash,2220020121,Dash,2220020121,Dash,path_grd_mid_small_043,2220010121,Jump,2220010121,Jump,2220010121,Jump,2220010121,Jump,path_grd_mid_small_008,,2220010121,Dash,2220010121,Dash,2220020121,Dash,2220020121,Dash,path_grd_mid_elite2_808,2,2220020121,Dash,2220010121,Dash,2220010121,Drop,3320080221,Drop,path_grd_mid_small_043,10,2220010121,Jump,2220020121,Jump,2220010121,Jump,2220020121,Jump,path_grd_mid_special_065,1120010121,Jump,2220020121,Jump,2220010121,Drop,2220020121,Drop,0,63,0,,path_grd_mid_small_075,4,2220010121,Dash,2220010121,Dash,2220010121,Dash,2220010121,Dash,,normal,path_grd_mid_elite2_808,7,2220020121,Dash,2220010121,Dash,3320070221,Drop,3320080221,Drop,,,,,,,,,,,,,,,,,,,,
7038035,wave_campaign_hard_016,BaseDefense,60,7,true,true,point_grd_swamplandjungle_002_midclear,point_fly_swamplandjungle_002,sbg_swamplandjungle_002_midclear,SwamplandJungle,Night,ibg_swamplandjungle_basedefense_001,,path_grd_mid_small_068,1220020121,Drop,1220020121,Drop,1220020121,Drop,2320020221,Drop,path_grd_mid_small_043,1220020121,Dash,2220010121,Dash,2220040121,Drop,2320070221,Drop,path_grd_mid_small_061,5,1220020121,Dash,1220020121,Dash,2220010121,Dash,2220010121,Dash,path_grd_mid_elite2_808,4,1220020121,Dash,2220010121,Dash,2320020221,Drop,2320070221,Drop,path_grd_mid_small_070,10,2220010121,Dash,2220010121,Dash,2220010121,Dash,2220040121,Drop,path_grd_mid_special_025,1220020121,Jump,2120010121,Jump,2220010121,Jump,2220040121,Jump,0,63,0,,path_grd_mid_small_075,3,2220010121,Dash,2220040121,Dash,2220010121,Dash,2220040121,Dash,7,normal,path_grd_mid_elite2_808,8,1220020121,Drop,2220010121,Drop,2320020221,Drop,2320070121,Drop,,,,,,,,,,,,,,,,,,,,
7038036,wave_campaign_hard_016,Defense,90,7,true,true,point_grd_swamplandjungle_004_rightclear,point_fly_swamplandjungle_004_rightclear,sbg_swamplandjungle_004_rightclear,SwamplandJungle,Night,ibg_swamplandjungle_defense_001,,path_grd_close_small_039,2220020121,Jump,2220020121,Jump,2220020121,Jump,2220020121,Jump,path_fly_mid_small_036,2210020121,Dash,2210020121,Dash,2210040121,Dash,2210040121,Dash,path_grd_close_special_064,,3120010121,Jump,2220020121,Jump,2220010121,Normal,2220010121,Normal,path_fly_mid_elite1_802,4,2210020121,Dash,2210020121,Dash,2210040121,Drop,2310060221,Drop,path_grd_close_small_048,12,2220010121,Normal,2220010121,Normal,2220010121,Normal,2220010121,Normal,path_fly_mid_special_047,3110010121,Drop,3110010121,Drop,2210020121,Normal,2210040121,Dash,19,59,0,8,path_grd_mid_small_075,10,2220010121,Dash,2220010121,Dash,2220010121,Dash,2220010121,Dash,10,20,path_fly_mid_elite1_802,,2210020121,Normal,2210020121,Normal,2210040121,Drop,2310060221,Dash,path_fly_mid_small_027,15,2210020121,Normal,2210040121,Dash,2210020121,Normal,3310020221,Normal,,,,,,,,,,
7038037,wave_campaign_hard_016,Defense,90,8,true,true,point_grd_swamplandjungle_004_rightclear,point_fly_swamplandjungle_004_rightclear,sbg_swamplandjungle_004_rightclear,SwamplandJungle,Night,ibg_swamplandjungle_defense_001,,path_grd_mid_elite2_808,3220050121,Normal,3220050121,Normal,3320040121,Normal,3320040121,Normal,path_fly_mid_elite1_802,1210030121,Dash,1210030121,Dash,1210040121,Dash,2310030221,Normal,path_grd_mid_small_058,,3220050121,Normal,3220020121,Normal,3220050121,Normal,2320040221,Normal,path_fly_mid_elite1_802,,1210030121,Dash,1210030121,Dash,1210040121,Drop,2310030221,Drop,path_grd_mid_elite2_808,6,3220050121,Normal,3220050121,Normal,3320040121,Normal,3320040121,Normal,path_grd_mid_small_076,3220050121,Jump,3220020121,Jump,3220020121,Jump,2320040221,Normal,0,57,0,9,path_fly_mid_elite1_802,,3220050121,Normal,1210040121,Dash,3320040121,Dash,2310030221,Normal,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
