stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6502211,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,2310060141,path_grd_mid_special_025,1120010141,Jump,1120010141.0,Jump,3220020141.0,Drop,3320050241.0,Drop,path_fly_mid_small_036,7.0,3210030141.0,Dash,2210040141.0,Dash,3210010141.0,Dash,2210040141.0,Dash,path_grd_mid_small_058,7.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Dash,path_fly_mid_small_042,,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,2310060241.0,Drop,path_fly_mid_small_030,0.0,1210010141.0,Drop,1210010141.0,Drop,2210040141.0,Drop,2310050241.0,Drop,0,54,0,path_fly_mid_elite1_802,,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,2310060141.0,Jump,path_grd_mid_small_043,,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,
6502212,wave_eventdungeon_010,Campaign,180,6,False,False,point_grd_ultra_01,point_fly_ultra_01,sbg_desertbbg006_001,Desert,Twilight,ibg_desert_001,1520060141,b_g_ultra_01,1520060141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502213,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Day,ibg_desert_001,2320030141,path_grd_mid_small_002,3220050141,Drop,3220050141.0,Drop,3220060141.0,Dash,3220060141.0,Dash,path_grd_close_small_067,6.0,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Drop,1320030241.0,Drop,path_grd_mid_small_011,6.0,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,path_grd_mid_elite1_802,0.0,3220060141.0,Jump,3220060141.0,Jump,3220020141.0,Drop,2320030141.0,Drop,path_grd_close_small_048,,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,12,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502214,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,3320060141,path_grd_mid_small_002,2220020141,Drop,2220020141.0,Drop,1220050141.0,Dash,1220050141.0,Dash,path_grd_close_elite1_801,7.0,2220020141.0,Dash,2220020141.0,Dash,1220050141.0,Drop,3320060241.0,Drop,path_fly_mid_small_050,,1210040141.0,Dash,1210040141.0,Dash,1210040141.0,Dash,3210040141.0,Drop,path_grd_close_small_048,,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,path_grd_mid_elite1_802,0.0,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Drop,3320060141.0,Drop,21,21,0,path_grd_close_small_051,6.0,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502215,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,2320050141,path_grd_mid_special_025,1120010141,Jump,1120010141.0,Jump,3220050141.0,Drop,2320050241.0,Drop,path_fly_mid_small_030,10.0,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,3210040141.0,Drop,path_grd_close_small_013,4.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,1220050141.0,Drop,1320030241.0,Drop,path_grd_mid_special_025,6.0,3120010141.0,Dash,3120010141.0,Dash,1220050141.0,Drop,2320050141.0,Dash,6,49,2,path_grd_mid_small_043,3.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502216,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,1320040141,path_grd_mid_small_005,1220010141,Dash,1220010141.0,Dash,1220060141.0,Jump,1220060141.0,Jump,path_grd_mid_small_070,,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,3320040241.0,Drop,path_fly_mid_small_030,5.0,1210030141.0,Jump,1210030141.0,Jump,1210030141.0,Jump,3310010241.0,Drop,path_grd_mid_small_043,10.0,1220010141.0,Jump,3220020141.0,Jump,1220010141.0,Jump,3220020141.0,Jump,path_fly_mid_elite1_802,0.0,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Drop,3310010241.0,Drop,0,48,0,path_grd_mid_elite2_808,10.0,1220060141.0,Dash,1220060141.0,Dash,2320020241.0,Drop,1320040141.0,Drop,path_grd_mid_small_040,6.0,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,3220020141.0,Jump,,,,,,,,,,,,,,,,,,,,
6502217,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,3320030141,path_grd_close_small_042,3220030141,Dash,3220030141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,path_grd_close_small_067,4.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Drop,2320020241.0,Drop,path_grd_mid_elite1_802,12.0,3220030141.0,Dash,3220030141.0,Dash,3220020141.0,Drop,3320030241.0,Drop,path_fly_mid_elite1_802,0.0,3210010141.0,Jump,3210010141.0,Jump,1210040141.0,Drop,3310030241.0,Drop,path_grd_mid_elite2_808,10.0,3220030141.0,Dash,3220030141.0,Dash,2320020241.0,Drop,3320030141.0,Drop,18,33,0,path_grd_mid_small_043,10.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,path_grd_close_small_013,5.0,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,,,,,,,,,,,,,,,,,,,,
6502218,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,2310050141,path_grd_close_elite1_801,3220030141,Dash,3220030141.0,Dash,2220040141.0,Jump,2320030241.0,Jump,path_grd_mid_small_012,7.0,1220060141.0,Dash,1220060141.0,Dash,3220020141.0,Dash,1220060141.0,Dash,path_fly_mid_small_027,7.0,1210020141.0,Dash,2210040141.0,Dash,1210020141.0,Dash,3210030141.0,Dash,path_grd_mid_small_012,0.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,2320030241.0,Dash,path_fly_mid_elite1_802,7.0,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Drop,2310050141.0,Drop,9,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502219,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,2320070141,path_grd_mid_special_065,3120010141,Dash,3120010141.0,Dash,2220020141.0,Drop,2320070241.0,Drop,path_grd_far_small_074,12.0,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Dash,path_fly_mid_small_005,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,path_fly_mid_elite1_802,0.0,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,2310010241.0,Drop,path_grd_far_small_071,7.0,2220020141.0,Dash,2220020141.0,Dash,3220060141.0,Dash,2320070141.0,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502220,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,1320060141,path_grd_far_small_059,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Dash,path_grd_mid_elite1_802,7.0,3220040141.0,Drop,3220040141.0,Drop,1220050141.0,Dash,1320060241.0,Dash,path_fly_mid_small_005,,3210020141.0,Dash,3210020141.0,Dash,3210030141.0,Dash,3310050241.0,Dash,path_grd_mid_elite1_802,0.0,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Drop,2320030241.0,Drop,path_grd_far_small_074,10.0,3220040141.0,Dash,2220040141.0,Dash,3220040141.0,Dash,1320060141.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502221,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,3320070141,path_fly_far_elite1_803,1210010141,Dash,1210010141.0,Dash,3210030141.0,Drop,3310030241.0,Drop,path_grd_mid_elite1_802,5.0,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Drop,3320070241.0,Drop,path_fly_mid_small_039,11.0,1210010141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,path_fly_mid_special_016,,2110010141.0,Drop,2110010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,path_fly_mid_elite1_802,0.0,1210010141.0,Jump,1210010141.0,Jump,3310030241.0,Drop,3210030141.0,Drop,0,45,18,path_grd_far_elite1_803,10.0,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,3320070141.0,Drop,path_fly_mid_small_039,8.0,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,,,,,,,,,,,,,,,,,,,,
