stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6240311,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Tetra,ibg_tower_001,2320060141.0,path_grd_mid_small_070,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Dash,path_fly_mid_small_039,,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,2310060241.0,Dash,path_grd_mid_small_034,7.0,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2220050141.0,Dash,path_grd_mid_small_068,0.0,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Drop,2320060141.0,Drop,path_grd_mid_small_037,10.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Normal,0,36,0,path_fly_mid_small_039,,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,2310060241.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240312,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,2310010141.0,path_grd_mid_small_070,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220040141.0,Jump,path_fly_mid_small_008,7.0,3210010141.0,Dash,2310060241.0,Dash,3210030141.0,Dash,2310010241.0,Dash,path_grd_close_small_036,7.0,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,path_grd_mid_elite1_802,0.0,2220010141.0,Jump,2220010141.0,Jump,2220040141.0,Drop,1320020241.0,Drop,path_fly_mid_small_030,7.0,3210010141.0,Drop,2310060241.0,Drop,3210030141.0,Drop,2310010141.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240313,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,1320020141.0,path_grd_mid_small_070,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Normal,path_fly_mid_elite1_802,6.0,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3310040241.0,Drop,path_grd_mid_small_034,10.0,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,1320020241.0,Drop,path_fly_mid_small_050,0.0,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3310040241.0,Drop,path_grd_mid_elite2_808,,3220040141.0,Drop,3220040141.0,Drop,1320030241.0,Drop,1320020141.0,Drop,0,42,0,path_grd_mid_small_070,,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,2220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240314,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,1310020141.0,path_fly_close_special_044,2110010141,Drop,2110010141.0,Drop,2210020141.0,Drop,2210030141.0,Drop,path_grd_mid_elite2_805,10.0,2220030141.0,Dash,2220030141.0,Dash,2320050241.0,Drop,2320050241.0,Drop,path_fly_mid_small_053,,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,1210040141.0,Dash,path_fly_close_small_029,,2210020141.0,Jump,2210020141.0,Jump,2210020141.0,Jump,3310050241.0,Jump,path_grd_close_elite1_801,0.0,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Drop,3320040241.0,Drop,36,24,0,path_fly_mid_elite1_802,10.0,2210020141.0,Jump,3210030141.0,Jump,3310050241.0,Drop,1310020141.0,Drop,path_fly_close_small_029,4.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,3310050241.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240315,wave_tower_tetra_005,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Tetra,ibg_tower_defense_001,,path_grd_mid_elite1_802,1220060141,Normal,1220060141.0,Normal,2220040141.0,Drop,1320060241.0,Drop,path_grd_close_small_067,12.0,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Normal,3220020141.0,Normal,path_grd_mid_special_025,10.0,2120010141.0,Jump,2120010141.0,Jump,1220060141.0,Dash,2220040141.0,Dash,path_fly_close_small_004,,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,path_grd_mid_elite2_805,3.0,3220050141.0,Drop,3220050141.0,Drop,1320060241.0,Drop,1320060141.0,Normal,12,60,0,path_fly_mid_small_030,12.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2310030241.0,Dash,path_fly_mid_small_005,,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,20,path_grd_mid_small_076,10.0,3220050141.0,Jump,3220050141.0,Jump,2220040141.0,Jump,2220040141.0,Jump,path_grd_mid_elite2_805,1220060141.0,Normal,1220060141.0,Normal,1320060241.0,Jump,1320060241.0,Dash,,,,,,,,,,,
6240316,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,3320020141.0,path_grd_mid_small_055,1220060141,Drop,1220060141.0,Drop,1220060141.0,Drop,2220040141.0,Drop,path_grd_far_elite1_803,7.0,1220060141.0,Dash,1220060141.0,Dash,3220070141.0,Dash,1320010241.0,Dash,path_fly_mid_small_030,,1210020141.0,Dash,1210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,path_grd_far_elite1_803,0.0,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Drop,3320020141.0,Drop,path_grd_mid_small_043,6.0,1220060141.0,Jump,1220060141.0,Jump,1220060141.0,Jump,3220020141.0,Dash,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240317,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Tetra,ibg_tower_001,3320030141.0,path_grd_mid_small_040,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,path_fly_mid_small_005,7.0,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,path_fly_mid_small_050,7.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Dash,path_fly_mid_elite1_802,0.0,3210010141.0,Dash,3210010141.0,Dash,1210010141.0,Drop,1310010241.0,Drop,path_grd_mid_small_043,7.0,2220030141.0,Jump,3220020141.0,Jump,2220030141.0,Jump,3320030141.0,Dash,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240318,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,2320020141.0,path_grd_mid_special_025,1120010141,Jump,1120010141.0,Jump,3220020141.0,Drop,3320050241.0,Drop,path_fly_mid_small_036,7.0,3210030141.0,Dash,2210040141.0,Dash,3210010141.0,Dash,2210040141.0,Dash,path_grd_mid_small_058,7.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Dash,path_fly_mid_small_042,,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,3210010141.0,Drop,path_fly_mid_small_030,0.0,1210010141.0,Drop,1210010141.0,Drop,2210040141.0,Drop,2310050241.0,Drop,0,54,0,path_grd_mid_elite1_802,,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Drop,2320020141.0,Jump,path_grd_mid_small_043,,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240319,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,3320080141.0,path_grd_mid_small_002,3220030141,Drop,1220050141.0,Drop,1220050141.0,Drop,3220030141.0,Drop,path_fly_mid_small_030,,1210020141.0,Drop,3210040141.0,Drop,1210020141.0,Drop,2310040241.0,Drop,path_grd_far_elite1_803,7.0,3220030141.0,Jump,3220030141.0,Jump,2220040141.0,Drop,3320080241.0,Drop,path_fly_mid_elite1_802,10.0,1210020141.0,Dash,1210020141.0,Dash,3210040141.0,Drop,2310040241.0,Drop,path_fly_mid_elite2_808,0.0,1210020141.0,Dash,1210020141.0,Dash,2310040241.0,Dash,2310040241.0,Dash,6,45,9,path_grd_mid_elite1_802,,3220030141.0,Jump,3220020141.0,Jump,1220050141.0,Drop,3320080141.0,Drop,path_grd_close_small_042,9.0,1220050141.0,Dash,3220020141.0,Dash,1220050141.0,Dash,3220020141.0,Dash,,path_fly_mid_small_030,8.0,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,2310040241.0,Drop,,,,,,,,,,,,,,,,,,,,
6240320,wave_tower_tetra_005,Campaign,180,6,False,False,point_grd_ultra_01,point_fly_ultra_01,sbg_desertbbg006_001,Desert,Twilight,ibg_desert_001,1520460141.0,b_g_ultra_01,1520460141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240321,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,3310050121.0,path_grd_far_small_053,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_elite1_802,6.0,1210030121.0,Jump,1210030121.0,Jump,1210030121.0,Jump,3310050221.0,Jump,path_fly_mid_small_050,,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,3210030121.0,Drop,path_fly_far_elite1_803,0.0,1210030121.0,Jump,1210030121.0,Jump,1210040121.0,Drop,3310050121.0,Drop,path_grd_mid_special_065,6.0,1220060121.0,Dash,1220060121.0,Dash,3220040121.0,Drop,3220040121.0,Drop,0,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240322,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,2310040121.0,path_grd_mid_small_002,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_elite1_802,6.0,1210030121.0,Drop,3210050121.0,Drop,3210030121.0,Drop,2310040221.0,Drop,path_grd_close_small_060,,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,path_fly_mid_small_021,6.0,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3210050121.0,Drop,path_fly_mid_elite2_805,0.0,1210030121.0,Drop,3210050121.0,Drop,2310060221.0,Drop,2310040121.0,Drop,12,42,0,path_fly_close_small_049,,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Normal,path_grd_mid_small_043,,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,,path_grd_mid_small_005,8.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,,,,,,,,,,,,,,,,,,,,
6240323,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Tetra,ibg_tower_001,1310020121.0,path_fly_close_special_044,2110010121,Drop,2110010121.0,Drop,2210020121.0,Drop,2210030121.0,Drop,path_grd_mid_elite2_805,10.0,2220030121.0,Dash,2220030121.0,Dash,2320050221.0,Drop,2320050221.0,Drop,path_fly_mid_small_053,,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,1210040121.0,Dash,path_fly_close_small_029,,2210020121.0,Jump,2210020121.0,Jump,2210020121.0,Jump,3310050221.0,Jump,path_grd_close_elite1_801,0.0,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,3320040221.0,Drop,36,24,0,path_fly_mid_elite1_802,10.0,2210020121.0,Jump,3210030121.0,Jump,3310050221.0,Drop,1310020121.0,Drop,path_fly_close_small_029,4.0,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,3310050221.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240324,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,2310040121.0,path_grd_mid_small_043,1220010121,Drop,3220020121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,path_fly_mid_elite1_802,,2210020121.0,Drop,2210020121.0,Drop,1210040121.0,Drop,2310040221.0,Drop,path_grd_mid_small_058,8.0,1220010121.0,Drop,3220020121.0,Drop,1220010121.0,Drop,3320040221.0,Drop,path_fly_mid_elite2_808,0.0,2210020121.0,Dash,2210020121.0,Dash,2310040221.0,Dash,2310040121.0,Dash,path_fly_mid_small_050,,1210030121.0,Drop,1210030121.0,Drop,3210030121.0,Drop,2310060221.0,Drop,0,45,0,path_grd_mid_elite1_802,,1220010121.0,Dash,1220010121.0,Dash,3220020121.0,Dash,3320040221.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240325,wave_tower_tetra_005,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Tetra,ibg_tower_basedefense_001,,path_grd_mid_small_034,1220040121,Drop,1220040121.0,Drop,1220040121.0,Drop,2320060221.0,Drop,path_grd_mid_small_005,,3220020121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,path_grd_mid_small_070,8.0,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,2220050121.0,Normal,path_fly_mid_small_050,4.0,1220040121.0,Drop,2310040221.0,Drop,1220040121.0,Drop,1210040121.0,Normal,path_grd_mid_elite2_808,8.0,1220040121.0,Drop,1220040121.0,Drop,2320060221.0,Drop,3320040221.0,Drop,0,60,0,path_grd_mid_small_070,,3220020121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,2220050121.0,Dash,path_grd_mid_small_075,5.0,3220020121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,normal,path_fly_mid_small_050,,1220040121.0,Drop,2310040221.0,Drop,1220040121.0,Drop,1210040121.0,Normal,path_grd_mid_elite2_808,1220040121.0,Drop,1220040121.0,Drop,2320060121.0,Drop,3320040221.0,Drop,,,,,,,,,,,10.0
6240326,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,3320070121.0,path_grd_mid_small_049,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,path_fly_mid_elite1_802,7.0,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1310030221.0,Drop,path_grd_mid_small_058,,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,0.0,1220060121.0,Dash,1220060121.0,Dash,2220030121.0,Drop,3320070121.0,Drop,path_fly_close_small_023,6.0,3210020121.0,Jump,3210020121.0,Jump,3210020121.0,Jump,3210030121.0,Dash,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240327,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,2320030121.0,path_grd_close_elite1_801,1220040121,Jump,1220040121.0,Jump,1220050121.0,Drop,2320030221.0,Drop,path_grd_close_small_013,7.0,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,path_grd_mid_small_049,6.0,1220040121.0,Drop,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,path_fly_close_small_041,7.0,1110010121.0,Drop,1110010121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_grd_mid_small_055,0.0,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,2320030121.0,Drop,27,18,0,path_grd_close_small_042,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_fly_mid_small_030,,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240328,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,2310040121.0,path_grd_mid_small_043,1220010121,Drop,3220020121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,path_fly_mid_elite1_802,,2210020121.0,Drop,2210020121.0,Drop,1210040121.0,Drop,2310040221.0,Drop,path_grd_mid_small_058,8.0,1220010121.0,Drop,3220020121.0,Drop,1220010121.0,Drop,3320040221.0,Drop,path_fly_mid_elite2_808,0.0,2210020121.0,Dash,2210020121.0,Dash,2310040221.0,Dash,2310040121.0,Dash,path_grd_mid_small_070,,3220020121.0,Drop,3220020121.0,Drop,3220020121.0,Drop,2220050121.0,Normal,0,45,0,path_grd_mid_elite1_802,,1220010121.0,Dash,1220010121.0,Dash,3220020121.0,Dash,3320040221.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240329,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Tetra,ibg_tower_001,2320030121.0,path_fly_mid_small_030,1210010121,Drop,1210010121.0,Drop,1210010121.0,Drop,3210040121.0,Drop,path_grd_close_small_054,5.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,2320030221.0,Drop,path_grd_mid_special_065,5.0,3220060121.0,Dash,3220060121.0,Dash,1220050121.0,Drop,3320030221.0,Drop,path_grd_far_small_044,6.0,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,path_grd_close_small_042,10.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,21,36,12,path_grd_mid_elite2_805,0.0,3220050121.0,Drop,3220050121.0,Drop,3320030221.0,Drop,3320030221.0,Drop,path_grd_close_elite2_807,,1220050121.0,Dash,1220050121.0,Dash,3320030221.0,Drop,2320030121.0,Drop,,path_fly_far_small_040,6.0,1210010121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,path_grd_mid_small_043,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,,,,,,,,,,,10.0
6240330,wave_tower_tetra_005,Campaign,180,7,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Tetra,ibg_tower_001,1421010111.0,path_grd_mid_centurion_902,1421010111,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240331,wave_tower_tetra_005,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,3320010131.0,path_grd_mid_small_052,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_close_elite1_801,6.0,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,1310020231.0,Drop,path_grd_mid_small_058,,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_grd_close_elite1_801,0.0,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Drop,3320010131.0,Drop,path_fly_close_special_046,6.0,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Drop,1210040131.0,Drop,33,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240332,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,3320080131.0,path_fly_mid_small_030,2210010131,Drop,2210010131.0,Drop,2210010131.0,Drop,3210040131.0,Drop,path_grd_mid_small_043,,2220020131.0,Dash,1220050131.0,Dash,3220030131.0,Dash,1220050131.0,Dash,path_grd_mid_elite1_802,6.0,2220020131.0,Jump,2220020131.0,Jump,3220030131.0,Drop,3320080231.0,Drop,path_grd_close_small_042,12.0,2220020131.0,Dash,1220050131.0,Dash,3220030131.0,Dash,1220050131.0,Dash,path_grd_close_small_013,0.0,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2320010231.0,Dash,18,30,0,path_grd_mid_elite1_802,7.0,3220030131.0,Dash,3220030131.0,Dash,1220050131.0,Drop,3320080131.0,Drop,path_fly_close_small_029,9.0,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,3210040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240333,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,2310060131.0,path_grd_mid_special_025,1120010131,Jump,1120010131.0,Jump,3220020131.0,Drop,3320050231.0,Drop,path_fly_mid_small_036,7.0,3210030131.0,Dash,2210040131.0,Dash,3210010131.0,Dash,2210040131.0,Dash,path_grd_mid_small_058,7.0,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Dash,path_fly_mid_small_042,,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,2310060231.0,Drop,path_fly_mid_small_030,0.0,1210010131.0,Drop,1210010131.0,Drop,2210040131.0,Drop,2310050231.0,Drop,0,54,0,path_fly_mid_elite1_802,,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,2310060131.0,Jump,path_grd_mid_small_043,,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240334,wave_tower_tetra_005,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,1320010131.0,path_grd_mid_small_046,1220040131,Drop,1220040131.0,Drop,1220040131.0,Drop,3220080131.0,Drop,path_grd_mid_elite1_802,,1220040131.0,Drop,1220040131.0,Drop,2220040131.0,Drop,1320010231.0,Drop,path_grd_far_small_044,8.0,3220070131.0,Jump,1220040131.0,Jump,3220070131.0,Jump,1220040131.0,Jump,path_grd_far_elite2_809,0.0,1220040131.0,Drop,1220040131.0,Drop,3220080131.0,Drop,1320010131.0,Drop,path_grd_far_small_044,,3220070131.0,Jump,1220040131.0,Jump,3220070131.0,Jump,1220040131.0,Jump,0,21,21,path_grd_mid_small_070,8.0,1220040131.0,Drop,1220040131.0,Drop,3220080131.0,Drop,2220040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
