stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/private_monster_count,mod_value,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6210861,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2320060141.0,path_grd_mid_small_070,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Dash,path_fly_mid_small_039,,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,1310010241.0,Dash,path_grd_mid_small_034,7.0,3220060141.0,Drop,3220080141.0,Drop,3220060141.0,Drop,2220050141.0,Dash,path_grd_mid_small_068,0.0,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Drop,2320060141.0,Drop,path_grd_mid_small_043,3220050141.0,Dash,3220060141.0,Dash,2220050141.0,Dash,3220080141.0,Normal,0,30,0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210862,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,1320060141.0,path_grd_mid_small_055,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Dash,1320060241.0,Dash,path_grd_mid_small_011,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,0.0,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Drop,1320060141.0,Drop,path_grd_mid_small_043,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,0,36,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210863,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2320060141.0,path_grd_mid_small_070,1220010141,Jump,1220010141.0,Jump,1220010141.0,Jump,2220050141.0,Dash,path_grd_mid_elite1_802,,1220010141.0,Dash,3220020141.0,Dash,2220050141.0,Drop,2320060241.0,Drop,path_grd_mid_small_012,,1220010141.0,Dash,3220020141.0,Dash,1220010141.0,Dash,3220020141.0,Dash,path_grd_mid_elite1_802,0.0,1220010141.0,Dash,3220020141.0,Dash,2220050141.0,Drop,2320060141.0,Drop,path_grd_mid_small_070,1220010141.0,Drop,1220010141.0,Drop,3220020141.0,Drop,2220050141.0,Dash,0,42,0,,path_grd_mid_small_070,,1220010141.0,Drop,1220010141.0,Drop,3220020141.0,Drop,2220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210864,wave_tower_default_010,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_close_small_039,2220020141,Jump,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,path_fly_mid_small_036,8.0,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,2210040141.0,Dash,path_grd_close_special_064,,3120010141.0,Jump,2220020141.0,Jump,2220010141.0,Normal,2220010141.0,Normal,path_fly_mid_elite1_802,4.0,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,2310060241.0,Drop,path_grd_close_small_048,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,27,51,0,12.0,path_fly_mid_special_047,10.0,3110010141.0,Drop,3110010141.0,Drop,2210020141.0,Normal,2210040141.0,Dash,path_grd_mid_small_075,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_mid_elite1_802,2210020141.0,Normal,2210020141.0,Normal,2210040141.0,Drop,2310060241.0,Dash,10.0,,20,path_fly_mid_small_027,2210020141.0,Normal,2210040141.0,Dash,2210020141.0,Normal,3310020241.0,Normal,,,,,,,,,,,15.0
6210865,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3310050141.0,path_fly_mid_small_018,1210020141,Dash,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,path_fly_mid_small_050,,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Dash,path_fly_mid_elite2_808,10.0,1210020141.0,Dash,1210020141.0,Dash,3310050241.0,Jump,3310050241.0,Drop,path_fly_mid_small_036,,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,path_fly_mid_elite1_802,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Drop,2310060241.0,Drop,0,57,0,0.0,path_fly_mid_elite2_808,10.0,1210020141.0,Dash,1210020141.0,Dash,3310050241.0,Drop,3310050141.0,Drop,path_fly_mid_small_050,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Dash,path_fly_mid_small_036,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,,8.0,,,,,,,,,,,,,,,,,,,,,
6210866,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3320020141.0,path_grd_mid_small_002,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,path_grd_mid_elite1_802,5.0,3220050141.0,Dash,3220050141.0,Dash,3220070141.0,Drop,3320050241.0,Drop,path_grd_far_small_044,8.0,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,path_grd_far_elite2_809,0.0,1120010141.0,Drop,3220050141.0,Drop,3320050241.0,Drop,3320020141.0,Drop,path_grd_mid_small_043,3220050141.0,Drop,3220070141.0,Drop,3220050141.0,Drop,3220070141.0,Drop,0,21,21,8.0,path_grd_far_small_044,8.0,3220070141.0,Drop,3220050141.0,Drop,3220070141.0,Drop,3220050141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210867,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,1320030141.0,path_fly_close_small_001,1210030141,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_grd_mid_elite2_805,,2220020141.0,Dash,2220010141.0,Dash,1320060241.0,Drop,1320030241.0,Drop,path_fly_far_elite2_809,,1210010141.0,Drop,1210030141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,path_fly_mid_small_005,8.0,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,path_grd_mid_elite2_808,2220020141.0,Dash,2220010141.0,Dash,1320060241.0,Drop,1320030141.0,Drop,12,45,9,0.0,path_fly_mid_small_050,10.0,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,3210030141.0,Dash,path_grd_mid_special_065,3220060141.0,Dash,2220020141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_close_small_001,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,,5.0,,,,,,,,,,,,,,,,,,,,,
6210868,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2310050141.0,path_grd_mid_small_070,2220030141,Drop,2220030141.0,Drop,2220030141.0,Drop,2220050141.0,Normal,path_fly_mid_small_033,5.0,2210010141.0,Drop,1210030141.0,Drop,2210010141.0,Drop,2310040241.0,Drop,path_grd_mid_elite1_802,10.0,2220030141.0,Dash,2220030141.0,Dash,2220050141.0,Drop,3320040241.0,Drop,path_fly_mid_small_030,,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,path_fly_mid_elite2_808,2210010141.0,Dash,1210030141.0,Dash,2310040241.0,Drop,2310050141.0,Drop,0,54,0,0.0,path_grd_mid_small_070,8.0,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,2220050141.0,Dash,path_fly_mid_small_036,2210010141.0,Dash,2210010141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_fly_mid_small_024,1210030141.0,Dash,2210010141.0,Dash,1210030141.0,Dash,2210010141.0,Dash,,8.0,,,,,,,,,,,,,,,,,,,,,
6210869,wave_tower_default_010,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_elite1_802,1220040141,Jump,3220020141.0,Jump,2220050141.0,Drop,2320060241.0,Drop,path_grd_mid_small_043,6.0,1220040141.0,Jump,1220040141.0,Jump,3220020141.0,Drop,2320020241.0,Drop,path_fly_mid_small_050,4.0,1220040141.0,Drop,2210030141.0,Drop,3220020141.0,Drop,2220050141.0,Drop,path_grd_mid_elite2_808,4.0,1220040141.0,Dash,3220020141.0,Dash,2320060241.0,Drop,2320020241.0,Drop,path_grd_mid_small_070,1220040141.0,Jump,3220020141.0,Jump,3220020141.0,Jump,2220050141.0,Dash,0,48,9,10.0,path_grd_mid_small_012,5.0,3220020141.0,Dash,3220020141.0,Dash,3220020141.0,Dash,3220020141.0,Dash,path_grd_mid_small_075,3220020141.0,Dash,2220050141.0,Dash,3220020141.0,Dash,2220050141.0,Dash,path_grd_far_elite1_803,1220040141.0,Jump,3220020141.0,Jump,2320060141.0,Drop,3320040241.0,Drop,6.0,,normal,,,,,,,,,,,,,,,,,,,,
6210870,wave_tower_default_010,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,3410030141.0,path_fly_mid_centurion_901,3410030141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210871,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,1320010121.0,path_grd_mid_small_055,1220060121,Drop,1220060121.0,Drop,1220060121.0,Drop,2220040121.0,Drop,path_grd_far_elite1_803,7.0,1220030121.0,Dash,1220030121.0,Dash,3220070121.0,Drop,3320020221.0,Drop,path_grd_mid_small_011,,3220010121.0,Dash,3220010121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,path_grd_close_elite1_801,0.0,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Drop,1320010121.0,Drop,path_grd_far_small_074,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,9,12,15,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210872,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1320010121.0,path_grd_mid_small_002,1220040121,Jump,1220040121.0,Jump,1220040121.0,Jump,2220040121.0,Dash,path_grd_far_elite1_803,6.0,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Drop,1320010221.0,Drop,path_grd_mid_small_055,10.0,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,path_grd_far_elite1_803,0.0,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Drop,1320010121.0,Drop,path_grd_mid_small_070,1220040121.0,Jump,1220050121.0,Jump,1220040121.0,Jump,2220040121.0,Dash,0,24,18,7.0,path_grd_mid_small_043,6.0,2220010121.0,Drop,1220050121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210873,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,1310030121.0,path_grd_mid_small_052,2220030121,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,path_fly_mid_elite1_802,,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Drop,1310030221.0,Drop,path_fly_mid_small_050,8.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,path_fly_mid_elite2_805,0.0,3210020121.0,Drop,3210020121.0,Drop,1310010221.0,Drop,1310030121.0,Drop,path_grd_mid_small_052,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,0,42,0,8.0,path_fly_mid_small_050,7.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210874,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3310040121.0,path_grd_mid_small_043,2220020121,Jump,2220020121.0,Jump,2220020121.0,Jump,2220020121.0,Jump,path_fly_far_elite1_803,5.0,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,3310040221.0,Drop,path_grd_mid_small_034,8.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2320030221.0,Dash,path_fly_far_elite1_803,0.0,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,3310040121.0,Drop,path_grd_mid_small_034,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2320030221.0,Dash,0,24,18,10.0,path_fly_mid_small_024,,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210875,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2310050121.0,path_fly_mid_small_050,2210010121,Jump,2210010121.0,Jump,2210010121.0,Jump,1210040121.0,Dash,path_grd_mid_elite1_802,6.0,3220040121.0,Dash,3220040121.0,Dash,3220060121.0,Drop,2320030221.0,Drop,path_fly_mid_small_027,10.0,2310050221.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_grd_mid_small_043,,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_small_043,3220040121.0,Dash,3220040121.0,Dash,3220060121.0,Drop,2320030221.0,Drop,0,54,0,0.0,path_fly_mid_elite1_802,10.0,2210010121.0,Dash,2210010121.0,Dash,1210040121.0,Drop,2310050121.0,Drop,path_fly_mid_small_039,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,path_grd_mid_small_055,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,2320030221.0,Drop,,9.0,,,,,,,,,,,,,,,,,,,,,
6210876,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1310020121.0,path_fly_mid_small_018,2210010121,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_fly_mid_elite1_802,5.0,2210010121.0,Dash,2210010121.0,Dash,3210040121.0,Dash,1310020221.0,Dash,path_fly_mid_small_027,8.0,3210050121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,path_fly_mid_small_036,0.0,2210010121.0,Drop,3210040121.0,Drop,3210050121.0,Drop,2210010121.0,Drop,path_fly_mid_elite1_802,2210010121.0,Dash,2210010121.0,Dash,3210040121.0,Drop,1310020121.0,Drop,0,42,0,7.0,path_fly_mid_small_024,,3210040121.0,Drop,2210010121.0,Drop,3210050121.0,Drop,2210010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210877,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,1320060121.0,path_grd_mid_small_070,3220050121,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,path_grd_mid_small_058,5.0,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,1320060221.0,Dash,path_grd_mid_elite1_802,,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Drop,1320060221.0,Drop,path_grd_mid_small_043,,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,path_grd_mid_elite2_805,3220050121.0,Dash,3220050121.0,Dash,1320060221.0,Drop,1320060121.0,Drop,0,48,0,0.0,path_grd_mid_small_070,10.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Drop,path_grd_mid_small_008,2220040121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210878,wave_tower_default_010,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2310010121.0,path_grd_mid_small_070,2220010121,Drop,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Normal,path_fly_mid_elite2_808,5.0,3210020121.0,Dash,3210020121.0,Dash,2310060221.0,Drop,2310010221.0,Drop,path_fly_mid_small_005,10.0,3210020121.0,Dash,1210030121.0,Dash,3210020121.0,Dash,1210030121.0,Dash,path_grd_mid_small_040,,3220050121.0,Drop,2220010121.0,Drop,3220050121.0,Drop,2220010121.0,Drop,path_fly_far_elite2_806,3210020121.0,Dash,1210030121.0,Dash,2310060221.0,Drop,2310010121.0,Drop,6,39,9,0.0,path_grd_close_small_069,8.0,2220010121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Dash,path_fly_mid_small_033,3210020121.0,Dash,1210030121.0,Dash,3210020121.0,Dash,2310060221.0,Dash,path_fly_mid_small_024,1210030121.0,Dash,1210030121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,,,
6210879,wave_tower_default_010,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010121,Normal,1220060121.0,Normal,1220060121.0,Normal,2320010221.0,Normal,path_fly_mid_small_050,9.0,1210020121.0,Normal,1210020121.0,Normal,1210030121.0,Dash,1210040121.0,Dash,path_grd_far_small_044,,2220010121.0,Normal,1220060121.0,Normal,2220010121.0,Normal,1220060121.0,Normal,path_grd_mid_elite1_802,4.0,2220010121.0,Dash,1220060121.0,Normal,1220060121.0,Dash,2320010121.0,Normal,path_grd_mid_elite1_802,2220010121.0,Dash,1220060121.0,Normal,1220060121.0,Normal,2320010221.0,Normal,0,54,12,10.0,path_fly_mid_small_050,10.0,1210020121.0,Normal,1210020121.0,Normal,1210030121.0,Dash,1210040121.0,Dash,path_grd_far_small_041,2220010121.0,Normal,1220060121.0,Normal,2220010121.0,Normal,1220060121.0,Normal,path_grd_mid_small_075,2220010121.0,Drop,2220010121.0,Drop,1220060121.0,Normal,1220060121.0,Normal,,10.0,20,path_fly_mid_elite1_802,1210020121.0,Normal,1210030121.0,Normal,2320010121.0,Normal,1210040121.0,Normal,,,,,,,,,,,12.0
6210880,wave_tower_default_010,Campaign,180,2,False,False,point_grd_motherwhale_001,point_fly_motherwhale_001,sbg_desertbba001_001,Desertmbg001,Day,ibg_desert_001,1510010121.0,b_fly_motherwhale_01,1510010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210881,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,1320040131.0,path_grd_mid_small_008,3220050131,Drop,3220050131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,path_grd_mid_special_025,7.0,2120010131.0,Jump,2120010131.0,Jump,2220010131.0,Drop,1320030231.0,Drop,path_fly_mid_elite1_802,4.0,1210030131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,1210040131.0,Drop,path_grd_mid_elite1_802,0.0,2220010131.0,Dash,2220010131.0,Dash,3220060131.0,Drop,1320040131.0,Drop,path_fly_mid_small_021,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,3210030131.0,Drop,0,60,0,10.0,path_grd_mid_special_025,,3120010131.0,Jump,3120010131.0,Jump,3120010131.0,Drop,3120010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210882,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1310010131.0,path_grd_mid_small_055,3220030131,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,path_fly_mid_elite1_802,,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010231.0,Dash,path_grd_mid_small_043,8.0,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,path_fly_mid_elite1_802,0.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010131.0,Dash,path_grd_mid_small_034,3220080131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,0,42,0,10.0,path_grd_mid_small_046,8.0,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210883,wave_tower_default_010,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2310020131.0,path_grd_mid_small_002,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_elite1_802,,2210020131.0,Dash,2210020131.0,Dash,2210040131.0,Drop,2310020231.0,Drop,path_fly_mid_small_039,7.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,path_fly_mid_small_039,0.0,2210020131.0,Drop,2210020131.0,Drop,2210040131.0,Drop,2210040131.0,Drop,path_fly_mid_elite1_802,2210020131.0,Dash,2210020131.0,Dash,2210040131.0,Drop,2310020131.0,Drop,0,42,0,8.0,path_grd_mid_small_043,8.0,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
