stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6230261,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,2310020141.0,path_fly_mid_small_039,1210020141,Dash,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,path_grd_mid_special_025,7.0,3120010141.0,Jump,3120010141.0,Jump,1220030141.0,Drop,1320010241.0,Drop,path_grd_far_small_044,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,path_fly_mid_elite1_802,0.0,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Drop,2310020141.0,Drop,path_grd_far_small_071,1220030141.0,Jump,1220030141.0,Jump,1220030141.0,Jump,2220040141.0,Jump,0,30,12,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230262,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,2320030141.0,path_grd_close_small_067,3220030141,Dash,3220030141.0,Dash,3220030141.0,Drop,2320020241.0,Drop,path_grd_mid_small_012,,3220030141.0,Dash,3220030141.0,Dash,1220050141.0,Dash,3220080141.0,Dash,path_grd_mid_small_046,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,path_grd_close_elite1_801,0.0,2120010141.0,Jump,2120010141.0,Jump,2220040141.0,Drop,3320050241.0,Drop,path_grd_mid_small_043,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,2320030141.0,Dash,30,18,0,6.0,4.0,path_grd_close_special_064,3.0,2120010141.0,Dash,2120010141.0,Dash,3220080141.0,Drop,3220080141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230263,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2310010141.0,path_grd_close_elite1_801,3220030141,Dash,3220030141.0,Dash,2220040141.0,Jump,2320030241.0,Jump,path_grd_mid_small_012,7.0,1220060141.0,Dash,1220060141.0,Dash,3220020141.0,Dash,1220060141.0,Dash,path_fly_mid_small_027,1210020141.0,Dash,2210040141.0,Dash,1210020141.0,Dash,3210030141.0,Dash,path_grd_mid_small_012,0.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,2320030241.0,Dash,path_fly_mid_elite1_802,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Drop,2310010141.0,Drop,9,27,0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230264,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2310020141.0,path_grd_close_small_007,2220020141,Drop,2220020141.0,Drop,1220050141.0,Drop,1320030241.0,Drop,path_fly_mid_small_036,4.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,path_fly_close_special_044,3210040141.0,Drop,3210040141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,path_grd_mid_elite1_802,0.0,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,3320060241.0,Drop,path_fly_close_special_046,2110010141.0,Dash,2110010141.0,Dash,3210040141.0,Drop,2310020141.0,Drop,42,15,0,10.0,6.0,path_fly_close_small_035,3.0,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230265,wave_tower_missilis_004,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,2310040141.0,path_grd_close_small_042,3220030141,Dash,2220050141.0,Dash,3220030141.0,Dash,3220080141.0,Dash,path_fly_close_elite2_804,,2210040141.0,Dash,3210010141.0,Dash,1310040241.0,Drop,1310030241.0,Drop,path_fly_mid_special_016,3210010141.0,Dash,2210040141.0,Dash,3210010141.0,Drop,1210040141.0,Drop,path_fly_mid_small_039,0.0,2210040141.0,Dash,2210040141.0,Dash,2310020241.0,Dash,2310020241.0,Dash,path_fly_far_elite1_803,3210010141.0,Dash,3210010141.0,Dash,2210040141.0,Drop,2310040141.0,Drop,21,27,9,7.0,5.0,path_grd_close_small_042,5.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220080141.0,Dash,path_fly_mid_small_030,8.0,3210010141.0,Drop,2210040141.0,Drop,3210010141.0,Drop,2210040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230266,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3310010141.0,path_grd_mid_small_037,3220060141,Dash,2220040141.0,Dash,3220060141.0,Dash,1320040241.0,Dash,path_grd_far_small_041,7.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Dash,path_fly_far_small_031,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,3210030141.0,Drop,path_fly_mid_elite2_805,0.0,1210010141.0,Jump,1210010141.0,Jump,3210030141.0,Drop,3310010141.0,Drop,path_grd_far_small_044,3220060141.0,Dash,2220040141.0,Dash,3220060141.0,Dash,2220040141.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230267,wave_tower_missilis_004,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,3320010141.0,path_grd_mid_special_025,1120010141,Jump,1120010141.0,Jump,3220050141.0,Drop,2320050241.0,Drop,path_fly_close_small_029,7.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,path_grd_mid_small_058,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Drop,2320050241.0,Drop,path_grd_close_small_045,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,3320010141.0,Dash,12,30,0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230268,wave_tower_missilis_004,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2320020141.0,path_grd_mid_special_025,1120010141,Jump,1120010141.0,Jump,3220020141.0,Drop,3320050241.0,Drop,path_fly_mid_small_036,7.0,3210030141.0,Dash,2210040141.0,Dash,3210010141.0,Dash,2210040141.0,Dash,path_grd_mid_small_058,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Dash,path_fly_mid_small_042,,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,3210010141.0,Drop,path_fly_mid_small_030,1210010141.0,Drop,1210010141.0,Drop,2210040141.0,Drop,1310010241.0,Drop,0,54,0,0.0,7.0,path_grd_mid_elite1_802,,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Drop,2320020141.0,Jump,path_grd_mid_small_043,,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230269,wave_tower_missilis_004,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_fly_mid_small_030,2210020141,Drop,2210020141.0,Drop,2210020141.0,Drop,2310060241.0,Normal,path_grd_mid_small_049,12.0,2220010141.0,Jump,2220010141.0,Jump,2220050141.0,Jump,3320040241.0,Jump,path_grd_mid_small_043,2220010141.0,Dash,3220020141.0,Dash,2220010141.0,Dash,3220020141.0,Dash,path_fly_mid_small_039,4.0,2210020141.0,Dash,2210020141.0,Dash,2310030241.0,Dash,2310060241.0,Dash,path_grd_mid_elite1_802,2120010141.0,Jump,2120010141.0,Jump,2220010141.0,Drop,3320040241.0,Drop,0,57,0,10.0,,path_grd_mid_small_049,,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220050141.0,Drop,path_grd_mid_small_075,8.0,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,2220050141.0,Jump,20,path_fly_mid_small_039,2210020141.0,Dash,2210020141.0,Dash,2310030241.0,Dash,2310060241.0,Dash,path_grd_mid_small_070,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220050141.0,Dash,,,,,,,,,,,,
6230270,wave_tower_missilis_004,Campaign,180,5,False,False,point_grd_mordernia_01,point_fly_mordernia_01,sbg_desert_sky_001,Desertmbg001,Day,ibg_desert_001,3520040151.0,b_fly_mordernia_01,3520040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
