stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/0/private_monster_count,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6121011,wave_lostsector_005,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,0,30,12,,2320070151.0,path_grd_mid_special_065,,path_grd_far_small_074,12.0,path_fly_mid_small_005,,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,7.0,,,,,,,,,3120010151,Dash,3120010151,Dash,2220020151,Drop,2320070251,Drop,2220020151,Dash,2220020151,Dash,2220020151,Dash,2220040151,Dash,3210010151,Dash,3210010151,Dash,3210010151,Dash,3210030151,Dash,3210010151,Dash,3210010151,Dash,3210030151,Drop,2310010251,Drop,2220020151,Dash,2220020151,Dash,3220060151,Dash,2320070151,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121012,wave_lostsector_005,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,21,27,9,,1310040151.0,path_grd_close_small_042,,path_fly_close_elite2_804,,path_fly_mid_special_016,5.0,path_fly_mid_small_039,0.0,path_fly_far_elite1_803,7.0,path_grd_close_small_042,5.0,path_fly_mid_small_030,8.0,,,,,3220030151,Dash,2220050151,Dash,3220030151,Dash,2220050151,Dash,2210040151,Dash,3210010151,Dash,1310040251,Drop,1310030251,Drop,3210010151,Dash,2210040151,Dash,3210010151,Drop,1210040151,Drop,2210040151,Dash,2210040151,Dash,2310020251,Dash,2310020251,Dash,3210010151,Dash,3210010151,Dash,2210040151,Drop,1310040151,Drop,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,3210010151.0,Drop,2210040151.0,Drop,3210010151.0,Drop,2210040151.0,Drop,,,,,,,,,,,,,,,,
6121013,wave_lostsector_005,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,0,48,0,,1320060151.0,path_fly_mid_small_036,,path_grd_mid_elite1_802,7.0,path_grd_mid_small_058,7.0,path_fly_mid_small_030,8.0,path_fly_mid_small_050,0.0,path_grd_mid_elite1_802,,path_grd_mid_small_012,5.0,,,,,2210010151,Dash,2210010151,Dash,2210010151,Jump,3210030151,Jump,2220030151,Dash,2220030151,Dash,3220020151,Dash,2320050251,Jump,2220010151,Dash,3220050151,Dash,3220050151,Dash,2220040151,Dash,1210010151,Dash,1210010151,Dash,3210030151,Drop,1210010151,Dash,1210030151,Jump,1210030151,Jump,1210030151,Jump,2310050251,Jump,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Drop,1320060151.0,Drop,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,,,,,,,,,,,,,,,,
6121014,wave_lostsector_005,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,12,18,18,,3320020151.0,path_grd_far_elite1_803,,path_grd_mid_small_012,9.0,path_fly_mid_small_027,7.0,path_fly_mid_small_036,,path_grd_close_small_051,0.0,path_grd_far_elite1_803,4.0,path_fly_close_small_038,8.0,,,,,3120010151,Jump,3220030151,Jump,3220070151,Drop,3320020251,Drop,1220060151,Dash,1220060151,Dash,1220060151,Dash,2220040151,Dash,3210020151,Jump,3210020151,Jump,3210020151,Jump,1210040151,Jump,1210010151,Dash,1210010151,Dash,1210020151,Drop,1210020151,Drop,3220030151,Jump,3220030151,Jump,3220030151,Jump,1320040251,Jump,3120010151.0,Jump,3120010151.0,Jump,3220070151.0,Drop,3320020151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,,,,,,,,,,,,,,,,
6121015,wave_lostsector_005,BaseDefense,60,7,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,0,60,0,normal,,path_grd_mid_small_070,6.0,path_grd_mid_small_043,6.0,path_fly_mid_elite2_805,,path_grd_mid_elite1_802,3.0,path_fly_mid_elite2_805,8.0,path_grd_mid_small_037,5.0,path_grd_mid_small_076,9.0,path_grd_mid_elite1_802,12.0,,,1220060151,Dash,1220060151,Dash,1220060151,Dash,3220020151,Dash,2220020151,Jump,2220050151,Jump,2220020151,Jump,2220050151,Jump,1220060151,Drop,1220060151,Drop,1310020251,Drop,3320080251,Drop,2220020151,Jump,2220020151,Jump,2220050151,Drop,3320080251,Drop,1220060151,Drop,1220060151,Drop,2210030151,Drop,1310020251,Drop,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,2220020151.0,Dash,1220060151.0,Jump,1220060151.0,Jump,3220020151.0,Dash,3320080251.0,Drop,,,,,,,,
6122001,wave_lostsector_005,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,33,12,0,,3320010151.0,path_grd_mid_small_052,,path_fly_close_elite1_801,6.0,path_grd_mid_small_058,,path_grd_close_elite1_801,0.0,path_fly_close_special_046,6.0,,,,,,,,,1220060151,Dash,1220060151,Dash,1220060151,Dash,1220060151,Dash,3210010151,Dash,3210010151,Dash,3210030151,Drop,1310020251,Drop,3220040151,Dash,3220040151,Dash,3220040151,Dash,2220040151,Dash,1220060151,Dash,1220060151,Dash,2220040151,Drop,3320010151,Drop,2210010151,Dash,2210010151,Dash,2210010151,Drop,1210040151,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6122002,wave_lostsector_005,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,0,24,12,,1320060151.0,path_grd_far_small_059,,path_grd_mid_elite1_802,7.0,path_fly_mid_small_005,,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,10.0,,,,,,,,,3220040151,Dash,3220040151,Dash,3220040151,Dash,2220040151,Dash,3220040151,Drop,3220040151,Drop,1220050151,Dash,1320060251,Dash,3210020151,Dash,3210020151,Dash,3210020151,Dash,3210030151,Dash,3220040151,Dash,3220040151,Dash,2220040151,Drop,2320030251,Drop,3220040151,Dash,2220040151,Dash,3220040151,Dash,1320060151,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6122003,wave_lostsector_005,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,0,45,18,,3320070151.0,path_fly_far_elite1_803,,path_grd_mid_elite1_802,5.0,path_fly_mid_small_039,11.0,path_fly_mid_special_016,,path_fly_mid_elite1_802,0.0,path_grd_far_elite1_803,10.0,path_fly_mid_small_039,8.0,,,,,1210010151,Dash,1210010151,Dash,3210030151,Drop,3310030251,Drop,2220030151,Dash,2220030151,Dash,2220040151,Drop,3320070251,Drop,1210010151,Dash,1210010151,Dash,1210010151,Dash,1210010151,Dash,2110010151,Drop,2110010151,Drop,2210010151,Drop,2210010151,Drop,1210010151,Jump,1210010151,Jump,3310030251,Drop,3210030151,Drop,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,3320070151.0,Drop,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,,,,,,,,,,,,,,,,
6122004,wave_lostsector_005,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,9,15,12,,1310030151.0,path_grd_close_elite1_801,,path_grd_far_small_033,7.0,path_grd_mid_small_058,7.0,path_fly_mid_elite1_802,0.0,path_grd_far_small_044,6.0,,,,,,,,,3220030151,Dash,3220030151,Dash,2220040151,Jump,2320050251,Jump,2220030151,Dash,2220030151,Dash,2220030151,Dash,2220040151,Dash,3220030151,Dash,3220030151,Dash,3220030151,Dash,2220040151,Dash,3210010151,Dash,3210010151,Dash,3210030151,Drop,1310030151,Drop,2220030151,Jump,2220030151,Jump,2220030151,Jump,2220040151,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6122005,wave_lostsector_005,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,6,51,0,,2320050151.0,path_grd_mid_special_025,,path_fly_mid_small_030,10.0,path_grd_close_small_013,4.0,path_grd_mid_elite1_802,0.0,path_grd_mid_special_025,6.0,path_grd_mid_small_043,3.0,,,,,,,1120010151,Jump,1120010151,Jump,3220050151,Drop,2320050251,Drop,1210020151,Drop,1210020151,Drop,1210020151,Drop,3210040151,Drop,1220050151,Dash,1220050151,Dash,1220050151,Dash,1220050151,Dash,3220050151,Dash,3220050151,Dash,1220050151,Drop,1320030251,Drop,3120010151,Dash,3120010151,Dash,1220050151,Drop,2320050151,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6122006,wave_lostsector_005,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,6,33,9,,2320010151.0,path_fly_mid_small_036,,path_grd_mid_elite1_802,,path_fly_mid_small_050,10.0,path_grd_far_elite2_809,0.0,path_fly_mid_small_050,,path_grd_mid_small_043,10.0,path_grd_close_small_042,,,,,,2210010151,Dash,2210010151,Dash,3210020151,Dash,3210020151,Dash,1220010151,Dash,1220010151,Dash,3220040151,Dash,3320010251,Drop,2210010151,Dash,1310020251,Drop,2210010151,Dash,3210030151,Normal,1220010151,Dash,1220010151,Dash,1320030251,Drop,2320010151,Drop,3210020151,Dash,1310020251,Drop,3210020151,Dash,3210030151,Dash,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,1220010151.0,Dash,,,,,,,,,,,,,,,,
