stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6502611,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,3310010111,path_grd_mid_small_037,3220060111,Dash,2220040111.0,Dash,3220060111.0,Dash,1320040211.0,Dash,path_grd_far_small_041,7.0,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220050111.0,Dash,path_fly_far_small_031,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,3210030111.0,Drop,path_fly_mid_elite2_805,0.0,1210010111.0,Jump,1210010111.0,Jump,3210030111.0,Drop,3310010111.0,Drop,path_grd_far_small_044,,3220060111.0,Dash,2220040111.0,Dash,3220060111.0,Dash,2220040111.0,Dash,0,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502612,wave_eventdungeon_011,Campaign,180,6,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_basedefense_001,3420020111,path_grd_mid_centurion_902,3420020111,Normal,,,,,,,path_grd_close_small_004,,1220010111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,path_grd_mid_small_061,3220040111.0,Normal,1120010111.0,Normal,1120010111.0,Normal,2220040111.0,Normal,path_grd_mid_elite1_802,4.0,2220020111.0,Jump,2220030111.0,Jump,3220020111.0,Jump,2320030211.0,Dash,path_fly_mid_elite2_808,4.0,1110010111.0,Jump,1110010111.0,Jump,1110010111.0,Jump,2210020111.0,Jump,7,39,0,,path_grd_mid_small_076,2220010111.0,Normal,2220010111.0,Normal,1220040111.0,Normal,1220040111.0,Normal,5.0,path_grd_mid_elite1_802,,1120010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,3320060211.0,Drop,,,,,,,,,,,,,,,,,,,,
6502613,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,3320070111,path_fly_far_elite1_803,1210010111,Dash,1210010111.0,Dash,3210030111.0,Drop,3310030211.0,Drop,path_grd_mid_elite1_802,5.0,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Drop,3320070211.0,Drop,path_fly_mid_small_039,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,path_fly_mid_special_016,,2110010111.0,Drop,2110010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,path_fly_mid_elite1_802,0.0,1210010111.0,Jump,1210010111.0,Jump,3310030211.0,Drop,3210030111.0,Drop,0,45,18,11.0,path_grd_far_elite1_803,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,3320070111.0,Drop,10.0,path_fly_mid_small_039,8.0,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,,,,,,,,,,,,,,,,,,,,
6502614,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,2320010111,path_fly_mid_small_036,2210010111,Dash,2210010111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,path_grd_mid_elite1_802,,1220010111.0,Dash,1220010111.0,Dash,3220040111.0,Dash,3320010211.0,Drop,path_fly_mid_small_050,2210010111.0,Dash,1310020211.0,Drop,2210010111.0,Dash,3210030111.0,Normal,path_grd_far_elite2_809,0.0,1220010111.0,Dash,1220010111.0,Dash,1320030211.0,Drop,2320010111.0,Drop,path_fly_mid_small_050,,3210020111.0,Dash,1310020211.0,Drop,3210020111.0,Dash,3210030111.0,Dash,6,33,9,10.0,path_grd_mid_small_043,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,10.0,path_grd_close_small_042,,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,,,,,,,,,,,,,,,,,,,,
6502615,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,2320020111,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220020111.0,Drop,3320050211.0,Drop,path_fly_mid_small_036,7.0,3210030111.0,Dash,2210040111.0,Dash,3210010111.0,Dash,2210040111.0,Dash,path_grd_mid_small_058,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Dash,path_fly_mid_small_042,,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,3210010111.0,Drop,path_fly_mid_small_030,0.0,1210010111.0,Drop,1210010111.0,Drop,2210040111.0,Drop,2310050211.0,Drop,0,54,0,7.0,path_grd_mid_elite1_802,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Drop,2320020111.0,Jump,,path_grd_mid_small_043,,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,
6502616,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,3320020111,path_grd_close_small_054,1220040111,Drop,1220040111.0,Drop,2220040111.0,Drop,2320030211.0,Drop,path_grd_mid_elite1_802,,1220040111.0,Dash,1220040111.0,Dash,3220070111.0,Drop,1320010211.0,Drop,path_fly_mid_special_047,2110010111.0,Dash,2110010111.0,Dash,2210010111.0,Drop,3210030111.0,Drop,path_grd_far_small_044,,1220040111.0,Dash,1220040111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,path_grd_mid_elite2_808,0.0,1220040111.0,Dash,1220040111.0,Dash,2320020211.0,Drop,3320020111.0,Drop,6,39,18,8.0,path_grd_mid_small_070,3220070111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,2220040111.0,Dash,,path_grd_far_small_038,,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,2220040111.0,Dash,path_grd_far_small_044,3220070111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,,,,,,,,,,,
6502617,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,1320020111,path_grd_mid_small_070,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Normal,path_fly_mid_elite1_802,6.0,2210010111.0,Drop,2210010111.0,Drop,3310050211.0,Drop,3310040211.0,Drop,path_grd_mid_small_034,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,1320020211.0,Drop,path_fly_mid_small_050,0.0,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3310040211.0,Drop,path_grd_mid_elite2_808,,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,1320020111.0,Drop,0,34,8,10.0,path_fly_mid_small_050,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,3310050211.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502618,wave_eventdungeon_011,Campaign,90,5,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,2320070111,path_grd_mid_special_065,3120010111,Dash,3120010111.0,Dash,2220020111.0,Drop,2320070211.0,Drop,path_grd_far_small_074,12.0,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220040111.0,Dash,path_fly_mid_small_005,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,path_fly_mid_elite1_802,0.0,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,2310010211.0,Drop,path_grd_far_small_071,7.0,2220020111.0,Dash,2220020111.0,Dash,3220060111.0,Dash,2320070111.0,Jump,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502619,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,1320010111,path_grd_mid_small_073,3220070111,Drop,3220070111.0,Drop,3220070111.0,Drop,2220040111.0,Dash,path_grd_far_elite1_803,3.0,3220010111.0,Jump,3220010111.0,Jump,3220070111.0,Drop,3320020211.0,Drop,path_grd_mid_small_070,3220010111.0,Dash,3220010111.0,Dash,3220010111.0,Dash,1320010211.0,Drop,path_fly_far_small_031,10.0,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3310050211.0,Drop,path_grd_far_elite1_803,0.0,3220070111.0,Dash,3220070111.0,Dash,2220040111.0,Drop,3320020211.0,Drop,0,27,30,6.0,path_fly_mid_small_030,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3310050211.0,Drop,10.0,path_grd_mid_elite1_802,5.0,3220010111.0,Dash,3220010111.0,Dash,3220070111.0,Drop,1320010111.0,Drop,path_grd_far_small_044,3220070111.0,Dash,2220040111.0,Dash,3220070111.0,Dash,2220040111.0,Dash,9.0,,,,,,,,,,
6502620,wave_eventdungeon_011,Campaign,90,7,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,2310040111,path_grd_mid_small_002,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_elite1_802,6.0,1210030111.0,Drop,3210040111.0,Drop,3210030111.0,Drop,2310040211.0,Drop,path_grd_close_small_060,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,path_fly_mid_small_021,6.0,3210040111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,3210040111.0,Drop,path_fly_mid_elite2_805,0.0,1210030111.0,Drop,3210040111.0,Drop,1310010211.0,Drop,2310040111.0,Drop,12,34,8,,path_fly_close_small_049,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,3210030111.0,Normal,,path_grd_mid_small_043,,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,path_grd_mid_small_005,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,8.0,,,,,,,,,,
