stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,mod_value,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count,wave_data/6/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6210561,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320060141.0,path_grd_mid_small_070,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Dash,path_fly_mid_small_039,,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,1310010241.0,Dash,path_grd_mid_small_034,7.0,3220060141.0,Drop,3220080141.0,Drop,3220060141.0,Drop,2220050141.0,Dash,path_grd_mid_small_068,0.0,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Drop,2320060141.0,Drop,path_grd_mid_small_043,10.0,3220050141.0,Dash,3220060141.0,Dash,2220050141.0,Dash,3220080141.0,Normal,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210562,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1320040141.0,path_grd_close_small_001,1220020141,Drop,1220020141.0,Drop,1220030141.0,Dash,1220030141.0,Dash,path_grd_mid_elite1_802,7.0,1120010141.0,Jump,1120010141.0,Jump,1220020141.0,Drop,2320050241.0,Drop,path_fly_mid_small_053,6.0,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,path_grd_mid_special_065,0.0,1120010141.0,Dash,1120010141.0,Dash,1220030141.0,Drop,1320040141.0,Drop,path_grd_far_small_071,11.0,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,3220020141.0,Dash,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210563,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2320010141.0,path_grd_mid_small_002,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,path_fly_mid_small_050,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,path_grd_mid_elite1_802,8.0,3220040141.0,Drop,3220040141.0,Drop,3220060141.0,Drop,2320010241.0,Drop,path_grd_mid_elite2_808,0.0,3220040141.0,Dash,3220060141.0,Dash,1320030241.0,Drop,2320010141.0,Drop,path_fly_mid_small_050,10.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,0,42,0,path_grd_mid_small_043,7.0,3220040141.0,Drop,3220060141.0,Drop,3220040141.0,Drop,3220060141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210564,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2310040141.0,path_grd_mid_small_002,3220010141,Jump,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,path_fly_mid_elite1_802,6.0,3210010141.0,Dash,3210010141.0,Dash,1210040141.0,Drop,2310040241.0,Drop,path_fly_mid_small_005,8.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,path_fly_mid_elite2_805,0.0,3210010141.0,Dash,3210010141.0,Dash,2310060241.0,Drop,2310040141.0,Drop,path_grd_mid_small_043,10.0,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,0,42,0,path_fly_mid_small_024,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210565,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1320040141.0,path_grd_mid_small_070,1220040141,Drop,1220040141.0,Drop,1220040141.0,Drop,2220040141.0,Dash,path_grd_mid_elite2_805,,1220040141.0,Dash,1220040141.0,Dash,2320020241.0,Dash,1320040241.0,Dash,path_grd_close_small_069,10.0,1220040141.0,Drop,1220040141.0,Drop,1220040141.0,Drop,2220040141.0,Dash,path_grd_mid_small_043,,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,path_grd_mid_elite2_805,0.0,1220040141.0,Dash,1220040141.0,Dash,2320020241.0,Drop,1320040141.0,Drop,6,42,0,path_grd_mid_small_070,10.0,1220040141.0,Drop,1220040141.0,Drop,1220040141.0,Drop,2220040141.0,Dash,,path_grd_mid_small_068,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,2320020241.0,Drop,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
6210566,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,1320030141.0,path_grd_mid_small_011,1220020141,Drop,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,path_fly_mid_small_050,,3210020141.0,Drop,3210020141.0,Drop,3210020141.0,Drop,3210030141.0,Dash,path_grd_mid_elite2_805,10.0,1220020141.0,Dash,1220020141.0,Dash,2320050241.0,Drop,2320050241.0,Drop,path_grd_mid_small_043,,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,path_grd_mid_elite2_805,0.0,1220020141.0,Dash,1220020141.0,Dash,2320050241.0,Drop,2320050241.0,Drop,0,48,0,path_grd_mid_small_070,10.0,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,1320030141.0,Dash,,path_fly_mid_small_036,3210020141.0,Drop,3210020141.0,Drop,3210030141.0,Drop,3210030141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210567,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320010141.0,path_grd_mid_small_002,1220030141,Drop,1220030141.0,Drop,1220030141.0,Drop,1220030141.0,Drop,path_grd_mid_small_043,5.0,1220030141.0,Dash,1220030141.0,Dash,1220030141.0,Dash,1220030141.0,Dash,path_grd_mid_elite2_805,10.0,1220030141.0,Dash,1220030141.0,Dash,2320010241.0,Drop,2320010241.0,Drop,path_grd_mid_small_005,,2220010141.0,Dash,1220030141.0,Dash,2220010141.0,Dash,1220030141.0,Dash,path_grd_mid_elite2_805,0.0,1220030141.0,Dash,1220030141.0,Dash,2320010241.0,Drop,2320010141.0,Drop,6,42,0,path_grd_close_small_014,10.0,3320080241.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,,path_grd_mid_small_052,1220030141.0,Drop,1220030141.0,Drop,1220030141.0,Drop,1220030141.0,Drop,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
6210568,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,3320080141.0,path_grd_mid_small_043,3220030141,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,path_grd_mid_small_070,,3220030141.0,Drop,3220080141.0,Drop,3220030141.0,Drop,2220050141.0,Normal,path_grd_mid_elite2_805,,3220030141.0,Dash,2220010141.0,Dash,1320040241.0,Drop,3320080241.0,Drop,path_grd_mid_small_034,10.0,3220080141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,path_grd_close_small_069,0.0,2220010141.0,Drop,3220080141.0,Drop,3220030141.0,Drop,2220050141.0,Normal,6,48,0,path_grd_mid_elite2_808,8.0,3220030141.0,Dash,2220010141.0,Dash,1320040241.0,Drop,3320080141.0,Drop,,path_grd_mid_small_043,2220010141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220080141.0,Drop,path_grd_mid_small_052,10.0,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,,,,,,,,,,,,,,,,,,,,,
6210569,wave_tower_default_007,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_fly_close_elite1_801,1210020141,Normal,1210020141.0,Normal,1210030141.0,Dash,1310010241.0,Dash,path_grd_mid_small_040,12.0,1220060141.0,Normal,1220060141.0,Normal,3220020141.0,Normal,2320040241.0,Normal,path_fly_mid_small_008,8.0,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,path_fly_mid_special_016,7.0,1110010141.0,Drop,1110010141.0,Drop,1210020141.0,Normal,1210020141.0,Normal,path_grd_mid_elite2_805,3.0,1220060141.0,Drop,1220060141.0,Drop,3320060141.0,Normal,3320060241.0,Drop,24,57,0,path_fly_mid_small_008,,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,20,path_fly_close_special_044,1110010141.0,Drop,1110010141.0,Drop,1210020141.0,Normal,2310030241.0,Drop,path_grd_mid_small_075,10.0,1220060141.0,Normal,1220060141.0,Normal,1220060141.0,Drop,1220060141.0,Drop,path_fly_mid_elite2_808,1210020141.0,Normal,1210020141.0,Normal,2310020241.0,Drop,2310020241.0,Drop,5.0,7.0,,,,,,,,,,
6210570,wave_tower_default_007,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,3420050241.0,path_grd_mid_centurion_902,3420050241,Normal,,,,,,,path_grd_close_small_001,,1220020111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,2220040111.0,Jump,path_grd_mid_small_005,,1120010111.0,Dash,1120010111.0,Drop,2220010111.0,Drop,2220030111.0,Dash,path_fly_mid_elite2_805,4.0,2110010111.0,Jump,2110010111.0,Jump,2210020111.0,Jump,1310030211.0,Jump,path_fly_close_small_023,4.0,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,12,22,6,path_grd_mid_small_005,,1220010111.0,Jump,1220010111.0,Jump,1220010111.0,Jump,1220010111.0,Jump,,path_grd_far_small_033,2120010111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,1320030211.0,Drop,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
6210571,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320030121.0,path_grd_mid_small_002,3220050121,Drop,3220050121.0,Drop,3220060121.0,Dash,3220060121.0,Dash,path_grd_close_small_067,6.0,3220060121.0,Dash,3220060121.0,Dash,2220050121.0,Drop,1320030221.0,Drop,path_grd_mid_small_011,6.0,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,path_grd_mid_elite1_802,0.0,3220060121.0,Jump,3220060121.0,Jump,3220020121.0,Drop,2320030121.0,Drop,path_grd_close_small_048,,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,12,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210572,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3310050121.0,path_grd_close_small_001,3220030121,Jump,3220030121.0,Jump,3220030121.0,Dash,2220040121.0,Dash,path_fly_mid_elite1_802,7.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3310050221.0,Dash,path_grd_close_small_051,,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,2220010121.0,Dash,path_fly_mid_elite1_802,0.0,1210010121.0,Dash,1210010121.0,Dash,3210030121.0,Drop,3310050121.0,Drop,path_grd_close_small_042,,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,18,33,0,path_grd_mid_special_025,,3120010121.0,Jump,3120010121.0,Jump,3120010121.0,Drop,3120010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210573,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2320020121.0,path_grd_mid_small_002,1220040121,Jump,1220040121.0,Jump,1220040121.0,Jump,1220040121.0,Jump,path_grd_mid_elite1_802,5.0,1220040121.0,Dash,1220040121.0,Dash,3220060121.0,Drop,2320070221.0,Drop,path_grd_mid_small_049,10.0,1220040121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,path_grd_mid_elite2_805,0.0,1220040121.0,Drop,3220060121.0,Drop,2320070221.0,Drop,2320020121.0,Drop,path_grd_close_small_004,8.0,1220040121.0,Dash,3220060121.0,Dash,1220040121.0,Dash,3220060121.0,Dash,6,36,0,path_grd_mid_small_005,6.0,1220040121.0,Dash,3220060121.0,Dash,1220040121.0,Dash,3220060121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210574,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,1320060121.0,path_grd_mid_small_055,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_elite3_814,,2220020121.0,Dash,3320010221.0,Dash,2220040121.0,Dash,1320060221.0,Dash,path_grd_mid_small_011,8.0,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_elite3_814,0.0,2220020121.0,Dash,3320010221.0,Dash,2220040121.0,Drop,1320060121.0,Drop,path_grd_mid_small_043,8.0,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210575,wave_tower_default_007,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_elite2_805,2220010121,Jump,2220010121.0,Jump,1320060221.0,Drop,1320060221.0,Drop,path_grd_far_small_038,5.0,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,2220040121.0,Jump,path_grd_mid_special_025,6.0,1220060121.0,Jump,1220060121.0,Jump,2220010121.0,Drop,2220010121.0,Drop,path_fly_mid_elite1_802,3.0,2220010121.0,Drop,2220010121.0,Drop,3210030121.0,Drop,1310040221.0,Drop,path_grd_mid_elite1_802,10.0,2220010121.0,Jump,2220040121.0,Jump,1320060221.0,Drop,1320060121.0,Drop,0,57,12,path_grd_far_small_044,,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,normal,path_grd_mid_small_075,2220010121.0,Jump,2220040121.0,Jump,2220010121.0,Jump,2220040121.0,Jump,path_grd_mid_elite1_802,,1220060121.0,Jump,1220060121.0,Jump,1320060221.0,Drop,2220040121.0,Drop,,,,,,,,,,,8.0,,,,,,,,,,
6210576,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,3310040121.0,path_fly_mid_small_018,3210010121,Dash,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,path_fly_mid_small_050,5.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Normal,path_fly_mid_elite2_808,10.0,3210010121.0,Dash,3210010121.0,Dash,3310050221.0,Drop,3310050221.0,Drop,path_fly_mid_small_024,,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,path_fly_far_elite1_803,0.0,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,3310040121.0,Drop,0,42,9,path_fly_mid_elite2_808,10.0,3210010121.0,Drop,3210010121.0,Drop,3310050221.0,Drop,3310050221.0,Dash,,path_fly_mid_small_039,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
6210577,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320060121.0,path_grd_mid_small_070,1220010121,Jump,1220010121.0,Jump,1220010121.0,Jump,2220050121.0,Dash,path_grd_mid_elite1_802,,1220010121.0,Dash,3220020121.0,Dash,2220050121.0,Drop,2320060221.0,Drop,path_grd_mid_small_012,,1220010121.0,Dash,3220020121.0,Dash,1220010121.0,Dash,3220020121.0,Dash,path_grd_mid_elite1_802,0.0,1220010121.0,Dash,3220020121.0,Dash,2220050121.0,Drop,2320060121.0,Drop,path_grd_mid_small_070,,1220010121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,2220050121.0,Dash,0,42,0,path_grd_mid_small_070,,1220010121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,2220050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210578,wave_tower_default_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2320030121.0,path_grd_mid_small_002,1220040121,Jump,1220040121.0,Jump,1220040121.0,Jump,1220040121.0,Jump,path_grd_mid_elite1_802,,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,2320030221.0,Drop,path_fly_mid_small_021,,3210050121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,path_fly_mid_small_021,0.0,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3210050121.0,Drop,path_grd_mid_elite1_802,8.0,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,2320030121.0,Drop,0,51,0,path_grd_mid_elite1_802,6.0,1220050121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,2320030221.0,Drop,,path_grd_mid_small_070,1220040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210579,wave_tower_default_007,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010121,Dash,2220010121.0,Dash,2220010121.0,Dash,1320030221.0,Normal,path_fly_close_small_041,12.0,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,3210040121.0,Drop,path_grd_mid_special_025,,2220010121.0,Jump,1120010121.0,Jump,1220050121.0,Drop,2220040121.0,Jump,path_grd_close_small_036,,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_grd_mid_elite2_805,2.0,2220010121.0,Jump,1120010121.0,Dash,2320050221.0,Drop,2320050121.0,Normal,24,63,0,path_grd_close_small_036,,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,2320040221.0,Normal,20,path_fly_mid_special_047,3110010121.0,Dash,3110010121.0,Dash,3210040121.0,Drop,3210030121.0,Drop,path_grd_mid_small_075,10.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_fly_close_small_001,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,,10.0,path_fly_mid_elite2_805,10.0,2220010121.0,Drop,2220010121.0,Drop,2320050221.0,Normal,3320070221.0,Drop
6210580,wave_tower_default_007,Campaign,180,5,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010121.0,b_g_landeater_01,2520010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210581,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,2320020131.0,path_grd_mid_small_049,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,2220040131.0,Drop,path_grd_mid_special_065,7.0,1120010131.0,Dash,1120010131.0,Dash,2220030131.0,Dash,2320020231.0,Dash,path_grd_far_small_044,,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,path_fly_far_special_045,0.0,1110010131.0,Drop,1110010131.0,Drop,1110010131.0,Drop,1210040131.0,Drop,path_grd_mid_special_065,10.0,1120010131.0,Drop,1120010131.0,Drop,2220030131.0,Drop,2320020131.0,Drop,0,36,27,path_grd_far_small_006,8.0,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210582,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3320020131.0,path_grd_close_small_051,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,path_grd_mid_elite1_802,7.0,3120010131.0,Jump,3120010131.0,Jump,3220070131.0,Drop,3320020231.0,Drop,path_grd_mid_small_049,4.0,3220050131.0,Drop,3220070131.0,Drop,3220050131.0,Drop,3220070131.0,Drop,path_grd_close_small_042,11.0,3120010131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,3120010131.0,Dash,path_grd_mid_elite1_802,0.0,3220050131.0,Dash,3220050131.0,Dash,3220070131.0,Drop,3320020131.0,Drop,18,24,0,path_grd_close_small_069,5.0,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210583,wave_tower_default_007,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,1320010131.0,path_grd_mid_small_002,1220040131,Jump,1220040131.0,Jump,1220040131.0,Jump,2220040131.0,Dash,path_grd_far_elite1_803,6.0,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Drop,1320010231.0,Drop,path_grd_mid_small_055,10.0,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,1220050131.0,Dash,path_grd_far_elite1_803,0.0,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Drop,1320010131.0,Drop,path_grd_mid_small_070,7.0,1220040131.0,Jump,1220050131.0,Jump,1220040131.0,Jump,2220040131.0,Dash,0,24,18,path_grd_mid_small_043,6.0,2220010131.0,Drop,1220050131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
