stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/1/private_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
7002003,wave_campaign_hard_001,Campaign,90,7,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForest,Night,ibg_cityforestunder_001,1310020121.0,path_fly_close_small_041,2110010121,Drop,2110010121.0,Drop,2110010121.0,Drop,2110010121.0,Drop,path_grd_mid_elite2_805,2220030121.0,Drop,2220030121.0,Drop,2320050221.0,Drop,2320050221.0,Drop,path_fly_mid_small_053,6.0,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,15,24,0,path_fly_mid_elite1_802,0.0,2210020121.0,Dash,2210020121.0,Dash,3210030121.0,Drop,1310020121.0,Dash,path_grd_close_elite1_801,2220030121.0,Jump,2220030121.0,Jump,2220050121.0,Drop,3320040221.0,Drop,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002004,wave_campaign_hard_001,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForest,Night,ibg_cityforestunder_001,3320010121.0,path_grd_mid_small_055,3220010121,Jump,3220010121.0,Jump,3220010121.0,Jump,3220010121.0,Jump,path_fly_close_small_001,3110010121.0,Drop,3110010121.0,Drop,3210020121.0,Dash,3310020221.0,Dash,path_grd_close_small_048,,3120010121.0,Jump,3120010121.0,Jump,3220010121.0,Jump,3220010121.0,Jump,18,12,0,path_grd_mid_small_061,0.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3320010121.0,Drop,path_grd_close_small_048,3120010121.0,Jump,3120010121.0,Jump,3220010121.0,Jump,3220010121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002005,wave_campaign_hard_001,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForest,Night,ibg_cityforestunder_001,3320020121.0,path_grd_close_small_054,3220030121,Drop,3220030121.0,Drop,3220030121.0,Drop,3320070221.0,Drop,path_grd_mid_elite1_802,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3320020221.0,Drop,path_fly_mid_special_047,14.0,2110010121.0,Dash,2110010121.0,Dash,2110010121.0,Drop,3210030121.0,Drop,6,33,12,path_grd_far_small_044,,3220070121.0,Dash,3220070121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,path_grd_mid_elite2_808,3220030121.0,Dash,3220030121.0,Dash,2320020221.0,Drop,3320020121.0,Dash,,0.0,path_grd_far_small_071,7.0,3220070121.0,Dash,3220070121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,,,,,,,,,,,,,,,,,,,,,
7002006,wave_campaign_hard_001,Campaign,90,5,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForest,Night,ibg_cityforestunder_001,3320040121.0,path_fly_close_small_041,3210010121,Drop,3210010121.0,Drop,3210020121.0,Normal,3210020121.0,Normal,path_grd_mid_small_061,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Jump,3320010221.0,Drop,path_fly_mid_small_002,,3210010121.0,Normal,3210010121.0,Normal,3210030121.0,Dash,3210030121.0,Dash,12,18,0,path_grd_close_small_013,0.0,3220010121.0,Normal,3220010121.0,Normal,3220010121.0,Normal,3320040121.0,Drop,path_fly_mid_small_002,3210010121.0,Normal,3210010121.0,Normal,3210030121.0,Dash,3210030121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002007,wave_campaign_hard_001,Campaign,90,5,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForest,Night,ibg_cityforestunder_001,3320070121.0,path_grd_mid_small_061,3220040121,Jump,3220040121.0,Jump,3220020121.0,Normal,3220020121.0,Normal,path_fly_mid_small_008,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3310010221.0,Drop,path_grd_far_small_041,,3220040121.0,Normal,3220040121.0,Normal,3220070121.0,Normal,3220070121.0,Normal,0,18,12,path_grd_mid_small_043,0.0,3120010121.0,Jump,3120010121.0,Jump,3220050121.0,Normal,3320070121.0,Drop,path_grd_far_small_041,3220040121.0,Normal,3220040121.0,Normal,3220070121.0,Dash,3220070121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002008,wave_campaign_hard_001,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForest,Night,ibg_cityforestunder_001,3320050121.0,path_fly_close_small_004,3110010121,Normal,3110010121.0,Normal,3210020121.0,Drop,3210020121.0,Drop,path_grd_mid_special_065,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,3320040221.0,Drop,path_fly_close_small_004,,3210010121.0,Normal,3210010121.0,Normal,3210020121.0,Jump,3210020121.0,Jump,24,15,0,path_grd_close_small_067,0.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,3320050121.0,Drop,path_fly_close_small_004,3210010121.0,Normal,3210010121.0,Normal,3210020121.0,Jump,3210020121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002009,wave_campaign_hard_001,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForest,Night,ibg_cityforestunder_001,3310020121.0,path_fly_far_small_022,3210020121,Drop,3210020121.0,Drop,3110010121.0,Normal,3110010121.0,Normal,path_fly_mid_small_008,3210040121.0,Jump,3210040121.0,Jump,3210040121.0,Jump,3310010221.0,Jump,path_grd_mid_small_055,,3220040121.0,Normal,3220040121.0,Normal,3220050121.0,Drop,3220050121.0,Drop,0,24,6,path_fly_mid_small_042,0.0,3110010121.0,Normal,3110010121.0,Normal,3110010121.0,Normal,3310020121.0,Drop,path_grd_mid_small_055,3220040121.0,Normal,3220040121.0,Normal,3220050121.0,Drop,3220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002010,wave_campaign_hard_001,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForest,Night,ibg_cityforestunder_001,3320070121.0,path_grd_mid_small_043,3220030121,Dash,3220030121.0,Dash,3220050121.0,Normal,3220050121.0,Normal,path_fly_close_small_007,3110010121.0,Dash,3110010121.0,Dash,3210010121.0,Drop,3310030221.0,Drop,path_grd_mid_small_061,,3220050121.0,Dash,3220050121.0,Dash,3220010121.0,Normal,3220010121.0,Normal,12,18,0,path_grd_close_small_054,0.0,3220060121.0,Normal,3220060121.0,Normal,3220060121.0,Normal,3320070121.0,Drop,path_grd_mid_small_061,3220050121.0,Dash,3220050121.0,Dash,3220010121.0,Jump,3220010121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002011,wave_campaign_hard_001,Campaign,90,7,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForest,Night,ibg_cityforestunder_001,1310030121.0,path_grd_close_elite1_801,2220030121,Dash,2220030121.0,Dash,2220030121.0,Drop,3320070221.0,Drop,path_fly_mid_elite1_802,3210010121.0,Jump,3210010121.0,Jump,3210010121.0,Drop,1310030221.0,Drop,path_grd_close_small_042,,3220010121.0,Dash,3220010121.0,Dash,3220010121.0,Dash,3220010121.0,Dash,24,24,0,path_grd_close_elite1_801,0.0,3220010121.0,Jump,3220010121.0,Jump,3220010121.0,Drop,1320030221.0,Dash,path_fly_mid_elite1_802,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,1310030121.0,Drop,10.0,10.0,path_grd_mid_small_011,,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,,,,,,,,,,,,,,,,,,,,,
7002012,wave_campaign_hard_001,Campaign,180,6,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020151.0,b_grd_gravedigger_01,3520020151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002013,wave_campaign_hard_001,Campaign,180,6,False,False,point_grd_alteisen_01,point_fly_alteisen_01,sbg_desertmbg001_001,Desertmbg001,Day,ibg_desert_001,3520010111.0,b_g_alteisen_01,3520010111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7003001,wave_campaign_hard_001,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,Desertmbg001,Night,ibg_cityforestunder_001,2320030151.0,path_grd_close_elite1_801,1220040151,Jump,1220040151.0,Jump,1220050151.0,Drop,2320030251.0,Drop,path_grd_close_small_013,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,path_grd_mid_small_049,4.0,1220040151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,2220040151.0,Drop,27,18,0,path_fly_close_small_041,7.0,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,path_grd_mid_small_055,1220040151.0,Drop,1220040151.0,Drop,3220020151.0,Drop,2320030151.0,Dash,7.0,0.0,path_grd_close_small_042,3.0,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,1220040151.0,Dash,path_fly_mid_small_030,10.0,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,,,,,,,,,,,
7003002,wave_campaign_hard_001,Campaign,90,7,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForest,Night,ibg_cityforestunder_001,3320020151.0,path_grd_close_small_054,3220030151,Drop,3220030151.0,Drop,2220040151.0,Drop,2320030251.0,Drop,path_grd_mid_elite1_802,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Drop,1320010251.0,Drop,path_fly_mid_special_047,14.0,2110010151.0,Dash,2110010151.0,Dash,3210030151.0,Drop,3210030151.0,Drop,6,33,12,path_grd_far_small_044,,3220070151.0,Dash,3220070151.0,Dash,2120010151.0,Dash,2120010151.0,Dash,path_grd_mid_elite2_808,3220030151.0,Dash,3220030151.0,Dash,2320020251.0,Drop,3320020151.0,Dash,,0.0,path_grd_far_small_071,7.0,3220070151.0,Dash,3220070151.0,Dash,1220020151.0,Dash,2220040151.0,Dash,,,,,,,,,,,,,,,,,,,,,
7003003,wave_campaign_hard_001,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForest,Night,ibg_cityforestunder_001,1320010151.0,path_grd_mid_small_002,1220010151,Jump,1220010151.0,Jump,1220030151.0,Normal,1220030151.0,Normal,path_fly_far_small_006,1210010151.0,Drop,1210010151.0,Drop,1210010151.0,Dash,1310020251.0,Dash,path_grd_close_small_051,,1220030151.0,Drop,1220030151.0,Drop,1220030151.0,Drop,1220030151.0,Drop,6,24,6,path_fly_mid_small_005,,1210030151.0,Normal,1210030151.0,Normal,1210030151.0,Normal,1210030151.0,Normal,path_grd_mid_small_052,1220030151.0,Jump,1220030151.0,Jump,1220030151.0,Jump,1320010151.0,Drop,,0.0,path_fly_mid_small_005,,1210030151.0,Normal,1210030151.0,Normal,1210030151.0,Normal,1210030151.0,Normal,,,,,,,,,,,,,,,,,,,,,
7003004,wave_campaign_hard_001,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForest,Night,ibg_cityforestunder_001,1310030151.0,path_fly_far_small_019,1210010151,Jump,1210010151.0,Jump,1210020151.0,Normal,1210020151.0,Normal,path_grd_mid_small_055,1220020151.0,Jump,1220020151.0,Jump,1220020151.0,Jump,1320010251.0,Drop,path_fly_close_small_004,,1110010151.0,Jump,1110010151.0,Jump,1210010151.0,Normal,1210010151.0,Normal,6,12,18,path_grd_far_small_056,,1120010151.0,Drop,1120010151.0,Drop,1220010151.0,Normal,1220010151.0,Normal,path_fly_mid_small_008,1210020151.0,Drop,1210020151.0,Drop,1210020151.0,Drop,1310030151.0,Drop,,0.0,path_grd_far_small_056,,1120010151.0,Drop,1120010151.0,Drop,1220010151.0,Normal,1220010151.0,Normal,,,,,,,,,,,,,,,,,,,,,
