stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count
6230661,wave_tower_missilis_008,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_mid_small_070,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Normal,path_fly_far_small_022,,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,path_grd_mid_small_070,10.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Normal,path_fly_mid_elite1_802,4.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2310040241.0,Drop,path_grd_far_small_071,10.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Normal,0,33,21,20,path_grd_mid_small_040,8.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,path_grd_mid_small_075,,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Normal,2220040141.0,Normal,path_fly_far_elite2_809,2210020141.0,Drop,2210020141.0,Drop,2310040241.0,Drop,2310040241.0,Drop,,,,,,,,,,,
6230662,wave_tower_missilis_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,2310020141.0,path_grd_mid_small_002,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,path_fly_mid_elite1_802,,2210020141.0,Dash,2210020141.0,Dash,1210050141.0,Drop,2310020241.0,Drop,path_fly_mid_small_039,7.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,path_fly_mid_small_039,0.0,2210020141.0,Drop,2210020141.0,Drop,1210050141.0,Drop,1210050141.0,Drop,path_fly_mid_elite1_802,8.0,2210020141.0,Dash,2210020141.0,Dash,1210050141.0,Drop,2310020141.0,Drop,0,42,0,,path_grd_mid_small_043,8.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230663,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,2310040141.0,path_grd_mid_small_002,3220010141,Jump,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,path_fly_mid_elite1_802,6.0,3210010141.0,Dash,3210010141.0,Dash,1210040141.0,Drop,2310040241.0,Drop,path_fly_mid_small_005,8.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,path_fly_mid_elite2_805,0.0,3210010141.0,Dash,3210010141.0,Dash,2310060241.0,Drop,2310040141.0,Drop,path_grd_mid_small_043,10.0,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,0,42,0,,path_fly_mid_small_024,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230664,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,1320010141.0,path_grd_mid_small_043,1220060141,Jump,1220060141.0,Jump,1220060141.0,Jump,1220060141.0,Jump,path_grd_mid_small_055,5.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,3220080141.0,Drop,path_grd_mid_elite2_805,10.0,1220060141.0,Dash,3220060141.0,Dash,3320070241.0,Drop,1320010241.0,Drop,path_grd_mid_small_034,,3220080141.0,Drop,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,path_grd_mid_small_055,0.0,1220060141.0,Dash,3220060141.0,Dash,1220060141.0,Drop,3220080141.0,Drop,0,39,9,,path_grd_far_elite2_809,8.0,1220060141.0,Dash,3220060141.0,Dash,3320070241.0,Drop,1320010141.0,Drop,path_grd_mid_small_043,,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,3220080141.0,Drop,,,,,,,,,,,,,,,,,,,,
6230665,wave_tower_missilis_008,BaseDefense,60,7,True,True,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,Tower,Missilis,ibg_arkcityday_basedefense_001,,path_grd_close_small_001,3220050141,Drop,3220050141.0,Drop,2220040141.0,Dash,1320030241.0,Dash,path_fly_mid_elite1_802,3.0,3220010141.0,Drop,3220010141.0,Drop,2210040141.0,Dash,2320050241.0,Drop,path_fly_mid_small_030,4.0,3220050141.0,Drop,3220050141.0,Drop,2210040141.0,Jump,2210040141.0,Jump,path_grd_mid_elite1_802,2.0,3220010141.0,Jump,3220010141.0,Jump,2320050241.0,Drop,2220040141.0,Drop,path_fly_mid_small_039,,3220050141.0,Drop,3220050141.0,Drop,2210040141.0,Dash,2210040141.0,Dash,6,51,0,normal,path_grd_mid_small_012,5.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,path_grd_mid_small_075,6.0,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,2220040141.0,Jump,path_fly_mid_elite1_802,3220050141.0,Drop,3220050141.0,Drop,2210040141.0,Jump,2320050141.0,Drop,,,,,,,,,,,
6230666,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,2320010141.0,path_grd_mid_small_002,3220040141,Jump,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,path_grd_mid_small_012,5.0,3220040141.0,Dash,2220010141.0,Dash,3220040141.0,Dash,2320010241.0,Dash,path_grd_mid_small_034,10.0,3320080241.0,Drop,2220010141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,path_grd_mid_elite2_805,0.0,3220040141.0,Drop,2220010141.0,Drop,3320080241.0,Drop,2320010141.0,Drop,path_fly_mid_small_008,8.0,3220040141.0,Jump,3220040141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,0,39,0,,path_grd_mid_small_037,,3220040141.0,Jump,2220010141.0,Jump,3220040141.0,Jump,2220010141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230667,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,1310030141.0,path_fly_mid_small_053,2210020141,Drop,1210050141.0,Drop,2210020141.0,Drop,1210050141.0,Drop,path_grd_close_elite2_804,,2220030141.0,Dash,2220030141.0,Dash,2320050241.0,Jump,2320050241.0,Jump,path_grd_far_small_044,,2220030141.0,Dash,2220040141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,path_fly_mid_small_039,10.0,3210010141.0,Drop,3210010141.0,Drop,1210050141.0,Drop,1210050141.0,Drop,path_fly_mid_special_047,0.0,3210010141.0,Dash,2210020141.0,Dash,1210050141.0,Drop,1310030141.0,Drop,9,42,12,,path_fly_mid_elite1_802,10.0,1210020141.0,Dash,1210020141.0,Dash,1210050141.0,Drop,1310030241.0,Drop,path_grd_far_small_044,5.0,2220030141.0,Dash,2220040141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,path_fly_mid_small_024,3210040141.0,Drop,1210050141.0,Drop,3210040141.0,Drop,1210050141.0,Drop,,,,,,,,,,,
6230668,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,2320030141.0,path_fly_mid_small_018,1210030141,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_grd_mid_elite2_805,5.0,3220010141.0,Dash,3220010141.0,Dash,3320030241.0,Drop,2320030241.0,Drop,path_fly_mid_small_036,10.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_grd_mid_elite2_805,0.0,3220010141.0,Dash,3220010141.0,Dash,3320030241.0,Drop,3320030241.0,Drop,path_grd_mid_elite1_802,10.0,3220010141.0,Dash,3220010141.0,Dash,3220060141.0,Drop,2320030141.0,Drop,0,45,0,,path_fly_mid_small_005,,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230669,wave_tower_missilis_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,2310060141.0,path_fly_mid_small_018,3210010141,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,path_fly_mid_small_005,5.0,3210010141.0,Dash,3210010141.0,Dash,2210040141.0,Dash,3210010141.0,Dash,path_fly_mid_elite2_805,10.0,1210030141.0,Dash,1210030141.0,Dash,2310060241.0,Drop,2310020241.0,Drop,path_fly_mid_small_008,,3210010141.0,Dash,3210010141.0,Dash,2210040141.0,Dash,3210010141.0,Dash,path_fly_mid_elite2_808,0.0,1210030141.0,Dash,1210030141.0,Dash,2310020241.0,Drop,2310020241.0,Drop,0,54,0,,path_fly_mid_small_027,10.0,2310060141.0,Drop,3210010141.0,Dash,2210040141.0,Dash,3210010141.0,Dash,path_fly_mid_small_036,6.0,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,path_fly_mid_small_021,2210040141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,2210040141.0,Drop,,,,,,,,,,,8.0
6230670,wave_tower_missilis_008,Campaign,180,5,False,False,point_grd_ultra_01,point_fly_ultra_01,sbg_desertbbg006_001,Desert,Twilight,ibg_desert_001,1520460141.0,b_g_ultra_01,1520460141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
