stage_id,group_id,spot_mod,ui_theme,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6505011,wave_eventdungeon_019,Campaign,CE004,90,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redoceanfarsea_001,RedOceanFarSea,Day,ibg_redocean_002,0,45,0,3310040151,path_fly_mid_small_018,path_fly_mid_special_047,7.0,path_fly_mid_elite1_802,4.0,path_fly_mid_elite1_802,0.0,path_fly_mid_small_021,10.0,,,,,,,,,,3210010151,Drop,3210010151.0,Drop,3210010151.0,Dash,3210010151.0,Dash,1110010151.0,Jump,1110010151.0,Jump,2210010151.0,Drop,3310040251.0,Drop,1210030151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,1210040151.0,Drop,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Drop,3310040151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,3210030151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505012,wave_eventdungeon_019,Campaign,CE004,180,5,False,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redoceanfarsea_001,RedOceanFarSea,Day,ibg_redocean_002,0,0,1,1410020151,path_fly_mid_centurion_902,,,,,,,,,,,,,,,,,,1410020151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505013,wave_eventdungeon_019,Campaign,CE004,90,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,6,27,9,2310020151,path_fly_mid_small_018,path_fly_mid_elite1_802,,path_fly_mid_small_050,,path_fly_mid_small_030,,path_fly_far_elite1_803,0.0,path_fly_close_small_029,6.0,,,,,,,,3210020151,Jump,3210020151.0,Jump,3210020151.0,Jump,3210020151.0,Jump,3210040151.0,Dash,3210040151.0,Dash,3210030151.0,Drop,2310020251.0,Drop,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,3210030151.0,Drop,2310020151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505014,wave_eventdungeon_019,Campaign,CE004,90,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,6,30,6,3310010151,path_fly_mid_small_039,path_fly_close_small_029,6.0,path_fly_far_small_031,,path_fly_mid_elite2_805,0.0,path_fly_mid_special_016,4.0,,,,,,,,,,1210020151,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,3210030151.0,Drop,1210010151.0,Jump,1210010151.0,Jump,3210030151.0,Drop,3310010151.0,Drop,3110010151.0,Drop,3110010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505015,wave_eventdungeon_019,Campaign,CE004,90,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,0,24,9,1310020151,path_fly_mid_small_018,path_fly_mid_small_039,,path_fly_mid_small_050,,path_fly_far_elite1_803,0.0,path_fly_mid_small_030,,,,,,,,,,,3210010151,Drop,3210010151.0,Drop,2110010151.0,Dash,2110010151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Dash,1310030251.0,Drop,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210030151.0,Drop,1210030151.0,Jump,1210030151.0,Jump,1210040151.0,Drop,1310020151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505016,wave_eventdungeon_019,Campaign,CE004,90,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,6,27,0,1310030151,path_fly_mid_small_018,path_fly_close_small_029,6.0,path_fly_mid_small_050,8.0,path_fly_mid_elite1_802,0.0,path_fly_mid_small_030,,,,,,,,,,,2210020151,Dash,2210020151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,1210040151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210040151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Drop,1310030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505017,wave_eventdungeon_019,Campaign,CE004,90,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redoceanfarsea_001,RedOceanFarSea,Day,ibg_redocean_002,6,27,0,2310020151,path_fly_mid_small_039,path_fly_close_small_029,6.0,path_fly_mid_small_050,8.0,path_fly_mid_elite1_802,0.0,path_fly_mid_small_050,,,,,,,,,,,1210020151,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,1310020251.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210040151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,3210030151.0,Drop,2310020151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210030151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505018,wave_eventdungeon_019,Campaign,CE004,90,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,0,51,0,3310050151,path_fly_mid_small_018,path_fly_mid_elite1_802,7.0,path_fly_mid_small_050,8.0,path_fly_mid_elite1_802,0.0,path_fly_mid_special_016,4.0,path_fly_mid_small_039,4.0,,,,,,,,2210020151,Dash,2210020151.0,Dash,2210020151.0,Drop,2210020151.0,Drop,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3310050251.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210030151.0,Dash,1210040151.0,Dash,1210010151.0,Dash,1210010151.0,Dash,3210030151.0,Drop,3310050151.0,Drop,3110010151.0,Drop,3110010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505019,wave_eventdungeon_019,Campaign,CE004,90,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redoceanfarsea_001,RedOceanFarSea,Day,ibg_redocean_002,6,27,9,2310020151,path_fly_mid_small_018,path_fly_mid_elite1_802,,path_fly_mid_small_050,,path_fly_mid_small_030,,path_fly_far_elite1_803,0.0,path_fly_close_small_029,6.0,,,,,,,,3210020151,Jump,3210020151.0,Jump,3210020151.0,Jump,3210020151.0,Jump,3210040151.0,Dash,3210040151.0,Dash,3210030151.0,Drop,2310020251.0,Drop,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210030151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,3210030151.0,Drop,2310020151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505020,wave_eventdungeon_019,Campaign,CE004,90,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redoceanfarsea_001,RedOceanFarSea,Day,ibg_redocean_002,6,30,6,3310010151,path_fly_mid_small_039,path_fly_close_small_029,6.0,path_fly_far_small_031,,path_fly_mid_elite2_805,0.0,path_fly_mid_special_016,4.0,,,,,,,,,,1210020151,Dash,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,1210010151.0,Drop,3210030151.0,Drop,1210010151.0,Jump,1210010151.0,Jump,3210030151.0,Drop,3310010151.0,Drop,3110010151.0,Drop,3110010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505021,wave_eventdungeon_019,Campaign,CE004,90,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redoceanfarsea_001,RedOceanFarSea,Day,ibg_redocean_002,0,24,9,1310020151,path_fly_mid_small_018,path_fly_mid_small_039,,path_fly_mid_small_050,,path_fly_far_elite1_803,0.0,path_fly_mid_small_030,,,,,,,,,,,3210010151,Drop,3210010151.0,Drop,2110010151.0,Dash,2110010151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,1210040151.0,Dash,1310030251.0,Drop,2210010151.0,Drop,2210010151.0,Drop,2210010151.0,Drop,3210030151.0,Drop,1210030151.0,Jump,1210030151.0,Jump,1210040151.0,Drop,1310020151.0,Drop,1210020151.0,Dash,1210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
