stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/private_monster_count,wave_data/4/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6035011,wave_campaign_normal_016,Campaign,90,5,True,False,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Day,ibg_swamplandjungle_001,2320020141.0,path_grd_mid_small_002,1220040141,Jump,1220040141.0,Jump,1220040141.0,Jump,1220040141.0,Jump,path_grd_mid_elite1_802,5.0,1220040141.0,Dash,1220040141.0,Dash,3220060141.0,Drop,2320070241.0,Drop,path_grd_mid_small_049,1220040141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,path_grd_mid_elite2_805,0.0,1220040141.0,Drop,3220060141.0,Drop,2320070241.0,Drop,2320020141.0,Drop,path_grd_close_small_004,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,path_grd_mid_small_005,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,6,36,0,10.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035012,wave_campaign_normal_016,Campaign,90,5,True,False,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Day,ibg_swamplandjungle_001,3320060141.0,path_grd_mid_small_002,2220030141,Jump,3220060141.0,Jump,2220030141.0,Jump,3220060141.0,Jump,path_grd_mid_elite2_805,,2220030141.0,Drop,3220060141.0,Drop,3320060241.0,Drop,3320060241.0,Drop,path_grd_mid_small_012,2220030141.0,Drop,2220030141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,path_grd_mid_elite2_805,0.0,2220030141.0,Drop,3220060141.0,Drop,3320060241.0,Drop,3320060141.0,Drop,path_grd_mid_special_025,2220030141.0,Drop,3120010141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,,,,,,,,,,0,45,0,8.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035013,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_001,point_fly_swamplandjungle_001,sbg_swamplandjungle_001,SwamplandJungle,Day,ibg_swamplandjungle_001,3320070141.0,path_grd_mid_small_005,2220030141,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_grd_mid_small_068,5.0,3220090141.0,Drop,3220090141.0,Drop,2220040141.0,Drop,2320020241.0,Drop,path_fly_mid_elite2_805,2210040141.0,Drop,1210040141.0,Drop,2310060241.0,Drop,2310060241.0,Drop,path_grd_mid_small_043,,2220030141.0,Drop,2220030141.0,Drop,,Drop,,Drop,path_fly_mid_elite1_802,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Drop,2310060241.0,Drop,path_grd_mid_small_034,2220030141.0,Dash,2320020241.0,Drop,3220090141.0,Drop,3320070141.0,Drop,0,48,0,10.0,10.0,0.0,path_grd_mid_small_043,2220030141.0,Dash,3220090141.0,Dash,2220040141.0,Dash,3220090141.0,Dash,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035014,wave_campaign_normal_016,Campaign,90,5,True,False,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Day,ibg_swamplandjungle_001,2320010141.0,path_grd_mid_small_002,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,path_fly_mid_small_050,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,path_grd_mid_elite1_802,3220040141.0,Drop,3220040141.0,Drop,3220060141.0,Drop,2320010241.0,Drop,path_grd_mid_elite2_808,0.0,3220040141.0,Dash,3220060141.0,Dash,1320030241.0,Drop,2320010141.0,Drop,path_fly_mid_small_050,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,path_grd_mid_small_043,3220040141.0,Drop,3220060141.0,Drop,3220040141.0,Drop,3220060141.0,Drop,0,42,0,8.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035015,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Day,ibg_swamplandjungle_001,2310050141.0,path_grd_mid_small_034,3220090141,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,path_fly_mid_elite1_802,6.0,3210020141.0,Dash,3210020141.0,Dash,1210040141.0,Dash,1310040241.0,Drop,path_grd_mid_small_058,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220090141.0,Drop,path_grd_mid_small_070,0.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220090141.0,Dash,path_fly_mid_elite1_802,3210020141.0,Dash,3210020141.0,Dash,1210040141.0,Dash,2310050141.0,Drop,path_grd_mid_small_055,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220090141.0,Drop,0,42,0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035016,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Day,ibg_swamplandjungle_001,1320060141.0,path_grd_mid_small_070,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,path_grd_mid_small_058,5.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,1320060241.0,Dash,path_grd_mid_elite1_802,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Drop,1320060241.0,Drop,path_grd_mid_small_043,,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,path_grd_mid_elite2_805,3220050141.0,Dash,3220050141.0,Dash,1320060241.0,Drop,1320060141.0,Drop,path_grd_mid_small_070,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Drop,0,48,0,,10.0,0.0,path_grd_mid_small_008,2220040141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035017,wave_campaign_normal_016,Campaign,90,5,True,False,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Day,ibg_swamplandjungle_001,1310010141.0,path_grd_mid_small_055,3220030141,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,path_fly_mid_elite1_802,,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1310010241.0,Dash,path_grd_mid_small_043,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220080141.0,Drop,path_fly_mid_elite1_802,0.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1310010141.0,Dash,path_grd_mid_small_034,3220080141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,path_grd_mid_small_046,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220080141.0,Drop,0,42,0,8.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035018,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Day,ibg_swamplandjungle_001,3310040141.0,path_grd_mid_small_049,1220020141,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,path_fly_mid_elite1_802,,1210020141.0,Drop,1210020141.0,Drop,3210030141.0,Drop,3310040241.0,Drop,path_grd_mid_small_046,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,path_grd_mid_small_034,0.0,1220020141.0,Jump,1220020141.0,Jump,1220020141.0,Jump,1320030241.0,Drop,path_fly_far_elite1_803,1210020141.0,Drop,1210020141.0,Drop,1210010141.0,Drop,3310040141.0,Drop,path_grd_mid_small_008,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,0,33,9,10.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035019,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Day,ibg_swamplandjungle_001,3320080141.0,path_fly_mid_small_030,2210020141,Drop,1210040141.0,Drop,2210020141.0,Drop,1210040141.0,Drop,path_grd_mid_elite1_802,5.0,2220010141.0,Dash,3220090141.0,Dash,2320050241.0,Drop,3320080241.0,Drop,path_grd_mid_small_070,3220010141.0,Drop,3220080141.0,Drop,3220010141.0,Drop,3220080141.0,Drop,path_fly_close_small_026,,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,path_grd_mid_small_052,3220090141.0,Dash,3220090141.0,Dash,2220040141.0,Dash,3220080141.0,Dash,path_fly_mid_elite1_802,3220060141.0,Dash,2220030141.0,Dash,1320030241.0,Drop,3320080141.0,Drop,18,42,0,10.0,,0.0,path_fly_close_small_004,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,,8.0,path_fly_close_small_026,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,path_grd_mid_small_008,,3220090141.0,Drop,3220080141.0,Drop,3220090141.0,Drop,3220080141.0,Drop,,,,,,,,,,,
6035020,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Day,ibg_swamplandjungle_001,2320060141.0,path_grd_mid_small_008,3220030141,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,path_grd_mid_elite1_802,6.0,3220030141.0,Dash,3220030141.0,Dash,3220060141.0,Dash,2320060241.0,Drop,path_grd_mid_small_058,3220060141.0,Drop,3220020141.0,Drop,3220060141.0,Drop,3220020141.0,Drop,path_grd_mid_elite1_802,0.0,3220030141.0,Dash,3220030141.0,Dash,3220060141.0,Dash,2320060141.0,Drop,path_fly_mid_elite1_802,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,2310050241.0,Drop,path_grd_mid_small_049,3220030141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,0,45,0,10.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035021,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_001,point_fly_swamplandjungle_001,sbg_swamplandjungle_001,SwamplandJungle,Day,ibg_swamplandjungle_001,2310040141.0,path_grd_mid_small_002,3220010141,Jump,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,path_fly_mid_elite1_802,6.0,3210010141.0,Dash,3210010141.0,Dash,1210040141.0,Drop,2310040241.0,Drop,path_fly_mid_small_005,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,path_fly_mid_elite2_805,0.0,3210010141.0,Dash,3210010141.0,Dash,2310060241.0,Drop,2310040141.0,Drop,path_grd_mid_small_043,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,path_fly_mid_small_024,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,0,42,0,8.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035022,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Day,ibg_swamplandjungle_001,3320020141.0,path_grd_mid_small_005,2220020141,Dash,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,path_grd_mid_elite2_808,,2220020141.0,Dash,2220020141.0,Dash,3320050241.0,Drop,3320020241.0,Drop,path_grd_mid_small_043,2220020141.0,Dash,3220070141.0,Dash,2220020141.0,Dash,3220070141.0,Dash,path_grd_mid_small_011,,2220020141.0,Drop,2220020141.0,Drop,2220020141.0,Drop,2220020141.0,Drop,path_grd_mid_elite2_808,2220020141.0,Dash,2220020141.0,Dash,3320050241.0,Drop,3320020141.0,Drop,path_grd_mid_small_043,2220020141.0,Dash,3220070141.0,Dash,2220020141.0,Dash,3220070141.0,Dash,0,57,0,8.0,10.0,0.0,path_grd_mid_elite1_802,2220020141.0,Dash,3220070141.0,Dash,2220020141.0,Dash,2320020241.0,Drop,,,path_grd_mid_small_012,3220070141.0,Drop,3220070141.0,Drop,2220020141.0,Drop,2220020141.0,Drop,,,,,,,,,,,,,,,,,,,,,
6035023,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Day,ibg_swamplandjungle_001,1310020141.0,path_grd_mid_small_002,2220010141,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_mid_elite2_805,5.0,1210030141.0,Dash,1110010141.0,Dash,1310020241.0,Drop,1310010241.0,Drop,path_fly_mid_special_047,1210030141.0,Dash,2110010141.0,Dash,1210050141.0,Drop,1210050141.0,Drop,path_fly_mid_elite1_802,0.0,1210030141.0,Dash,1210030141.0,Dash,1210050141.0,Drop,1310010241.0,Drop,path_fly_mid_special_047,1210030141.0,Dash,2110010141.0,Dash,1210050141.0,Dash,1310020141.0,Dash,path_grd_mid_elite2_805,2220010141.0,Dash,2120010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,0,69,0,12.0,,10.0,path_fly_mid_small_002,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035024,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_001,point_fly_swamplandjungle_001,sbg_swamplandjungle_001,SwamplandJungle,Day,ibg_swamplandjungle_001,3310020141.0,path_grd_mid_small_002,1220010141,Dash,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,path_fly_mid_elite2_808,5.0,2210020141.0,Dash,1210010141.0,Dash,3310020241.0,Drop,3310020241.0,Drop,path_grd_mid_small_043,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,path_fly_mid_elite3_811,0.0,2210020141.0,Dash,3310020241.0,Drop,3310020241.0,Drop,3310020141.0,Drop,path_grd_mid_small_052,1220010141.0,Jump,1220010141.0,Jump,1220010141.0,Drop,1220010141.0,Drop,path_fly_mid_small_002,2210020141.0,Dash,2210020141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,0,38,4,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035025,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Day,ibg_swamplandjungle_001,1320010141.0,path_grd_mid_small_052,1220040141,Drop,3220090141.0,Drop,1220040141.0,Drop,3220090141.0,Drop,path_fly_mid_elite2_805,5.0,2210020141.0,Dash,1210030141.0,Dash,2310010241.0,Drop,3310040241.0,Drop,path_grd_far_small_050,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,2220040141.0,Drop,path_grd_mid_small_012,,2220030141.0,Drop,,Drop,2220030141.0,Drop,,Drop,path_fly_far_elite1_803,3210010141.0,Dash,3210010141.0,Dash,1210040141.0,Dash,3310040241.0,Dash,path_grd_far_small_056,2220040141.0,Dash,3220070141.0,Dash,1320030241.0,Drop,1320010141.0,Drop,0,33,27,10.0,,0.0,path_fly_mid_small_018,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,3310040241.0,Dash,,8.0,path_grd_mid_small_034,2220030141.0,Dash,3220090141.0,Dash,2220030141.0,Dash,3220090141.0,Dash,path_grd_far_small_044,,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,,,,,,,,,,,
6035026,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Day,ibg_swamplandjungle_001,1310020141.0,path_fly_mid_small_018,2210010141,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,path_fly_mid_elite1_802,5.0,2210010141.0,Dash,2210010141.0,Dash,3210040141.0,Dash,1310020241.0,Dash,path_fly_mid_small_027,3210050141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,path_fly_mid_small_036,0.0,2210010141.0,Drop,3210040141.0,Drop,3210050141.0,Drop,2210010141.0,Drop,path_fly_mid_elite1_802,2210010141.0,Dash,2210010141.0,Dash,3210040141.0,Drop,1310020141.0,Drop,path_fly_mid_small_024,3210040141.0,Drop,2210010141.0,Drop,3210050141.0,Drop,2210010141.0,Drop,0,42,0,8.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035027,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Day,ibg_swamplandjungle_001,2320010141.0,path_grd_mid_small_002,3220040141,Jump,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,path_grd_mid_small_012,5.0,3220040141.0,Dash,2220010141.0,Dash,3220040141.0,Dash,2320010241.0,Dash,path_grd_mid_small_034,3320080241.0,Drop,2220010141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,path_grd_mid_elite2_805,0.0,3220040141.0,Drop,2220010141.0,Drop,3320080241.0,Drop,2320010141.0,Drop,path_fly_mid_small_008,3220040141.0,Jump,3220040141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,path_grd_mid_small_037,3220040141.0,Jump,2220010141.0,Jump,3220040141.0,Jump,2220010141.0,Jump,0,39,0,10.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035028,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_003,point_fly_swamplandjungle_003,sbg_swamplandjungle_003,SwamplandJungle,Day,ibg_swamplandjungle_001,2310060141.0,path_fly_mid_small_018,3210010141,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,path_fly_mid_small_005,5.0,3210010141.0,Dash,3210010141.0,Dash,2210040141.0,Dash,3210010141.0,Dash,path_fly_mid_elite2_805,1210030141.0,Dash,1210030141.0,Dash,2310060241.0,Drop,2310020241.0,Drop,path_fly_mid_small_008,,3210010141.0,Dash,3210010141.0,Dash,2210040141.0,Dash,3210010141.0,Dash,path_fly_mid_elite2_808,1210030141.0,Dash,1210030141.0,Dash,2310020241.0,Drop,2310020241.0,Drop,path_fly_mid_small_027,2310060141.0,Drop,3210010141.0,Dash,2210040141.0,Dash,3210010141.0,Dash,0,45,9,10.0,10.0,0.0,path_fly_mid_small_036,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,,6.0,path_fly_mid_small_021,2210040141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,2210040141.0,Drop,,,,,,,,,,,8.0,,,,,,,,,,
6035029,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_004,point_fly_swamplandjungle_004,sbg_swamplandjungle_004,SwamplandJungle,Day,ibg_swamplandjungle_001,2320020141.0,path_grd_mid_small_068,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,2320020241.0,Drop,path_grd_mid_small_008,,1220050141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,path_grd_mid_small_061,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,path_grd_close_elite1_801,0.0,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,2320020141.0,Drop,path_grd_mid_small_037,1220050141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,path_grd_mid_small_040,1220060141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,9,30,0,,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035030,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_002,point_fly_swamplandjungle_002,sbg_swamplandjungle_002,SwamplandJungle,Day,ibg_swamplandjungle_001,1310030141.0,path_fly_mid_small_053,2210020141,Drop,1210050141.0,Drop,2210020141.0,Drop,1210050141.0,Drop,path_grd_close_elite2_804,,2220030141.0,Dash,2220030141.0,Dash,2320050241.0,Jump,2320050241.0,Jump,path_grd_far_small_044,2220030141.0,Dash,2220040141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,path_fly_mid_small_039,10.0,3210010141.0,Drop,3210010141.0,Drop,1210050141.0,Drop,1210050141.0,Drop,path_fly_mid_special_047,3210010141.0,Dash,2210020141.0,Dash,1210050141.0,Drop,1310030141.0,Drop,path_fly_mid_elite1_802,1210020141.0,Dash,1210020141.0,Dash,1210050141.0,Drop,1310030241.0,Drop,9,42,12,,10.0,0.0,path_grd_far_small_044,2220030141.0,Dash,2220040141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,5.0,path_fly_mid_small_024,3210040141.0,Drop,1210050141.0,Drop,3210040141.0,Drop,1210050141.0,Drop,,,,,,,,,,,,,,,,,,,,,
6035031,wave_campaign_normal_016,Campaign,90,7,True,False,point_grd_swamplandjungle_005,point_fly_swamplandjungle_005,sbg_swamplandjungle_005,SwamplandJungle,Day,ibg_swamplandjungle_001,2320030141.0,path_grd_mid_small_002,2220030141,Drop,3220090141.0,Drop,2220030141.0,Drop,3220090141.0,Drop,path_fly_mid_elite2_808,5.0,3210020141.0,Dash,1210040141.0,Dash,2310040241.0,Drop,2310040241.0,Drop,path_grd_mid_small_058,2220030141.0,Dash,2220030141.0,Dash,3220090141.0,Dash,2320030241.0,Dash,path_grd_mid_small_073,,2220010141.0,Drop,2220050141.0,Drop,2220010141.0,Drop,2220050141.0,Drop,path_fly_mid_small_036,3210040141.0,Drop,1210020141.0,Dash,3210040141.0,Drop,1210020141.0,Drop,path_grd_mid_elite1_802,2220010141.0,Dash,3220090141.0,Dash,1320030241.0,Drop,2320030141.0,Drop,0,54,6,10.0,,0.0,path_fly_mid_small_005,3210010141.0,Dash,2310040241.0,Jump,3210010141.0,Dash,2310040241.0,Jump,,8.0,path_grd_mid_small_075,3220020141.0,Drop,3220090141.0,Drop,2220040141.0,Dash,3220090141.0,Dash,path_grd_mid_small_043,,1220050141.0,Drop,2220030141.0,Drop,1220050141.0,Drop,2220030141.0,Drop,10.0,,,,,,,,,,
