stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/private_monster_count,mod_value,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6220761,wave_tower_elysion_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,2320020141.0,path_grd_mid_small_049,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Drop,path_grd_mid_special_065,7.0,1120010141.0,Dash,1120010141.0,Dash,2220030141.0,Dash,2320020241.0,Dash,path_grd_far_small_044,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,path_fly_far_special_045,0.0,1110010141.0,Drop,1110010141.0,Drop,1110010141.0,Drop,1210040141.0,Drop,path_grd_mid_special_065,10.0,1120010141.0,Drop,1120010141.0,Drop,2220030141.0,Drop,2320020141.0,Drop,0,36,27,,path_grd_far_small_006,8.0,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220762,wave_tower_elysion_009,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,2320010141.0,path_grd_mid_small_002,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,path_fly_mid_small_050,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,path_grd_mid_elite1_802,3220040141.0,Drop,3220040141.0,Drop,3220060141.0,Drop,2320010241.0,Drop,path_grd_mid_elite2_808,0.0,3220040141.0,Dash,3220060141.0,Dash,1320030241.0,Drop,2320010141.0,Drop,path_fly_mid_small_050,10.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,0,42,0,8.0,path_grd_mid_small_043,7.0,3220040141.0,Drop,3220060141.0,Drop,3220040141.0,Drop,3220060141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220763,wave_tower_elysion_009,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,1320060141.0,path_grd_mid_small_055,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Dash,1320060241.0,Dash,path_grd_mid_small_011,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,0.0,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Drop,1320060141.0,Drop,path_grd_mid_small_043,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,0,36,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220764,wave_tower_elysion_009,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_mid_small_037,3220050141,Normal,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,path_fly_mid_small_008,8.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,path_grd_close_special_024,3220050141.0,Dash,3220050141.0,Normal,2120010141.0,Drop,2220040141.0,Dash,path_fly_mid_small_033,6.0,3210010141.0,Normal,3210010141.0,Normal,3210010141.0,Normal,2310050241.0,Normal,path_fly_mid_special_016,12.0,2110010141.0,Drop,3210010141.0,Dash,2220040141.0,Drop,3310050241.0,Dash,15,63,0,,path_grd_mid_small_037,10.0,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,path_grd_mid_small_076,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,2220040141.0,Dash,path_fly_mid_elite1_802,3210010141.0,Drop,3210010141.0,Drop,2220040141.0,Dash,2310050241.0,Normal,10.0,,20,path_fly_mid_elite1_802,3210010141.0,Drop,3210010141.0,Drop,2220040141.0,Drop,3310050241.0,Drop,,,,,,,,,,,15.0
6220765,wave_tower_elysion_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,2320060141.0,path_grd_mid_small_043,3220050141,Dash,2220050141.0,Dash,3220050141.0,Dash,2220050141.0,Dash,path_grd_close_elite2_807,,3220050141.0,Dash,3220050141.0,Dash,2320020241.0,Drop,3320040241.0,Drop,path_grd_mid_small_070,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,path_grd_close_small_039,10.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,path_grd_mid_elite2_805,0.0,3220020141.0,Dash,2220050141.0,Dash,3320040241.0,Drop,2320060141.0,Drop,21,33,0,,path_grd_close_small_048,10.0,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3320040241.0,Drop,path_grd_mid_small_043,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,3220020141.0,Dash,path_grd_mid_small_043,3220020141.0,Dash,3220020141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,6.0,4.0,,,,,,,,,,,,,,,,,,,,,
6220766,wave_tower_elysion_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,2320020141.0,path_grd_mid_small_068,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,2320020241.0,Drop,path_grd_mid_small_008,,1220050141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,path_grd_mid_small_061,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,path_grd_close_elite1_801,0.0,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,2320020141.0,Drop,path_grd_mid_small_037,6.0,1220050141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,9,30,0,,path_grd_mid_small_040,5.0,1220060141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220767,wave_tower_elysion_009,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,1320060141.0,path_grd_close_small_067,1220010141,Dash,1220010141.0,Dash,2220040141.0,Drop,2320020241.0,Drop,path_grd_mid_elite2_805,,2220010141.0,Dash,2220010141.0,Dash,2320050241.0,Dash,2320050241.0,Dash,path_fly_close_small_049,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Dash,path_grd_mid_small_043,12.0,1220010141.0,Dash,1220010141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,path_grd_mid_small_049,0.0,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,21,36,0,,path_grd_close_elite2_807,5.0,2220010141.0,Dash,2220010141.0,Dash,1320030241.0,Drop,1320060141.0,Drop,path_grd_mid_special_025,1220010141.0,Dash,1220010141.0,Dash,1220050141.0,Drop,2220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220768,wave_tower_elysion_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,1320030141.0,path_grd_mid_small_049,1220010141,Drop,1220010141.0,Drop,1220010141.0,Drop,1220050141.0,Drop,path_grd_close_elite2_804,0.0,1220050141.0,Jump,1220050141.0,Jump,1320030241.0,Drop,1320030241.0,Drop,path_fly_close_special_046,1110010141.0,Dash,1110010141.0,Dash,3210040141.0,Drop,3210040141.0,Drop,path_grd_mid_small_043,5.0,1220010141.0,Dash,1220050141.0,Dash,1220010141.0,Dash,1220050141.0,Dash,path_grd_close_small_042,,1220050141.0,Dash,1220010141.0,Dash,1220050141.0,Dash,1220010141.0,Dash,45,27,0,4.0,path_grd_mid_elite1_802,0.0,1220010141.0,Dash,1220010141.0,Dash,1220050141.0,Drop,1320030141.0,Drop,path_grd_close_elite2_804,1220050141.0,Jump,1220010141.0,Jump,3320060241.0,Drop,3320060241.0,Drop,path_grd_mid_small_043,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,,5.0,,path_grd_close_small_010,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,1220050141.0,Jump,,,,,,,,,,,4.0
6220769,wave_tower_elysion_009,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,,path_grd_mid_elite1_802,2220030141,Dash,2220010141.0,Dash,2220050141.0,Drop,3320050241.0,Drop,path_grd_mid_elite1_802,5.0,2220030141.0,Dash,2220010141.0,Dash,2220050141.0,Drop,3320080241.0,Drop,path_grd_mid_small_052,2220030141.0,Dash,2220010141.0,Dash,2220030141.0,Dash,2220010141.0,Dash,path_grd_mid_elite2_808,1.0,2220030141.0,Dash,2220010141.0,Dash,3320050241.0,Drop,3320080241.0,Drop,path_grd_mid_elite1_802,7.0,2220030141.0,Dash,2220010141.0,Dash,2220050141.0,Drop,2320020241.0,Drop,0,63,0,5.0,path_grd_mid_small_043,5.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_small_075,2220030141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220030141.0,Dash,path_grd_mid_elite2_808,2220010141.0,Drop,2220050141.0,Drop,2320020241.0,Drop,3320080141.0,Drop,6.0,,normal,,,,,,,,,,,,,,,,,,,,
6220770,wave_tower_elysion_009,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_001,3410030141.0,path_fly_mid_centurion_901,3410030141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220771,wave_tower_elysion_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,2310060121.0,path_grd_mid_small_005,1220040121,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_fly_mid_special_016,7.0,1110010121.0,Drop,1110010121.0,Drop,2210010121.0,Drop,2310060221.0,Drop,path_fly_far_small_031,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210040121.0,Drop,path_fly_mid_elite2_805,0.0,1210010121.0,Jump,1210010121.0,Jump,1210010121.0,Drop,2310060121.0,Drop,path_grd_far_small_044,,3220060121.0,Dash,2220040121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,0,30,27,,path_fly_far_special_048,8.0,3110010121.0,Jump,3110010121.0,Jump,3110010121.0,Jump,1210010121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220772,wave_tower_elysion_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2320060121.0,path_grd_mid_small_070,1220010121,Jump,1220010121.0,Jump,1220010121.0,Jump,2220050121.0,Dash,path_grd_mid_elite1_802,,1220010121.0,Dash,3220020121.0,Dash,2220050121.0,Drop,2320060221.0,Drop,path_grd_mid_small_012,1220010121.0,Dash,3220020121.0,Dash,1220010121.0,Dash,3220020121.0,Dash,path_grd_mid_elite1_802,0.0,1220010121.0,Dash,3220020121.0,Dash,2220050121.0,Drop,2320060121.0,Drop,path_grd_mid_small_070,,1220010121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,2220050121.0,Dash,0,42,0,,path_grd_mid_small_070,,1220010121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,2220050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220773,wave_tower_elysion_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,1310030121.0,path_grd_mid_small_052,2220030121,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,path_fly_mid_elite1_802,,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Drop,1310030221.0,Drop,path_fly_mid_small_050,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,path_fly_mid_elite2_805,0.0,3210020121.0,Drop,3210020121.0,Drop,1310010221.0,Drop,1310030121.0,Drop,path_grd_mid_small_052,8.0,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,0,42,0,8.0,path_fly_mid_small_050,7.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220774,wave_tower_elysion_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,3310020121.0,path_grd_mid_small_002,1220010121,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,path_fly_mid_elite2_808,5.0,2210020121.0,Dash,1210010121.0,Dash,3310020221.0,Drop,3310020221.0,Drop,path_grd_mid_small_043,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,path_fly_mid_elite3_811,0.0,2210020121.0,Dash,3310020221.0,Drop,3310020221.0,Drop,3310020121.0,Drop,path_grd_mid_small_052,10.0,1220010121.0,Jump,1220010121.0,Jump,1220010121.0,Drop,1220010121.0,Drop,0,42,0,10.0,path_fly_mid_small_002,,2210020121.0,Dash,2210020121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220775,wave_tower_elysion_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,1310010121.0,path_fly_mid_small_018,1210030121,Drop,1210030121.0,Drop,1210010121.0,Dash,1210010121.0,Dash,path_fly_close_special_044,,3210010121.0,Drop,3210010121.0,Drop,3210040121.0,Drop,1310010221.0,Drop,path_fly_mid_small_030,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3210030121.0,Drop,path_fly_close_special_046,10.0,2210020121.0,Dash,2210020121.0,Dash,3210040121.0,Drop,3210040121.0,Drop,path_fly_mid_elite2_808,0.0,1210030121.0,Dash,1210030121.0,Dash,3310030221.0,Dash,3310030221.0,Dash,51,36,0,,path_fly_close_special_046,6.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Drop,1310010121.0,Drop,path_fly_close_small_041,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_fly_mid_special_016,2210020121.0,Drop,2210020121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,9.0,10.0,,,,,,,,,,,,,,,,,,,,,
6220776,wave_tower_elysion_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,3310040121.0,path_grd_mid_small_049,1220020121,Dash,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,path_fly_mid_elite1_802,,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,3310040221.0,Drop,path_grd_mid_small_046,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,path_grd_mid_small_034,0.0,1220020121.0,Jump,1220020121.0,Jump,1220020121.0,Jump,1320030221.0,Drop,path_fly_far_elite1_803,7.0,1210020121.0,Drop,1210020121.0,Drop,1210010121.0,Drop,3310040121.0,Drop,0,33,9,10.0,path_grd_mid_small_008,,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220777,wave_tower_elysion_009,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,1320030121.0,path_grd_mid_small_052,3220030121,Dash,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,path_fly_mid_elite2_808,3.0,3210010121.0,Dash,3210010121.0,Dash,2310010221.0,Dash,2310010221.0,Dash,path_fly_far_small_051,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,path_grd_close_special_024,,3120010121.0,Jump,3120010121.0,Jump,3220030121.0,Drop,2220040121.0,Drop,path_grd_far_elite2_806,0.0,3220030121.0,Dash,3220030121.0,Dash,2320070221.0,Dash,2320070221.0,Dash,30,21,15,10.0,path_grd_mid_small_049,10.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,1320030121.0,Drop,path_fly_close_special_046,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Drop,3210030121.0,Drop,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,
6220778,wave_tower_elysion_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,2320050121.0,path_grd_close_elite1_801,1220060121,Dash,1220060121.0,Dash,2220040121.0,Drop,2320030221.0,Drop,path_grd_mid_small_055,5.0,1220060121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,2320030221.0,Drop,path_fly_close_special_046,2110010121.0,Dash,2110010121.0,Dash,3210040121.0,Drop,3210030121.0,Drop,path_grd_mid_small_037,,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,3220020121.0,Dash,path_grd_close_elite3_813,0.0,1220060121.0,Drop,2320030221.0,Drop,2320030221.0,Drop,2320050121.0,Drop,33,24,0,10.0,path_grd_mid_small_043,,1220060121.0,Dash,2220040121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,path_grd_mid_small_070,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Normal,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,
6220779,wave_tower_elysion_009,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010121,Normal,2220010121.0,Normal,2220040121.0,Dash,2320020221.0,Drop,path_fly_mid_small_008,12.0,1210030121.0,Dash,1210030121.0,Normal,1210030121.0,Normal,1210030121.0,Dash,path_fly_mid_small_050,1210030121.0,Normal,1210030121.0,Normal,1210030121.0,Normal,2210030121.0,Normal,path_grd_mid_special_065,12.0,2220010121.0,Drop,2220010121.0,Normal,3220060121.0,Drop,2220040121.0,Drop,path_grd_mid_elite2_808,3.0,2220010121.0,Normal,3220060121.0,Dash,2320020221.0,Drop,2320030121.0,Drop,0,66,6,,path_grd_far_small_038,12.0,2220010121.0,Normal,2220010121.0,Normal,2220010121.0,Normal,2220040121.0,Normal,path_fly_mid_small_008,1210030121.0,Normal,1210030121.0,Normal,1210030121.0,Normal,1210030121.0,Normal,path_grd_mid_small_076,2220010121.0,Dash,2220010121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,,10.0,20,path_fly_mid_elite2_808,2210020121.0,Jump,1210010121.0,Dash,2320020221.0,Drop,2320030221.0,Drop,,,,,,,,,,,10.0
6220780,wave_tower_elysion_009,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010121.0,b_g_landeater_01,2520010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220781,wave_tower_elysion_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,3310050131.0,path_grd_close_small_001,3220030131,Jump,3220030131.0,Jump,3220030131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,7.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3310050231.0,Dash,path_grd_close_small_051,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,2220010131.0,Dash,path_fly_mid_elite1_802,0.0,1210010131.0,Dash,1210010131.0,Dash,3210030131.0,Drop,3310050131.0,Drop,path_grd_close_small_042,,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,18,33,0,,path_grd_mid_special_025,,3120010131.0,Jump,3120010131.0,Jump,3120010131.0,Drop,3120010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220782,wave_tower_elysion_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,1320010131.0,path_grd_mid_small_002,1220040131,Jump,1220040131.0,Jump,1220040131.0,Jump,2220040131.0,Dash,path_grd_far_elite1_803,6.0,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Drop,1320010231.0,Drop,path_grd_mid_small_055,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,1220050131.0,Dash,path_grd_far_elite1_803,0.0,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Drop,1320010131.0,Drop,path_grd_mid_small_070,7.0,1220040131.0,Jump,1220050131.0,Jump,1220040131.0,Jump,2220040131.0,Dash,0,24,18,10.0,path_grd_mid_small_043,6.0,2220010131.0,Drop,1220050131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220783,wave_tower_elysion_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,1310010131.0,path_grd_mid_small_055,3220030131,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,path_fly_mid_elite1_802,,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010231.0,Dash,path_grd_mid_small_043,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,path_fly_mid_elite1_802,0.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010131.0,Dash,path_grd_mid_small_034,10.0,3220080131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,0,42,0,8.0,path_grd_mid_small_046,8.0,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
