stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/9/private_monster_count
6250511,wave_tower_pilgrim_007,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,3310050141.0,path_grd_far_small_053,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,path_fly_mid_elite1_802,6.0,1210030141.0,Jump,1210030141.0,Jump,1210030141.0,Jump,3310050241.0,Jump,path_fly_mid_small_050,,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3210030141.0,Drop,path_fly_far_elite1_803,0.0,1210030141.0,Jump,1210030141.0,Jump,1210040141.0,Drop,3310050141.0,Drop,path_grd_mid_special_065,6.0,1220060141.0,Dash,1220060141.0,Dash,3220040141.0,Drop,3220040141.0,Drop,0,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250512,wave_tower_pilgrim_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,2320010141.0,path_grd_mid_small_002,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,path_fly_mid_small_050,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,path_grd_mid_elite1_802,8.0,3220040141.0,Drop,3220040141.0,Drop,3220060141.0,Drop,2320010241.0,Drop,path_grd_mid_elite2_808,0.0,3220040141.0,Dash,3220060141.0,Dash,1320030241.0,Drop,2320010141.0,Drop,path_fly_mid_small_050,10.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,0,42,0,path_grd_mid_small_043,3220040141.0,Drop,3220060141.0,Drop,3220040141.0,Drop,3220060141.0,Drop,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250513,wave_tower_pilgrim_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Pilgrim,ibg_tower_001,2310040141.0,path_grd_mid_small_043,1220010141,Drop,3220020141.0,Drop,1220010141.0,Drop,3220020141.0,Drop,path_fly_mid_elite1_802,,2210020141.0,Drop,2210020141.0,Drop,1210040141.0,Drop,2310040241.0,Drop,path_grd_mid_small_058,8.0,1220010141.0,Drop,3220020141.0,Drop,1220010141.0,Drop,3320040241.0,Drop,path_fly_mid_elite2_808,0.0,2210020141.0,Dash,2210020141.0,Dash,2310040241.0,Dash,2310040141.0,Dash,path_fly_mid_small_050,,1210030141.0,Drop,1210030141.0,Drop,3210030141.0,Drop,2310060241.0,Drop,0,45,0,path_grd_mid_elite1_802,1220010141.0,Dash,1220010141.0,Dash,3220020141.0,Dash,3320040241.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250514,wave_tower_pilgrim_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,3310040141.0,path_grd_mid_small_043,2220020141,Jump,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,path_fly_far_elite1_803,5.0,1210030141.0,Drop,1210030141.0,Drop,1210010141.0,Drop,3310040241.0,Drop,path_grd_mid_small_034,8.0,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2320030241.0,Dash,path_fly_far_elite1_803,0.0,1210030141.0,Drop,1210030141.0,Drop,1210010141.0,Drop,3310040141.0,Drop,path_grd_mid_small_034,10.0,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2320030241.0,Dash,0,24,18,path_fly_mid_small_024,1210030141.0,Drop,1210030141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250515,wave_tower_pilgrim_007,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Pilgrim,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010141,Jump,2220010141.0,Jump,2220010141.0,Jump,1320030241.0,Jump,path_grd_close_small_014,10.0,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,3220080141.0,Drop,path_fly_mid_small_050,,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Normal,path_grd_mid_elite2_808,4.0,2220010141.0,Drop,2220010141.0,Drop,1320030241.0,Drop,3220080141.0,Drop,path_fly_far_small_028,10.0,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1310020241.0,Dash,12,54,6,path_grd_close_small_051,2220010141.0,Drop,2220010141.0,Drop,3220080141.0,Drop,3220080141.0,Drop,8.0,path_fly_mid_small_050,,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Normal,20,path_grd_mid_small_076,4.0,1220060141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,3220080141.0,Drop,path_grd_mid_elite1_802,10.0,2220010141.0,Drop,2220010141.0,Drop,3220080141.0,Drop,1320030241.0,Drop,path_fly_mid_elite1_802,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1310020241.0,Dash,
6250516,wave_tower_pilgrim_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,1320010141.0,path_grd_mid_small_055,1220060141,Drop,1220060141.0,Drop,1220060141.0,Drop,2220040141.0,Drop,path_grd_far_elite1_803,7.0,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Drop,3320020241.0,Drop,path_grd_mid_small_011,,3220010141.0,Dash,3220010141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,path_grd_close_elite1_801,0.0,1220060141.0,Dash,1220060141.0,Dash,2220040141.0,Drop,1320010141.0,Drop,path_grd_far_small_074,6.0,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250517,wave_tower_pilgrim_007,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,1320060141.0,path_grd_mid_small_055,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Dash,1320060241.0,Dash,path_grd_mid_small_011,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,0.0,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Drop,1320060141.0,Drop,path_grd_mid_small_043,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250518,wave_tower_pilgrim_007,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,2320010141.0,path_grd_mid_small_002,3220040141,Jump,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,path_grd_mid_small_012,5.0,3220040141.0,Dash,2220010141.0,Dash,3220040141.0,Dash,2320010241.0,Dash,path_grd_mid_small_034,10.0,3320080241.0,Drop,2220010141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,path_grd_mid_elite2_805,0.0,3220040141.0,Drop,2220010141.0,Drop,3320080241.0,Drop,2320010141.0,Drop,path_fly_mid_small_008,8.0,3220040141.0,Jump,3220040141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,0,39,0,path_grd_mid_small_037,3220040141.0,Jump,2220010141.0,Jump,3220040141.0,Jump,2220010141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250519,wave_tower_pilgrim_007,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Pilgrim,ibg_tower_basedefense_001,,path_grd_mid_small_046,2220020141,Drop,2220020141.0,Drop,2220020141.0,Drop,2220020141.0,Drop,path_fly_mid_small_050,,3210040141.0,Drop,3210050141.0,Drop,3210040141.0,Drop,3210030141.0,Normal,path_grd_mid_small_070,,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Dash,path_grd_mid_elite2_808,3.0,2220020141.0,Drop,2220040141.0,Drop,3320040241.0,Drop,1320040241.0,Drop,path_fly_mid_small_050,10.0,3210040141.0,Drop,3210050141.0,Drop,3210040141.0,Drop,3210030141.0,Normal,0,69,0,path_grd_mid_small_043,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,10.0,path_grd_mid_small_075,4.0,2220010141.0,Drop,2220010141.0,Drop,2220040141.0,Normal,2220010141.0,Drop,normal,path_grd_mid_elite1_802,,2220010141.0,Drop,1220050141.0,Drop,2220040141.0,Drop,2220010141.0,Drop,path_fly_mid_small_050,8.0,3210040141.0,Drop,3210050141.0,Drop,3210040141.0,Drop,3210030141.0,Normal,path_grd_mid_elite2_808,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,1320040241.0,Drop,10.0
6250520,wave_tower_pilgrim_007,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Pilgrim,ibg_tower_001,3410030141.0,path_fly_mid_centurion_901,3410030141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250521,wave_tower_pilgrim_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,2310040121.0,path_fly_mid_small_018,3210020121,Jump,3210020121.0,Jump,3210020121.0,Jump,3210020121.0,Jump,path_grd_mid_elite1_802,,3220050121.0,Drop,3220050121.0,Drop,2220050121.0,Drop,2320030221.0,Drop,path_grd_mid_small_070,,2220010121.0,Drop,2220010121.0,Drop,3220020121.0,Drop,2220010121.0,Drop,path_fly_mid_small_033,7.0,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3210040121.0,Drop,path_fly_mid_elite1_802,0.0,2210010121.0,Dash,2210010121.0,Dash,1210040121.0,Drop,2310040121.0,Drop,0,45,0,path_grd_mid_elite1_802,2120010121.0,Drop,2220010121.0,Drop,3220020121.0,Drop,2220050121.0,Drop,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250522,wave_tower_pilgrim_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,1310030121.0,path_grd_mid_small_052,2220030121,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,path_fly_mid_elite1_802,,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Drop,1310030221.0,Drop,path_fly_mid_small_050,8.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,path_fly_mid_elite2_805,0.0,3210020121.0,Drop,3210020121.0,Drop,1310010221.0,Drop,1310030121.0,Drop,path_grd_mid_small_052,8.0,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,0,42,0,path_fly_mid_small_050,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250523,wave_tower_pilgrim_007,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Pilgrim,ibg_tower_001,1310010121.0,path_grd_mid_small_002,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_mid_elite1_802,5.0,3210010121.0,Drop,3210010121.0,Drop,3210050121.0,Drop,2310060221.0,Drop,path_fly_mid_small_024,8.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,path_fly_mid_elite2_805,0.0,3210010121.0,Drop,3210010121.0,Drop,2310060221.0,Drop,1310010121.0,Drop,path_fly_close_small_020,9.0,3210050121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,6,42,0,path_grd_mid_small_043,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,5.0,path_fly_mid_small_042,8.0,3210050121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250524,wave_tower_pilgrim_007,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,3310020121.0,path_grd_mid_small_002,1220010121,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,path_fly_mid_elite2_808,5.0,2210020121.0,Dash,1210010121.0,Dash,3310020221.0,Drop,3310020221.0,Drop,path_grd_mid_small_043,10.0,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,path_fly_mid_elite3_811,0.0,2210020121.0,Dash,3310020221.0,Drop,3310020221.0,Drop,3310020121.0,Drop,path_grd_mid_small_052,10.0,1220010121.0,Jump,1220010121.0,Jump,1220010121.0,Drop,1220010121.0,Drop,0,42,0,path_fly_mid_small_002,2210020121.0,Dash,2210020121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250525,wave_tower_pilgrim_007,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_small_046,2220020121,Drop,2220020121.0,Drop,2220020121.0,Drop,2220020121.0,Drop,path_fly_mid_small_050,,3210040121.0,Drop,3210050121.0,Drop,3210040121.0,Drop,3210030121.0,Normal,path_grd_mid_small_070,,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220040121.0,Dash,path_grd_mid_elite2_808,3.0,2220020121.0,Drop,2220040121.0,Drop,3320040221.0,Drop,1320040221.0,Drop,path_fly_mid_small_050,10.0,3210040121.0,Drop,3210050121.0,Drop,3210040121.0,Drop,3210030121.0,Normal,0,69,0,path_grd_mid_small_043,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,10.0,path_grd_mid_small_075,4.0,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Normal,2220010121.0,Drop,normal,path_grd_mid_elite1_802,,2220010121.0,Drop,1220050121.0,Drop,2220040121.0,Drop,2220010121.0,Drop,path_fly_mid_small_050,8.0,3210040121.0,Drop,3210050121.0,Drop,3210040121.0,Drop,3210030121.0,Normal,path_grd_mid_elite2_808,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,1320040221.0,Drop,10.0
6250526,wave_tower_pilgrim_007,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,2310060121.0,path_grd_mid_small_005,1220040121,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_fly_mid_special_016,7.0,1110010121.0,Drop,1110010121.0,Drop,2210010121.0,Drop,2310060221.0,Drop,path_fly_far_small_031,,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210040121.0,Drop,path_fly_mid_elite2_805,0.0,1210010121.0,Jump,1210010121.0,Jump,1210010121.0,Drop,2310060121.0,Drop,path_grd_far_small_044,,3220060121.0,Dash,2220040121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,0,30,27,path_fly_far_special_048,3110010121.0,Jump,3110010121.0,Jump,3110010121.0,Jump,1210010121.0,Jump,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250527,wave_tower_pilgrim_007,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Pilgrim,ibg_tower_001,3320060121.0,path_grd_mid_small_002,2220030121,Jump,3220060121.0,Jump,2220030121.0,Jump,3220060121.0,Jump,path_grd_mid_elite2_805,,2220030121.0,Drop,3220060121.0,Drop,3320060221.0,Drop,3320060221.0,Drop,path_grd_mid_small_012,8.0,2220030121.0,Drop,2220030121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,path_grd_mid_elite2_805,0.0,2220030121.0,Drop,3220060121.0,Drop,3320060221.0,Drop,3320060121.0,Drop,path_grd_mid_special_025,7.0,2220030121.0,Drop,3120010121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250528,wave_tower_pilgrim_007,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Pilgrim,ibg_tower_001,1320010121.0,path_grd_mid_small_046,1220040121,Drop,1220040121.0,Drop,1220040121.0,Drop,3220080121.0,Drop,path_grd_mid_elite1_802,,1220040121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,1320010221.0,Drop,path_grd_far_small_044,8.0,3220070121.0,Jump,1220040121.0,Jump,3220070121.0,Jump,1220040121.0,Jump,path_grd_far_elite2_809,0.0,1220040121.0,Drop,1220040121.0,Drop,3220080121.0,Drop,1320010121.0,Drop,path_grd_far_small_044,,3220070121.0,Jump,1220040121.0,Jump,3220070121.0,Jump,1220040121.0,Jump,0,21,21,path_grd_mid_small_070,1220040121.0,Drop,1220040121.0,Drop,3220080121.0,Drop,2220040121.0,Drop,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250529,wave_tower_pilgrim_007,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Pilgrim,ibg_tower_basedefense_001,,path_grd_far_elite1_803,2220030121,Drop,2220030121.0,Drop,2220040121.0,Drop,3320020221.0,Drop,path_grd_close_small_069,10.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Normal,path_grd_mid_small_043,8.0,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,path_fly_close_small_049,4.0,1220060121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,3310040221.0,Drop,path_grd_mid_elite2_808,10.0,2220030121.0,Drop,2220030121.0,Drop,3320050221.0,Drop,3320020221.0,Drop,12,33,18,path_grd_mid_small_070,1220060121.0,Dash,1220060121.0,Dash,3220070121.0,Dash,2220040121.0,Normal,6.0,path_grd_mid_small_076,5.0,3220070121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,normal,path_fly_mid_small_050,6.0,1220060121.0,Drop,1220060121.0,Drop,2220040121.0,Drop,3310040221.0,Drop,path_grd_far_elite2_809,,2220030121.0,Drop,2220030121.0,Drop,3320050221.0,Drop,3320020121.0,Drop,,,,,,,,,,
6250530,wave_tower_pilgrim_007,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,2421050151.0,path_grd_mid_centurion_902,2421050151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250531,wave_tower_pilgrim_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,2320020131.0,path_grd_mid_small_049,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,2220040131.0,Drop,path_grd_mid_special_065,7.0,1120010131.0,Dash,1120010131.0,Dash,2220030131.0,Dash,2320020231.0,Dash,path_grd_far_small_044,,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,path_fly_far_special_045,0.0,1110010131.0,Drop,1110010131.0,Drop,1110010131.0,Drop,1210040131.0,Drop,path_grd_mid_special_065,10.0,1120010131.0,Drop,1120010131.0,Drop,2220030131.0,Drop,2320020131.0,Drop,0,36,27,path_grd_far_small_006,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Jump,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250532,wave_tower_pilgrim_007,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Pilgrim,ibg_tower_001,3320070131.0,path_grd_mid_small_055,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,path_grd_mid_elite2_805,,3220050131.0,Drop,3220050131.0,Drop,3320070231.0,Dash,3320070231.0,Dash,path_fly_mid_small_027,10.0,2210030131.0,Drop,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,path_grd_mid_elite3_814,0.0,3220050131.0,Drop,3320070231.0,Jump,3320070231.0,Jump,3320070131.0,Jump,path_fly_mid_small_027,8.0,2210030131.0,Drop,1210020131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,0,42,0,path_grd_mid_small_061,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250533,wave_tower_pilgrim_007,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,2310040131.0,path_grd_mid_small_043,1220010131,Drop,3220020131.0,Drop,1220010131.0,Drop,3220020131.0,Drop,path_fly_mid_elite1_802,,2210020131.0,Drop,2210020131.0,Drop,1210040131.0,Drop,2310040231.0,Drop,path_grd_mid_small_058,8.0,1220010131.0,Drop,3220020131.0,Drop,1220010131.0,Drop,3320040231.0,Drop,path_fly_mid_elite2_808,0.0,2210020131.0,Dash,2210020131.0,Dash,2310040231.0,Dash,2310040131.0,Dash,path_fly_mid_small_050,,1210030131.0,Drop,1210030131.0,Drop,3210030131.0,Drop,2310060231.0,Drop,0,45,0,path_grd_mid_elite1_802,1220010131.0,Dash,1220010131.0,Dash,3220020131.0,Dash,3320040231.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
