stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6007011,wave_campaign_normal_003,BaseDefense,60,6,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,,path_grd_mid_small_002,3220030141,Drop,3220030141.0,Drop,3220070141.0,Dash,3220070141.0,Dash,path_grd_far_small_071,,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Dash,path_grd_mid_small_052,,3220030141.0,Jump,3220070141.0,Jump,3220030141.0,Jump,3220070141.0,Jump,path_grd_mid_special_025,3.0,1120010141.0,Jump,1120010141.0,Jump,3220030141.0,Drop,1320010241.0,Drop,path_fly_mid_small_053,10.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,3210030141.0,Drop,0,45,15,path_grd_mid_small_073,9.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220070141.0,Dash,path_grd_mid_small_076,5.0,3220030141.0,Dash,3220070141.0,Dash,3220030141.0,Dash,3220070141.0,Dash,path_grd_far_elite1_803,7.0,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Drop,3320020141.0,Drop,normal,,,,,,,,,,,,,,,,,,,
6007012,wave_campaign_normal_003,BaseDefense,60,7,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,,path_grd_mid_small_068,2220030141,Dash,2220030141.0,Dash,2220030141.0,Drop,3320030241.0,Drop,path_grd_far_small_053,4.0,3220060141.0,Dash,3220010141.0,Dash,3220010141.0,Dash,2220050141.0,Dash,path_grd_mid_special_065,5.0,1120010141.0,Dash,1120010141.0,Dash,2220030141.0,Drop,2220050141.0,Drop,path_grd_mid_elite2_808,2.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,3320070241.0,Drop,path_fly_far_small_006,,1210010141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,0,45,18,path_grd_far_small_044,,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_grd_mid_small_075,5.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Dash,path_grd_mid_elite1_802,,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Drop,3320030141.0,Drop,normal,,,,,,,,,,,,,,,,,,,
6007013,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_standard,sbg_iceland_escape_001,IceLand,Day,ibg_iceland_001,2310020141.0,path_fly_close_small_007,1210010141,Dash,1210010141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,path_fly_mid_special_016,,2110010141.0,Drop,2110010141.0,Drop,2110010141.0,Dash,1310020241.0,Dash,path_fly_mid_small_002,,2210010141.0,Jump,2210010141.0,Jump,2210010141.0,Jump,2310010241.0,Jump,path_fly_close_small_020,,3210020141.0,Jump,3210020141.0,Jump,1210020141.0,Jump,1210020141.0,Jump,path_fly_mid_small_002,,2210010141.0,Jump,2210010141.0,Jump,2210010141.0,Jump,2210010141.0,Jump,12,39,0,path_fly_mid_small_005,0.0,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2310020141.0,Dash,path_fly_mid_small_030,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007014,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_standard,sbg_iceland_escape_001,IceLand,Day,ibg_iceland_001,1310020141.0,path_fly_far_small_003,2210010141,Jump,2210010141.0,Jump,2210010141.0,Jump,1310010241.0,Jump,path_fly_close_small_020,,1210010141.0,Drop,1210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,path_fly_mid_small_042,,3210020141.0,Drop,3210020141.0,Drop,3210020141.0,Drop,3310010241.0,Drop,path_fly_mid_small_021,,1210010141.0,Jump,3210030141.0,Jump,3210020141.0,Jump,3210020141.0,Jump,path_fly_mid_small_039,,1210020141.0,Jump,1210020141.0,Jump,1210020141.0,Jump,1210020141.0,Jump,6,30,6,path_fly_mid_small_002,0.0,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,1310020141.0,Drop,path_fly_mid_small_053,,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007015,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,3320070141.0,path_grd_mid_small_002,2220030141,Jump,2220030141.0,Jump,2220030141.0,Dash,2220040141.0,Dash,path_grd_far_elite1_803,6.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,3320070241.0,Dash,path_grd_mid_small_052,4.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_grd_mid_elite1_802,0.0,2220030141.0,Dash,2220030141.0,Dash,3220020141.0,Drop,3320070141.0,Drop,path_grd_far_small_044,,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,0,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007016,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,3320010141.0,path_fly_far_small_019,3210010141,Drop,3210010141.0,Drop,2210010141.0,Dash,2210010141.0,Dash,path_fly_mid_elite1_802,6.0,3210010141.0,Drop,3210010141.0,Drop,1210040141.0,Drop,1310020241.0,Drop,path_grd_mid_small_058,4.0,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,path_grd_mid_elite1_802,0.0,3220040141.0,Jump,3220040141.0,Jump,2220040141.0,Drop,3320010141.0,Drop,path_fly_far_small_040,,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007017,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,1320060141.0,path_fly_mid_special_047,1110010141,Dash,1110010141.0,Dash,1210020141.0,Drop,3210030141.0,Drop,path_grd_close_elite2_804,12.0,3220040141.0,Jump,3220040141.0,Jump,2320050241.0,Drop,2320050241.0,Drop,path_grd_mid_small_070,,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,1220050141.0,Dash,path_fly_close_small_029,12.0,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,path_grd_close_elite2_804,0.0,3220040141.0,Dash,3220040141.0,Dash,1320060241.0,Dash,1320060241.0,Dash,6,53,1,path_grd_mid_elite1_802,8.0,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Drop,1320060141.0,Drop,path_grd_close_small_042,8.0,3220040141.0,Dash,3220040141.0,Dash,1220050141.0,Drop,1220050141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007018,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_006,point_fly_iceland_006,sbg_iceland_006,IceLand,Day,ibg_iceland_001,3310010141.0,path_grd_mid_small_037,3220060141,Dash,3220060141.0,Dash,3220060141.0,Dash,1320040241.0,Dash,path_grd_far_small_041,4.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Dash,path_fly_far_small_031,4.0,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,path_fly_mid_elite2_805,0.0,1210010141.0,Jump,1210010141.0,Jump,1210040141.0,Drop,3310010141.0,Drop,path_grd_far_small_044,,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007019,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Day,ibg_iceland_001,3320040141.0,path_grd_close_small_042,1220010141,Dash,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,path_grd_mid_elite1_802,6.0,2220030141.0,Jump,2220030141.0,Jump,3220020141.0,Jump,3320010241.0,Jump,path_grd_close_special_064,10.0,2120010141.0,Dash,2120010141.0,Dash,2220030141.0,Jump,3220020141.0,Jump,path_grd_mid_special_025,0.0,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Drop,3320040141.0,Drop,path_grd_close_small_042,8.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,27,30,0,path_grd_mid_small_012,,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007020,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Day,ibg_iceland_001,2320060141.0,path_grd_mid_small_043,3220030141,Dash,3220030141.0,Dash,3220030141.0,Dash,2220050141.0,Dash,path_grd_close_elite2_807,,3220030141.0,Dash,3220030141.0,Dash,2320020241.0,Drop,3320040241.0,Drop,path_grd_mid_small_070,,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220020141.0,Dash,path_grd_close_small_039,10.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220020141.0,Dash,path_grd_mid_elite2_805,0.0,3220020141.0,Dash,2220050141.0,Dash,3320040241.0,Drop,2320060141.0,Drop,15,39,0,path_fly_mid_small_005,10.0,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,2210030141.0,Normal,path_grd_mid_small_043,6.0,3220030141.0,Dash,3220030141.0,Dash,3220020141.0,Dash,3220020141.0,Dash,path_grd_mid_small_043,4.0,3220020141.0,Dash,3220020141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,,,,,,,,,,,,,,,,,,,,
6007021,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,2320030141.0,path_grd_mid_small_034,3220050141,Dash,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,path_grd_close_small_067,6.0,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Drop,1320060241.0,Drop,path_grd_mid_small_011,,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,path_grd_mid_elite1_802,0.0,3220050141.0,Jump,3220050141.0,Jump,3220060141.0,Drop,2320030141.0,Drop,path_grd_mid_special_025,5.0,3220050141.0,Dash,3220050141.0,Dash,3220060141.0,Dash,3220020141.0,Jump,6,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007022,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,3320030141.0,path_grd_close_small_048,2220030141,Jump,2220030141.0,Jump,2220030141.0,Jump,2320050241.0,Jump,path_grd_mid_small_070,6.0,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,2220040141.0,Drop,path_fly_close_small_020,6.0,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,path_grd_close_elite1_801,0.0,3120010141.0,Dash,3120010141.0,Dash,2220040141.0,Drop,3320030141.0,Drop,path_grd_close_special_064,,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,1220050141.0,Dash,6,41,1,path_grd_mid_small_043,3.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007023,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,1320030141.0,path_grd_mid_small_052,3220030141,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,path_fly_mid_elite2_808,3.0,2210020141.0,Dash,2210020141.0,Dash,2310010241.0,Dash,2310010241.0,Dash,path_fly_far_small_051,10.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,3210030141.0,Dash,path_grd_close_special_024,,3120010141.0,Jump,3120010141.0,Jump,3220030141.0,Drop,2220040141.0,Drop,path_grd_far_elite2_806,0.0,3220030141.0,Dash,3220030141.0,Dash,2320070241.0,Dash,2320070241.0,Dash,30,27,9,path_grd_mid_small_049,10.0,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,1320030141.0,Drop,path_fly_close_special_046,8.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Drop,3210030141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007024,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,3320050141.0,path_grd_close_small_067,3220030141,Dash,3220030141.0,Dash,1220050141.0,Dash,2320020241.0,Dash,path_grd_mid_small_012,4.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Dash,path_grd_mid_small_046,6.0,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,path_grd_close_elite1_801,0.0,2120010141.0,Drop,2120010141.0,Drop,2220040141.0,Drop,3320050141.0,Drop,path_grd_mid_small_043,7.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,15,33,0,path_grd_mid_special_065,3.0,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,1220050141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007025,wave_campaign_normal_003,Campaign,90,5,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,3320010141.0,path_grd_close_small_001,3220050141,Drop,3220050141.0,Drop,3120010141.0,Dash,3120010141.0,Dash,path_grd_close_small_013,6.0,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,2320010241.0,Jump,path_fly_mid_small_050,3.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,1210040141.0,Dash,path_grd_close_elite1_801,0.0,3220050141.0,Dash,3220050141.0,Dash,3220040141.0,Drop,3320010141.0,Drop,path_grd_mid_small_043,7.0,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007026,wave_campaign_normal_003,Campaign,90,7,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,2320030141.0,path_grd_close_elite1_801,1220010141,Dash,1220010141.0,Dash,3220020141.0,Jump,2320030241.0,Jump,path_grd_mid_small_055,10.0,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,2320030241.0,Drop,path_fly_close_small_029,,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,3210030141.0,Drop,path_grd_mid_small_070,9.0,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,3220020141.0,Dash,path_grd_close_elite2_804,0.0,1220010141.0,Jump,1220010141.0,Jump,2320030241.0,Drop,2320030241.0,Drop,24,33,0,path_grd_mid_special_025,5.0,1220010141.0,Jump,1220010141.0,Jump,3220020141.0,Drop,2320030141.0,Drop,path_fly_mid_small_053,10.0,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,3210030141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007027,wave_campaign_normal_003,Defense,90,9,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,,path_grd_mid_small_037,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Dash,path_grd_close_small_042,12.0,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,path_grd_mid_small_046,10.0,3220050141.0,Dash,3220020141.0,Drop,3220050141.0,Dash,3220020141.0,Drop,path_grd_mid_elite1_802,4.0,2220010141.0,Dash,2220010141.0,Dash,2220050141.0,Normal,3320010241.0,Normal,path_grd_close_small_039,10.0,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3220020141.0,Jump,21,33,0,path_grd_mid_small_070,,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220050141.0,Dash,path_grd_mid_small_075,9.0,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,2220050141.0,Jump,path_grd_close_elite1_801,,2220010141.0,Dash,2220010141.0,Dash,3220020141.0,Normal,2320010141.0,Normal,20,,,,,,,,,,,,,,,,,,,
6007028,wave_campaign_normal_003,Defense,90,7,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,,path_grd_close_small_036,2220010141,Normal,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,path_grd_mid_small_075,12.0,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220020141.0,Drop,path_grd_close_special_064,,1120010141.0,Dash,1120010141.0,Dash,2220010141.0,Drop,2220050141.0,Dash,path_grd_mid_special_025,16.0,1120010141.0,Jump,1120010141.0,Jump,2220010141.0,Drop,2320050241.0,Drop,path_grd_mid_small_075,16.0,3220030141.0,Dash,3220020141.0,Dash,3220030141.0,Dash,3220020141.0,Dash,30,48,0,path_grd_mid_small_040,,2220010141.0,Drop,2220010141.0,Drop,3220020141.0,Drop,3220020141.0,Drop,path_grd_mid_special_025,9.0,1120010141.0,Dash,1120010141.0,Dash,2220010141.0,Drop,2220050141.0,Drop,path_grd_close_elite1_801,19.0,3220030141.0,Jump,3220030141.0,Jump,3220020141.0,Normal,3320010141.0,Normal,20,,,,,,,,,,,,,,,,,,,
6007029,wave_campaign_normal_003,BaseDefense,60,10,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,,path_grd_mid_special_025,2120010141,Jump,2120010141.0,Jump,2120010141.0,Drop,2220040141.0,Drop,path_grd_close_small_042,,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_grd_mid_special_065,12.0,3120010141.0,Dash,3120010141.0,Dash,3120010141.0,Dash,3220020141.0,Drop,path_grd_close_elite1_801,3.0,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Drop,3320060241.0,Drop,path_grd_far_special_066,,3120010141.0,Dash,3120010141.0,Dash,3120010141.0,Drop,2220040141.0,Drop,30,51,15,path_fly_close_special_044,,1110010141.0,Drop,1110010141.0,Drop,1210020141.0,Drop,1210040141.0,Drop,path_grd_mid_small_070,,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,path_grd_mid_small_076,,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,2220040141.0,Jump,normal,path_grd_mid_elite1_802,7.0,2220010141.0,Dash,2220010141.0,Dash,3220020141.0,Drop,1320040141.0,Drop,,,,,,,,,
6007030,wave_campaign_normal_003,BaseDefense,60,6,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,,path_grd_close_small_051,1220020141,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,path_grd_mid_small_070,,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220050141.0,Drop,path_grd_mid_small_011,,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,path_grd_close_small_067,3.0,2220020141.0,Dash,2220020141.0,Dash,3220020141.0,Drop,3320050241.0,Drop,path_grd_mid_small_058,7.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220050141.0,Dash,12,48,0,path_grd_mid_special_065,,1120010141.0,Jump,1120010141.0,Jump,1220020141.0,Drop,3220020141.0,Drop,path_grd_mid_small_075,5.0,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,path_grd_mid_elite1_802,7.0,1220020141.0,Jump,1220020141.0,Jump,3220020141.0,Drop,2320020141.0,Drop,normal,,,,,,,,,,,,,,,,,,,
6007031,wave_campaign_normal_003,Defense,90,9,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,,path_fly_mid_small_005,1210020141,Normal,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,path_fly_far_small_051,12.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Drop,path_grd_mid_small_037,10.0,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,3220020141.0,Jump,path_fly_mid_elite1_802,4.0,1210020141.0,Normal,1210020141.0,Normal,1210040141.0,Normal,1310020241.0,Normal,path_grd_mid_small_061,10.0,2220010141.0,Jump,2220010141.0,Jump,3220020141.0,Dash,3220020141.0,Dash,0,42,12,path_fly_far_small_054,,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Dash,path_grd_mid_small_076,9.0,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_mid_elite1_802,,1210020141.0,Normal,1210020141.0,Normal,1210040141.0,Normal,1310020141.0,Normal,20,,,,,,,,,,,,,,,,,,,
6007032,wave_campaign_normal_003,Defense,90,9,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,,path_grd_mid_small_037,3220050141,Jump,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,path_grd_far_small_044,12.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,path_grd_mid_special_025,,1120010141.0,Drop,1120010141.0,Drop,3220050141.0,Drop,2220050141.0,Drop,path_fly_mid_elite1_802,4.0,1210010141.0,Dash,1210010141.0,Dash,3210030141.0,Drop,3310030241.0,Drop,path_grd_far_small_038,10.0,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,15,45,12,path_grd_close_special_064,,1120010141.0,Jump,1120010141.0,Jump,3220050141.0,Dash,3220020141.0,Dash,path_grd_mid_small_075,14.0,3220050141.0,Jump,3220020141.0,Dash,3220050141.0,Jump,3220020141.0,Dash,path_fly_mid_elite1_802,,1210010141.0,Jump,1210010141.0,Jump,1210040141.0,Normal,3310030141.0,Normal,20,,,,,,,,,,,,,,,,,,,
