stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type
6400011,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,0,30,12,2310010111,path_grd_mid_special_065,path_grd_far_small_074,12.0,path_fly_mid_small_005,,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,7.0,,,,3120010111,Dash,3120010111,Dash,2220020111,Drop,2320070211,Drop,2220020111,Dash,2220020111,Dash,2220020111,Dash,2220040111,Dash,3210010111,Dash,3210010111,Dash,3210010111,Dash,3210010111,Dash,3210010111,Dash,3210010111,Dash,3210030111,Drop,2310010111,Drop,2220020111,Dash,2220020111,Dash,2220020111,Dash,2220040111,Jump,,,,,,,,,,,,,,,,
6400012,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,21,12,0,1310010111,path_grd_close_small_010,path_grd_mid_small_052,,path_fly_close_small_029,7.0,path_fly_close_elite1_801,0.0,path_grd_mid_small_040,10.0,,,,3220040111,Jump,3220040111,Jump,3220040111,Jump,3220040111,Jump,3220030111,Dash,3220030111,Dash,2220050111,Dash,2320060211,Dash,2210020111,Drop,2210020111,Drop,2210020111,Drop,1210040111,Drop,2210020111,Dash,2210020111,Dash,2210020111,Drop,1310010111,Drop,3220040111,Dash,3220040111,Dash,3220040111,Dash,2220050111,Normal,,,,,,,,,,,,,,,,
6400013,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,0,30,0,2320060111,path_grd_mid_small_070,path_fly_mid_small_039,,path_grd_mid_small_034,7.0,path_grd_mid_small_068,0.0,path_grd_mid_small_037,10.0,,,,3220050111,Dash,3220050111,Dash,3220050111,Dash,2220050111,Dash,1210020111,Dash,1210020111,Dash,1210040111,Dash,1310010211,Dash,3220050111,Drop,3220050111,Drop,3220050111,Drop,2220050111,Dash,3220050111,Dash,3220050111,Dash,2220050111,Drop,2320060111,Drop,3220050111,Dash,3220050111,Dash,3220050111,Dash,2220050111,Normal,,,,,,,,,,,,,,,,
6400014,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,21,21,0,3320060111,path_grd_mid_small_002,path_grd_close_elite1_801,7.0,path_fly_mid_small_050,,path_grd_close_small_048,,path_grd_mid_elite1_802,0.0,path_grd_close_small_051,6.0,,2220020111,Drop,2220020111,Drop,1220050111,Dash,1220050111,Dash,2220020111,Dash,2220020111,Dash,1220050111,Drop,3320060211,Drop,1210040111,Dash,1210040111,Dash,1210040111,Dash,3210040111,Drop,1220050111,Jump,1220050111,Jump,1220050111,Jump,1220050111,Jump,2220020111,Dash,2220020111,Dash,2220040111,Drop,3320060111,Drop,1220050111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,,,,,,,,
6400015,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,18,15,9,2310020111,path_grd_close_small_048,path_fly_mid_elite1_802,,path_fly_mid_small_050,,path_grd_close_small_054,7.0,path_fly_far_elite1_803,0.0,path_fly_close_small_029,6.0,,1220040111,Jump,1220040111,Jump,1220040111,Jump,1220040111,Jump,3210040111,Dash,3210040111,Dash,3210030111,Drop,2310020211,Drop,2210010111,Drop,2210010111,Drop,2210010111,Drop,3210030111,Drop,1220050111,Drop,1220050111,Drop,1220050111,Drop,1220050111,Drop,2210010111,Dash,2210010111,Dash,3210030111,Drop,2310020111,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,,,,,,,,
6400016,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,0,21,15,1320030111,path_grd_mid_elite1_802,path_grd_far_small_044,7.0,path_fly_mid_small_053,4.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_011,6.0,,,,2220030111,Jump,2220030111,Jump,2220040111,Dash,1320030211,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,2210010111,Jump,2210010111,Jump,2210010111,Jump,3210030111,Dash,2220030111,Jump,2220030111,Jump,2220040111,Drop,1320030111,Drop,2220030111,Jump,2220030111,Jump,2220030111,Jump,2220030111,Jump,,,,,,,,,,,,,,,,
6400017,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,0,15,18,3310010111,path_grd_mid_small_037,path_grd_far_small_041,7.0,path_fly_far_small_031,,path_fly_mid_elite2_805,0.0,path_grd_far_small_044,,,,,3220060111,Dash,2220040111,Dash,3220060111,Dash,1320040211,Dash,3220060111,Dash,3220060111,Dash,3220060111,Dash,2220050111,Dash,1210010111,Drop,1210010111,Drop,1210010111,Drop,3210030111,Drop,1210010111,Jump,1210010111,Jump,3210030111,Drop,3310010111,Drop,3220060111,Dash,2220040111,Dash,3220060111,Dash,2220040111,Dash,,,,,,,,,,,,,,,,
6400018,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,27,18,0,2320030111,path_grd_close_elite1_801,path_grd_close_small_013,7.0,path_grd_mid_small_049,6.0,path_fly_close_small_041,7.0,path_grd_mid_small_055,0.0,path_grd_close_small_042,4.0,path_fly_mid_small_030,1220040111,Jump,1220040111,Jump,1220050111,Drop,2320030211,Drop,1220040111,Dash,1220050111,Dash,1220040111,Dash,1220050111,Dash,1220040111,Drop,1220050111,Drop,1220040111,Drop,2220040111,Drop,1110010111,Drop,1110010111,Drop,3210040111,Drop,3210040111,Drop,1220040111,Drop,1220040111,Drop,3220020111,Drop,2320030111,Drop,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop
6400019,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,21,15,0,3320040111,path_grd_close_small_010,path_grd_mid_elite1_802,6.0,path_fly_close_small_029,,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,,,,,2220010111,Jump,3220020111,Jump,2220010111,Jump,3220020111,Jump,2220010111,Dash,2220010111,Dash,3220020111,Drop,2320060211,Drop,2210020111,Dash,2210020111,Dash,2210020111,Dash,1210040111,Drop,2220010111,Dash,2220010111,Dash,3220020111,Drop,3320040111,Drop,2220010111,Dash,3220020111,Dash,2220010111,Dash,3220020111,Dash,,,,,,,,,,,,,,,,
6400020,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,0,24,21,3310020111,path_grd_far_small_062,path_grd_mid_elite1_802,7.0,path_fly_mid_small_030,,path_fly_mid_elite1_802,0.0,path_grd_far_special_063,6.0,,,,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220040111,Drop,3320060211,Drop,2210010111,Drop,2210010111,Drop,2210010111,Drop,2210010111,Drop,2210010111,Drop,2210010111,Drop,3210030111,Drop,3310020111,Drop,2220030111,Jump,2220030111,Jump,2220030111,Jump,2220040111,Dash,,,,,,,,,,,,,,,,
6401001,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,6,27,0,3320070121,path_grd_mid_small_002,path_grd_mid_small_011,6.0,path_fly_mid_small_024,8.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_072,8.0,,,,1220010121,Dash,1220010121,Dash,1120010121,Drop,1120010121,Drop,2220030121,Drop,2220030121,Drop,2220030121,Drop,3320010221,Drop,3210010121,Drop,3210010121,Drop,3210010121,Drop,3210010121,Drop,2220030121,Dash,2220030121,Dash,2220030121,Drop,3320070121,Drop,1220010121,Dash,1220010121,Dash,1220010121,Dash,3220020121,Dash,,,,,,,,,,,,,,,,
6401002,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,21,12,0,1310020121,path_fly_mid_small_018,path_fly_close_small_029,6.0,path_grd_close_small_013,,path_fly_close_elite1_801,0.0,path_fly_mid_small_039,7.0,,,,3210010121,Drop,3210010121,Drop,2110010121,Dash,2110010121,Dash,2210010121,Drop,2210010121,Drop,2210010121,Drop,1310030221,Drop,2220020121,Dash,2220020121,Dash,2220020121,Dash,2220020121,Dash,3210010121,Dash,3210010121,Dash,2210010121,Drop,1310020121,Drop,2210010121,Dash,2210010121,Dash,2210010121,Dash,2210010121,Dash,,,,,,,,,,,,,,,,
6401003,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,6,27,0,1310030121,path_fly_mid_small_018,path_fly_mid_small_005,6.0,path_grd_close_small_039,,path_fly_mid_elite1_802,0.0,path_fly_mid_small_024,7.0,,,,2210020121,Dash,2210020121,Dash,1110010121,Drop,1110010121,Drop,1110010121,Dash,1110010121,Dash,2210020121,Dash,1310020221,Dash,3220030121,Dash,3220030121,Dash,3220030121,Dash,2220040121,Dash,2210020121,Drop,2210020121,Drop,1110010121,Drop,1310030121,Drop,2210020121,Jump,2210020121,Jump,2210020121,Jump,1210040121,Jump,,,,,,,,,,,,,,,,
6401004,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,66,6,0,1320040121,path_grd_close_special_064,path_grd_close_small_054,12.0,path_fly_close_special_044,,path_grd_close_special_064,0.0,path_grd_mid_small_070,11.0,path_grd_close_special_024,5.0,,2120010121,Dash,2120010121,Dash,2120010121,Dash,2120010121,Dash,3220050121,Jump,3220050121,Jump,3220050121,Jump,3320010221,Drop,1110010121,Drop,1110010121,Drop,1110010121,Drop,1110010121,Drop,2120010121,Dash,2120010121,Dash,3220050121,Drop,1320040121,Drop,3220050121,Dash,3220050121,Dash,3220050121,Dash,2220040121,Dash,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,,,,,,,,
6401005,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,18,24,0,3320020121,path_grd_close_small_051,path_grd_mid_elite1_802,7.0,path_grd_mid_small_049,4.0,path_grd_close_small_042,11.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_069,5.0,,3220050121,Dash,3220050121,Dash,3220050121,Dash,3220050121,Dash,3120010121,Jump,3120010121,Jump,3220070121,Drop,3320020221,Drop,3220050121,Drop,3220070121,Drop,3220050121,Drop,3220070121,Drop,3120010121,Dash,3120010121,Dash,3120010121,Dash,3120010121,Dash,3220050121,Dash,3220050121,Dash,3220070121,Drop,3320020121,Drop,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,,,,,,,,
6401006,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,6,30,6,1320040121,path_grd_close_small_001,path_grd_mid_elite1_802,7.0,path_fly_mid_small_053,6.0,path_grd_mid_special_065,0.0,path_grd_far_small_071,11.0,,,,1220020121,Drop,1220020121,Drop,1220030121,Dash,1220030121,Dash,1120010121,Jump,1120010121,Jump,1220020121,Drop,2320050221,Drop,1210020121,Dash,1210020121,Dash,1210020121,Dash,1210040121,Dash,1120010121,Dash,1120010121,Dash,1220030121,Drop,1320040121,Drop,1220040121,Dash,1220040121,Dash,1220040121,Dash,3220020121,Dash,,,,,,,,,,,,,,,,
6401007,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,0,21,12,2320030121,path_grd_far_small_003,path_grd_mid_small_070,7.0,path_fly_mid_small_053,7.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,7.0,,,,1220030121,Drop,1220030121,Drop,3220070121,Jump,3220070121,Jump,1220030121,Dash,1220030121,Dash,1220030121,Dash,2320030221,Drop,1210020121,Drop,1210020121,Drop,1210020121,Drop,3210030121,Drop,1220030121,Dash,1220030121,Dash,3220070121,Drop,2320030121,Drop,1220030121,Drop,1220030121,Drop,3220070121,Drop,2220040121,Dash,,,,,,,,,,,,,,,,
6401008,wave_simulationroom_001,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,0,18,15,1320030121,path_grd_mid_small_043,path_grd_far_small_071,6.0,path_fly_mid_small_039,6.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_030,,,,,1220010121,Dash,1220010121,Dash,3220060121,Jump,3220060121,Jump,3220060121,Dash,3220060121,Dash,3220060121,Dash,2320030221,Dash,1210010121,Drop,1210030121,Drop,1210010121,Drop,1210030121,Drop,3220060121,Jump,3220060121,Jump,1220010121,Drop,1320030121,Drop,1210030121,Drop,1210030121,Drop,1210030121,Drop,1210030121,Drop,,,,,,,,,,,,,,,,
