stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/1/private_monster_count,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6240761,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,1320010141.0,path_grd_mid_small_055,1220060141,Drop,1220060141.0,Drop,1220060141.0,Drop,2220040141.0,Drop,path_grd_far_elite1_803,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Drop,3320020241.0,Drop,path_grd_mid_small_011,,3220010141.0,Dash,3220010141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,path_grd_close_elite1_801,0.0,1220060141.0,Dash,1220060141.0,Dash,2220040141.0,Drop,1320010141.0,Drop,path_grd_far_small_074,6.0,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,9,12,15,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240762,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,1320060141.0,path_grd_mid_small_055,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Dash,1320060241.0,Dash,path_grd_mid_small_011,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,0.0,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Drop,1320060141.0,Drop,path_grd_mid_small_043,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240763,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,1310030141.0,path_grd_mid_small_052,2220030141,Drop,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,path_fly_mid_elite1_802,3210020141.0,Dash,3210020141.0,Dash,1210040141.0,Drop,1310030241.0,Drop,path_fly_mid_small_050,8.0,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,1210040141.0,Dash,path_fly_mid_elite2_805,0.0,3210020141.0,Drop,3210020141.0,Drop,1310010241.0,Drop,1310030141.0,Drop,path_grd_mid_small_052,8.0,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,0,42,0,path_fly_mid_small_050,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,1210040141.0,Dash,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240764,wave_tower_tetra_009,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Tetra,ibg_tower_defense_001,,path_fly_mid_elite1_802,1210030141,Normal,1210030141.0,Normal,3210030141.0,Dash,2310060241.0,Drop,path_fly_close_small_026,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210050141.0,Drop,path_grd_mid_special_025,7.0,3120010141.0,Jump,1220050141.0,Jump,2220010141.0,Dash,1220050141.0,Dash,path_fly_mid_small_024,12.0,1210030141.0,Normal,3210040141.0,Dash,3210050141.0,Dash,1210030141.0,Normal,path_fly_far_elite2_806,3.0,1210030141.0,Normal,1210030141.0,Dash,2310060141.0,Drop,3310040241.0,Drop,12,51,9,path_fly_close_small_049,3210040141.0,Drop,3210050141.0,Drop,3210040141.0,Drop,3210030141.0,Dash,10.0,10.0,path_grd_mid_small_040,,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,path_grd_mid_small_076,10.0,1220050141.0,Drop,1220050141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,20,path_fly_mid_elite3_814,1210030141.0,Dash,3210050141.0,Drop,2310060241.0,Drop,3310040241.0,Drop,,,,,,,,,,,10.0
6240765,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,1320060141.0,path_grd_mid_small_070,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,path_grd_mid_small_058,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,1320060241.0,Dash,path_grd_mid_elite1_802,,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Drop,1320060241.0,Drop,path_grd_mid_small_043,,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,path_grd_mid_elite2_805,0.0,3220050141.0,Dash,3220050141.0,Dash,1320060241.0,Drop,1320060141.0,Drop,0,48,0,path_grd_mid_small_070,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Drop,5.0,10.0,path_grd_mid_small_008,,2220040141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240766,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,2320020141.0,path_grd_mid_small_068,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,2320020241.0,Drop,path_grd_mid_small_008,1220050141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,path_grd_mid_small_061,,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,path_grd_close_elite1_801,0.0,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,2320020141.0,Drop,path_grd_mid_small_037,6.0,1220050141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,9,30,0,path_grd_mid_small_040,1220060141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240767,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,2310010141.0,path_grd_mid_small_070,2220010141,Drop,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Normal,path_fly_mid_elite2_808,3210020141.0,Dash,3210020141.0,Dash,2310060241.0,Drop,2310010241.0,Drop,path_fly_mid_small_005,10.0,3210020141.0,Dash,1210030141.0,Dash,3210020141.0,Dash,1210030141.0,Dash,path_grd_mid_small_040,,3220050141.0,Drop,2220010141.0,Drop,3220050141.0,Drop,2220010141.0,Drop,path_fly_far_elite2_806,0.0,3210020141.0,Dash,1210030141.0,Dash,2310060241.0,Drop,2310010141.0,Drop,6,39,9,path_grd_close_small_069,2220010141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Dash,5.0,8.0,path_fly_mid_small_033,8.0,3210020141.0,Dash,1210030141.0,Dash,3210020141.0,Dash,2310060241.0,Dash,path_fly_mid_small_024,,1210030141.0,Dash,1210030141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,,,,,,,,,,,,,,,,,,,,,
6240768,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Tetra,ibg_tower_001,3320020141.0,path_grd_mid_small_002,1220030141,Jump,1220030141.0,Jump,1220030141.0,Jump,1220030141.0,Jump,path_grd_close_elite2_804,1220030141.0,Dash,1220030141.0,Dash,2320050241.0,Drop,2320050241.0,Drop,path_grd_far_small_044,10.0,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,path_grd_mid_small_043,,1220030141.0,Dash,3220070141.0,Dash,1220030141.0,Dash,3220070141.0,Dash,path_grd_close_elite2_804,0.0,1220030141.0,Dash,1220030141.0,Dash,2320050241.0,Dash,2320050241.0,Dash,18,18,12,path_grd_far_small_035,3320020141.0,Drop,1220030141.0,Drop,3220070141.0,Drop,1220030141.0,Drop,5.0,10.0,path_grd_mid_small_008,8.0,3220070141.0,Dash,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240769,wave_tower_tetra_009,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Tetra,ibg_tower_basedefense_001,,path_grd_far_elite1_803,1220060141,Drop,1220030141.0,Drop,2220040141.0,Drop,3320020241.0,Drop,path_grd_mid_elite2_808,1220050141.0,Drop,1220030141.0,Drop,2220040141.0,Drop,3320020241.0,Drop,path_fly_mid_small_024,6.0,1220050141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,3210050141.0,Drop,path_grd_far_elite2_806,2.0,3220070141.0,Dash,2220040141.0,Dash,3320020241.0,Drop,3320020241.0,Drop,path_fly_mid_small_024,,1220050141.0,Drop,1220050141.0,Drop,1220030141.0,Drop,3210050141.0,Drop,0,42,18,path_grd_mid_small_070,1220050141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Normal,3.0,5.0,path_grd_mid_small_075,6.0,1220050141.0,Jump,2220040141.0,Jump,1220050141.0,Jump,2220040141.0,Jump,path_fly_mid_elite2_805,,3220070141.0,Drop,1220060141.0,Drop,3210050141.0,Drop,3320020141.0,Drop,normal,,,,,,,,,,,,,,,,,,,,
6240770,wave_tower_tetra_009,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Tetra,ibg_tower_001,3410030141.0,path_fly_mid_centurion_901,3410030141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240771,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,1320040121.0,path_grd_mid_small_008,3220050121,Drop,3220050121.0,Drop,3220060121.0,Dash,3220060121.0,Dash,path_grd_mid_special_025,2120010121.0,Jump,2120010121.0,Jump,2220010121.0,Drop,1320030221.0,Drop,path_fly_mid_elite1_802,4.0,1210030121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,1210040121.0,Drop,path_grd_mid_elite1_802,0.0,2220010121.0,Dash,2220010121.0,Dash,3220060121.0,Drop,1320040121.0,Drop,path_fly_mid_small_021,10.0,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,3210030121.0,Drop,0,60,0,path_grd_mid_special_025,3120010121.0,Jump,3120010121.0,Jump,3120010121.0,Drop,3120010121.0,Drop,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240772,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,2320020121.0,path_grd_mid_small_002,1220040121,Jump,1220040121.0,Jump,1220040121.0,Jump,1220040121.0,Jump,path_grd_mid_elite1_802,1220040121.0,Dash,1220040121.0,Dash,3220060121.0,Drop,2320070221.0,Drop,path_grd_mid_small_049,10.0,1220040121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,path_grd_mid_elite2_805,0.0,1220040121.0,Drop,3220060121.0,Drop,2320070221.0,Drop,2320020121.0,Drop,path_grd_close_small_004,8.0,1220040121.0,Dash,3220060121.0,Dash,1220040121.0,Dash,3220060121.0,Dash,6,36,0,path_grd_mid_small_005,1220040121.0,Dash,3220060121.0,Dash,1220040121.0,Dash,3220060121.0,Dash,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240773,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,1310030121.0,path_grd_mid_small_052,2220030121,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,path_fly_mid_elite1_802,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Drop,1310030221.0,Drop,path_fly_mid_small_050,8.0,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,path_fly_mid_elite2_805,0.0,3210020121.0,Drop,3210020121.0,Drop,1310010221.0,Drop,1310030121.0,Drop,path_grd_mid_small_052,8.0,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,0,42,0,path_fly_mid_small_050,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,1210040121.0,Dash,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240774,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Tetra,ibg_tower_001,1320030121.0,path_fly_mid_small_018,1210030121,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_elite2_805,2220010121.0,Dash,2120010121.0,Dash,3320010221.0,Dash,1320030221.0,Drop,path_fly_mid_special_016,10.0,1210030121.0,Dash,2110010121.0,Dash,1210030121.0,Dash,3210030121.0,Dash,path_grd_mid_elite2_808,0.0,2220010121.0,Dash,2220010121.0,Dash,3320010221.0,Drop,1320030121.0,Drop,path_fly_close_special_046,10.0,1210030121.0,Dash,2110010121.0,Dash,1210030121.0,Dash,3210030121.0,Dash,15,54,0,path_grd_mid_elite2_805,2220010121.0,Dash,2120010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,5.0,,path_fly_mid_small_002,8.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240775,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Tetra,ibg_tower_001,3320050121.0,path_grd_mid_small_049,1220040121,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_grd_mid_elite2_808,1220040121.0,Dash,1220040121.0,Dash,2320020221.0,Drop,3320040221.0,Drop,path_grd_mid_small_008,,3220020121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,path_grd_mid_small_043,,3220020121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,path_grd_mid_elite2_808,0.0,1220040121.0,Dash,1220040121.0,Dash,3320050121.0,Drop,3320040221.0,Drop,6,48,0,path_grd_close_small_067,1220040121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,2320020221.0,Drop,5.0,10.0,path_grd_mid_small_040,,3220020121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_grd_mid_small_037,,3220020121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,
6240776,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,3310040121.0,path_grd_mid_small_049,1220020121,Dash,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,path_fly_mid_elite1_802,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,3310040221.0,Drop,path_grd_mid_small_046,10.0,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,path_grd_mid_small_034,0.0,1220020121.0,Jump,1220020121.0,Jump,1220020121.0,Jump,1320030221.0,Drop,path_fly_far_elite1_803,7.0,1210020121.0,Drop,1210020121.0,Drop,1210010121.0,Drop,3310040121.0,Drop,0,33,9,path_grd_mid_small_008,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240777,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,2320060121.0,path_grd_mid_small_068,1220020121,Drop,1220020121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,path_grd_mid_elite2_808,1220020121.0,Dash,1220020121.0,Dash,2320060221.0,Drop,3320040221.0,Drop,path_grd_close_small_007,8.0,1220020121.0,Dash,3220020121.0,Dash,1220020121.0,Dash,3220020121.0,Dash,path_grd_mid_small_008,,3220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,3220020121.0,Dash,path_grd_mid_elite3_814,0.0,1220020121.0,Dash,3320040221.0,Dash,3320040221.0,Drop,3320040221.0,Drop,15,36,0,path_grd_close_elite1_801,1220020121.0,Drop,3220020121.0,Drop,1220020121.0,Drop,2320060121.0,Drop,,10.0,path_grd_mid_small_070,,3220020121.0,Dash,1220020121.0,Dash,1220020121.0,Dash,2220050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240778,wave_tower_tetra_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,3320020121.0,path_grd_mid_small_002,1220030121,Jump,1220030121.0,Jump,1220030121.0,Jump,1220030121.0,Jump,path_grd_close_elite2_804,1220030121.0,Dash,1220030121.0,Dash,2320050221.0,Drop,2320050221.0,Drop,path_grd_far_small_044,10.0,3220070121.0,Drop,3220070121.0,Drop,3220070121.0,Drop,3220070121.0,Drop,path_grd_mid_small_043,,1220030121.0,Dash,3220070121.0,Dash,1220030121.0,Dash,3220070121.0,Dash,path_grd_close_elite2_804,0.0,1220030121.0,Dash,1220030121.0,Dash,2320050221.0,Dash,2320050221.0,Dash,18,18,12,path_grd_far_small_035,3320020121.0,Drop,1220030121.0,Drop,3220070121.0,Drop,1220030121.0,Drop,5.0,10.0,path_grd_mid_small_008,8.0,3220070121.0,Dash,1220030121.0,Dash,1220030121.0,Dash,3220070121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240779,wave_tower_tetra_009,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Tetra,ibg_tower_defense_001,,path_grd_mid_elite1_802,2220010121,Dash,2220010121.0,Dash,2220010121.0,Dash,1320030221.0,Normal,path_fly_close_small_041,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,3210040121.0,Drop,path_grd_mid_special_025,,2220010121.0,Jump,1120010121.0,Jump,1220050121.0,Drop,2220040121.0,Jump,path_grd_close_small_036,,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_grd_mid_elite2_805,2.0,2220010121.0,Jump,1120010121.0,Dash,2320050221.0,Drop,2320050121.0,Normal,24,63,0,path_grd_close_small_036,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,2320040221.0,Normal,12.0,,path_fly_mid_special_047,10.0,3110010121.0,Dash,3110010121.0,Dash,3210040121.0,Drop,3210030121.0,Drop,path_grd_mid_small_075,10.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,20,path_fly_close_small_001,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_fly_mid_elite2_805,10.0,2220010121.0,Drop,2220010121.0,Drop,2320050221.0,Normal,3320070221.0,Drop,
6240780,wave_tower_tetra_009,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010121.0,b_g_landeater_01,2520010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240781,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Tetra,ibg_tower_001,2320020131.0,path_grd_mid_small_002,2220020131,Drop,2220020131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,path_grd_mid_elite1_802,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Drop,2320020231.0,Drop,path_grd_far_small_071,8.0,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220050131.0,Drop,path_fly_mid_small_030,,3210020131.0,Jump,3210020131.0,Jump,1210010131.0,Jump,1210010131.0,Jump,path_grd_mid_elite1_802,0.0,2220020131.0,Dash,2220020131.0,Dash,2220040131.0,Drop,2320020131.0,Drop,0,30,12,path_grd_far_small_047,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240782,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Tetra,ibg_tower_001,2320010131.0,path_grd_mid_small_002,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,path_fly_mid_small_050,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,path_grd_mid_elite1_802,8.0,3220040131.0,Drop,3220040131.0,Drop,3220060131.0,Drop,2320010231.0,Drop,path_grd_mid_elite2_808,0.0,3220040131.0,Dash,3220060131.0,Dash,1320030231.0,Drop,2320010131.0,Drop,path_fly_mid_small_050,10.0,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,0,42,0,path_grd_mid_small_043,3220040131.0,Drop,3220060131.0,Drop,3220040131.0,Drop,3220060131.0,Drop,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240783,wave_tower_tetra_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Tetra,ibg_tower_001,2310020131.0,path_grd_mid_small_002,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_elite1_802,2210020131.0,Dash,2210020131.0,Dash,2210040131.0,Drop,2310020231.0,Drop,path_fly_mid_small_039,7.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,path_fly_mid_small_039,0.0,2210020131.0,Drop,2210020131.0,Drop,2210040131.0,Drop,2210040131.0,Drop,path_fly_mid_elite1_802,8.0,2210020131.0,Dash,2210020131.0,Dash,2210040131.0,Drop,2310020131.0,Drop,0,42,0,path_grd_mid_small_043,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
