stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/1/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6220961,wave_tower_elysion_011,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2320020141.0,path_grd_mid_small_049,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Drop,path_grd_mid_special_065,1120010141.0,Dash,1120010141.0,Dash,2220030141.0,Dash,2320020241.0,Dash,path_grd_far_small_044,,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,path_fly_far_special_045,0.0,1110010141.0,Drop,1110010141.0,Drop,1110010141.0,Drop,1210040141.0,Drop,path_grd_mid_special_065,10.0,1120010141.0,Drop,1120010141.0,Drop,2220030141.0,Drop,2320020141.0,Drop,path_grd_far_small_006,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Jump,0,36,27,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,,,,,,,,,,,,,,,,,,,,
6220962,wave_tower_elysion_011,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,2320010141.0,path_grd_mid_small_002,1220010141,Dash,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,path_grd_far_elite2_809,1220010141.0,Dash,1120010141.0,Dash,2220080141.0,Drop,2320010241.0,Drop,path_grd_mid_small_043,7.0,1220010141.0,Dash,3220070141.0,Dash,1220010141.0,Dash,3220070141.0,Dash,path_grd_far_small_056,0.0,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,2220080141.0,Drop,path_grd_mid_elite1_802,7.0,1220010141.0,Dash,1220010141.0,Dash,3220070141.0,Drop,2320010141.0,Drop,path_grd_mid_small_011,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,0,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220963,wave_tower_elysion_011,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,2320060141.0,path_grd_mid_small_070,1220010141,Jump,1220010141.0,Jump,1220010141.0,Jump,2220050141.0,Dash,path_grd_mid_elite1_802,1220010141.0,Dash,3220020141.0,Dash,2220050141.0,Drop,2320060241.0,Drop,path_grd_mid_small_012,,1220010141.0,Dash,3220020141.0,Dash,1220010141.0,Dash,3220020141.0,Dash,path_grd_mid_elite1_802,0.0,1220010141.0,Dash,3220020141.0,Dash,2220050141.0,Drop,2320060141.0,Drop,path_grd_mid_small_070,,1220010141.0,Drop,1220010141.0,Drop,3220020141.0,Drop,2220050141.0,Dash,path_grd_mid_small_070,1220010141.0,Drop,1220010141.0,Drop,3220020141.0,Drop,2220050141.0,Dash,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220964,wave_tower_elysion_011,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,,path_grd_mid_small_002,1220020141,Drop,1220020141.0,Drop,2220010141.0,Dash,2220010141.0,Dash,path_grd_mid_small_061,2220010141.0,Dash,2220010141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,path_grd_mid_small_052,,3220020141.0,Jump,2220010141.0,Jump,3220020141.0,Jump,2220010141.0,Jump,path_grd_mid_special_025,3.0,1120010141.0,Jump,1220020141.0,Jump,3220020141.0,Drop,2320020241.0,Drop,path_grd_mid_small_061,10.0,2220010141.0,Drop,1220020141.0,Drop,2220010141.0,Drop,1220020141.0,Drop,path_grd_mid_small_040,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,0,60,0,normal,path_grd_mid_small_076,5.0,1220020141.0,Dash,2220010141.0,Dash,1220020141.0,Dash,2220010141.0,Dash,path_grd_mid_elite1_802,7.0,1220020141.0,Dash,3220020141.0,Dash,1220020141.0,Drop,2320020241.0,Drop,9.0,,,,,,,,,,,,,,,,,,,,,
6220965,wave_tower_elysion_011,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,1320060141.0,path_grd_mid_small_005,1220010141,Dash,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,path_grd_mid_small_068,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,2320020241.0,Drop,path_grd_mid_elite1_802,10.0,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,1320060241.0,Drop,path_grd_mid_small_043,,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,path_grd_mid_elite2_805,0.0,1220010141.0,Dash,1220010141.0,Dash,2320020241.0,Drop,1320060141.0,Drop,path_grd_mid_small_043,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,6,42,0,,path_grd_close_small_067,6.0,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,2320020241.0,Drop,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
6220966,wave_tower_elysion_011,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,1310040141.0,path_fly_mid_small_030,2210010141,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,path_fly_mid_elite1_802,1210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2310070241.0,Drop,path_fly_mid_small_036,,2210010141.0,Drop,2210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,path_fly_mid_elite2_808,0.0,2210010141.0,Dash,1210010141.0,Dash,2310070241.0,Drop,1310040141.0,Drop,path_fly_mid_special_016,7.0,2210010141.0,Dash,1210010141.0,Dash,2110010141.0,Dash,3210030141.0,Dash,,,,,,,,,,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220967,wave_tower_elysion_011,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_close_small_039,2220020141,Jump,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,path_fly_mid_small_036,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,2210040141.0,Dash,path_grd_close_special_064,,3120010141.0,Jump,2220020141.0,Jump,2220010141.0,Normal,2220010141.0,Normal,path_fly_mid_elite1_802,4.0,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,2310060241.0,Drop,path_grd_close_small_048,12.0,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,path_fly_mid_special_047,3110010141.0,Drop,3110010141.0,Drop,2210020141.0,Normal,2210040141.0,Dash,27,51,0,20,path_grd_mid_small_075,10.0,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_mid_elite1_802,,2210020141.0,Normal,2210020141.0,Normal,2210040141.0,Drop,2310060241.0,Dash,10.0,8.0,path_fly_mid_small_027,15.0,2210020141.0,Normal,2210040141.0,Dash,2210020141.0,Normal,3310020241.0,Normal,,,,,,,,,,
6220968,wave_tower_elysion_011,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,2320020141.0,path_grd_mid_small_068,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,2320020241.0,Drop,path_grd_mid_small_008,1220050141.0,Drop,1220060141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,path_grd_mid_small_061,,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,path_grd_close_elite1_801,0.0,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,2320020141.0,Drop,path_grd_mid_small_037,6.0,1220050141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,1220060141.0,Drop,path_grd_mid_small_040,1220060141.0,Drop,1220060141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,9,30,0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
6220969,wave_tower_elysion_011,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,3320080141.0,path_grd_mid_small_034,1320030241,Drop,3220030141.0,Drop,3220030141.0,Drop,3220080141.0,Drop,path_grd_mid_elite1_802,3220030141.0,Drop,3220030141.0,Drop,1220050141.0,Drop,3320080241.0,Drop,path_fly_mid_elite2_808,10.0,1210020141.0,Dash,3210020141.0,Dash,1210060141.0,Drop,1210060141.0,Drop,path_grd_mid_elite2_808,0.0,1220050141.0,Dash,3220030141.0,Dash,1320030241.0,Drop,3320080141.0,Drop,path_fly_mid_elite2_808,,1210020141.0,Dash,3210020141.0,Dash,1210060141.0,Drop,1210060141.0,Drop,path_fly_mid_small_027,1210060141.0,Drop,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,0,48,0,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,,,,,,,,,,,,,,,,,,,,
6220970,wave_tower_elysion_011,Campaign,180,6,False,False,point_grd_materialh_01,point_fly_materialh_01,sbg_ebg002_001,GreatHole,Day,ibg_greathole_001,2520020141.0,b_grd_materialh_01,2520020141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220971,wave_tower_elysion_011,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,,path_grd_mid_small_002,1220010121,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,path_grd_mid_small_049,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,path_grd_mid_small_070,,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,3.0,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Drop,1320040221.0,Drop,path_grd_mid_small_049,8.0,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,path_grd_mid_special_025,1220010121.0,Jump,2220030121.0,Jump,2120010121.0,Jump,2220040121.0,Dash,0,63,0,normal,path_grd_mid_small_075,5.0,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,path_grd_mid_elite1_802,7.0,2220030121.0,Dash,2220030121.0,Drop,2220040121.0,Drop,1320040221.0,Drop,6.0,,,,,,,,,,,,,,,,,,,,,
6220972,wave_tower_elysion_011,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,2310070121.0,path_grd_mid_small_046,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_mid_elite1_802,1210020121.0,Dash,3210020121.0,Dash,3210030121.0,Drop,2310070221.0,Drop,path_fly_close_small_020,7.0,1210020121.0,Drop,1210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,path_fly_mid_elite1_802,0.0,1210020121.0,Dash,3210020121.0,Dash,3210030121.0,Drop,2310070121.0,Drop,path_grd_close_small_039,7.0,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,path_fly_mid_small_005,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220973,wave_tower_elysion_011,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,1320010121.0,path_grd_mid_small_002,1220040121,Jump,1220040121.0,Jump,1220040121.0,Jump,2220040121.0,Dash,path_grd_far_elite1_803,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Drop,1320010221.0,Drop,path_grd_mid_small_055,10.0,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,path_grd_far_elite1_803,0.0,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Drop,1320010121.0,Drop,path_grd_mid_small_070,7.0,1220040121.0,Jump,1220050121.0,Jump,1220040121.0,Jump,2220040121.0,Dash,path_grd_mid_small_043,2220010121.0,Drop,1220050121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,0,24,18,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,
6220974,wave_tower_elysion_011,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,3320070121.0,path_grd_mid_small_055,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,path_grd_mid_elite2_805,3220050121.0,Drop,3220050121.0,Drop,3320070221.0,Dash,3320070221.0,Dash,path_fly_mid_small_027,10.0,2210030121.0,Drop,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,path_grd_mid_elite3_814,0.0,3220050121.0,Drop,3320070221.0,Jump,3320070221.0,Jump,3320070121.0,Jump,path_fly_mid_small_027,8.0,2210030121.0,Drop,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,path_grd_mid_small_061,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,0,42,0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
6220975,wave_tower_elysion_011,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,1320010121.0,path_grd_mid_small_002,1220010121,Dash,1220010121.0,Dash,1220010121.0,Dash,2220080121.0,Dash,path_grd_mid_elite2_805,1220010121.0,Dash,3220070121.0,Dash,2320050221.0,Drop,2320050221.0,Drop,path_grd_far_small_009,9.0,1220010121.0,Drop,2220080121.0,Drop,1220010121.0,Drop,2220080121.0,Drop,path_grd_far_small_071,0.0,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,2220080121.0,Dash,path_grd_far_elite2_809,,1220010121.0,Dash,3220070121.0,Dash,2320050221.0,Drop,1320010121.0,Drop,path_grd_mid_small_043,1220010121.0,Drop,2220080121.0,Drop,1220010121.0,Drop,2220080121.0,Drop,0,27,21,,path_grd_mid_small_073,,3220070121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,2220080121.0,Drop,,,,,,,,,,,10.0,5.0,,,,,,,,,,,,,,,,,,,,
6220976,wave_tower_elysion_011,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,3320040121.0,path_grd_far_small_053,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,3220020121.0,Dash,path_grd_mid_elite1_802,3220050121.0,Jump,3220050121.0,Jump,2220050121.0,Drop,3320040221.0,Drop,path_fly_mid_small_050,,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,1210040121.0,Drop,path_grd_mid_elite2_808,0.0,3220050121.0,Jump,3220050121.0,Jump,3320040221.0,Drop,3320040121.0,Drop,path_fly_mid_special_016,6.0,2210010121.0,Drop,2110010121.0,Drop,2210010121.0,Drop,1210040121.0,Drop,,,,,,,,,,0,39,6,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,
6220977,wave_tower_elysion_011,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,2320010121.0,path_grd_mid_small_002,3220040121,Jump,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,path_grd_mid_small_012,3220040121.0,Dash,2220010121.0,Dash,3220040121.0,Dash,2320010221.0,Dash,path_grd_mid_small_034,10.0,3320080221.0,Drop,2220010121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,path_grd_mid_elite2_805,0.0,3220040121.0,Drop,2220010121.0,Drop,3320080221.0,Drop,2320010121.0,Drop,path_fly_mid_small_008,8.0,3220040121.0,Jump,3220040121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,path_grd_mid_small_037,3220040121.0,Jump,2220010121.0,Jump,3220040121.0,Jump,2220010121.0,Jump,0,39,0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
6220978,wave_tower_elysion_011,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,1310020121.0,path_grd_mid_small_002,2220010121,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_fly_mid_elite2_805,1210030121.0,Dash,1110010121.0,Dash,1310020221.0,Drop,1310010221.0,Drop,path_fly_mid_special_047,12.0,1210030121.0,Dash,2110010121.0,Dash,1210050121.0,Drop,1210050121.0,Drop,path_fly_mid_elite1_802,0.0,1210030121.0,Dash,1210030121.0,Dash,1210050121.0,Drop,1310010221.0,Drop,path_fly_mid_special_047,10.0,1210030121.0,Dash,2110010121.0,Dash,1210050121.0,Dash,1310020121.0,Dash,path_grd_mid_elite2_805,2220010121.0,Dash,2120010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,0,69,0,,path_fly_mid_small_002,8.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
6220979,wave_tower_elysion_011,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,,path_grd_close_special_064,1120010121,Dash,1120010121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_mid_special_016,1110010121.0,Drop,1110010121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,path_grd_mid_special_025,,3120010121.0,Drop,3120010121.0,Drop,3220040121.0,Jump,3220040121.0,Jump,path_fly_mid_elite1_802,4.0,2120010121.0,Drop,3220040121.0,Drop,3210030121.0,Normal,1320060221.0,Normal,path_grd_close_special_024,16.0,3120010121.0,Dash,3120010121.0,Dash,3220040121.0,Drop,3220040121.0,Drop,path_fly_mid_special_016,1110010121.0,Drop,2210020121.0,Normal,1110010121.0,Drop,3210030121.0,Dash,30,75,0,20,path_grd_mid_small_075,10.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_mid_elite1_802,,2120010121.0,Drop,2120010121.0,Drop,3210030121.0,Dash,1320060221.0,Normal,10.0,12.0,path_grd_mid_small_012,20.0,2120010121.0,Jump,2120010121.0,Jump,2120010121.0,Jump,1320060221.0,Normal,,,,,,,,,,
6220980,wave_tower_elysion_011,Campaign,180,7,False,False,point_grd_desertcrystal_002_midclear,point_fly_desertcrystal_002,sbg_desertcrystal_002_midclear,Desert,Day,ibg_desertcrystal_001,4420010121.0,path_grd_mid_centurion_902,4420010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220981,wave_tower_elysion_011,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,1310030131.0,path_fly_mid_small_018,2210020131,Dash,2210020131.0,Dash,2210020131.0,Drop,2210020131.0,Drop,path_fly_mid_special_047,3210010131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,1310020231.0,Dash,path_grd_close_small_004,6.0,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,path_fly_mid_elite1_802,0.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,1310030131.0,Drop,path_fly_mid_small_024,7.0,3210010131.0,Jump,3210010131.0,Jump,3210010131.0,Jump,1210040131.0,Jump,,,,,,,,,,6,36,0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,
6220982,wave_tower_elysion_011,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,3320070131.0,path_grd_close_small_001,1220020131,Drop,1220020131.0,Drop,1220020131.0,Dash,1220020131.0,Dash,path_grd_mid_elite1_802,1120010131.0,Jump,1120010131.0,Jump,2220030131.0,Drop,3320070231.0,Drop,path_fly_mid_small_053,6.0,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,3210030131.0,Dash,path_grd_mid_special_065,0.0,1120010131.0,Dash,1120010131.0,Dash,2220030131.0,Drop,3320070131.0,Drop,path_fly_mid_special_016,11.0,1110010131.0,Drop,1110010131.0,Drop,2210020131.0,Drop,3210030131.0,Drop,,,,,,,,,,6,45,0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,
6220983,wave_tower_elysion_011,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,2310020131.0,path_grd_mid_small_002,1220060131,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,path_fly_mid_elite1_802,2210020131.0,Dash,2210020131.0,Dash,1210050131.0,Drop,2310020231.0,Drop,path_fly_mid_small_039,7.0,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,path_fly_mid_small_039,0.0,2210020131.0,Drop,2210020131.0,Drop,1210050131.0,Drop,1210050131.0,Drop,path_fly_mid_elite1_802,8.0,2210020131.0,Dash,2210020131.0,Dash,1210050131.0,Drop,2310020131.0,Drop,path_grd_mid_small_043,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,0,42,0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
6220984,wave_tower_elysion_011,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,,path_grd_mid_small_005,2220020131,Drop,2220020131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,path_grd_mid_small_070,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Normal,path_grd_mid_small_043,,2220020131.0,Dash,2220010131.0,Dash,2220020131.0,Dash,2220010131.0,Dash,path_grd_mid_special_025,3.0,2120010131.0,Dash,2220020131.0,Dash,2220040131.0,Drop,1320060231.0,Drop,path_grd_mid_small_043,8.0,2220020131.0,Dash,2220010131.0,Dash,2220020131.0,Dash,2220010131.0,Dash,path_grd_mid_small_061,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,0,60,0,normal,path_grd_mid_small_076,5.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,path_grd_mid_elite1_802,7.0,2220020131.0,Dash,2220010131.0,Dash,2220040131.0,Drop,1320060231.0,Drop,,7.0,,,,,,,,,,,,,,,,,,,,
