stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,wave_data/5/private_monster_count,wave_data/3/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6414011,wave_simulationroom_003,Campaign,90,7,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,2320060151,path_grd_mid_small_052,1220020151,Dash,1220020151.0,Dash,1220020151.0,Dash,1220020151.0,Dash,path_grd_close_elite2_807,1220020151,Dash,3220020151,Dash,2320060251,Drop,2320060251,Drop,path_grd_mid_small_049,8.0,1220020151,Drop,1220020151,Drop,1220020151,Drop,2220050151,Drop,path_fly_mid_small_030,2210020151,Drop,2210020151,Drop,2210020151,Drop,1210040151,Drop,path_grd_mid_elite2_808,0.0,1220020151,Dash,3220020151,Drop,3320040251,Drop,2320060151,Drop,path_fly_mid_small_053,2210020151,Drop,2210020151,Drop,2210020151,Drop,1210040151,Drop,path_grd_mid_small_052,10.0,2220020151,Dash,2220020151,Dash,2220020151,Dash,3220020151,Dash,9,39,0,,5.0,,,,,,,,,,,,,,,,,,,,,
6414012,wave_simulationroom_003,Campaign,90,7,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,1320030151,path_grd_mid_small_049,1220010151,Drop,1220010151.0,Drop,1220010151.0,Drop,1220050151.0,Drop,path_grd_close_elite2_804,1220050151,Jump,1220050151,Jump,1320030251,Drop,1320030251,Drop,path_fly_close_special_046,4.0,1110010151,Dash,1110010151,Dash,3210040151,Drop,3210040151,Drop,path_grd_mid_small_043,1220010151,Dash,1220050151,Dash,1220010151,Dash,1220050151,Dash,path_grd_close_small_042,,1220050151,Dash,1220010151,Dash,1220050151,Dash,1220010151,Dash,path_grd_mid_elite1_802,1220010151,Dash,1220010151,Dash,1220050151,Drop,1320030151,Drop,path_grd_close_elite2_804,,1220050151,Jump,1220010151,Jump,3320060251,Drop,3320060251,Drop,45,27,0,0.0,0.0,5.0,path_grd_mid_small_043,5.0,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,path_grd_close_small_010,4.0,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump
6414013,wave_simulationroom_003,Campaign,90,7,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,2320020151,path_grd_close_small_067,1220030151,Dash,1220030151.0,Dash,1220050151.0,Drop,2320020251.0,Drop,path_fly_mid_elite1_802,1210020151,Dash,1210020151,Dash,3210040151,Drop,1310010251,Drop,path_grd_close_special_064,8.0,2120010151,Dash,2120010151,Dash,1220050151,Drop,1220050151,Drop,path_grd_mid_small_043,1220050151,Dash,2220040151,Dash,1220050151,Dash,2220040151,Dash,path_grd_close_small_048,,1220050151,Drop,1220050151,Drop,1220050151,Drop,1220050151,Drop,path_grd_mid_elite2_808,1220030151,Dash,1220030151,Dash,2320050251,Drop,2320050251,Drop,path_grd_close_small_067,4.0,1220050151,Jump,1220050151,Jump,2220040151,Drop,2320020151,Drop,33,36,0,5.0,0.0,6.0,path_grd_mid_small_049,,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,path_grd_mid_small_043,3.0,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash
6414014,wave_simulationroom_003,Campaign,90,7,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,2320070151,path_grd_mid_elite1_802,3220030151,Dash,3220030151.0,Dash,3220070151.0,Drop,1320020251.0,Drop,path_fly_mid_special_047,2110010151,Dash,2110010151,Dash,2210010151,Drop,2310010251,Drop,path_grd_far_small_044,6.0,3220070151,Dash,2220040151,Dash,3220070151,Dash,2220040151,Dash,path_grd_mid_small_040,3220030151,Dash,3220030151,Dash,3220070151,Dash,2220040151,Dash,path_fly_mid_elite2_808,0.0,2210010151,Dash,2210010151,Dash,2310010251,Dash,2310010251,Dash,path_grd_mid_elite1_802,3220030151,Dash,3220030151,Dash,2220040151,Drop,2320070151,Drop,path_grd_far_small_044,8.0,3220070151,Dash,2220040151,Dash,3220070151,Dash,2220040151,Dash,0,54,12,,5.0,9.0,path_grd_mid_small_049,9.0,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,,,,,,,,,,
6414015,wave_simulationroom_003,Campaign,90,7,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,1320030151,path_grd_close_small_001,3220050151,Dash,3220050151.0,Dash,3220050151.0,Drop,3220020151.0,Drop,path_grd_mid_special_065,1220020151,Dash,1220020151,Dash,3220050151,Drop,3320040251,Drop,path_grd_close_small_042,,2220010151,Dash,2220010151,Dash,2220010151,Dash,2220010151,Dash,path_grd_mid_special_025,3220050151,Jump,3220050151,Jump,2220010151,Drop,3220020151,Drop,path_grd_close_elite2_807,0.0,2220010151,Jump,2220010151,Jump,2320020251,Drop,1320030151,Drop,path_grd_mid_special_065,1220020151,Dash,1220020151,Dash,2220010151,Drop,3220020151,Drop,path_grd_close_small_048,9.0,3220050151,Drop,3220050151,Drop,3220050151,Drop,3220050151,Drop,27,60,0,,9.0,12.0,path_grd_mid_special_065,10.0,1220020151.0,Jump,1220020151.0,Jump,2220010151.0,Drop,3220020151.0,Drop,,,,,,,,,,
6414016,wave_simulationroom_003,Campaign,90,7,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,1310010151,path_fly_mid_small_018,1210020151,Drop,1210020151.0,Drop,1210010151.0,Dash,1210010151.0,Dash,path_fly_close_special_044,3210010151,Drop,3210010151,Drop,3210040151,Drop,1310010251,Drop,path_fly_mid_small_030,,1210020151,Drop,1210020151,Drop,1210020151,Drop,3210030151,Drop,path_fly_close_special_046,2210020151,Dash,2210020151,Dash,3210040151,Drop,3210040151,Drop,path_fly_mid_elite2_805,0.0,1210020151,Dash,1210020151,Dash,3310030251,Dash,3310030251,Dash,path_fly_close_special_046,1210020151,Dash,1210020151,Dash,1210020151,Drop,1310010151,Drop,path_fly_close_small_041,9.0,3210040151,Drop,3210040151,Drop,3210040151,Drop,3210040151,Drop,51,36,0,,6.0,10.0,path_fly_mid_special_016,10.0,2210020151.0,Drop,2210020151.0,Drop,3210010151.0,Drop,3210030151.0,Drop,,,,,,,,,,
6414017,wave_simulationroom_003,Campaign,90,7,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,1320010151,path_grd_mid_small_073,3220070151,Drop,3220070151.0,Drop,3220070151.0,Drop,2220040151.0,Dash,path_grd_far_elite1_803,3220010151,Jump,3220010151,Jump,3220070151,Drop,3320020251,Drop,path_grd_mid_small_070,6.0,3220010151,Dash,3220010151,Dash,3220010151,Dash,1320010251,Drop,path_grd_far_small_044,3220070151,Jump,2220040151,Jump,3220070151,Jump,2220040151,Jump,path_grd_far_elite1_803,0.0,3220070151,Dash,3220070151,Dash,2220040151,Drop,3320020251,Drop,path_fly_mid_small_030,3210010151,Drop,3210010151,Drop,3210010151,Drop,2310010251,Drop,path_grd_mid_elite1_802,3.0,3220010151,Dash,3220010151,Dash,3220070151,Drop,1320010151,Drop,0,27,30,3.0,10.0,5.0,path_grd_far_small_044,9.0,3220070151.0,Dash,2220040151.0,Dash,3220070151.0,Dash,2220040151.0,Dash,,,,,,,,,,
6414018,wave_simulationroom_003,Campaign,90,7,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,1310030151,path_fly_far_elite1_803,1210010151,Dash,1210010151.0,Dash,3210030151.0,Drop,3310030251.0,Drop,path_grd_mid_elite1_802,2220030151,Dash,2220030151,Dash,2220040151,Drop,3320070251,Drop,path_fly_mid_small_039,11.0,1210010151,Dash,1210010151,Dash,1210010151,Dash,1210010151,Dash,path_fly_mid_special_016,2110010151,Drop,2110010151,Drop,2210010151,Drop,2210010151,Drop,path_fly_mid_elite2_805,0.0,1210010151,Jump,1210010151,Jump,3310020251,Drop,1310030151,Drop,path_grd_far_small_071,2220030151,Dash,2220030151,Dash,2220030151,Dash,2220040151,Dash,path_fly_mid_small_039,8.0,2210010151,Dash,2210010151,Dash,2210010151,Dash,2210010151,Dash,0,45,15,5.0,10.0,,,,,,,,,,,,,,,,,,,,,
6414019,wave_simulationroom_003,Campaign,90,7,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,3320020151,path_grd_mid_elite1_802,3220060151,Dash,3220060151.0,Dash,3220070151.0,Drop,3320030251.0,Dash,path_grd_far_small_059,3220060151,Dash,3220060151,Dash,3220060151,Dash,1320010251,Dash,path_fly_mid_special_047,9.0,2110010151,Dash,2110010151,Dash,1210010151,Drop,1210010151,Drop,path_grd_far_small_044,3220070151,Dash,3220060151,Dash,3220070151,Dash,3220060151,Dash,path_fly_mid_elite2_808,0.0,1210010151,Dash,1210010151,Dash,3310030251,Dash,3310030251,Dash,path_grd_far_elite1_803,3220060151,Jump,3220060151,Jump,3220070151,Drop,3320020151,Drop,path_grd_mid_special_065,,3220060151,Dash,3220060151,Dash,3220070151,Dash,3220070151,Dash,0,48,21,6.0,,12.0,,,,,,,,,,,,,,,,,,,,
6414020,wave_simulationroom_003,Campaign,90,7,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,2320030151,path_grd_close_elite1_801,1220010151,Dash,1220010151.0,Dash,3220020151.0,Jump,2320030251.0,Jump,path_grd_mid_small_055,1220010151,Drop,1220010151,Drop,1220010151,Drop,2320030251,Drop,path_fly_close_small_029,,1210020151,Drop,1210020151,Drop,1210020151,Drop,3210030151,Drop,path_grd_mid_small_070,1220010151,Dash,1220010151,Dash,1220010151,Dash,3220020151,Dash,path_grd_close_elite2_804,0.0,1220010151,Jump,1220010151,Jump,2320030251,Drop,2320030251,Drop,path_grd_mid_special_025,1220010151,Jump,1220010151,Jump,3220020151,Drop,2320030151,Drop,path_fly_mid_small_053,10.0,1210020151,Drop,1210020151,Drop,1210020151,Drop,3210030151,Drop,24,33,0,10.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,
6490001,wave_simulationroom_003,Campaign,90,7,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,1320060131,path_grd_close_elite1_801,1220010131,Dash,1220010131.0,Dash,3220020131.0,Dash,2320030231.0,Dash,path_grd_mid_small_055,1220040131,Drop,1220040131,Drop,1220040131,Drop,3320070231,Drop,path_fly_close_small_029,8.0,1210020131,Drop,1210020131,Drop,1210020131,Drop,3210030131,Drop,path_grd_mid_small_070,1220010131,Dash,1220010131,Dash,1220010131,Dash,3220020131,Dash,path_grd_close_elite2_804,0.0,1220010131,Jump,1220010131,Jump,2320030231,Jump,2320030231,Dash,path_grd_mid_special_025,2120010131,Jump,2120010131,Jump,2220040131,Drop,1320060131,Drop,path_fly_mid_small_053,10.0,1210020131,Drop,1210020131,Drop,1210020131,Drop,3210030131,Drop,24,33,0,10.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,
6490101,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420030151,path_grd_mid_centurion_902,3420030151,Normal,,,,,,,path_grd_mid_small_005,1220040151,Normal,1220040151,Normal,3220060151,Normal,2220050151,Normal,path_grd_mid_elite2_805,,1120010151,Jump,3220010151,Jump,1120010151,Jump,3220010151,Drop,path_grd_mid_special_065,2220010151,Dash,2120010151,Dash,2120010151,Dash,3320050251,Drop,path_fly_mid_small_039,4.0,1210030151,Dash,2210020151,Dash,2210020151,Dash,2210020151,Dash,path_grd_close_small_004,2220010151,Dash,3120010151,Dash,3120010151,Dash,2220010151,Dash,path_fly_mid_small_036,,1210030151,Dash,1210030151,Dash,3110010151,Dash,1310010251,Dash,7,42,0,,8.0,3.0,,,,,,,,,,,,,,,,,,,,
6490102,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420010151,path_grd_mid_centurion_902,3420010151,Normal,,,,,,,path_grd_close_small_010,3220040151,Drop,3220040151,Drop,1220040151,Dash,1220040151,Dash,path_grd_mid_small_005,,2220010151,Dash,2220010151,Dash,3220050151,Jump,3220050151,Jump,path_grd_mid_elite1_802,1120010151,Jump,1120010151,Drop,2220040151,Drop,3320010251,Drop,path_fly_close_elite1_801,,1210010151,Normal,1210010151,Normal,2210020151,Dash,2210020151,Drop,path_grd_far_small_035,3220030151,Drop,2120010151,Drop,2120010151,Drop,3220030151,Drop,path_grd_mid_small_052,,1220030151,Drop,1220030151,Jump,3220010151,Jump,1320030251,Dash,16,21,6,,4.0,,,,,,,,,,,,,,,,,,,,,
6490103,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420040121,path_grd_mid_centurion_901,3420040121,Normal,,,,,,,path_grd_close_small_001,3220050121,Drop,3220050121,Drop,3220060121,Drop,3220060121,Drop,path_grd_mid_special_025,4.0,1120010121,Drop,2120010121,Drop,2120010121,Drop,3220050121,Drop,path_grd_mid_elite1_802,1120010121,Dash,3220030121,Dash,3220030121,Dash,1320060221,Dash,path_fly_close_small_038,,3210020121,Jump,1210020121,Jump,1210020121,Jump,1210020121,Jump,path_fly_mid_small_033,2210020121,Drop,2210020121,Drop,3110010121,Drop,3110010121,Drop,path_grd_mid_small_008,,2220010121,Dash,2220010121,Dash,1120010121,Dash,2320020221,Dash,13,36,0,,,3.0,,,,,,,,,,,,,,,,,,,,
6490104,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,1420020151,path_grd_mid_centurion_902,1420020151,Normal,,,,,,,path_fly_close_small_035,1210020151,Dash,1210020151,Dash,1210020151,Dash,1210020151,Dash,path_grd_close_small_042,8.0,2120010151,Jump,2120010151,Jump,3220050151,Dash,3220050151,Drop,path_grd_mid_elite2_805,1120010151,Drop,1120010151,Drop,1120010151,Drop,2320020251,Drop,path_fly_close_small_001,,3210020151,Dash,2110010151,Dash,2110010151,Dash,3210020151,Dash,path_grd_mid_small_055,1120010151,Jump,1120010151,Jump,2120010151,Jump,2120010151,Jump,path_grd_mid_special_065,4.0,3120010151,Drop,3120010151,Dash,3120010151,Dash,3320060251,Drop,19,30,0,,,4.0,,,,,,,,,,,,,,,,,,,,
6490201,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420010151,path_grd_mid_centurion_902,3420010151,Normal,,,,,,,path_grd_close_small_010,3220040151,Drop,3220040151,Drop,1220040151,Dash,1220040151,Dash,path_grd_mid_small_005,,2220010151,Dash,2220010151,Dash,3220050151,Jump,3220050151,Jump,path_grd_mid_elite1_802,1120010151,Jump,1120010151,Drop,2220040151,Drop,3320010251,Drop,path_fly_close_elite1_801,,1210010151,Normal,1210010151,Normal,2210020151,Dash,2210020151,Drop,path_grd_far_small_035,3220030151,Drop,2120010151,Drop,2120010151,Drop,3220030151,Drop,path_grd_mid_small_052,,1220030151,Drop,1220030151,Jump,3220010151,Jump,1320030251,Dash,16,21,6,,4.0,,,,,,,,,,,,,,,,,,,,,
6490202,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420030151,path_grd_mid_centurion_902,3420030151,Normal,,,,,,,path_grd_mid_small_005,1220040151,Normal,1220040151,Normal,3220060151,Normal,2220050151,Normal,path_grd_mid_elite2_805,,1120010151,Jump,3220010151,Jump,1120010151,Jump,3220010151,Drop,path_grd_mid_special_065,2220010151,Dash,2120010151,Dash,2120010151,Dash,3320050251,Drop,path_fly_mid_small_039,4.0,1210030151,Dash,2210020151,Dash,2210020151,Dash,2210020151,Dash,path_grd_close_small_004,2220010151,Dash,3120010151,Dash,3120010151,Dash,2220010151,Dash,path_fly_mid_small_036,,1210030151,Dash,1210030151,Dash,3110010151,Dash,1310010251,Dash,7,42,0,,8.0,3.0,,,,,,,,,,,,,,,,,,,,
6490203,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420010151,path_grd_mid_centurion_902,3420010151,Normal,,,,,,,path_grd_close_small_010,3220040151,Drop,3220040151,Drop,1220040151,Dash,1220040151,Dash,path_grd_mid_small_005,,2220010151,Dash,2220010151,Dash,3220050151,Jump,3220050151,Jump,path_grd_mid_elite1_802,1120010151,Jump,1120010151,Drop,2220040151,Drop,3320010251,Drop,path_fly_close_elite1_801,,1210010151,Normal,1210010151,Normal,2210020151,Dash,2210020151,Drop,path_grd_far_small_035,3220030151,Drop,2120010151,Drop,2120010151,Drop,3220030151,Drop,path_grd_mid_small_052,,1220030151,Drop,1220030151,Jump,3220010151,Jump,1320030251,Dash,16,21,6,,4.0,,,,,,,,,,,,,,,,,,,,,
6490301,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420040121,path_grd_mid_centurion_901,3420040121,Normal,,,,,,,path_grd_close_small_001,3220050121,Drop,3220050121,Drop,3220060121,Drop,3220060121,Drop,path_grd_mid_special_025,4.0,1120010121,Drop,2120010121,Drop,2120010121,Drop,3220050121,Drop,path_grd_mid_elite1_802,1120010121,Dash,3220030121,Dash,3220030121,Dash,1320060221,Dash,path_fly_close_small_038,,3210020121,Jump,1210020121,Jump,1210020121,Jump,1210020121,Jump,path_fly_mid_small_033,2210020121,Drop,2210020121,Drop,3110010121,Drop,3110010121,Drop,path_grd_mid_small_008,,2220010121,Dash,2220010121,Dash,1120010121,Dash,2320020221,Dash,13,36,0,,,3.0,,,,,,,,,,,,,,,,,,,,
6490302,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420010151,path_grd_mid_centurion_902,3420010151,Normal,,,,,,,path_grd_close_small_010,3220040151,Drop,3220040151,Drop,1220040151,Dash,1220040151,Dash,path_grd_mid_small_005,,2220010151,Dash,2220010151,Dash,3220050151,Jump,3220050151,Jump,path_grd_mid_elite1_802,1120010151,Jump,1120010151,Drop,2220040151,Drop,3320010251,Drop,path_fly_close_elite1_801,,1210010151,Normal,1210010151,Normal,2210020151,Dash,2210020151,Drop,path_grd_far_small_035,3220030151,Drop,2120010151,Drop,2120010151,Drop,3220030151,Drop,path_grd_mid_small_052,,1220030151,Drop,1220030151,Jump,3220010151,Jump,1320030251,Dash,16,21,6,,4.0,,,,,,,,,,,,,,,,,,,,,
6490303,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420030151,path_grd_mid_centurion_902,3420030151,Normal,,,,,,,path_grd_mid_small_005,1220040151,Normal,1220040151,Normal,3220060151,Normal,2220050151,Normal,path_grd_mid_elite2_805,,1120010151,Jump,3220010151,Jump,1120010151,Jump,3220010151,Drop,path_grd_mid_special_065,2220010151,Dash,2120010151,Dash,2120010151,Dash,3320050251,Drop,path_fly_mid_small_039,4.0,1210030151,Dash,2210020151,Dash,2210020151,Dash,2210020151,Dash,path_grd_close_small_004,2220010151,Dash,3120010151,Dash,3120010151,Dash,2220010151,Dash,path_fly_mid_small_036,,1210030151,Dash,1210030151,Dash,3110010151,Dash,1310010251,Dash,7,42,0,,8.0,3.0,,,,,,,,,,,,,,,,,,,,
6490304,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420010151,path_grd_mid_centurion_902,3420010151,Normal,,,,,,,path_grd_close_small_010,3220040151,Drop,3220040151,Drop,1220040151,Dash,1220040151,Dash,path_grd_mid_small_005,,2220010151,Dash,2220010151,Dash,3220050151,Jump,3220050151,Jump,path_grd_mid_elite1_802,1120010151,Jump,1120010151,Drop,2220040151,Drop,3320010251,Drop,path_fly_close_elite1_801,,1210010151,Normal,1210010151,Normal,2210020151,Dash,2210020151,Drop,path_grd_far_small_035,3220030151,Drop,2120010151,Drop,2120010151,Drop,3220030151,Drop,path_grd_mid_small_052,,1220030151,Drop,1220030151,Jump,3220010151,Jump,1320030251,Dash,16,21,6,,4.0,,,,,,,,,,,,,,,,,,,,,
6490305,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420040121,path_grd_mid_centurion_901,3420040121,Normal,,,,,,,path_grd_close_small_001,3220050121,Drop,3220050121,Drop,3220060121,Drop,3220060121,Drop,path_grd_mid_special_025,4.0,1120010121,Drop,2120010121,Drop,2120010121,Drop,3220050121,Drop,path_grd_mid_elite1_802,1120010121,Dash,3220030121,Dash,3220030121,Dash,1320060221,Dash,path_fly_close_small_038,,3210020121,Jump,1210020121,Jump,1210020121,Jump,1210020121,Jump,path_fly_mid_small_033,2210020121,Drop,2210020121,Drop,3110010121,Drop,3110010121,Drop,path_grd_mid_small_008,,2220010121,Dash,2220010121,Dash,1120010121,Dash,2320020221,Dash,13,36,0,,,3.0,,,,,,,,,,,,,,,,,,,,
6490306,wave_simulationroom_003,Campaign,180,6,False,False,point_grd_arkcity_005_midclear,point_fly_arkcity_005,sbg_arkcity_005_midclear,ArcCity,Day,ibg_arkcity_001,3420050141,path_grd_mid_centurion_902,3420050141,Normal,,,,,,,path_grd_close_small_001,1220020141,Jump,1220020141,Jump,1220020141,Jump,2220040141,Jump,path_grd_mid_small_005,,1120010141,Dash,1120010141,Drop,2220010141,Drop,1120010141,Dash,path_fly_mid_elite2_805,2110010141,Jump,2110010141,Jump,2210020141,Jump,1310020241,Jump,path_fly_close_small_023,4.0,1110010141,Dash,1110010141,Dash,2210010141,Dash,2210010141,Dash,path_grd_mid_small_005,1220010141,Jump,1220010141,Jump,2120010141,Jump,2120010141,Jump,path_grd_far_small_033,7.0,2120010141,Drop,2120010141,Drop,2120010141,Drop,1320030241,Drop,13,21,6,,,4.0,,,,,,,,,,,,,,,,,,,,
