stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,mod_value,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6210661,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,2310040141.0,path_grd_mid_small_052,2220010141,Dash,2220010141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,path_fly_mid_elite1_802,6.0,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,1310010241.0,Drop,path_fly_mid_small_050,,1210010141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,1210040141.0,Dash,path_fly_mid_elite1_802,0.0,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Drop,2310040141.0,Drop,path_grd_mid_special_025,6.0,3120010141.0,Dash,3120010141.0,Dash,3220060141.0,Drop,3220020141.0,Drop,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210662,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2320020141.0,path_grd_mid_small_049,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Drop,path_grd_mid_special_065,7.0,1120010141.0,Dash,1120010141.0,Dash,2220030141.0,Dash,2320020241.0,Dash,path_grd_far_small_044,,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,path_fly_far_special_045,0.0,1110010141.0,Drop,1110010141.0,Drop,1110010141.0,Drop,1210040141.0,Drop,path_grd_mid_special_065,10.0,1120010141.0,Drop,1120010141.0,Drop,2220030141.0,Drop,2320020141.0,Drop,0,36,27,path_grd_far_small_006,8.0,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210663,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,3320070141.0,path_grd_mid_small_055,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,path_grd_mid_elite2_805,,3220050141.0,Drop,3220050141.0,Drop,3320070241.0,Dash,3320070241.0,Dash,path_fly_mid_small_027,10.0,2210030141.0,Drop,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,path_grd_mid_elite3_814,0.0,3220050141.0,Drop,3320070241.0,Jump,3320070241.0,Jump,3320070141.0,Jump,path_fly_mid_small_027,8.0,2210030141.0,Drop,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,0,42,0,path_grd_mid_small_061,10.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210664,wave_tower_default_008,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_mid_small_037,3220050141,Normal,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,path_fly_mid_small_008,8.0,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,path_grd_close_special_024,,3220050141.0,Dash,3220050141.0,Normal,2120010141.0,Drop,2220040141.0,Dash,path_fly_mid_small_033,6.0,3210010141.0,Normal,3210010141.0,Normal,3210010141.0,Normal,2310050241.0,Normal,path_fly_mid_special_016,12.0,2110010141.0,Drop,3210010141.0,Dash,2220040141.0,Drop,3310050241.0,Dash,15,63,0,path_grd_mid_small_037,10.0,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,20,path_grd_mid_small_076,10.0,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,2220040141.0,Dash,path_fly_mid_elite1_802,3210010141.0,Drop,3210010141.0,Drop,2220040141.0,Dash,2310050241.0,Normal,path_fly_mid_elite1_802,15.0,3210010141.0,Drop,3210010141.0,Drop,2220040141.0,Drop,3310050241.0,Drop,,,,,,,,,,,
6210665,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,2320010141.0,path_grd_mid_small_002,1220030141,Drop,1220030141.0,Drop,1220030141.0,Drop,1220030141.0,Drop,path_grd_mid_small_043,5.0,1220030141.0,Dash,1220030141.0,Dash,1220030141.0,Dash,1220030141.0,Dash,path_grd_mid_elite2_805,10.0,1220030141.0,Dash,1220030141.0,Dash,2320010241.0,Drop,2320010241.0,Drop,path_grd_mid_small_005,,2220010141.0,Dash,1220030141.0,Dash,2220010141.0,Dash,1220030141.0,Dash,path_grd_mid_elite2_805,0.0,1220030141.0,Dash,1220030141.0,Dash,2320010241.0,Drop,2320010141.0,Drop,6,42,0,path_grd_close_small_014,10.0,3320080241.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,,path_grd_mid_small_052,8.0,1220030141.0,Drop,1220030141.0,Drop,1220030141.0,Drop,1220030141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210666,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2320020141.0,path_grd_mid_small_002,1220040141,Jump,1220040141.0,Jump,1220040141.0,Jump,1220040141.0,Jump,path_grd_mid_elite1_802,5.0,1220040141.0,Dash,1220040141.0,Dash,3220060141.0,Drop,2320070241.0,Drop,path_grd_mid_small_049,10.0,1220040141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,path_grd_mid_elite2_805,0.0,1220040141.0,Drop,3220060141.0,Drop,2320070241.0,Drop,2320020141.0,Drop,path_grd_close_small_004,8.0,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,6,36,0,path_grd_mid_small_005,6.0,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210667,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3310050141.0,path_grd_mid_small_002,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,path_fly_mid_small_033,,2210010141.0,Dash,1210010141.0,Dash,2210010141.0,Dash,2310060241.0,Drop,path_fly_mid_elite1_802,10.0,2210010141.0,Dash,1210010141.0,Dash,2210010141.0,Dash,3310050241.0,Drop,path_fly_mid_elite2_805,0.0,2210010141.0,Drop,2210010141.0,Drop,2310060241.0,Drop,3310050141.0,Drop,path_grd_mid_small_043,10.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,0,42,0,path_fly_mid_small_033,8.0,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2310060241.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210668,wave_tower_default_008,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_close_special_024,3120010141,Jump,3220050141.0,Jump,3220070141.0,Drop,2320030241.0,Drop,path_grd_mid_small_070,10.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,path_grd_far_small_050,5.0,1220010141.0,Dash,1220010141.0,Dash,3220070141.0,Dash,3220070141.0,Drop,path_grd_far_elite2_809,2.0,2220020141.0,Jump,3220050141.0,Jump,2320030241.0,Drop,3320020241.0,Drop,path_grd_mid_small_070,10.0,1220010141.0,Drop,1220010141.0,Drop,3220070141.0,Drop,2220040141.0,Dash,15,24,24,path_grd_mid_small_012,6.0,3220050141.0,Dash,3220050141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,normal,path_grd_mid_small_076,7.0,1220010141.0,Dash,1220010141.0,Dash,2220040141.0,Dash,2220040141.0,Dash,path_grd_far_elite1_803,3220050141.0,Dash,3220070141.0,Dash,2220040141.0,Drop,3320020141.0,Drop,,,,,,,,,,,,,,,,,,,,,
6210669,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3320080141.0,path_fly_mid_small_050,2210020141,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,path_fly_mid_small_024,5.0,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,2210040141.0,Dash,path_grd_mid_elite2_808,10.0,3220040141.0,Dash,3220040141.0,Dash,3320040241.0,Drop,3320080241.0,Drop,path_fly_mid_small_036,8.0,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,2210040141.0,Dash,path_fly_mid_elite2_808,0.0,2210020141.0,Dash,2210040141.0,Dash,3310020241.0,Dash,3310020241.0,Dash,0,54,0,path_grd_mid_small_034,10.0,3320080141.0,Drop,3220040141.0,Dash,2220010141.0,Dash,3220040141.0,Dash,,path_fly_mid_small_008,,2210020141.0,Dash,2210040141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,path_grd_mid_small_037,3220040141.0,Dash,2220010141.0,Dash,3220040141.0,Dash,2220010141.0,Dash,,,,,,,,,,,,,,,,,,,,,
6210670,wave_tower_default_008,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,3410030141.0,path_fly_mid_centurion_901,3410030141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210671,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2310060121.0,path_grd_mid_small_005,1220040121,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_fly_mid_special_016,7.0,1110010121.0,Drop,1110010121.0,Drop,2210010121.0,Drop,2310060221.0,Drop,path_fly_far_small_031,,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210040121.0,Drop,path_fly_mid_elite2_805,0.0,1210010121.0,Jump,1210010121.0,Jump,1210010121.0,Drop,2310060121.0,Drop,path_grd_far_small_044,,3220060121.0,Dash,2220040121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,0,30,27,path_fly_far_special_048,8.0,3110010121.0,Jump,3110010121.0,Jump,3110010121.0,Jump,1210010121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210672,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,3310050121.0,path_grd_close_small_001,3220030121,Jump,3220030121.0,Jump,3220030121.0,Dash,2220040121.0,Dash,path_fly_mid_elite1_802,7.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3310050221.0,Dash,path_grd_close_small_051,,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,2220010121.0,Dash,path_fly_mid_elite1_802,0.0,1210010121.0,Dash,1210010121.0,Dash,3210030121.0,Drop,3310050121.0,Drop,path_grd_close_small_042,,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,18,33,0,path_grd_mid_special_025,,3120010121.0,Jump,3120010121.0,Jump,3120010121.0,Drop,3120010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210673,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1320060121.0,path_grd_mid_small_055,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_elite3_814,,2220020121.0,Dash,3320010221.0,Dash,2220040121.0,Dash,1320060221.0,Dash,path_grd_mid_small_011,8.0,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_elite3_814,0.0,2220020121.0,Dash,3320010221.0,Dash,2220040121.0,Drop,1320060121.0,Drop,path_grd_mid_small_043,8.0,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210674,wave_tower_default_008,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_elite2_805,2220010121,Jump,2220010121.0,Jump,1320060221.0,Drop,1320060221.0,Drop,path_grd_far_small_038,5.0,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,2220040121.0,Jump,path_grd_mid_special_025,6.0,1220060121.0,Jump,1220060121.0,Jump,2220010121.0,Drop,2220010121.0,Drop,path_fly_mid_elite1_802,3.0,2220010121.0,Drop,2220010121.0,Drop,3210030121.0,Drop,1310040221.0,Drop,path_grd_mid_elite1_802,10.0,2220010121.0,Jump,2220040121.0,Jump,1320060221.0,Drop,1320060121.0,Drop,0,57,12,path_grd_far_small_044,,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,normal,path_grd_mid_small_075,8.0,2220010121.0,Jump,2220040121.0,Jump,2220010121.0,Jump,2220040121.0,Jump,path_grd_mid_elite1_802,1220060121.0,Jump,1220060121.0,Jump,1320060221.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,
6210675,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,1320030121.0,path_fly_close_small_001,1210030121,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_elite2_805,,2220020121.0,Dash,2220010121.0,Dash,1320060221.0,Drop,1320030221.0,Drop,path_fly_far_elite2_809,,1210010121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,path_fly_mid_small_005,8.0,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,path_grd_mid_elite2_808,0.0,2220020121.0,Dash,2220010121.0,Dash,1320060221.0,Drop,1320030121.0,Drop,12,45,9,path_fly_mid_small_050,10.0,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3210030121.0,Dash,,path_grd_mid_special_065,,3220060121.0,Dash,2220020121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_fly_close_small_001,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,,,,,,,,,,,5.0,,,,,,,,,,
6210676,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2320060121.0,path_grd_mid_small_070,1220010121,Jump,1220010121.0,Jump,1220010121.0,Jump,2220050121.0,Dash,path_grd_mid_elite1_802,,1220010121.0,Dash,3220020121.0,Dash,2220050121.0,Drop,2320060221.0,Drop,path_grd_mid_small_012,,1220010121.0,Dash,3220020121.0,Dash,1220010121.0,Dash,3220020121.0,Dash,path_grd_mid_elite1_802,0.0,1220010121.0,Dash,3220020121.0,Dash,2220050121.0,Drop,2320060121.0,Drop,path_grd_mid_small_070,,1220010121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,2220050121.0,Dash,0,42,0,path_grd_mid_small_070,,1220010121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,2220050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210677,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,2310010121.0,path_grd_mid_small_043,3220050121,Dash,3220050121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,path_fly_mid_small_033,,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2310060221.0,Drop,path_fly_mid_elite1_802,10.0,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2310010221.0,Drop,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,3220060121.0,Drop,2320070221.0,Drop,path_fly_mid_elite2_805,10.0,2210020121.0,Drop,2210020121.0,Drop,2310060221.0,Drop,2310010121.0,Drop,0,45,0,path_fly_mid_small_024,,2210020121.0,Drop,2210020121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210678,wave_tower_default_008,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_mid_small_068,1220020121,Drop,1220020121.0,Drop,1220020121.0,Drop,2320020221.0,Drop,path_grd_mid_small_043,,1220020121.0,Dash,2220010121.0,Dash,2220040121.0,Drop,2320070221.0,Drop,path_grd_mid_small_061,5.0,1220020121.0,Dash,1220020121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_grd_mid_elite2_808,4.0,1220020121.0,Dash,2220010121.0,Dash,2320020221.0,Drop,2320070221.0,Drop,path_grd_mid_small_070,10.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Drop,0,63,0,path_grd_mid_special_025,7.0,1220020121.0,Jump,2120010121.0,Jump,2220010121.0,Jump,2220040121.0,Jump,normal,path_grd_mid_small_075,3.0,2220010121.0,Dash,2220040121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite2_808,1220020121.0,Drop,2220010121.0,Drop,2320020221.0,Drop,2320070121.0,Drop,,,,,,,,,,,8.0,,,,,,,,,,
6210679,wave_tower_default_008,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1320060121.0,path_grd_mid_small_002,3220030121,Dash,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,path_grd_mid_elite2_805,,3220030121.0,Dash,2220040121.0,Dash,1320060221.0,Drop,1320060221.0,Drop,path_grd_mid_small_070,8.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,2220040121.0,Dash,path_grd_mid_elite2_805,0.0,3220030121.0,Dash,2220040121.0,Dash,1320060221.0,Drop,1320060121.0,Drop,path_grd_mid_small_070,8.0,3220030121.0,Drop,1320060221.0,Drop,3220030121.0,Drop,2220040121.0,Dash,0,42,0,path_grd_mid_small_043,,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210680,wave_tower_default_008,Campaign,180,6,False,False,point_grd_kraken,point_fly_kraken,sbg_oceanbbg004_001,Ocean,Day,ibg_oceanbbg004_001,1520040121.0,b_fly_kraken_01,1520040121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210681,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,1320040131.0,path_grd_mid_small_008,3220050131,Drop,3220050131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,path_grd_mid_special_025,7.0,2120010131.0,Jump,2120010131.0,Jump,2220010131.0,Drop,1320030231.0,Drop,path_fly_mid_elite1_802,4.0,1210030131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,1210040131.0,Drop,path_grd_mid_elite1_802,0.0,2220010131.0,Dash,2220010131.0,Dash,3220060131.0,Drop,1320040131.0,Drop,path_fly_mid_small_021,10.0,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,3210030131.0,Drop,0,60,0,path_grd_mid_special_025,,3120010131.0,Jump,3120010131.0,Jump,3120010131.0,Drop,3120010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210682,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1320010131.0,path_grd_mid_small_055,1220060131,Drop,1220060131.0,Drop,1220060131.0,Drop,2220040131.0,Drop,path_grd_far_elite1_803,7.0,1220030131.0,Dash,1220030131.0,Dash,3220070131.0,Drop,3320020231.0,Drop,path_grd_mid_small_011,,3220010131.0,Dash,3220010131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,path_grd_close_elite1_801,0.0,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Drop,1320010131.0,Drop,path_grd_far_small_074,6.0,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,9,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210683,wave_tower_default_008,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,1320010131.0,path_grd_mid_small_002,1220040131,Jump,1220040131.0,Jump,1220040131.0,Jump,2220040131.0,Dash,path_grd_far_elite1_803,6.0,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Drop,1320010231.0,Drop,path_grd_mid_small_055,10.0,1220040131.0,Dash,1220040131.0,Dash,1220040131.0,Dash,1220050131.0,Dash,path_grd_far_elite1_803,0.0,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Drop,1320010131.0,Drop,path_grd_mid_small_070,7.0,1220040131.0,Jump,1220050131.0,Jump,1220040131.0,Jump,2220040131.0,Dash,0,24,18,path_grd_mid_small_043,6.0,2220010131.0,Drop,1220050131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210684,wave_tower_default_008,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_close_small_039,2220020131,Jump,2220020131.0,Jump,2220020131.0,Jump,2220020131.0,Jump,path_fly_mid_small_036,8.0,2210020131.0,Dash,2210020131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,path_grd_close_special_064,,3120010131.0,Jump,2220020131.0,Jump,2220010131.0,Normal,2220010131.0,Normal,path_fly_mid_elite1_802,4.0,2210020131.0,Dash,2210020131.0,Dash,2210040131.0,Drop,2310060231.0,Drop,path_grd_close_small_048,12.0,2220010131.0,Normal,2220010131.0,Normal,2220010131.0,Normal,2220010131.0,Normal,27,51,0,path_fly_mid_special_047,10.0,3110010131.0,Drop,3110010131.0,Drop,2210020131.0,Normal,2210040131.0,Dash,20,path_grd_mid_small_075,10.0,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,path_fly_mid_elite1_802,2210020131.0,Normal,2210020131.0,Normal,2210040131.0,Drop,2310060231.0,Dash,path_fly_mid_small_027,15.0,2210020131.0,Normal,2210040131.0,Dash,2210020131.0,Normal,3310020231.0,Normal,,,,,,,,,,,
