stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6210011,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,1310010111.0,path_grd_close_special_024,2120010111,Jump,2120010111.0,Jump,2120010111.0,Drop,2220050111.0,Drop,path_fly_mid_elite1_802,12.0,1210020111.0,Drop,1210020111.0,Drop,3210040111.0,Drop,3310020211.0,Drop,path_fly_close_special_046,,2110010111.0,Dash,2110010111.0,Dash,2110010111.0,Dash,2110010111.0,Dash,path_fly_mid_special_016,0.0,3110010111.0,Drop,3110010111.0,Drop,3210030111.0,Drop,1310010111.0,Drop,path_grd_close_special_024,13.0,3120010111.0,Jump,3120010111.0,Jump,2220020111.0,Jump,2220050111.0,Dash,45,39,0,path_grd_mid_special_065,6.0,2120010111.0,Dash,2120010111.0,Dash,2120010111.0,Dash,2120010111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210012,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,2310020111.0,path_grd_close_small_048,2220020111,Jump,2220020111.0,Jump,2220020111.0,Jump,2220020111.0,Jump,path_fly_mid_elite1_802,6.0,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,2310020211.0,Drop,path_fly_mid_small_050,,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,path_grd_close_small_054,,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,path_fly_far_elite1_803,0.0,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,2310020111.0,Dash,18,15,9,path_fly_close_small_029,,3210040111.0,Jump,3210040111.0,Jump,3210040111.0,Jump,3210040111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210013,wave_tower_default_001,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,,path_grd_close_small_001,2220010111,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,path_grd_mid_small_049,,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,path_grd_mid_small_070,,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,3220020111.0,Jump,path_grd_mid_elite1_802,3.0,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Drop,3320070211.0,Drop,path_fly_close_small_029,8.0,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,12,51,0,path_grd_mid_special_025,6.0,2120010111.0,Jump,2120010111.0,Jump,2220030111.0,Jump,2220050111.0,Dash,path_grd_mid_small_075,5.0,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,path_grd_mid_elite1_802,7.0,2220030111.0,Dash,2220030111.0,Drop,2220040111.0,Drop,3320070111.0,Drop,normal,,,,,,,,,,
6210014,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,2320030111.0,path_grd_close_small_039,3220010111,Dash,3220010111.0,Dash,3220010111.0,Dash,3220010111.0,Dash,path_grd_mid_small_049,6.0,3220010111.0,Jump,3220010111.0,Jump,3220070111.0,Jump,1320010211.0,Jump,path_fly_mid_small_050,7.0,3210020111.0,Drop,3210020111.0,Drop,3210020111.0,Drop,3210030111.0,Drop,path_grd_close_elite1_801,0.0,3220070111.0,Jump,3220070111.0,Jump,3220010111.0,Drop,2320030111.0,Drop,path_grd_mid_small_012,7.0,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,2220040111.0,Dash,15,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210015,wave_tower_default_001,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,,path_grd_close_elite1_801,3220050111,Dash,3220050111.0,Dash,2220050111.0,Drop,2320050211.0,Drop,path_fly_mid_small_005,12.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,path_grd_close_small_048,,3220050111.0,Dash,3220020111.0,Jump,3220050111.0,Dash,3220020111.0,Jump,path_grd_far_small_033,,3220050111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,3220020111.0,Dash,path_grd_mid_elite2_805,3.0,3220050111.0,Jump,3220050111.0,Dash,3320010211.0,Jump,3320010111.0,Normal,15,36,21,path_fly_mid_small_005,,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2310030211.0,Drop,path_grd_far_special_063,,1120010111.0,Jump,1120010111.0,Jump,3220050111.0,Dash,2220040111.0,Dash,path_grd_mid_small_075,,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2320040211.0,Normal,20,path_grd_mid_elite2_805,3220050111.0,Dash,3220020111.0,Drop,2320010211.0,Dash,2320010211.0,Jump,
6210016,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,1310010111.0,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,1120010111.0,Drop,2220040111.0,Drop,path_fly_far_elite1_803,12.0,1210030111.0,Dash,1210030111.0,Dash,1210010111.0,Drop,2310020211.0,Drop,path_fly_mid_special_016,,3110010111.0,Drop,3110010111.0,Drop,3110010111.0,Drop,3110010111.0,Drop,path_fly_far_special_045,0.0,1110010111.0,Drop,1110010111.0,Drop,3210030111.0,Drop,1310010111.0,Drop,path_grd_mid_special_065,13.0,1120010111.0,Dash,1120010111.0,Dash,1220010111.0,Dash,2220040111.0,Dash,0,60,24,path_fly_mid_special_016,8.0,3110010111.0,Drop,3110010111.0,Drop,3110010111.0,Drop,3110010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210017,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3310020111.0,path_grd_far_small_062,2220030111,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_grd_mid_elite1_802,6.0,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Drop,3320060211.0,Drop,path_fly_mid_small_030,,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,path_fly_mid_elite1_802,0.0,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,3310020111.0,Drop,path_grd_far_special_063,,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Dash,0,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210018,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,1310020111.0,path_fly_mid_small_036,3210020111,Dash,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,path_grd_close_elite1_801,6.0,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,3320010211.0,Dash,path_grd_mid_small_058,4.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_fly_close_elite1_801,0.0,1210030111.0,Dash,1210030111.0,Dash,1210040111.0,Drop,1310020111.0,Drop,path_grd_close_special_064,,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,33,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210019,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,1310010111.0,path_grd_close_small_010,3220040111,Jump,3220040111.0,Jump,3220040111.0,Jump,3220040111.0,Jump,path_grd_mid_small_052,,3220030111.0,Dash,3220030111.0,Dash,2220050111.0,Dash,2320060211.0,Dash,path_fly_close_small_029,7.0,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,1210040111.0,Drop,path_fly_close_elite1_801,0.0,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Drop,1310010111.0,Drop,path_grd_mid_small_040,10.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2220050111.0,Normal,21,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210020,wave_tower_default_001,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,3420010151.0,path_grd_mid_centurion_902,3420010151,Normal,,,,,,,path_grd_close_small_010,,3220040151.0,Drop,3220040151.0,Drop,1220040151.0,Dash,1220040151.0,Dash,path_grd_mid_small_005,,2220010151.0,Dash,2220010151.0,Dash,3220050151.0,Jump,3220050151.0,Jump,path_grd_mid_elite1_802,,1120010151.0,Jump,1120010151.0,Drop,2220040151.0,Drop,3320010251.0,Drop,path_fly_close_elite1_801,,1210010151.0,Normal,1210010151.0,Normal,2210020151.0,Dash,2210020151.0,Drop,15,22,6,path_grd_far_small_035,4.0,3220030151.0,Drop,2120010151.0,Drop,2120010151.0,Drop,3220030151.0,Drop,path_grd_mid_small_052,,1220030151.0,Drop,1220030151.0,Jump,3220010151.0,Jump,1320030251.0,Dash,,,,,,,,,,,,,,,,,,,,,
6210021,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,3320060141.0,path_grd_far_small_003,3220070141,Drop,3220070141.0,Drop,3220010141.0,Dash,3220010141.0,Dash,path_grd_mid_elite1_802,6.0,3220010141.0,Jump,3220010141.0,Jump,3220020141.0,Drop,1320010241.0,Drop,path_grd_far_small_044,,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,path_grd_mid_small_055,0.0,3220010141.0,Drop,3220010141.0,Drop,2220040141.0,Drop,3320060141.0,Drop,path_grd_far_small_062,,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
