stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6503511,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,1310010141,path_grd_mid_small_055,3220030141,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,path_fly_mid_elite1_802,,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1310010241.0,Dash,path_grd_mid_small_043,8.0,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220080141.0,Drop,path_fly_mid_elite1_802,0.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1310010141.0,Dash,path_grd_mid_small_034,3220080141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,0,42,0,10.0,path_grd_mid_small_046,8.0,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220080141.0,Drop,,,,,,,,,,,,,,,,,,,,
6503512,wave_eventdungeon_014,Campaign,180,5,False,False,point_grd_arkcityday_004_midclear,point_fly_arkcityday_004,sbg_arkcityday_004_midclear,ArkCityDay,Day,ibg_arkcityday_001,2420010141,path_grd_mid_centurion_902,2420010141,Normal,,,,,,,path_grd_close_small_036,,2120010141.0,Drop,2220020141.0,Drop,2120010141.0,Drop,2220020141.0,Drop,path_grd_mid_small_075,,3120010141.0,Jump,3220060141.0,Jump,3120010141.0,Jump,3220060141.0,Jump,path_fly_mid_elite1_802,4.0,2110010141.0,Drop,2110010141.0,Drop,3210030141.0,Drop,1310040241.0,Drop,path_grd_mid_small_049,2120010141.0,Drop,3220050141.0,Jump,2120010141.0,Jump,3220050141.0,Drop,7,33,0,4.0,path_grd_mid_small_076,,2220020141.0,Drop,2220020141.0,Drop,2120010141.0,Drop,2120010141.0,Drop,path_grd_mid_small_058,3120010141.0,Dash,3120010141.0,Dash,3120010141.0,Dash,1320030241.0,Dash,,,,,,,,,,,
6503513,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,2320060141,path_grd_mid_small_049,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,path_fly_mid_special_016,7.0,2210020141.0,Jump,2110010141.0,Jump,2110010141.0,Jump,1310010241.0,Jump,path_grd_close_small_051,6.0,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,path_fly_mid_small_050,0.0,1210020141.0,Jump,1210040141.0,Jump,1210020141.0,Dash,1210040141.0,Drop,path_grd_close_elite1_801,3220030141.0,Jump,3220030141.0,Jump,3220030141.0,Dash,2320060141.0,Drop,21,27,0,7.0,path_grd_close_small_001,,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,,,,,,,,,,,,,,,,,,,,
6503514,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,1310030141,path_fly_mid_small_018,2210020141,Dash,2210020141.0,Dash,2210020141.0,Drop,2210020141.0,Drop,path_fly_mid_special_047,6.0,3210010141.0,Dash,2110010141.0,Dash,2110010141.0,Dash,1310020241.0,Dash,path_grd_close_small_004,6.0,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,path_fly_mid_elite1_802,0.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,1310030141.0,Drop,path_fly_mid_small_024,3210010141.0,Jump,3210010141.0,Jump,3210010141.0,Jump,1210040141.0,Jump,6,36,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503515,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,3320010141,path_grd_mid_small_002,3220050141,Dash,3220050141.0,Dash,3220050141.0,Drop,3220050141.0,Drop,path_grd_mid_special_025,6.0,3220040141.0,Drop,2120010141.0,Drop,2120010141.0,Drop,3320010241.0,Drop,path_fly_mid_small_024,6.0,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Drop,3320010141.0,Drop,path_grd_close_small_072,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Dash,6,36,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503516,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,3320020141,path_grd_close_small_051,2220020141,Dash,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,path_grd_mid_elite1_802,7.0,3120010141.0,Jump,3120010141.0,Jump,3220070141.0,Drop,3320020241.0,Drop,path_grd_mid_small_043,4.0,3220010141.0,Dash,3220070141.0,Drop,3220010141.0,Dash,3220070141.0,Drop,path_grd_close_small_069,,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,2220040141.0,Jump,path_grd_mid_elite1_802,1220040141.0,Dash,1220040141.0,Dash,3220070141.0,Drop,3320020141.0,Drop,18,24,0,0.0,path_grd_close_small_069,5.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,
6503517,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,2320010141,path_grd_mid_small_002,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,path_fly_mid_small_050,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,path_grd_mid_elite1_802,8.0,3220040141.0,Drop,3220040141.0,Drop,3220060141.0,Drop,2320010241.0,Drop,path_grd_mid_elite2_808,0.0,3220040141.0,Dash,3220060141.0,Dash,1320030241.0,Drop,2320010141.0,Drop,path_fly_mid_small_050,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,0,42,0,10.0,path_grd_mid_small_043,7.0,3220040141.0,Drop,3220060141.0,Drop,3220040141.0,Drop,3220060141.0,Drop,,,,,,,,,,,,,,,,,,,,
6503518,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,2320050141,path_grd_mid_small_002,3220050141,Drop,3220050141.0,Drop,3220050141.0,Dash,2220040141.0,Dash,path_grd_mid_special_065,6.0,3120010141.0,Drop,3120010141.0,Drop,3220050141.0,Drop,2320050241.0,Drop,path_grd_far_small_009,8.0,3220070141.0,Jump,3220070141.0,Jump,1220030141.0,Jump,2220040141.0,Jump,path_grd_mid_elite1_802,0.0,3220040141.0,Jump,3220040141.0,Jump,2220040141.0,Drop,2320050141.0,Drop,path_grd_far_small_050,3220070141.0,Drop,1220030141.0,Drop,3220070141.0,Drop,1220030141.0,Drop,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503519,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcity_004,point_fly_arkcity_004,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,3310040141,path_grd_mid_small_052,3220040141,Drop,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,path_fly_mid_special_047,7.0,1110010141.0,Jump,1110010141.0,Jump,2210010141.0,Drop,3310040241.0,Drop,path_grd_close_small_042,7.0,3220050141.0,Dash,3220050141.0,Dash,3220040141.0,Dash,2220040141.0,Dash,path_fly_mid_elite1_802,0.0,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,3310040141.0,Drop,path_grd_close_small_069,3220050141.0,Drop,3220050141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,12,30,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503520,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcity_001,point_fly_arkcity_001,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,1320060141,path_grd_mid_small_055,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Dash,1320060241.0,Dash,path_grd_mid_small_011,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,0.0,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Drop,1320060141.0,Drop,path_grd_mid_small_043,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,0,36,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503521,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcity_003,point_fly_arkcity_003,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,2310060141,path_grd_mid_small_005,1220040141,Dash,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,path_fly_mid_special_016,7.0,1110010141.0,Drop,1110010141.0,Drop,2210010141.0,Drop,2310060241.0,Drop,path_fly_far_small_031,,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,1210040141.0,Drop,path_fly_mid_elite2_805,0.0,1210010141.0,Jump,1210010141.0,Jump,1210010141.0,Drop,2310060141.0,Drop,path_grd_far_small_044,3220060141.0,Dash,2220040141.0,Dash,3220060141.0,Dash,2220040141.0,Dash,0,30,27,,path_fly_far_special_048,8.0,3110010141.0,Jump,3110010141.0,Jump,3110010141.0,Jump,1210010141.0,Jump,,,,,,,,,,,,,,,,,,,,
6503522,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcity_002,point_fly_arkcity_002,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,1320010141,path_grd_mid_small_055,1220060141,Drop,1220060141.0,Drop,1220060141.0,Drop,2220040141.0,Drop,path_grd_far_elite1_803,7.0,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Drop,3320020241.0,Drop,path_grd_mid_small_011,,3220010141.0,Dash,3220010141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,path_grd_close_elite1_801,0.0,1220060141.0,Dash,1220060141.0,Dash,2220040141.0,Drop,1320010141.0,Drop,path_grd_far_small_074,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,9,12,15,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503523,wave_eventdungeon_014,Campaign,90,5,True,False,point_grd_arkcity_005,point_fly_arkcity_005,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,2320020141,path_grd_mid_small_002,1220040141,Jump,1220040141.0,Jump,1220040141.0,Jump,1220040141.0,Jump,path_grd_mid_elite1_802,5.0,1220040141.0,Dash,1220040141.0,Dash,3220060141.0,Drop,2320070241.0,Drop,path_grd_mid_small_049,10.0,1220040141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,path_grd_mid_elite2_805,0.0,1220040141.0,Drop,3220060141.0,Drop,2320070241.0,Drop,2320020141.0,Drop,path_grd_close_small_004,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,6,36,0,8.0,path_grd_mid_small_005,6.0,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,,,,,,,,,,,,,,,,,,,,
