stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6117011,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,1320060121.0,path_grd_close_elite1_801,2220010121,Dash,2220010121,Dash,2220040121,Jump,1320060221,Jump,path_fly_mid_elite1_802,10.0,1110010121,Dash,1110010121,Dash,2210040121,Drop,2310040221,Drop,path_fly_mid_small_039,2210020121,Jump,2210020121,Jump,2210020121,Jump,2210020121,Jump,path_grd_close_special_024,9.0,2120010121,Jump,2120010121,Jump,2220010121,Drop,3220080121,Drop,path_fly_mid_elite1_802,0.0,2210020121,Dash,2210020121,Dash,2210040121,Drop,2310040221,Drop,42,30,0,4.0,path_grd_close_elite1_801,10.0,2220010121.0,Jump,2220010121.0,Jump,2220040121.0,Drop,1320060121.0,Drop,path_fly_mid_small_030,4.0,2210020121.0,Jump,2210020121.0,Jump,2210020121.0,Jump,2210040121.0,Jump,path_grd_close_elite1_801,10.0,2120010121.0,Dash,2120010121.0,Dash,2220010121.0,Jump,3220080121.0,Drop,,,,,,,,,,,,,,,,,,,,,
6117012,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2320050121.0,path_grd_close_small_048,1220040121,Drop,1220040121,Drop,1220040121,Drop,2320050221,Drop,path_grd_close_small_069,,1220040121,Dash,1220040121,Dash,1220040121,Dash,1220050121,Drop,path_fly_mid_small_039,3210040121,Dash,3210040121,Dash,3210040121,Dash,3210040121,Dash,path_grd_close_elite1_801,0.0,3120010121,Dash,3120010121,Dash,1220050121,Drop,2320010221,Drop,path_grd_close_special_064,6.0,2120010121,Dash,2120010121,Dash,1220050121,Drop,2320050121,Drop,42,6,0,4.0,path_grd_close_small_042,3.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117013,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3320070121.0,path_grd_close_small_007,3220050121,Drop,3220050121,Drop,2220010121,Drop,2220010121,Drop,path_grd_mid_elite2_805,,3220050121,Dash,3220050121,Dash,2320010221,Dash,2320010221,Dash,path_fly_mid_special_016,3110010121,Drop,3110010121,Drop,3110010121,Drop,3210030121,Drop,path_grd_close_small_013,12.0,2220010121,Dash,2220010121,Dash,2220010121,Dash,2220040121,Dash,path_grd_mid_elite2_808,0.0,2220030121,Dash,2220030121,Dash,2320020221,Drop,3320070121,Drop,18,48,0,8.0,path_fly_close_small_029,,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,path_grd_mid_special_065,5.0,2220030121.0,Dash,2220030121.0,Dash,3220050121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117014,wave_lostsector_004,BaseDefense,60,7,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,,path_grd_close_special_024,3120010121,Jump,3120010121,Jump,2220020121,Drop,2320050221,Drop,path_grd_mid_small_061,10.0,1220060121,Dash,2220040121,Dash,1220060121,Dash,2220040121,Dash,path_grd_mid_small_049,1220060121,Dash,1220060121,Dash,1220060121,Dash,2220040121,Drop,path_grd_mid_elite2_808,2.0,2220020121,Jump,2220020121,Jump,1320030221,Drop,1320040221,Drop,path_fly_mid_small_039,10.0,2210010121,Dash,2220040121,Drop,2220040121,Drop,2210030121,Drop,15,48,0,5.0,path_grd_mid_small_012,6.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,path_grd_mid_small_076,7.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Drop,1320040121.0,Drop,normal,,,,,,,,,,,,,,,,,,,,
6117015,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,1310020111.0,path_fly_mid_small_002,2210010111,Drop,2210010111,Drop,3210010111,Drop,3210010111,Drop,path_grd_close_elite1_801,6.0,3220040111,Jump,3220040111,Jump,2220040111,Dash,2320010211,Dash,path_fly_close_small_029,3210010111,Drop,3210010111,Drop,2210010111,Drop,2210010111,Drop,path_fly_close_elite1_801,0.0,2210010111,Dash,2210010111,Dash,3210030111,Drop,1310020111,Drop,path_grd_mid_small_052,6.0,3220040111,Dash,3220040111,Dash,3220040111,Dash,3220040111,Dash,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117016,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3320070111.0,path_grd_close_small_054,3220040111,Drop,3220040111,Drop,3220040111,Drop,1320030211,Drop,path_grd_mid_elite1_802,8.0,2220030111,Dash,2220030111,Dash,3220080111,Drop,3320070211,Drop,path_grd_mid_small_043,2220030111,Dash,2220030111,Dash,2220030111,Dash,2220030111,Dash,path_grd_close_small_069,11.0,3220040111,Dash,3220040111,Dash,3220040111,Dash,3220020111,Dash,path_fly_close_elite2_807,0.0,3210010111,Dash,3210010111,Dash,1310030211,Dash,1310030211,Dash,21,30,0,4.0,path_grd_mid_elite1_802,10.0,2220030111.0,Jump,2220030111.0,Jump,3220080111.0,Drop,3320070111.0,Drop,path_grd_mid_small_043,5.0,2220030111.0,Dash,2220040111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117017,wave_lostsector_004,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_mid_small_037,3220050121,Dash,3220050121,Dash,3220050121,Dash,2220050121,Dash,path_grd_close_small_042,8.0,2220010121,Jump,2220010121,Jump,2220010121,Jump,2220010121,Jump,path_grd_mid_small_046,3220050121,Dash,3220020121,Drop,3220050121,Dash,3220020121,Drop,path_grd_mid_elite1_802,2.0,2220010121,Dash,2220010121,Dash,2220050121,Normal,3320010221,Drop,path_grd_close_small_039,12.0,3220050121,Drop,3220050121,Drop,3220050121,Drop,3220020121,Jump,21,39,0,10.0,path_grd_mid_small_070,10.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220050121.0,Dash,path_grd_mid_small_075,10.0,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,2220050121.0,Jump,path_grd_close_elite1_801,,2220010121.0,Dash,2220010121.0,Dash,3220020121.0,Normal,2320010221.0,Dash,20,path_grd_mid_small_037,15.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,2320010221.0,Normal,,,,,,,,,,
6117018,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,2320020121.0,path_grd_mid_special_025,1120010121,Jump,1120010121,Jump,3220020121,Drop,3320050221,Drop,path_fly_mid_small_036,7.0,3210030121,Dash,2210040121,Dash,3210010121,Dash,2210040121,Dash,path_grd_mid_small_058,3220030121,Dash,3220030121,Dash,3220030121,Dash,3220080121,Drop,path_fly_mid_small_042,,3210010121,Dash,3210010121,Dash,3210030121,Drop,3210010121,Drop,path_fly_mid_small_030,0.0,1210010121,Drop,1210010121,Drop,2210040121,Drop,2310050221,Drop,0,54,0,7.0,path_grd_mid_elite1_802,,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Drop,2320020121.0,Jump,path_grd_mid_small_043,,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117019,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,2320020121.0,path_grd_close_small_067,1220030121,Dash,1220030121,Dash,3220080121,Drop,2320020221,Drop,path_fly_mid_elite1_802,,1210020121,Dash,1210020121,Dash,3210040121,Drop,2310040221,Drop,path_grd_close_special_064,2120010121,Dash,2120010121,Dash,1220050121,Drop,2320020221,Drop,path_grd_mid_small_043,3.0,1220050121,Dash,2220040121,Dash,1220050121,Dash,3220080121,Drop,path_grd_close_small_048,4.0,1220050121,Drop,1220050121,Drop,1220050121,Drop,1220050121,Drop,33,36,0,8.0,path_grd_mid_elite2_808,0.0,1220030121.0,Dash,1220030121.0,Dash,2320050221.0,Drop,2320050221.0,Drop,path_grd_close_small_067,3.0,1220050121.0,Jump,1220050121.0,Jump,3220080121.0,Drop,2320020121.0,Drop,path_grd_mid_small_049,6.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,,path_grd_mid_small_043,3.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,,,,,,,,,,
6118001,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3320040141.0,path_grd_close_small_042,1220010141,Dash,1220010141,Dash,1220010141,Dash,1220010141,Dash,path_grd_mid_elite1_802,6.0,1220010141,Jump,1220010141,Jump,3220020141,Drop,3320010241,Drop,path_grd_close_special_064,1120010141,Dash,1120010141,Dash,1220050141,Drop,1220050141,Drop,path_grd_mid_special_025,0.0,1220010141,Jump,1220010141,Jump,2220040141,Drop,3320040141,Drop,path_grd_close_small_042,8.0,1220010141,Dash,1220050141,Dash,1220010141,Dash,1220050141,Dash,27,30,0,7.0,path_grd_mid_small_012,,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118002,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,1320020141.0,path_grd_mid_small_070,3220050141,Drop,3220050141,Drop,3220050141,Drop,2220040141,Jump,path_fly_mid_small_008,7.0,2210010141,Dash,2210010141,Dash,2210010141,Dash,2310010241,Dash,path_grd_close_small_036,3220050141,Dash,3220050141,Dash,3220050141,Dash,2220040141,Dash,path_grd_mid_elite1_802,0.0,3220050141,Jump,3220050141,Jump,2220040141,Drop,1320020141,Drop,path_fly_mid_small_030,7.0,2210010141,Drop,2210010141,Drop,2210010141,Drop,2310040241,Dash,6,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118003,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,2320060111.0,path_grd_mid_small_070,3220050111,Dash,3220050111,Dash,3220050111,Dash,2220050111,Dash,path_fly_mid_small_039,,1210020111,Dash,1210020111,Dash,1210040111,Dash,1310010211,Dash,path_grd_mid_small_034,3220050111,Drop,3220050111,Drop,3220050111,Drop,2220050111,Dash,path_grd_mid_small_068,0.0,3220050111,Dash,3220050111,Dash,2220050111,Drop,2320060111,Drop,path_grd_mid_small_037,10.0,3220050111,Dash,3220050111,Dash,3220050111,Dash,3220080111,Drop,0,30,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118004,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2320030111.0,path_grd_close_small_067,3220030111,Dash,3220030111,Dash,3220030111,Drop,2320020211,Drop,path_grd_mid_small_012,,3220030111,Dash,3220030111,Dash,1220050111,Dash,1220050111,Dash,path_grd_mid_small_046,1220050111,Drop,1220050111,Drop,1220050111,Drop,1220050111,Drop,path_grd_close_elite1_801,0.0,2120010111,Jump,2120010111,Jump,2220040111,Drop,3320050211,Drop,path_grd_mid_small_043,6.0,1220050111,Dash,1220050111,Dash,1220050111,Dash,2320030111,Dash,30,18,0,4.0,path_grd_close_special_064,3.0,2120010111.0,Dash,2120010111.0,Dash,1220050111.0,Drop,1220050111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118005,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,2320060111.0,path_grd_mid_small_043,3220050111,Dash,2220050111,Dash,3220050111,Dash,3220080111,Drop,path_grd_close_elite2_807,,3220050111,Dash,3220050111,Dash,2320020211,Drop,3320040211,Drop,path_grd_mid_small_070,3220050111,Dash,3220050111,Dash,3220050111,Dash,3220080111,Drop,path_grd_close_small_039,10.0,3220050111,Dash,3220050111,Dash,3220050111,Dash,3220020111,Dash,path_grd_mid_elite2_805,0.0,3220020111,Dash,2220050111,Dash,3320040211,Drop,2320060111,Drop,21,33,0,,path_grd_close_small_048,10.0,3220050111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3320040211.0,Drop,path_grd_mid_small_043,6.0,3220050111.0,Dash,3220050111.0,Dash,3220020111.0,Dash,3220080111.0,Drop,path_grd_mid_small_043,4.0,3220020111.0,Dash,3220020111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,,,,,,,,,,,,,,,,,,,,,
6118006,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3320070111.0,path_grd_close_small_007,3220050111,Drop,3220050111,Drop,2220010111,Drop,2220010111,Drop,path_grd_mid_elite2_805,,3220050111,Dash,3220050111,Dash,2320010211,Dash,2320010211,Dash,path_fly_mid_special_016,3110010111,Drop,3110010111,Drop,3110010111,Drop,3210030111,Drop,path_grd_close_small_013,12.0,2220010111,Dash,2220010111,Dash,2220010111,Dash,2220040111,Dash,path_grd_mid_elite2_808,0.0,2220030111,Dash,2220030111,Dash,2320020211,Drop,3320070111,Drop,18,48,0,8.0,path_fly_close_small_029,,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210030111.0,Drop,path_grd_mid_special_065,5.0,2220030111.0,Dash,2220030111.0,Dash,3220050111.0,Drop,2220040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118007,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,2320020111.0,path_grd_mid_special_025,1120010111,Jump,1120010111,Jump,3220020111,Drop,3320050211,Drop,path_fly_mid_small_036,7.0,3210030111,Dash,2210040111,Dash,3210010111,Dash,2210040111,Dash,path_grd_mid_small_058,3220030111,Dash,3220030111,Dash,3220030111,Dash,2220040111,Dash,path_fly_mid_small_042,,3210010111,Dash,3210010111,Dash,3210030111,Drop,3210010111,Drop,path_fly_mid_small_030,0.0,1210010111,Drop,1210010111,Drop,2210040111,Drop,2310050211,Drop,0,54,0,7.0,path_grd_mid_elite1_802,,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Drop,2320020111.0,Jump,path_grd_mid_small_043,,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118008,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2320060111.0,path_grd_mid_small_049,1220030111,Jump,1220030111,Jump,1220030111,Jump,3220080111,Drop,path_fly_mid_elite1_802,,3210020111,Dash,3210020111,Dash,2310040211,Drop,1210040111,Drop,path_grd_mid_elite1_802,1220020111,Dash,1220020111,Dash,2220050111,Drop,2320030211,Drop,path_fly_mid_small_030,10.0,1210030111,Jump,1210030111,Jump,1210030111,Jump,1210030111,Jump,path_grd_close_elite1_801,0.0,1220030111,Dash,1220030111,Dash,2320030211,Drop,3220080111,Drop,9,42,0,5.0,path_grd_mid_small_055,10.0,1220020111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,2320060111.0,Drop,path_fly_mid_small_030,6.0,3210020111.0,Drop,3210020111.0,Drop,3210020111.0,Drop,3210020111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118009,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,1310010141.0,path_grd_close_special_024,2120010141,Jump,2120010141,Jump,2120010141,Drop,2220050141,Drop,path_fly_mid_elite1_802,12.0,2210010141,Drop,2210010141,Drop,3210030141,Drop,1310010241,Drop,path_fly_close_special_046,2110010141,Dash,2110010141,Dash,2110010141,Dash,2110010141,Dash,path_fly_mid_special_016,0.0,2110010141,Drop,2110010141,Drop,3210030141,Dash,1310010141,Drop,path_grd_close_special_024,11.0,3120010141,Jump,3120010141,Jump,1220050141,Drop,2220040141,Drop,45,39,0,,path_grd_mid_special_065,7.0,3120010141.0,Dash,3120010141.0,Dash,3120010141.0,Dash,3120010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118010,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,1320020141.0,path_grd_mid_small_070,3220030141,Drop,3220030141,Drop,3220030141,Drop,3220080141,Drop,path_fly_mid_small_008,7.0,2210010141,Dash,2210010141,Dash,2210010141,Dash,1310030241,Dash,path_grd_close_small_036,3220030141,Dash,3220030141,Dash,3220030141,Dash,2220040141,Dash,path_grd_mid_elite1_802,0.0,3220030141,Jump,3220030141,Jump,2220040141,Drop,1320020141,Drop,path_fly_mid_small_030,7.0,2210010141,Drop,2210010141,Drop,2210010141,Drop,2210010141,Drop,6,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118011,wave_lostsector_004,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_close_small_039,3220050141,Jump,3220050141,Jump,3220050141,Jump,2220040141,Normal,path_grd_mid_small_075,8.0,3220010141,Jump,3220010141,Jump,3220010141,Jump,3220020141,Jump,path_grd_close_special_064,3120010141,Jump,3120010141,Jump,3220050141,Dash,3220050141,Dash,path_grd_mid_elite1_802,4.0,3120010141,Jump,3120010141,Jump,3220050141,Drop,1320060241,Drop,path_grd_close_small_048,12.0,3220010141,Drop,3220010141,Drop,3220010141,Drop,2220040141,Drop,27,51,0,,path_fly_mid_special_047,10.0,3120010141.0,Drop,3120010141.0,Drop,3210010141.0,Jump,3210010141.0,Jump,path_grd_mid_small_075,10.0,3220050141.0,Dash,3220050141.0,Drop,3220050141.0,Dash,2220040141.0,Drop,path_grd_mid_elite1_802,,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,1320060241.0,Dash,20,path_grd_mid_small_049,15.0,3220010141.0,Drop,3220010141.0,Drop,3220010141.0,Drop,1320060241.0,Normal,,,,,,,,,,
6118012,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,3320030111.0,path_grd_mid_small_040,1220060111,Dash,1220060111,Dash,1220060111,Dash,1220060111,Dash,path_fly_mid_small_005,7.0,1210020111,Dash,1210020111,Dash,1210020111,Dash,1210040111,Dash,path_fly_mid_small_050,1210030111,Dash,1210030111,Dash,1210030111,Dash,1210040111,Dash,path_fly_mid_elite1_802,0.0,3210010111,Dash,3210010111,Dash,1210010111,Drop,1310010211,Drop,path_grd_mid_small_043,7.0,2220030111,Jump,3220020111,Jump,2220030111,Jump,3320030111,Dash,0,33,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118013,wave_lostsector_004,BaseDefense,60,6,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,,path_grd_close_small_051,3220040111,Dash,3220040111,Dash,3220040111,Dash,3220040111,Dash,path_grd_mid_small_070,,2220020111,Jump,2220020111,Jump,2220020111,Jump,2220050111,Drop,path_grd_mid_small_011,2220020111,Jump,2220020111,Jump,2220020111,Jump,2220020111,Jump,path_grd_mid_elite1_802,2.0,2220020111,Dash,2220020111,Dash,3220040111,Drop,2320020211,Drop,path_grd_mid_small_043,10.0,3220040111,Jump,3220040111,Jump,1120010111,Jump,3320010211,Jump,6,57,0,,path_grd_mid_special_065,,1120010111.0,Jump,1120010111.0,Jump,3220040111.0,Drop,3220020111.0,Drop,path_grd_mid_small_075,4.0,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,path_grd_mid_elite1_802,7.0,3220040111.0,Jump,3220040111.0,Jump,3220020111.0,Drop,2320020211.0,Drop,normal,,,,,,,,,,,,,,,,,,,,
6118014,wave_lostsector_004,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,2320060111.0,path_grd_close_small_054,1220040111,Drop,1220040111,Drop,1220040111,Drop,3320040211,Drop,path_grd_mid_elite1_802,,1220040111,Dash,1220040111,Dash,2220050111,Drop,2320060211,Drop,path_fly_close_small_049,3210010111,Dash,3210010111,Dash,3210010111,Dash,1210040111,Dash,path_grd_mid_small_043,12.0,1220040111,Dash,1220040111,Dash,3220020111,Dash,3220020111,Dash,path_grd_mid_elite1_802,0.0,1220040111,Dash,1220040111,Dash,3320040211,Drop,2320060111,Drop,18,30,0,5.0,path_grd_close_small_067,10.0,1220040111.0,Dash,1220040111.0,Dash,3220080111.0,Drop,3320050211.0,Drop,path_grd_mid_small_068,5.0,1220040111.0,Jump,1220040111.0,Jump,1220040111.0,Dash,2320020211.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118015,wave_lostsector_004,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,3320070141.0,path_grd_mid_small_049,1220060141,Dash,1220060141,Dash,1220060141,Dash,2220040141,Dash,path_fly_mid_elite1_802,7.0,1210020141,Drop,1210020141,Drop,1210020141,Drop,1310030241,Drop,path_grd_mid_small_058,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220040141,Dash,path_grd_mid_elite1_802,0.0,1220060141,Dash,1220060141,Dash,2220030141,Drop,3320070141,Drop,path_fly_close_small_023,6.0,3210020141,Jump,3210020141,Jump,3210020141,Jump,3210030141,Dash,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
