stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6501911,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,2320070141,path_grd_mid_special_065,3120010141,Dash,3120010141.0,Dash,2220020141.0,Drop,2320070241.0,Drop,path_grd_far_small_074,12.0,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Dash,path_fly_mid_small_005,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Dash,path_fly_mid_elite1_802,0.0,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,2310010241.0,Drop,path_grd_far_small_071,7.0,2220020141.0,Dash,2220020141.0,Dash,3220060141.0,Dash,2320070141.0,Jump,,,,,,,,,,0,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501912,wave_eventdungeon_009,Campaign,180,6,False,False,point_grd_arkcitydayeba003_001,point_fly_arkcitydayeba003_001,sbg_arkcitydayeba003_001,ArkCityDay,Day,ibg_arkcityday_001,2420010141,path_grd_mid_centurion_902,2420010141,Normal,,,,,,,path_grd_close_small_036,,2120010141.0,Drop,2220020141.0,Drop,2120010141.0,Drop,2220020141.0,Drop,path_grd_mid_small_075,,3120010141.0,Jump,3220060141.0,Jump,3120010141.0,Jump,3220060141.0,Jump,path_fly_mid_elite1_802,4.0,2110010141.0,Drop,2110010141.0,Drop,3210030141.0,Drop,1310040241.0,Drop,path_grd_mid_small_049,4.0,2120010141.0,Drop,3220050141.0,Jump,2120010141.0,Jump,3220050141.0,Drop,path_grd_mid_small_076,2220020141.0,Drop,2220020141.0,Drop,2120010141.0,Drop,2120010141.0,Drop,7,33,0,,path_grd_mid_small_058,3120010141.0,Dash,3120010141.0,Dash,3120010141.0,Dash,1320030241.0,Dash,,,,,,,,,,,,,,,,,,,,,
6501913,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,1310030141,path_grd_close_elite1_801,3220030141,Dash,3220030141.0,Dash,2220040141.0,Jump,2320050241.0,Jump,path_grd_far_small_033,7.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,path_grd_mid_small_058,7.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Dash,path_fly_mid_elite1_802,0.0,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,1310030141.0,Drop,path_grd_far_small_044,6.0,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Dash,,,,,,,,,,9,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501914,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,2320050141,path_grd_mid_special_025,1120010141,Jump,1120010141.0,Jump,3220050141.0,Drop,2320050241.0,Drop,path_fly_mid_small_030,10.0,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,3210040141.0,Drop,path_grd_close_small_013,4.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,1220050141.0,Drop,1320030241.0,Drop,path_grd_mid_special_025,6.0,3120010141.0,Dash,3120010141.0,Dash,1220050141.0,Drop,2320050141.0,Dash,path_grd_mid_small_043,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,2220040141.0,Dash,6,51,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501915,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,2310050141,path_grd_close_small_042,3220030141,Dash,1220050141.0,Dash,3220030141.0,Dash,1220050141.0,Dash,path_grd_mid_elite2_805,,3220030141.0,Drop,2220040141.0,Drop,1320040241.0,Dash,1320040241.0,Dash,path_grd_close_small_048,7.0,1220040141.0,Drop,1220040141.0,Drop,1220040141.0,Drop,1220050141.0,Drop,path_fly_close_small_038,10.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,3210030141.0,Dash,path_fly_close_elite2_807,0.0,2110010141.0,Dash,2110010141.0,Dash,3310010241.0,Dash,3310010241.0,Dash,path_fly_mid_elite1_802,2110010141.0,Jump,2110010141.0,Jump,3210030141.0,Dash,2310050141.0,Drop,33,24,0,10.0,path_grd_close_small_048,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,1220050141.0,Drop,6.0,path_grd_mid_small_043,12.0,1220040141.0,Dash,1220050141.0,Dash,1220040141.0,Dash,1220050141.0,Dash,,,,,,,,,,
6501916,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,2320050141,path_grd_mid_special_025,1120010141,Jump,1120010141.0,Jump,3220050141.0,Drop,2320050241.0,Drop,path_fly_mid_small_030,10.0,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,3210040141.0,Drop,path_grd_close_small_013,4.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,1220050141.0,Drop,1320030241.0,Drop,path_grd_mid_special_025,6.0,3120010141.0,Dash,3120010141.0,Dash,1220050141.0,Drop,2320050141.0,Dash,path_grd_mid_small_043,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,2220040141.0,Dash,6,51,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501917,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,3310040141,path_grd_close_small_004,2220010141,Jump,1120010141.0,Jump,2220010141.0,Jump,1120010141.0,Jump,path_fly_mid_special_016,,3110010141.0,Drop,3210020141.0,Drop,3210030141.0,Drop,3310040241.0,Drop,path_grd_mid_special_025,10.0,2220010141.0,Jump,1120010141.0,Jump,2220030141.0,Jump,2220040141.0,Jump,path_fly_far_special_045,0.0,3110010141.0,Drop,3210020141.0,Drop,3210030141.0,Drop,3310040141.0,Drop,path_grd_close_small_048,9.0,3220020141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_grd_mid_special_065,2220010141.0,Drop,2220030141.0,Drop,1120010141.0,Drop,3220020141.0,Drop,12,45,15,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501918,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,1320010141,path_grd_mid_small_073,3220070141,Drop,3220070141.0,Drop,3220070141.0,Drop,2220040141.0,Dash,path_grd_far_elite1_803,3.0,3220010141.0,Jump,3220010141.0,Jump,3220070141.0,Drop,3320020241.0,Drop,path_grd_mid_small_070,6.0,3220010141.0,Dash,3220010141.0,Dash,3220010141.0,Dash,1320010241.0,Drop,path_grd_far_small_044,5.0,3220070141.0,Jump,2220040141.0,Jump,3220070141.0,Jump,2220040141.0,Jump,path_grd_far_elite1_803,0.0,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Drop,3320020241.0,Drop,path_fly_mid_small_030,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3310030241.0,Drop,0,17,40,10.0,path_grd_mid_elite1_802,3220010141.0,Dash,3220010141.0,Dash,3220070141.0,Drop,1320010141.0,Drop,5.0,path_grd_far_small_044,9.0,3220070141.0,Dash,2220040141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,,,,,,,,,,
6501919,wave_eventdungeon_009,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,2310010141,path_grd_mid_small_070,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220040141.0,Jump,path_fly_mid_small_008,7.0,3210010141.0,Dash,3210030141.0,Dash,3210010141.0,Dash,2310010241.0,Dash,path_grd_close_small_036,7.0,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,path_grd_mid_elite1_802,0.0,2220010141.0,Jump,2220010141.0,Jump,2220040141.0,Drop,1320020241.0,Drop,path_fly_mid_small_030,7.0,3210010141.0,Drop,3210030141.0,Drop,3210010141.0,Drop,2310010141.0,Dash,,,,,,,,,,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501920,wave_eventdungeon_009,Campaign,90,7,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,2320020141,path_grd_mid_special_025,1120010141,Jump,1120010141.0,Jump,3220020141.0,Drop,3320050241.0,Drop,path_fly_mid_small_036,7.0,3210030141.0,Dash,2210040141.0,Dash,3210010141.0,Dash,2210040141.0,Dash,path_grd_mid_small_058,7.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Dash,path_fly_mid_small_042,,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,3210010141.0,Drop,path_fly_mid_small_030,0.0,1210010141.0,Drop,1210010141.0,Drop,2210040141.0,Drop,2310050241.0,Drop,path_grd_mid_elite1_802,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Drop,2320020141.0,Jump,0,54,0,,path_grd_mid_small_043,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,
