stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7023011,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Night,ibg_arkcityday_001,2310050121,path_grd_mid_small_043,3220060121,Dash,2220050121,Dash,3220060121,Dash,2220050121,Dash,path_fly_close_elite2_804,,2210010121,Dash,2210010121,Dash,2310050221,Drop,2310050221,Drop,path_grd_mid_small_052,,3220060121,Jump,3220060121,Jump,3220060121,Jump,3220060121,Jump,path_grd_close_elite2_804,0,2220020121,Jump,2220020121,Jump,3320030221,Drop,3320030221,Drop,path_fly_close_small_029,10,2210010121,Drop,2210010121,Drop,2210010121,Drop,2310050121,Drop,24,18,6,path_grd_mid_small_043,5,3220060121,Dash,3220060121,Dash,3220060121,Dash,3220060121,Dash,path_grd_far_small_044,8,2220020121,Dash,2220050121,Dash,2220020121,Dash,2220050121,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023012,wave_campaign_hard_009,Campaign,90,5,true,false,point_grd_arkout_001,point_fly_arkout_001,sbg_arkout_001,ArcOut,Night,ibg_arkout_001,2320030121,path_grd_close_elite1_801,1220040121,Jump,1220040121,Jump,1220050121,Drop,2320030221,Drop,path_grd_close_small_013,7,1220040121,Dash,1220050121,Dash,1220040121,Dash,1220050121,Dash,path_grd_mid_small_049,6,1220040121,Drop,1220050121,Drop,1220040121,Drop,2220040121,Drop,path_fly_close_small_041,7,1110010121,Drop,1110010121,Drop,3210040121,Drop,3210040121,Drop,path_grd_mid_small_055,0,1220040121,Drop,1220040121,Drop,3220020121,Drop,2320030121,Drop,30,15,0,path_grd_close_small_042,4,1220050121,Dash,1220050121,Dash,1220050121,Dash,1220050121,Dash,path_fly_mid_small_030,,3210040121,Drop,3210040121,Drop,3210040121,Drop,3210040121,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023013,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkout_002,point_fly_arkout_002,sbg_arkout_002,ArcOut,Night,ibg_arkout_001,1310020121,path_fly_close_special_044,2110010121,Drop,2110010121,Drop,2210020121,Drop,2210030121,Drop,path_grd_mid_elite2_805,10,2220030121,Dash,2220030121,Dash,2320050221,Drop,2320050221,Drop,path_fly_mid_small_053,,2210020121,Dash,2210020121,Dash,2210020121,Dash,1210040121,Dash,path_fly_close_small_029,,2210020121,Jump,2210020121,Jump,2210020121,Jump,2210020121,Jump,path_grd_close_elite1_801,0,2220030121,Jump,2220030121,Jump,2220040121,Drop,3320040221,Drop,36,24,0,path_fly_mid_elite1_802,10,2210020121,Jump,2210020121,Jump,3210030121,Drop,1310020121,Drop,path_fly_close_small_029,4,2210020121,Drop,2210020121,Drop,2210020121,Drop,2210020121,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023014,wave_campaign_hard_009,Campaign,90,5,true,false,point_grd_arkout_001,point_fly_arkout_001,sbg_arkout_001,ArcOut,Night,ibg_arkout_001,2320050121,path_grd_close_small_048,1220040121,Drop,1220040121,Drop,1220040121,Drop,2320050221,Drop,path_grd_close_small_069,,1220040121,Dash,1220040121,Dash,1220040121,Dash,1220050121,Drop,path_fly_mid_small_039,4,3210040121,Dash,3210040121,Dash,3210040121,Dash,3210040121,Dash,path_grd_close_elite1_801,0,3120010121,Dash,3120010121,Dash,1220050121,Drop,2320010221,Drop,path_grd_close_special_064,6,2120010121,Dash,2120010121,Dash,1220050121,Drop,2320050121,Drop,42,6,0,path_grd_close_small_042,3,1220050121,Dash,1220050121,Dash,1220050121,Dash,1220050121,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023015,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkout_002,point_fly_arkout_002,sbg_arkout_002,ArcOut,Night,ibg_arkout_001,3320020121,path_grd_mid_small_043,1220040121,Dash,3220070121,Dash,1220040121,Dash,3220070121,Dash,path_grd_mid_elite1_802,5,3120010121,Dash,3120010121,Dash,3220070121,Drop,3320020221,Drop,path_grd_far_small_071,10,1220040121,Drop,1220040121,Drop,1220040121,Drop,3220070121,Jump,path_grd_mid_small_049,0,1220040121,Drop,1220040121,Drop,1220040121,Drop,3320080221,Drop,path_grd_far_elite1_803,7,1220040121,Dash,1220040121,Dash,3220070121,Drop,3320020121,Drop,0,21,21,path_grd_far_small_044,9,1220040121,Dash,3220070121,Dash,1220040121,Dash,3220070121,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023016,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkout_001,point_fly_arkout_001,sbg_arkout_001,ArcOut,Night,ibg_arkout_001,2320050121,path_grd_close_elite1_801,1220060121,Dash,1220060121,Dash,2220040121,Drop,2320030221,Drop,path_grd_mid_small_055,5,1220060121,Drop,1220060121,Drop,1220060121,Drop,2320030221,Drop,path_fly_close_special_046,10,2110010121,Dash,2110010121,Dash,3210040121,Drop,3210030121,Drop,path_grd_mid_small_037,,1220060121,Dash,1220060121,Dash,1220060121,Dash,3220020121,Dash,path_grd_close_elite3_813,0,1220060121,Drop,2320030221,Drop,2320030221,Drop,2320050121,Drop,41,16,0,path_grd_mid_small_043,,1220060121,Dash,2220040121,Dash,1220060121,Dash,2220040121,Dash,path_grd_mid_small_070,8,1220060121,Dash,1220060121,Dash,1220060121,Dash,2220040121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023017,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkout_002,point_fly_arkout_002,sbg_arkout_002,ArcOut,Night,ibg_arkout_001,1310040121,path_grd_close_small_042,3220030121,Dash,2220050121,Dash,3220030121,Dash,2220050121,Dash,path_fly_close_elite2_804,,2210040121,Dash,3210010121,Dash,1310040221,Drop,1310030221,Drop,path_fly_mid_special_016,5,3210010121,Dash,2210040121,Dash,3210010121,Drop,1210040121,Drop,path_fly_mid_small_039,0,2210040121,Dash,2210040121,Dash,2310020221,Dash,2310020221,Dash,path_fly_far_elite1_803,7,3210010121,Dash,3210010121,Dash,2210040121,Drop,1310040121,Drop,21,27,9,path_grd_close_small_042,5,3220030121,Dash,3220030121,Dash,3220030121,Dash,3220030121,Dash,path_fly_mid_small_030,8,3210010121,Drop,2210040121,Drop,3210010121,Drop,2210040121,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7023018,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkout_001,point_fly_arkout_001,sbg_arkout_001,ArcOut,Night,ibg_arkout_001,3320060121,path_grd_mid_small_002,1220040121,Drop,1220040121,Drop,1220050121,Dash,1220050121,Dash,path_grd_close_elite2_804,,1220040121,Dash,1220040121,Dash,3320060221,Jump,3320060221,Jump,path_grd_close_small_042,10,1220050121,Dash,1220050121,Dash,1220050121,Dash,1220050121,Dash,path_fly_close_small_029,12,1210030121,Dash,1210030121,Dash,1210030121,Dash,1210030121,Dash,path_grd_mid_small_043,5,1220050121,Dash,1220050121,Dash,1220050121,Dash,1220050121,Dash,49,26,0,path_fly_mid_elite2_808,0,3210040121,Dash,3210040121,Dash,3310020221,Dash,3310020221,Dash,path_grd_mid_special_065,5,1220040121,Jump,1220040121,Jump,1220050121,Drop,3320060121,Drop,,path_grd_close_small_042,6,1220040121,Dash,1220040121,Dash,1220050121,Dash,1220050121,Dash,path_grd_close_small_042,4,1220050121,Dash,1220050121,Dash,1220040121,Dash,1220040121,Dash,path_grd_close_small_048,2,1220050121,Drop,1220050121,Drop,1220050121,Drop,1220050121,Drop
7023019,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkout_002,point_fly_arkout_002,sbg_arkout_002,ArcOut,Night,ibg_arkout_001,3320030121,path_grd_far_small_044,2220030121,Dash,2220030121,Dash,2220030121,Dash,2220030121,Dash,path_fly_mid_elite1_802,,1210010121,Dash,1210010121,Dash,2210040121,Drop,3310030221,Drop,path_grd_far_small_056,6,2220030121,Drop,2220030121,Drop,2220040121,Drop,3320070221,Drop,path_fly_mid_small_039,10,2210020121,Dash,2210020121,Dash,2210040121,Dash,2210040121,Dash,path_grd_far_elite2_806,0,2220030121,Dash,2220030121,Dash,3320070221,Drop,3320070221,Drop,0,30,36,path_grd_far_elite1_803,10,2220030121,Jump,2220030121,Jump,2220040121,Drop,3320030121,Drop,path_fly_mid_special_047,8,2110010121,Dash,2110010121,Dash,2210040121,Drop,2210040121,Drop,,path_grd_far_small_044,4,2220030121,Jump,2220030121,Jump,2220030121,Jump,2220030121,Jump,,,,,,,,,,,,,,,,,,,,
7023020,wave_campaign_hard_009,Campaign,90,7,true,false,point_grd_arkout_001,point_fly_arkout_001,sbg_arkout_001,ArcOut,Night,ibg_arkout_001,1320030121,path_grd_mid_small_049,1220010121,Drop,1220010121,Drop,1220010121,Drop,1220050121,Drop,path_fly_close_special_046,,1110010121,Dash,1110010121,Dash,3210040121,Drop,3210040121,Drop,path_grd_close_elite2_804,0,1220050121,Jump,1220050121,Jump,1320030221,Drop,3320080221,Drop,path_grd_mid_small_043,5,1220010121,Dash,1220050121,Dash,1220010121,Dash,1220050121,Dash,path_grd_close_small_042,,1220050121,Dash,1220010121,Dash,1220050121,Dash,1220010121,Dash,56,16,0,path_grd_mid_elite1_802,0,1220010121,Dash,1220010121,Dash,1220050121,Drop,1320030121,Drop,path_grd_close_elite2_804,,1220050121,Jump,1220010121,Jump,3320060221,Drop,3320060221,Drop,,path_grd_mid_small_043,5,1220050121,Dash,1220050121,Dash,1220050121,Dash,1220050121,Dash,path_grd_close_small_010,4,1220050121,Jump,1220050121,Jump,1220050121,Jump,1220050121,Jump,,,,,,,,,,
