stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/private_monster_count,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6250761,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Pilgrim,ibg_tower_001,3320020141.0,path_grd_close_small_051,2220020141,Dash,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,path_grd_mid_elite1_802,7.0,3120010141.0,Jump,3120010141.0,Jump,3220070141.0,Drop,3320020241.0,Drop,path_grd_mid_small_043,4.0,3220010141.0,Dash,3220070141.0,Drop,3220010141.0,Dash,3220070141.0,Drop,path_grd_close_small_069,,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,2220040141.0,Jump,path_grd_mid_elite1_802,0.0,1220040141.0,Dash,1220040141.0,Dash,3220070141.0,Drop,3320020141.0,Drop,18,24,0,path_grd_close_small_069,5.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250762,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,2320020141.0,path_grd_mid_small_002,1220040141,Jump,1220040141.0,Jump,1220040141.0,Jump,1220040141.0,Jump,path_grd_mid_elite1_802,5.0,1220040141.0,Dash,1220040141.0,Dash,3220060141.0,Drop,2320070241.0,Drop,path_grd_mid_small_049,10.0,1220040141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,path_grd_mid_elite2_805,0.0,1220040141.0,Drop,3220060141.0,Drop,2320070241.0,Drop,2320020141.0,Drop,path_grd_close_small_004,8.0,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,6,36,0,path_grd_mid_small_005,6.0,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250763,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Pilgrim,ibg_tower_001,1320060141.0,path_grd_mid_small_055,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Dash,1320060241.0,Dash,path_grd_mid_small_011,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,0.0,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Drop,1320060141.0,Drop,path_grd_mid_small_043,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250764,wave_tower_pilgrim_009,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Pilgrim,ibg_tower_defense_001,,path_fly_mid_small_005,1210020141,Normal,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,path_fly_mid_small_050,8.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Drop,path_grd_far_small_038,10.0,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,path_fly_mid_elite1_802,2.0,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,3310050241.0,Drop,path_grd_far_small_062,12.0,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,3220020141.0,Dash,0,48,12,path_fly_mid_small_053,10.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Dash,path_grd_mid_small_076,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_mid_elite1_802,1210020141.0,Normal,1210020141.0,Normal,1210040141.0,Normal,3310050241.0,Dash,10.0,,20,path_fly_mid_small_039,15.0,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,3310050241.0,Normal,,,,,,,,,,
6250765,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,3310050141.0,path_fly_mid_small_018,1210020141,Dash,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,path_fly_mid_small_050,,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Dash,path_fly_mid_elite2_808,10.0,1210020141.0,Dash,1210020141.0,Dash,3310050241.0,Jump,3310050241.0,Drop,path_fly_mid_small_036,,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,path_fly_mid_elite1_802,0.0,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Drop,2310060241.0,Drop,0,57,0,path_fly_mid_elite2_808,10.0,1210020141.0,Dash,1210020141.0,Dash,3310050241.0,Drop,3310050141.0,Drop,path_fly_mid_small_050,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Dash,path_fly_mid_small_036,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,,8.0,,,,,,,,,,,,,,,,,,,,,
6250766,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,3310040141.0,path_grd_mid_small_049,1220020141,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,path_fly_mid_elite1_802,,1210020141.0,Drop,1210020141.0,Drop,3210030141.0,Drop,3310040241.0,Drop,path_grd_mid_small_046,10.0,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,path_grd_mid_small_034,0.0,1220020141.0,Jump,1220020141.0,Jump,1220020141.0,Jump,1320030241.0,Drop,path_fly_far_elite1_803,7.0,1210020141.0,Drop,1210020141.0,Drop,1210010141.0,Drop,3310040141.0,Drop,0,33,9,path_grd_mid_small_008,,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250767,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,1320030141.0,path_fly_close_small_001,1210030141,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_grd_mid_elite2_805,,2220020141.0,Dash,2220010141.0,Dash,1320060241.0,Drop,1320030241.0,Drop,path_fly_far_elite2_809,,1210010141.0,Drop,1210030141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,path_fly_mid_small_005,8.0,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,path_grd_mid_elite2_808,0.0,2220020141.0,Dash,2220010141.0,Dash,1320060241.0,Drop,1320030141.0,Drop,12,45,9,path_fly_mid_small_050,10.0,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,3210030141.0,Dash,path_grd_mid_special_065,3220060141.0,Dash,2220020141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_close_small_001,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,,5.0,,,,,,,,,,,,,,,,,,,,,
6250768,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Pilgrim,ibg_tower_001,2310050141.0,path_grd_mid_small_070,2220030141,Drop,2220030141.0,Drop,2220030141.0,Drop,2220050141.0,Normal,path_fly_mid_small_033,5.0,2210010141.0,Drop,1210030141.0,Drop,2210010141.0,Drop,2310040241.0,Drop,path_grd_mid_elite1_802,10.0,2220030141.0,Dash,2220030141.0,Dash,2220050141.0,Drop,3320040241.0,Drop,path_fly_mid_small_030,,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,path_fly_mid_elite2_808,0.0,2210010141.0,Dash,1210030141.0,Dash,2310040241.0,Drop,2310050141.0,Drop,0,54,0,path_grd_mid_small_070,8.0,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,2220050141.0,Dash,path_fly_mid_small_036,2210010141.0,Dash,2210010141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,path_fly_mid_small_024,1210030141.0,Dash,2210010141.0,Dash,1210030141.0,Dash,2210010141.0,Dash,,8.0,,,,,,,,,,,,,,,,,,,,,
6250769,wave_tower_pilgrim_009,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Pilgrim,ibg_tower_basedefense_001,,path_grd_mid_elite1_802,1220010141,Drop,1220010141.0,Drop,1220010141.0,Drop,2320030241.0,Drop,path_grd_mid_small_070,,1220050141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,2220050141.0,Drop,path_fly_mid_small_002,8.0,3210010141.0,Dash,3210050141.0,Dash,3210040141.0,Dash,3210010141.0,Dash,path_grd_mid_small_070,4.0,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,2220040141.0,Normal,path_grd_mid_elite2_805,10.0,1220010141.0,Dash,1220050141.0,Dash,2320010241.0,Dash,2320030241.0,Dash,0,63,0,path_fly_mid_small_002,6.0,3210010141.0,Dash,3210050141.0,Dash,3210010141.0,Dash,3210050141.0,Dash,path_grd_mid_small_075,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,1220010141.0,Drop,path_fly_mid_small_021,3210050141.0,Dash,3210010141.0,Dash,3210040141.0,Dash,3210010141.0,Dash,5.0,,normal,path_grd_mid_elite2_805,8.0,1220010141.0,Dash,1220050141.0,Dash,2320010241.0,Dash,2320030141.0,Dash,,,,,,,,,,
6250770,wave_tower_pilgrim_009,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Pilgrim,ibg_tower_001,3410030141.0,path_fly_mid_centurion_901,3410030141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250771,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,2320060121.0,path_grd_mid_small_049,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,path_fly_mid_special_016,7.0,2210020121.0,Jump,2110010121.0,Jump,2110010121.0,Jump,1310010221.0,Jump,path_grd_close_small_051,6.0,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_fly_mid_small_050,0.0,1210020121.0,Jump,1210040121.0,Jump,1210020121.0,Dash,1210040121.0,Drop,path_grd_close_elite1_801,7.0,3220030121.0,Jump,3220030121.0,Jump,3220030121.0,Dash,2320060121.0,Drop,21,27,0,path_grd_close_small_001,,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250772,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Pilgrim,ibg_tower_001,2320060121.0,path_grd_mid_small_070,1220010121,Jump,1220010121.0,Jump,1220010121.0,Jump,2220050121.0,Dash,path_grd_mid_elite1_802,,1220010121.0,Dash,3220020121.0,Dash,2220050121.0,Drop,2320060221.0,Drop,path_grd_mid_small_012,,1220010121.0,Dash,3220020121.0,Dash,1220010121.0,Dash,3220020121.0,Dash,path_grd_mid_elite1_802,0.0,1220010121.0,Dash,3220020121.0,Dash,2220050121.0,Drop,2320060121.0,Drop,path_grd_mid_small_070,,1220010121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,2220050121.0,Dash,0,42,0,path_grd_mid_small_070,,1220010121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,2220050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250773,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,1320010121.0,path_grd_mid_small_002,1220040121,Jump,1220040121.0,Jump,1220040121.0,Jump,2220040121.0,Dash,path_grd_far_elite1_803,6.0,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Drop,1320010221.0,Drop,path_grd_mid_small_055,10.0,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,path_grd_far_elite1_803,0.0,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Drop,1320010121.0,Drop,path_grd_mid_small_070,7.0,1220040121.0,Jump,1220050121.0,Jump,1220040121.0,Jump,2220040121.0,Dash,0,24,18,path_grd_mid_small_043,6.0,2220010121.0,Drop,1220050121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250774,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,3320020121.0,path_grd_mid_small_002,3220050121,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,path_grd_mid_elite1_802,5.0,3220050121.0,Dash,3220050121.0,Dash,3220070121.0,Drop,3320050221.0,Drop,path_grd_far_small_044,8.0,3220070121.0,Drop,3220070121.0,Drop,3220070121.0,Drop,3220070121.0,Drop,path_grd_far_elite2_809,0.0,1120010121.0,Drop,3220050121.0,Drop,3320050221.0,Drop,3320020121.0,Drop,path_grd_mid_small_043,8.0,3220050121.0,Drop,3220070121.0,Drop,3220050121.0,Drop,3220070121.0,Drop,0,21,21,path_grd_far_small_044,8.0,3220070121.0,Drop,3220050121.0,Drop,3220070121.0,Drop,3220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250775,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,2310050121.0,path_fly_mid_small_050,2210010121,Jump,2210010121.0,Jump,2210010121.0,Jump,1210040121.0,Dash,path_grd_mid_elite1_802,6.0,3220040121.0,Dash,3220040121.0,Dash,3220060121.0,Drop,2320030221.0,Drop,path_fly_mid_small_027,10.0,2310050221.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_grd_mid_small_043,,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_small_043,0.0,3220040121.0,Dash,3220040121.0,Dash,3220060121.0,Drop,2320030221.0,Drop,0,54,0,path_fly_mid_elite1_802,10.0,2210010121.0,Dash,2210010121.0,Dash,1210040121.0,Drop,2310050121.0,Drop,path_fly_mid_small_039,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,path_grd_mid_small_055,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,2320030221.0,Drop,,9.0,,,,,,,,,,,,,,,,,,,,,
6250776,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Pilgrim,ibg_tower_001,3310040121.0,path_grd_mid_small_043,2220020121,Jump,2220020121.0,Jump,2220020121.0,Jump,2220020121.0,Jump,path_fly_far_elite1_803,5.0,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,3310040221.0,Drop,path_grd_mid_small_034,8.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2320030221.0,Dash,path_fly_far_elite1_803,0.0,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,3310040121.0,Drop,path_grd_mid_small_034,10.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2320030221.0,Dash,0,24,18,path_fly_mid_small_024,,1210030121.0,Drop,1210030121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250777,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,1320060121.0,path_grd_mid_small_070,3220050121,Dash,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Dash,path_grd_mid_small_058,5.0,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,1320060221.0,Dash,path_grd_mid_elite1_802,,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Drop,1320060221.0,Drop,path_grd_mid_small_043,,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,path_grd_mid_elite2_805,0.0,3220050121.0,Dash,3220050121.0,Dash,1320060221.0,Drop,1320060121.0,Drop,0,48,0,path_grd_mid_small_070,10.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Drop,path_grd_mid_small_008,2220040121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250778,wave_tower_pilgrim_009,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,2310010121.0,path_grd_mid_small_070,2220010121,Drop,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Normal,path_fly_mid_elite2_808,5.0,3210020121.0,Dash,3210020121.0,Dash,2310060221.0,Drop,2310010221.0,Drop,path_fly_mid_small_005,10.0,3210020121.0,Dash,1210030121.0,Dash,3210020121.0,Dash,1210030121.0,Dash,path_grd_mid_small_040,,3220050121.0,Drop,2220010121.0,Drop,3220050121.0,Drop,2220010121.0,Drop,path_fly_far_elite2_806,0.0,3210020121.0,Dash,1210030121.0,Dash,2310060221.0,Drop,2310010121.0,Drop,6,39,9,path_grd_close_small_069,8.0,2220010121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Dash,path_fly_mid_small_033,3210020121.0,Dash,1210030121.0,Dash,3210020121.0,Dash,2310060221.0,Dash,path_fly_mid_small_024,1210030121.0,Dash,1210030121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,,,
6250779,wave_tower_pilgrim_009,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Pilgrim,ibg_tower_defense_001,,path_fly_mid_small_030,2210020121,Drop,2210020121.0,Drop,2210020121.0,Drop,2310050221.0,Normal,path_grd_mid_small_049,12.0,2220010121.0,Jump,2220010121.0,Jump,2220050121.0,Jump,3320040221.0,Jump,path_grd_mid_small_043,,2220010121.0,Dash,3220020121.0,Dash,2220010121.0,Dash,3220020121.0,Dash,path_fly_mid_small_039,4.0,2210020121.0,Dash,2210020121.0,Dash,2310030221.0,Dash,2310050221.0,Dash,path_grd_mid_elite1_802,10.0,2120010121.0,Jump,2120010121.0,Jump,2220010121.0,Drop,3320040221.0,Drop,0,57,0,path_grd_mid_small_049,,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220050121.0,Drop,path_grd_mid_small_075,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,2220050121.0,Jump,path_fly_mid_small_039,2210020121.0,Dash,2210020121.0,Dash,2310030221.0,Dash,2310050221.0,Dash,8.0,,20,path_grd_mid_small_070,,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220050121.0,Dash,,,,,,,,,,
6250780,wave_tower_pilgrim_009,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010121.0,b_g_landeater_01,2520010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250781,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Pilgrim,ibg_tower_001,3310040131.0,path_grd_mid_small_052,3220040131,Drop,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,path_fly_mid_special_047,7.0,1110010131.0,Jump,1110010131.0,Jump,2210010131.0,Drop,3310040231.0,Drop,path_grd_close_small_042,7.0,3220050131.0,Dash,3220050131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,path_fly_mid_elite1_802,0.0,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,3310040131.0,Drop,path_grd_close_small_069,7.0,3220050131.0,Drop,3220050131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250782,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Pilgrim,ibg_tower_001,1310030131.0,path_grd_mid_small_052,2220030131,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,path_fly_mid_elite1_802,,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Drop,1310030231.0,Drop,path_fly_mid_small_050,8.0,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Dash,path_fly_mid_elite2_805,0.0,3210020131.0,Drop,3210020131.0,Drop,1310010231.0,Drop,1310030131.0,Drop,path_grd_mid_small_052,8.0,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,0,42,0,path_fly_mid_small_050,7.0,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250783,wave_tower_pilgrim_009,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Pilgrim,ibg_tower_001,1310010131.0,path_grd_mid_small_055,3220030131,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,path_fly_mid_elite1_802,,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010231.0,Dash,path_grd_mid_small_043,8.0,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,path_fly_mid_elite1_802,0.0,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1310010131.0,Dash,path_grd_mid_small_034,10.0,3220080131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,0,42,0,path_grd_mid_small_046,8.0,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3220080131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
