stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/0/private_monster_count,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/private_monster_count,wave_data/4/wave_path,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6002003,wave_campaign_normal_001,Campaign,90,7,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,15,24,0,,1310020131.0,path_fly_close_small_041,,path_grd_mid_elite2_805,16.0,path_fly_mid_small_053,6.0,path_fly_mid_elite1_802,0.0,,path_grd_close_elite1_801,,,,,,,,,2110010131,Drop,2110010131.0,Drop,2110010131.0,Drop,2110010131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2320050231.0,Drop,2320050231.0,Drop,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,3210030131.0,Drop,1310020131.0,Dash,2220030131.0,Jump,2220030131.0,Jump,2220050131.0,Drop,3320040231.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002004,wave_campaign_normal_001,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,18,12,0,,3320010131.0,path_grd_mid_small_055,,path_fly_close_small_001,,path_grd_close_small_048,,path_grd_mid_small_061,0.0,,path_grd_close_small_048,,,,,,,,,3220010131,Jump,3220010131.0,Jump,3220010131.0,Jump,3220010131.0,Jump,3110010131.0,Drop,3110010131.0,Drop,3210020131.0,Dash,3310020231.0,Dash,3120010131.0,Jump,3120010131.0,Jump,3220010131.0,Jump,3220010131.0,Jump,3220030131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3320010131.0,Drop,3120010131.0,Jump,3120010131.0,Jump,3220010131.0,Jump,3220010131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002005,wave_campaign_normal_001,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,6,33,12,,3320020131.0,path_grd_close_small_054,,path_grd_mid_elite1_802,,path_fly_mid_special_047,14.0,path_grd_far_small_044,,0.0,path_grd_mid_elite2_808,path_grd_far_small_071,7.0,,,,,,,3220030131,Drop,3220030131.0,Drop,3220030131.0,Drop,3320070231.0,Drop,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3320020231.0,Drop,2110010131.0,Dash,2110010131.0,Dash,2110010131.0,Drop,3210030131.0,Drop,3220070131.0,Dash,3220070131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2320020231.0,Drop,3320020131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6002006,wave_campaign_normal_001,Campaign,90,5,True,False,point_grd_cityforest_001,point_fly_cityforest_001,sbg_cityforest_001,CityForest,Day,ibg_cityforest_001,0,8,22,,3310020131.0,path_grd_mid_small_002,,path_fly_far_small_006,,path_grd_far_small_062,,path_fly_mid_small_039,0.0,,path_grd_far_small_062,,,,,,,,,3120010131,Jump,3120010131.0,Jump,3220050131.0,Drop,3220050131.0,Drop,3210010131.0,Dash,3210010131.0,Dash,3210020131.0,Dash,3310010231.0,Dash,3220040131.0,Drop,3220040131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3310020131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,3220030131.0,Drop,3220030131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002007,wave_campaign_normal_001,Campaign,90,5,True,False,point_grd_cityforest_002,point_fly_cityforest_002,sbg_cityforest_002,CityForest,Day,ibg_cityforest_001,0,5,25,,3310010131.0,path_fly_far_small_022,,path_grd_mid_small_005,,path_fly_far_small_028,,path_fly_mid_small_005,0.0,,path_fly_far_small_028,,,,,,,,,3110010131,Drop,3110010131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,3220010131.0,Jump,3220010131.0,Jump,3220010131.0,Jump,3320010231.0,Drop,3210020131.0,Drop,3210020131.0,Drop,3210030131.0,Drop,3210030131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,3210020131.0,Drop,3310010131.0,Drop,3210020131.0,Drop,3210020131.0,Drop,3210030131.0,Drop,3210030131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002008,wave_campaign_normal_001,Campaign,90,5,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,12,18,0,,3320040131.0,path_fly_close_small_041,,path_grd_mid_small_061,,path_fly_mid_small_002,,path_grd_close_small_013,0.0,,path_fly_mid_small_002,,,,,,,,,3210010131,Drop,3210010131.0,Drop,3210020131.0,Normal,3210020131.0,Normal,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Jump,3320010231.0,Drop,3210010131.0,Normal,3210010131.0,Normal,3210030131.0,Dash,3210030131.0,Dash,3220010131.0,Normal,3220010131.0,Normal,3220010131.0,Normal,3320040131.0,Drop,3210010131.0,Normal,3210010131.0,Normal,3210030131.0,Dash,3210030131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002009,wave_campaign_normal_001,Campaign,90,5,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,0,18,12,,3320070131.0,path_grd_mid_small_061,,path_fly_mid_small_008,,path_grd_far_small_041,,path_grd_mid_small_043,0.0,,path_grd_far_small_041,,,,,,,,,3220040131,Jump,3220040131.0,Jump,3220020131.0,Normal,3220020131.0,Normal,3210020131.0,Drop,3210020131.0,Drop,3210020131.0,Drop,3310010231.0,Drop,3220040131.0,Normal,3220040131.0,Normal,3220070131.0,Normal,3220070131.0,Normal,3120010131.0,Jump,3120010131.0,Jump,3220050131.0,Normal,3320070131.0,Drop,3220040131.0,Normal,3220040131.0,Normal,3220070131.0,Dash,3220070131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002010,wave_campaign_normal_001,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,24,15,0,,3320050131.0,path_fly_close_small_004,,path_grd_mid_special_065,,path_fly_close_small_004,,path_grd_close_small_067,0.0,,path_fly_close_small_004,,,,,,,,,3110010131,Normal,3110010131.0,Normal,3210020131.0,Drop,3210020131.0,Drop,1220050131.0,Dash,1120010131.0,Dash,1120010131.0,Dash,3320040231.0,Drop,3210010131.0,Normal,3210010131.0,Normal,3210020131.0,Jump,3210020131.0,Jump,1120010131.0,Drop,1120010131.0,Drop,1120010131.0,Drop,3320050131.0,Drop,3210010131.0,Normal,3210010131.0,Normal,3210020131.0,Jump,3210020131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002011,wave_campaign_normal_001,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,0,24,6,,3310020131.0,path_fly_far_small_022,,path_fly_mid_small_008,,path_grd_mid_small_055,,path_fly_mid_small_042,0.0,,path_grd_mid_small_055,,,,,,,,,3210020131,Drop,3210020131.0,Drop,3110010131.0,Normal,3110010131.0,Normal,3210040131.0,Jump,3210040131.0,Jump,3210040131.0,Jump,3310010231.0,Jump,3220040131.0,Normal,3220040131.0,Normal,3220050131.0,Drop,3220050131.0,Drop,3110010131.0,Normal,3110010131.0,Normal,3110010131.0,Normal,3310020131.0,Drop,3220040131.0,Normal,3220040131.0,Normal,3220050131.0,Drop,3220050131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002012,wave_campaign_normal_001,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,12,18,0,,3320070131.0,path_grd_mid_small_043,,path_fly_close_small_007,,path_grd_mid_small_061,,path_grd_close_small_054,0.0,,path_grd_mid_small_061,,,,,,,,,3220030131,Dash,3220030131.0,Dash,3220050131.0,Normal,3220050131.0,Normal,3110010131.0,Dash,3110010131.0,Dash,3210010131.0,Drop,3310030231.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220010131.0,Normal,3220010131.0,Normal,3220060131.0,Normal,3220060131.0,Normal,3220060131.0,Normal,3320070131.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220010131.0,Jump,3220010131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002013,wave_campaign_normal_001,Campaign,90,7,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,24,24,0,,1310030131.0,path_grd_close_elite1_801,,path_fly_mid_elite1_802,10.0,path_grd_close_small_042,,path_grd_close_elite1_801,0.0,10.0,path_fly_mid_elite1_802,path_grd_mid_small_011,,,,,,,,2220030131,Dash,2220030131.0,Dash,2220030131.0,Drop,3320070231.0,Drop,3210010131.0,Jump,3210010131.0,Jump,3210010131.0,Drop,1310030231.0,Drop,3220010131.0,Dash,3220010131.0,Dash,3220010131.0,Dash,3220010131.0,Dash,3220010131.0,Jump,3220010131.0,Jump,3220010131.0,Drop,1320030231.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,1310030131.0,Drop,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,
6002014,wave_campaign_normal_001,Defense,90,9,True,True,point_grd_cityforestunder_003_rightclear,point_fly_cityforestunder_003_rightclear,sbg_cityforestunder_003_rightclear,CityForestUnder,Day,ibg_cityforestunder_defense_001,0,42,12,20,,path_fly_mid_small_005,,path_fly_far_small_051,12.0,path_grd_mid_small_037,10.0,path_fly_mid_elite1_802,4.0,10.0,path_grd_mid_small_061,path_fly_far_small_054,,path_grd_mid_small_076,9.0,path_fly_mid_elite1_802,,,,1210020131,Normal,1210020131.0,Normal,1210020131.0,Normal,1210020131.0,Normal,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Drop,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,3220020131.0,Jump,1210020131.0,Normal,1210020131.0,Normal,1210040131.0,Normal,1310020231.0,Normal,2220010131.0,Jump,2220010131.0,Jump,3220020131.0,Dash,3220020131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,1210020131.0,Normal,1210020131.0,Normal,1210040131.0,Normal,1310020131.0,Normal,,,,,,,,
6002015,wave_campaign_normal_001,Defense,90,9,True,True,point_grd_cityforestunder_003_rightclear,point_fly_cityforestunder_003_rightclear,sbg_cityforestunder_003_rightclear,CityForestUnder,Day,ibg_cityforestunder_defense_001,18,42,9,20,,path_grd_mid_special_025,,path_grd_close_small_048,16.0,path_grd_mid_small_037,16.0,path_fly_mid_elite1_802,4.0,10.0,path_grd_close_small_036,path_grd_mid_small_043,12.0,path_fly_close_small_032,5.0,path_grd_mid_small_040,12.0,path_fly_far_elite1_803,14.0,3120010131,Jump,3120010131.0,Jump,3220050131.0,Dash,3220050131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,2210020131.0,Drop,2210020131.0,Drop,3210030131.0,Drop,1310010231.0,Drop,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,3210030131.0,Normal,2310020131.0,Normal
6002016,wave_campaign_normal_001,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,0,0,1,,3520020151.0,b_grd_gravedigger_01,,,,,,,,,,,,,,,,,,3520020151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
