stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,wave_data/3/private_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/2/private_monster_count,wave_data/5/private_monster_count,wave_data/6/private_monster_count,mod_value,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6005011,wave_campaign_normal_002,Campaign,90,7,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,3320070111.0,path_grd_close_small_054,3220040111,Drop,3220040111.0,Drop,3220040111.0,Drop,1320030211.0,Drop,path_grd_mid_elite1_802,2220030111.0,Dash,2220030111.0,Dash,3220020111.0,Drop,3320070211.0,Drop,path_grd_mid_small_043,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_grd_close_small_069,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220020111.0,Dash,path_fly_close_elite2_807,0.0,3210010111.0,Dash,3210010111.0,Dash,1310030211.0,Dash,1310030211.0,Dash,path_grd_mid_elite1_802,2220030111.0,Jump,2220030111.0,Jump,2220040111.0,Drop,3320070111.0,Drop,21,30,0,8.0,11.0,path_grd_mid_small_043,2220030111.0,Dash,2220040111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,4.0,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005012,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,1310010111.0,path_grd_mid_small_034,3220050111,Jump,3220050111.0,Random,3220050111.0,Random,3220070111.0,Random,path_fly_close_small_029,3210030111.0,Drop,3210010111.0,Drop,3210020111.0,Dash,3310010211.0,Dash,path_grd_close_small_060,3220060111.0,Normal,3220060111.0,Random,3220020111.0,Random,3220020111.0,Random,path_fly_mid_small_008,3210020111.0,Normal,3210020111.0,Normal,3210030111.0,Normal,3210030111.0,Normal,path_fly_mid_small_027,0.0,2210010111.0,Jump,2210010111.0,Jump,2210010111.0,Jump,1310010111.0,Jump,path_fly_mid_small_008,3210020111.0,Normal,3210020111.0,Normal,3210030111.0,Normal,3210030111.0,Normal,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005013,wave_campaign_normal_002,Campaign,90,7,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,3320040111.0,path_grd_far_small_044,2220030111,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_grd_mid_elite2_805,3220060111.0,Dash,3220060111.0,Dash,3320060211.0,Dash,3320060211.0,Dash,path_grd_mid_special_065,3120010111.0,Dash,3120010111.0,Dash,2220030111.0,Drop,2220030111.0,Drop,path_grd_far_small_044,2220030111.0,Dash,3220060111.0,Dash,2220030111.0,Dash,3220060111.0,Dash,path_grd_close_elite2_804,0.0,2220030111.0,Dash,2220030111.0,Dash,3320060211.0,Dash,3320060211.0,Dash,path_grd_mid_elite1_802,3220060111.0,Jump,3220060111.0,Jump,2220040111.0,Drop,3320040111.0,Drop,9,54,6,,12.0,path_grd_mid_special_065,2220030111.0,Dash,2220030111.0,Dash,3220060111.0,Drop,3220060111.0,Drop,8.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005014,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,1310030111.0,path_grd_mid_small_002,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2320020211.0,Drop,path_fly_mid_small_030,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,path_grd_mid_small_055,2220030111.0,Drop,2220030111.0,Random,2220030111.0,Random,2220030111.0,Random,path_fly_far_small_022,2110010111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,path_fly_close_small_020,0.0,1210030111.0,Jump,1210030111.0,Jump,1210030111.0,Jump,1310030111.0,Jump,path_fly_far_small_022,2110010111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,6,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005015,wave_campaign_normal_002,Campaign,90,7,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,3320030111.0,path_grd_far_small_044,3220060111,Dash,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,path_fly_close_elite2_807,2210010111.0,Dash,2210010111.0,Dash,2310020211.0,Dash,2310020211.0,Dash,path_grd_mid_small_070,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,path_fly_mid_small_039,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,path_fly_mid_elite2_808,0.0,2210010111.0,Dash,2210010111.0,Dash,2310020211.0,Dash,2310020211.0,Dash,path_grd_mid_small_055,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Drop,3320030111.0,Drop,9,33,6,,11.0,path_grd_mid_small_070,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005016,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,2320010111.0,path_grd_close_small_013,3220070111,Jump,3220050111.0,Normal,3220070111.0,Random,1320020211.0,Drop,path_fly_far_small_006,3210020111.0,Normal,3210010111.0,Normal,3210010111.0,Normal,3210020111.0,Normal,path_grd_close_small_010,1220010111.0,Jump,1220010111.0,Jump,1220010111.0,Random,3220070111.0,Random,path_grd_mid_small_058,3220050111.0,Normal,3220070111.0,Normal,3220050111.0,Normal,3220070111.0,Normal,path_grd_close_small_004,0.0,2220010111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,2320010111.0,Drop,path_grd_mid_small_058,3220050111.0,Normal,3220070111.0,Normal,3220050111.0,Normal,3220070111.0,Normal,0,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005017,wave_campaign_normal_002,Campaign,90,6,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,2310020111.0,path_fly_mid_special_016,2110010111,Dash,2110010111.0,Dash,2110010111.0,Dash,2110010111.0,Dash,path_grd_close_small_042,3220050111.0,Drop,3220050111.0,Random,3220050111.0,Random,1320020211.0,Drop,path_grd_close_small_045,1220010111.0,Random,2220030111.0,Random,3220060111.0,Random,3220010111.0,Random,path_fly_far_small_022,3210030111.0,Normal,2210020111.0,Normal,2210020111.0,Normal,3210030111.0,Normal,path_fly_far_small_009,0.0,3210030111.0,Dash,3210030111.0,Dash,3210010111.0,Drop,2310020111.0,Drop,path_fly_far_small_022,3210030111.0,Normal,2210020111.0,Normal,2210020111.0,Normal,3210030111.0,Normal,12,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005018,wave_campaign_normal_002,Campaign,90,7,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,2320020111.0,path_grd_close_small_054,1220040111,Drop,1220040111.0,Drop,1220040111.0,Drop,3320040211.0,Drop,path_grd_mid_elite1_802,1220040111.0,Dash,1220040111.0,Dash,2220050111.0,Drop,2320060211.0,Drop,path_fly_close_small_049,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,1210040111.0,Dash,path_grd_mid_small_043,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Dash,3220020111.0,Dash,path_grd_mid_elite3_811,0.0,1220040111.0,Dash,3320040211.0,Drop,3320040211.0,Drop,2320020111.0,Drop,path_grd_mid_small_043,1220040111.0,Dash,1220040111.0,Dash,3220020111.0,Dash,3220020111.0,Dash,12,36,0,,12.0,path_fly_mid_small_050,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,1210040111.0,Dash,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005019,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,1310010111.0,path_fly_close_small_007,3210010111,Jump,3210010111.0,Jump,3210010111.0,Jump,2310020211.0,Jump,path_grd_mid_special_025,2120010111.0,Drop,2120010111.0,Drop,2120010111.0,Drop,2120010111.0,Drop,path_fly_mid_small_008,3210020111.0,Normal,3210020111.0,Normal,3210030111.0,Normal,3210030111.0,Normal,path_grd_mid_small_052,3220070111.0,Normal,3220070111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,path_fly_mid_small_005,0.0,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,1310010111.0,Jump,path_grd_mid_small_052,3220070111.0,Normal,3220070111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,6,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005020,wave_campaign_normal_002,Campaign,90,6,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,1320040111.0,path_grd_close_small_060,2220030111,Jump,2220030111.0,Random,2220030111.0,Random,2220030111.0,Random,path_fly_mid_small_042,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Drop,3310010211.0,Drop,path_grd_mid_small_046,2220030111.0,Jump,2220030111.0,Jump,2220010111.0,Drop,2220010111.0,Drop,path_fly_far_small_040,2210020111.0,Normal,2210020111.0,Normal,2210020111.0,Normal,2210020111.0,Normal,path_grd_close_small_014,0.0,2220030111.0,Jump,2220030111.0,Random,2220030111.0,Random,1320040111.0,Drop,path_fly_far_small_040,2210020111.0,Normal,2210020111.0,Normal,2210020111.0,Normal,2210020111.0,Normal,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005021,wave_campaign_normal_002,Campaign,90,7,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,2320050111.0,path_grd_close_elite1_801,2220010111,Dash,2220010111.0,Dash,2220040111.0,Drop,2320030211.0,Drop,path_grd_mid_small_055,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2320030211.0,Drop,path_fly_close_special_046,2110010111.0,Dash,2110010111.0,Dash,3210040111.0,Drop,3210030111.0,Drop,path_grd_mid_small_037,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,3220020111.0,Dash,path_grd_close_elite3_813,0.0,2220010111.0,Drop,2320030211.0,Drop,2320030211.0,Drop,2320050111.0,Drop,path_grd_mid_small_043,2220010111.0,Dash,2220040111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,15,40,2,5.0,,path_grd_mid_small_070,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Normal,10.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005022,wave_campaign_normal_002,BaseDefense,60,6,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,,path_grd_close_small_042,1220010111,Dash,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,path_grd_close_small_051,1220010111.0,Jump,1220050111.0,Jump,1220010111.0,Jump,1220050111.0,Jump,path_grd_mid_small_070,1220040111.0,Drop,1220040111.0,Drop,1220040111.0,Drop,1220050111.0,Drop,path_grd_mid_special_025,3120010111.0,Jump,3120010111.0,Jump,1220040111.0,Drop,1320030211.0,Drop,path_fly_mid_small_030,10.0,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_grd_mid_small_070,1220010111.0,Dash,1220010111.0,Dash,1220010111.0,Dash,2220040111.0,Jump,27,39,0,,3.0,path_grd_close_small_051,1220050111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,,8.0,,normal,path_grd_mid_small_075,1220040111.0,Drop,1220040111.0,Drop,1220040111.0,Drop,2220040111.0,Drop,path_grd_close_elite1_801,7.0,1220010111.0,Jump,1220010111.0,Jump,1220050111.0,Drop,1320030111.0,Drop,,,,,,,,,,
6005023,wave_campaign_normal_002,BaseDefense,60,6,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,,path_grd_close_small_001,2220010111,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,path_grd_mid_small_049,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,path_grd_mid_small_070,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,3220020111.0,Jump,path_grd_mid_elite1_802,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Drop,3320070211.0,Drop,path_fly_close_small_029,8.0,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,path_grd_mid_special_025,2120010111.0,Jump,2120010111.0,Jump,2220030111.0,Jump,2220050111.0,Dash,12,51,0,,3.0,path_grd_mid_small_075,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,,6.0,5.0,normal,path_grd_mid_elite1_802,2220030111.0,Dash,2220030111.0,Drop,2220040111.0,Drop,3320070111.0,Drop,,,,,,,,,,,7.0,,,,,,,,,
6005024,wave_campaign_normal_002,BaseDefense,60,7,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Day,ibg_iceland_basedefense_001,,path_grd_mid_elite1_802,1220020111,Jump,1220020111.0,Jump,3220020111.0,Drop,3320040211.0,Drop,path_fly_mid_small_039,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,path_grd_mid_small_049,1220020111.0,Drop,3220020111.0,Drop,1220020111.0,Drop,3220020111.0,Drop,path_grd_mid_small_055,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,1320030111.0,Drop,path_grd_close_elite2_804,,1220020111.0,Jump,2220010111.0,Jump,3320040211.0,Drop,3320040211.0,Drop,path_fly_mid_small_030,1210030111.0,Jump,1210030111.0,Jump,1210030111.0,Jump,2310030211.0,Drop,9,45,0,4.0,2.0,path_grd_mid_small_075,1220020111.0,Jump,3220020111.0,Dash,1220020111.0,Jump,3220020111.0,Dash,7.0,10.0,5.0,normal,path_grd_mid_small_061,1220020111.0,Jump,1220020111.0,Jump,3220020111.0,Drop,2320060111.0,Drop,,,,,,,,,,,,,,,,,,,,
6005025,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,1310030111.0,path_fly_close_small_029,3210010111,Jump,3210010111.0,Jump,3210030111.0,Jump,3210030111.0,Jump,path_grd_far_small_050,3220070111.0,Random,3220040111.0,Drop,3220040111.0,Drop,3220070111.0,Random,path_fly_far_small_006,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,1310010211.0,Jump,path_grd_far_small_032,2220030111.0,Drop,2220030111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,path_fly_close_small_007,0.0,1210010111.0,Jump,1210010111.0,Jump,1210010111.0,Drop,1310030111.0,Drop,path_grd_far_special_066,2220030111.0,Drop,2220030111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,12,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005026,wave_campaign_normal_002,Campaign,180,6,False,False,point_grd_landeater_01,point_fly_landeater_01,sbg_iceland_b_001,IceLand,Day,ibg_iceland_001,2520010121.0,b_g_landeater_01,2520010121,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005027,wave_campaign_normal_002,Defense,90,20,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,,path_grd_close_special_064,1120010111,Dash,1120010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,path_fly_mid_special_016,1110010111.0,Drop,1110010111.0,Drop,1210020111.0,Normal,1210020111.0,Normal,path_grd_mid_special_025,3120010111.0,Drop,3120010111.0,Drop,3220060111.0,Drop,2220050111.0,Drop,path_fly_mid_special_047,2110010111.0,Dash,2110010111.0,Dash,1210020111.0,Normal,1310020211.0,Normal,path_grd_close_special_024,,3120010111.0,Dash,3120010111.0,Dash,3220060111.0,Dash,2220050111.0,Dash,path_grd_far_special_066,1120010111.0,Drop,1120010111.0,Drop,1120010111.0,Drop,1120010111.0,Drop,45,51,15,20.0,9.0,path_grd_mid_small_075,2220010111.0,Jump,3220060111.0,Jump,2220010111.0,Jump,3220060111.0,Jump,,,14.0,20,path_grd_close_special_024,2120010111.0,Jump,2120010111.0,Jump,3220060111.0,Normal,2320010111.0,Normal,,,,,,,,,,,,,,,,,,,,
6005028,wave_campaign_normal_002,Defense,90,9,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,,path_fly_mid_small_005,1210020111,Normal,1210020111.0,Normal,1210020111.0,Normal,1210020111.0,Normal,path_fly_far_small_051,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210040111.0,Drop,path_grd_mid_small_037,2220010111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,3220020111.0,Jump,path_fly_mid_elite1_802,1210020111.0,Normal,1210020111.0,Normal,1210040111.0,Normal,1310020211.0,Normal,path_grd_mid_small_061,10.0,2220010111.0,Jump,2220010111.0,Jump,3220020111.0,Dash,3220020111.0,Dash,path_fly_far_small_054,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210040111.0,Dash,0,42,12,12.0,4.0,path_grd_mid_small_076,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,10.0,,9.0,20,path_fly_mid_elite1_802,1210020111.0,Normal,1210020111.0,Normal,1210040111.0,Normal,1310020111.0,Normal,,,,,,,,,,,,,,,,,,,,
6005029,wave_campaign_normal_002,Defense,90,10,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Day,ibg_iceland_defense_001,,path_grd_mid_elite1_802,3220050111,Jump,3220050111.0,Jump,3220020111.0,Drop,3320030211.0,Drop,path_fly_mid_small_008,1210010111.0,Dash,1210010111.0,Dash,1210040111.0,Dash,2310030211.0,Drop,path_grd_far_small_038,3220060111.0,Dash,3220060111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_fly_close_special_044,1110010111.0,Drop,1110010111.0,Drop,1210030111.0,Dash,2310030211.0,Normal,path_grd_mid_elite2_808,,3220050111.0,Dash,3220050111.0,Dash,3320060211.0,Normal,3320030111.0,Drop,path_grd_far_small_038,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,15,39,18,12.0,11.0,path_fly_far_small_009,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210040111.0,Drop,,12.0,,20,path_grd_mid_small_076,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2320040211.0,Normal,path_fly_mid_elite2_808,12.0,1210010111.0,Jump,1210010111.0,Dash,3310030211.0,Jump,3310020211.0,Dash,,,,,,,,,,
6005030,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_standard,sbg_iceland_escape_001,IceLand,Day,ibg_iceland_001,1310030121.0,path_fly_close_special_044,3210040521,Dash,3210040521.0,Dash,3210040521.0,Drop,1310030221.0,Drop,path_fly_mid_special_016,3210040521.0,Drop,3210040521.0,Drop,3210040521.0,Drop,2310030221.0,Drop,path_fly_close_small_029,3210040521.0,Drop,3210040521.0,Drop,3210040521.0,Drop,3210040521.0,Drop,path_fly_mid_elite1_802,3210040521.0,Dash,3210040521.0,Dash,3210040521.0,Drop,2310030221.0,Drop,path_fly_close_special_044,3.0,3210040521.0,Drop,3210040521.0,Drop,3210040521.0,Drop,3210040521.0,Drop,path_fly_close_elite1_801,3210040521.0,Dash,3210040521.0,Dash,3210040521.0,Drop,1310030121.0,Drop,75,36,0,3.0,8.0,path_fly_mid_small_030,3210040521.0,Drop,3210040521.0,Drop,3210040521.0,Drop,2310030221.0,Drop,,0.0,3.0,,path_fly_close_special_044,3210040521.0,Drop,3210040521.0,Drop,3210040521.0,Drop,3210040521.0,Drop,path_fly_mid_small_039,3.0,3210040521.0,Dash,3210040521.0,Dash,3210040521.0,Dash,2310030221.0,Dash,,path_fly_close_special_046,3210040521.0,Drop,3210040521.0,Drop,3210040521.0,Drop,3210040521.0,Drop
6005031,wave_campaign_normal_002,Campaign,180,6,False,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,3420020111.0,path_grd_mid_centurion_902,3420020111,Normal,,,,,,,path_grd_close_small_004,1220010111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,1220020111.0,Dash,path_grd_mid_small_061,3220040111.0,Normal,1120010111.0,Normal,1120010111.0,Normal,2220040111.0,Normal,path_grd_mid_elite1_802,2220020111.0,Jump,2220030111.0,Jump,3220020111.0,Jump,2320030211.0,Dash,path_fly_mid_elite2_808,4.0,1110010111.0,Jump,1110010111.0,Jump,1110010111.0,Jump,2210020111.0,Jump,path_grd_mid_small_076,2220010111.0,Normal,2220010111.0,Normal,1220040111.0,Normal,1220040111.0,Normal,7,39,0,,4.0,path_grd_mid_elite1_802,1120010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,3320060211.0,Drop,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006001,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,1310010111.0,path_grd_far_small_003,3220050111,Drop,3220050111.0,Random,3220060111.0,Random,3220060111.0,Random,path_fly_mid_small_021,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,3310010211.0,Jump,path_grd_close_small_013,3220070111.0,Jump,3220070111.0,Jump,3220020111.0,Jump,3220020111.0,Jump,path_fly_close_small_023,3210020111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210020111.0,Dash,path_fly_mid_small_021,0.0,1210010111.0,Jump,1210010111.0,Jump,1210010111.0,Jump,1310010111.0,Jump,path_fly_close_small_023,3210020111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210020111.0,Dash,18,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
