stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6501011,wave_eventdungeon_004,Campaign,90,5,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,3320010151,path_grd_mid_special_025,1120010151,Jump,1120010151.0,Jump,3220050151.0,Drop,2320050251.0,Drop,path_fly_close_small_029,3210010151.0,Dash,3210010151.0,Dash,3210010151.0,Dash,3210030151.0,Dash,path_grd_mid_small_058,7.0,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,path_grd_mid_elite1_802,0.0,3220050151.0,Dash,3220050151.0,Dash,2220040151.0,Drop,2320050251.0,Drop,path_grd_close_small_045,6.0,3220040151.0,Jump,3220040151.0,Jump,3220040151.0,Jump,3320010151.0,Dash,12,30,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501012,wave_eventdungeon_004,Campaign,180,6,False,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,3420030151,path_grd_mid_centurion_902,3420030151,Normal,,,,,,,path_grd_mid_small_005,1220040151.0,Normal,1220040151.0,Normal,3220060151.0,Normal,2220050151.0,Normal,path_grd_mid_elite2_805,,1120010151.0,Jump,3220010151.0,Jump,1120010151.0,Jump,3220010151.0,Drop,path_grd_mid_special_065,3.0,2220010151.0,Dash,2120010151.0,Dash,2120010151.0,Dash,3320050251.0,Drop,path_fly_mid_small_039,4.0,1210030151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,7,42,0,,path_grd_close_small_004,8.0,2220010151.0,Dash,3120010151.0,Dash,3120010151.0,Dash,2220010151.0,Dash,path_fly_mid_small_036,1210030151.0,Dash,1210030151.0,Dash,3110010151.0,Dash,1310010251.0,Dash,,,,,,,,,,,
6501013,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,3320030151,path_grd_mid_small_002,3220050151,Dash,3220050151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,path_fly_close_small_017,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,3210040151.0,Drop,path_fly_mid_small_027,10.0,3210010151.0,Drop,3210010151.0,Drop,3210030151.0,Drop,3310030251.0,Drop,path_grd_close_elite3_813,,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,path_grd_mid_elite1_802,0.0,1220050151.0,Dash,3220050151.0,Dash,3220040151.0,Dash,3320030151.0,Drop,21,27,0,5.0,path_fly_mid_small_036,10.0,3210040151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,3210040151.0,Dash,path_grd_close_small_042,3220050151.0,Dash,3220050151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,,,,,,,,,,,
6501014,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,1320030151,path_fly_mid_small_024,1210030151,Drop,1210030151.0,Drop,1210030151.0,Drop,3210030151.0,Drop,path_grd_mid_elite2_805,3220040151.0,Jump,3220040151.0,Jump,2320050251.0,Jump,2320050251.0,Jump,path_grd_far_small_071,,3220040151.0,Dash,3220040151.0,Dash,3220040151.0,Dash,3220070151.0,Dash,path_grd_mid_small_043,11.0,3220040151.0,Dash,2220040151.0,Dash,3220040151.0,Dash,2220040151.0,Dash,path_grd_mid_elite3_814,0.0,3220040151.0,Dash,2320010251.0,Dash,2320010251.0,Dash,1320030151.0,Drop,0,42,6,,path_fly_mid_small_053,10.0,1210030151.0,Drop,1210030151.0,Drop,1210030151.0,Drop,3210030151.0,Dash,path_grd_mid_small_049,3220040151.0,Drop,3220040151.0,Drop,3220040151.0,Drop,3220070151.0,Drop,,,,,,,,,,,
6501015,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,2320050151,path_grd_close_elite1_801,1220060151,Dash,1220060151.0,Dash,2220040151.0,Drop,2320030251.0,Drop,path_grd_mid_small_055,1220060151.0,Drop,1220060151.0,Drop,1220060151.0,Drop,2320030251.0,Drop,path_fly_close_special_046,10.0,2110010151.0,Dash,2110010151.0,Dash,3210040151.0,Drop,3210030151.0,Drop,path_grd_mid_small_037,,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,3220020151.0,Dash,path_grd_close_elite3_813,0.0,1220060151.0,Drop,2320030251.0,Drop,2320030251.0,Drop,2320050151.0,Drop,33,24,0,5.0,path_grd_mid_small_043,,1220060151.0,Dash,2220040151.0,Dash,1220060151.0,Dash,2220040151.0,Dash,path_grd_mid_small_070,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,2220040151.0,Normal,8.0,,,,,,,,,,
6501016,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,1310020151,path_fly_close_special_044,2110010151,Drop,2110010151.0,Drop,2210020151.0,Drop,2210030151.0,Drop,path_grd_mid_elite2_805,2220030151.0,Dash,2220030151.0,Dash,2320050251.0,Drop,2320050251.0,Drop,path_fly_mid_small_053,,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,1210040151.0,Dash,path_fly_close_small_029,,2210020151.0,Jump,2210020151.0,Jump,2210020151.0,Jump,2210020151.0,Jump,path_grd_close_elite1_801,0.0,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Drop,3320040251.0,Drop,36,24,0,10.0,path_fly_mid_elite1_802,10.0,2210020151.0,Jump,2210020151.0,Jump,3210030151.0,Drop,1310020151.0,Drop,path_fly_close_small_029,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,2210020151.0,Drop,4.0,,,,,,,,,,
6501017,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,2310050151,path_grd_close_small_042,3220030151,Dash,1220050151.0,Dash,3220030151.0,Dash,1220050151.0,Dash,path_grd_mid_elite2_805,3220030151.0,Drop,2220040151.0,Drop,1320040251.0,Dash,1320040251.0,Dash,path_grd_close_small_048,7.0,1220040151.0,Drop,1220040151.0,Drop,1220040151.0,Drop,1220050151.0,Drop,path_fly_close_small_038,10.0,2210020151.0,Dash,2210020151.0,Dash,2210020151.0,Dash,3210030151.0,Dash,path_fly_close_elite2_807,0.0,2110010151.0,Dash,2110010151.0,Dash,3310010251.0,Dash,3310010251.0,Dash,33,24,0,,path_fly_mid_elite1_802,10.0,2110010151.0,Jump,2110010151.0,Jump,3210030151.0,Dash,2310050151.0,Drop,path_grd_close_small_048,3220030151.0,Drop,3220030151.0,Drop,3220030151.0,Drop,1220050151.0,Drop,6.0,path_grd_mid_small_043,12.0,1220040151.0,Dash,1220050151.0,Dash,1220040151.0,Dash,1220050151.0,Dash
6501018,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,1320030151,path_grd_far_small_056,3220070151,Dash,3220070151.0,Dash,3220070151.0,Dash,3320020251.0,Drop,path_grd_mid_elite1_802,1220060151.0,Dash,1220060151.0,Dash,3220050151.0,Drop,2320010251.0,Drop,path_grd_close_small_048,,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,3220020151.0,Drop,path_fly_close_small_029,10.0,3210020151.0,Jump,3210020151.0,Jump,3210020151.0,Jump,3210020151.0,Jump,path_grd_far_elite1_803,0.0,3220050151.0,Dash,3220050151.0,Dash,3220070151.0,Drop,3320020251.0,Drop,36,9,21,,path_grd_close_elite2_807,10.0,1220060151.0,Jump,3220050151.0,Dash,1320030151.0,Drop,2320010251.0,Drop,path_grd_far_small_044,3220070151.0,Dash,3220070151.0,Dash,3220070151.0,Dash,3220070151.0,Dash,6.0,path_grd_close_special_024,14.0,3120010151.0,Jump,3120010151.0,Jump,1220060151.0,Drop,1220060151.0,Drop
6501019,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,1320060151,path_fly_mid_small_036,2210010151,Dash,2210010151.0,Dash,2210010151.0,Jump,3210030151.0,Jump,path_grd_mid_elite1_802,2220030151.0,Dash,2220030151.0,Dash,3220020151.0,Dash,2320050251.0,Jump,path_grd_mid_small_058,7.0,2220010151.0,Dash,3220050151.0,Dash,3220050151.0,Dash,2220040151.0,Dash,path_fly_mid_small_030,8.0,1210010151.0,Dash,1210010151.0,Dash,3210030151.0,Drop,1210010151.0,Dash,path_fly_mid_small_050,0.0,1210030151.0,Jump,1210030151.0,Jump,1210030151.0,Jump,2310050251.0,Jump,0,48,0,7.0,path_grd_mid_elite1_802,,2220030151.0,Jump,2220030151.0,Jump,2220040151.0,Drop,1320060151.0,Drop,path_grd_mid_small_012,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,1220060151.0,Dash,5.0,,,,,,,,,,
6501020,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,1320030151,path_grd_close_small_001,1220060151,Dash,1220060151.0,Dash,1220060151.0,Drop,2220040151.0,Drop,path_grd_mid_special_065,3220060151.0,Dash,3220060151.0,Dash,1220060151.0,Drop,1320030251.0,Drop,path_grd_close_small_042,,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,2220010151.0,Dash,path_grd_mid_special_025,12.0,1220060151.0,Jump,1220060151.0,Jump,2220010151.0,Drop,2220040151.0,Drop,path_grd_close_elite2_807,0.0,2220010151.0,Jump,2220010151.0,Jump,2320020251.0,Drop,1320030151.0,Drop,27,60,0,,path_grd_mid_special_065,9.0,3220060151.0,Dash,3220060151.0,Dash,2220010151.0,Drop,2220040151.0,Drop,path_grd_close_small_048,1220060151.0,Drop,1220060151.0,Drop,1220060151.0,Drop,1220060151.0,Drop,9.0,path_grd_mid_special_065,10.0,3220060151.0,Jump,3220060151.0,Jump,2220010151.0,Drop,2220040151.0,Drop
6501021,wave_eventdungeon_004,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,1320060151,path_grd_close_small_067,1220010151,Dash,1220010151.0,Dash,2220040151.0,Drop,2320020251.0,Drop,path_grd_mid_elite2_805,2220010151.0,Dash,2220010151.0,Dash,2320050251.0,Dash,2320050251.0,Dash,path_fly_close_small_049,,1210020151.0,Dash,1210020151.0,Dash,1210020151.0,Dash,3210030151.0,Dash,path_grd_mid_small_043,12.0,1220010151.0,Dash,1220010151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,path_grd_mid_small_049,0.0,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,1220050151.0,Drop,21,36,0,,path_grd_close_elite2_807,5.0,2220010151.0,Dash,2220010151.0,Dash,1320030251.0,Drop,1320060151.0,Drop,path_grd_mid_special_025,1220010151.0,Dash,1220010151.0,Dash,1220050151.0,Drop,2220040151.0,Drop,,,,,,,,,,,
