id,lv,level_hp,level_defence
526,526,3867300,42030
527,527,3875000,42110
528,528,3882800,42200
529,529,3890600,42280
530,530,3898300,42370
531,531,3906100,42450
532,532,3913900,42540
533,533,3921600,42620
534,534,3929400,42700
535,535,3937500,42790
536,536,3945200,42870
537,537,3953000,42960
538,538,3960800,43040
539,539,3969100,43130
540,540,3976800,43210
541,541,4146600,43300
542,542,4154400,43380
543,543,4162100,43470
544,544,4169900,43550
545,545,4177700,45400
546,546,4185400,45480
547,547,4193200,45580
548,548,4201000,45670
549,549,4208700,45750
550,550,4216500,45830
551,551,4224300,45920
552,552,4232000,46000
553,553,4239800,46090
554,554,4247500,46170
555,555,4255300,46260
556,556,4263100,46340
557,557,4270800,46430
558,558,4278600,46510
559,559,4286400,46600
560,560,4294100,46680
561,561,4479800,46770
562,562,4488100,46850
563,563,4496400,46930
564,564,4504700,47020
565,565,4513400,49040
566,566,4521700,49130
567,567,4530000,49220
568,568,4538300,49310
569,569,4546700,49400
570,570,4555500,49490
571,571,4563800,49590
572,572,4572100,49680
573,573,4580500,49770
574,574,4588800,49860
575,575,4597100,49950
576,576,4605400,50040
577,577,4613700,50130
578,578,4622100,50230
579,579,4630400,50320
580,580,4638700,50410
581,581,4841500,50500
582,582,4849800,50590
583,583,4858200,50680
584,584,4866500,50780
585,585,4874800,52990
586,586,4883100,53080
587,587,4891400,53170
588,588,4899800,53260
589,589,4908100,53350
590,590,4916400,53440
591,591,4924700,53530
592,592,4933000,53620
593,593,4941400,53710
594,594,4949700,53800
595,595,4958000,53890
596,596,4966300,53980
597,597,4974600,54070
598,598,4983000,54160
599,599,4991300,54250
600,600,4999600,54340
601,601,5065700,52750
602,602,5074600,52850
603,603,5083500,52940
604,604,5092300,53030
605,605,5101700,55430
606,606,5110600,55530
607,607,5119500,55630
608,608,5128400,55720
609,609,5137200,55830
610,610,5146100,55930
611,611,5155000,56020
612,612,5163900,56120
613,613,5172700,56220
614,614,5181600,56310
615,615,5190500,56410
616,616,5199400,56510
617,617,5208200,56600
618,618,5217100,56700
619,619,5226000,56800
620,620,5234900,56890
621,621,5475200,56990
622,622,5484100,57090
623,623,5493000,57180
624,624,5501800,57280
625,625,5510700,59900
626,626,5519600,60000
627,627,5528400,60090
628,628,5537300,60190
629,629,5546200,60290
630,630,5555100,60380
631,631,5563900,60480
632,632,5572800,60580
633,633,5581700,60670
634,634,5590600,60770
635,635,5599400,60870
636,636,5608300,60960
637,637,5617200,61060
638,638,5626100,61160
639,639,5634900,61250
640,640,5643800,61350
641,641,5904600,61450
642,642,5914400,61540
643,643,5923800,61640
644,644,5933200,61740
645,645,5942600,64580
646,646,5952100,64680
647,647,5962000,64780
648,648,5971500,64880
649,649,5980900,64990
650,650,5990300,65090
651,651,5999700,65200
652,652,6009200,65310
653,653,6018600,65410
654,654,6028000,65510
655,655,6037500,65620
656,656,6046900,65720
657,657,6056300,65820
658,658,6065700,65920
659,659,6075200,66030
660,660,6084600,66130
661,661,6367400,66230
662,662,6376800,66330
663,663,6386300,66440
664,664,6395700,66540
665,665,6405100,69620
666,666,6414500,69720
667,667,6424000,69830
668,668,6433400,69930
669,669,6442800,70030
670,670,6452300,70130
671,671,6461700,70240
672,672,6471100,70340
673,673,6480500,70440
674,674,6490000,70540
675,675,6499400,70650
676,676,6508800,70750
677,677,6518300,70850
678,678,6527700,70960
679,679,6537100,71060
680,680,6546500,71160
681,681,6852400,71260
682,682,6862400,71370
683,683,6872400,71470
684,684,6882400,71570
685,685,6892400,74900
686,686,6902400,75010
687,687,6912300,75120
688,688,6922300,75230
689,689,6932300,75340
690,690,6942300,75450
691,691,6952300,75560
692,692,6962600,75670
693,693,6972600,75770
694,694,6982500,75880
695,695,6992500,75990
696,696,7003000,76100
697,697,7013000,76210
698,698,7023000,76320
699,699,7033000,76430
700,700,7043000,76550
701,701,7373600,76660
702,702,7383600,76760
703,703,7393600,76870
704,704,7403600,76980
705,705,7413600,80580
706,706,7423600,80690
707,707,7433500,80800
708,708,7443500,80910
709,709,7453500,81020
710,710,7463500,81130
711,711,7473500,81240
712,712,7483500,81350
713,713,7493400,81450
714,714,7503400,81560
715,715,7513400,81670
716,716,7523400,81780
717,717,7533400,81890
718,718,7543400,82000
719,719,7553300,82110
720,720,7563300,82220
721,721,7920000,82320
722,722,7930500,82430
723,723,7941100,82540
724,724,7951600,82650
725,725,7962200,86540
726,726,7972700,86650
727,727,7983200,86770
728,728,7993800,86880
729,729,8004300,87000
730,730,8014900,87110
731,731,8025400,87230
732,732,8035900,87340
733,733,8046500,87460
734,734,8057000,87570
735,735,8067500,87680
736,736,8078100,87800
737,737,8088600,87910
738,738,8099200,88030
739,739,8109700,88140
740,740,8120200,88260
741,741,8504800,88370
742,742,8515300,88490
743,743,8525800,88600
744,744,8536400,88720
745,745,8546900,92910
746,746,8557500,93020
747,747,8568000,93140
748,748,8578500,93250
749,749,8589100,93370
750,750,8599600,93480
751,751,8610500,93600
752,752,8621000,93710
753,753,8631500,93830
754,754,8642100,93940
755,755,8653100,94060
756,756,8663700,94170
757,757,8674200,94290
758,758,8684800,94400
759,759,8695300,94530
760,760,8705800,94640
761,761,9119600,94760
762,762,9130700,94870
763,763,9141800,94990
764,764,9152900,95100
765,765,9164000,99610
766,766,9175100,99730
767,767,9186200,99850
768,768,9197300,99970
769,769,9208400,100090
770,770,9219400,100210
771,771,9230500,100330
772,772,9241600,100450
773,773,9252700,100570
774,774,9263800,100700
775,775,9274900,100820
776,776,9286000,100940
777,777,9297100,101060
778,778,9308200,101180
779,779,9319300,101300
780,780,9330400,101420
781,781,9775400,101540
782,782,9786500,101660
783,783,9797600,101780
784,784,9808700,101900
785,785,9819700,106750
786,786,9830800,106870
787,787,9841900,106990
788,788,9853000,107110
789,789,9864100,107230
790,790,9875200,107360
791,791,9886300,107480
792,792,9897400,107600
793,793,9908500,107720
794,794,9919600,107840
795,795,9930700,107960
796,796,9941800,108080
797,797,9952900,108200
798,798,9964000,108320
799,799,9975100,108440
800,800,9986100,108560
801,801,10463900,108690
802,802,10475600,108810
803,803,10487200,108930
804,804,10498900,109050
805,805,10510500,114250
806,806,10522200,114380
807,807,10533800,114510
808,808,10545500,114630
809,809,10557100,114760
810,810,10568800,114890
811,811,10580400,115010
812,812,10592100,115140
813,813,10603700,115270
814,814,10615400,115390
815,815,10627000,115520
816,816,10638600,115650
817,817,10650300,115770
818,818,10661900,115900
819,819,10673600,116030
820,820,10685200,116160
821,821,11198000,116280
822,822,11209600,116410
823,823,11221600,116540
824,824,11233200,116660
825,825,11244900,122250
826,826,11256500,122370
827,827,11268700,122500
828,828,11280300,122630
829,829,11292000,122760
830,830,11303600,122880
831,831,11315300,123020
832,832,11326900,123150
833,833,11338600,123270
834,834,11350200,123400
835,835,11361900,123530
836,836,11373500,123660
837,837,11385200,123780
838,838,11396800,123910
839,839,11408500,124040
840,840,11420100,124160
841,841,11969600,124290
842,842,11981800,124420
843,843,11994000,124540
844,844,12006200,124670
845,845,12018400,130660
846,846,12030600,130790
847,847,12042800,130920
848,848,12055000,131050
849,849,12067200,131190
850,850,12079400,131320
851,851,12091600,131450
852,852,12103800,131590
853,853,12116000,131720
854,854,12128200,131850
855,855,12140400,131980
856,856,12152600,132120
857,857,12164800,132250
858,858,12177000,132380
859,859,12189200,132520
860,860,12201400,132650
861,861,12789900,132780
862,862,12802100,132920
863,863,12814300,133050
864,864,12826500,133180
865,865,12838700,139590
866,866,12850900,139720
867,867,12863100,139860
868,868,12875300,139990
869,869,12887500,140120
870,870,12899700,140260
871,871,12911900,140390
872,872,12924100,140520
873,873,12936300,140650
874,874,12948500,140790
875,875,12960700,140920
876,876,12973000,141050
877,877,12985200,141190
878,878,12997400,141320
879,879,13009600,141450
880,880,13021800,141590
881,881,13651300,141720
882,882,13664000,141850
883,883,13676800,141980
884,884,13689600,142120
885,885,13702300,148970
886,886,13715100,149110
887,887,13727800,149250
888,888,13740600,149390
889,889,13753300,149530
890,890,13766100,149670
891,891,13778900,149810
892,892,13791600,149950
893,893,13804400,150090
894,894,13817100,150230
895,895,13829900,150360
896,896,13842600,150500
897,897,13855400,150640
898,898,13868200,150780
899,899,13880900,150920
900,900,13893700,151060
901,901,14566800,151200
902,902,14579500,151340
903,903,14592300,151480
904,904,14605100,151620
905,905,14617800,158950
906,906,14630600,159090
907,907,14643300,159230
908,908,14656100,159360
909,909,14668800,159500
910,910,14681600,159640
911,911,14694400,159780
912,912,14707100,159920
913,913,14719900,160060
914,914,14732900,160200
915,915,14745700,160340
916,916,14758500,160480
917,917,14771200,160620
918,918,14784500,160750
919,919,14797300,160890
920,920,14810000,161030
921,921,15528900,161170
922,922,15542200,161320
923,923,15555500,161460
924,924,15568800,161600
925,925,15582200,169430
926,926,15595500,169580
927,927,15608800,169720
928,928,15622100,169870
929,929,15635400,170010
930,930,15648700,170160
931,931,15662000,170300
932,932,15675300,170450
933,933,15688600,170590
934,934,15702000,170740
935,935,15715300,170880
936,936,15728600,171030
937,937,15741900,171170
938,938,15755200,171320
939,939,15768500,171460
940,940,15781800,171610
941,941,16549300,171750
942,942,16562600,171900
943,943,16575900,172040
944,944,16589200,172190
945,945,16602600,180550
946,946,16615900,180690
947,947,16629200,180840
948,948,16642500,180980
949,949,16655800,181130
950,950,16669100,181270
951,951,16682400,181420
952,952,16695700,181560
953,953,16709100,181710
954,954,16722400,181850
955,955,16735700,182000
956,956,16749000,182140
957,957,16762300,182290
958,958,16775600,182430
959,959,16788900,182580
960,960,16802200,182720
961,961,17620700,182870
962,962,17634600,183010
963,963,17648500,183160
964,964,17662300,183300
965,965,17676200,192220
966,966,17690100,192370
967,967,17703900,192520
968,968,17717800,192670
969,969,17731700,192820
970,970,17745500,192970
971,971,17759400,193130
972,972,17773300,193280
973,973,17787100,193430
974,974,17801000,193580
975,975,17814900,193730
976,976,17828700,193880
977,977,17842600,194030
978,978,17856500,194180
979,979,17870300,194330
980,980,17884200,194480
981,981,18756800,194640
982,982,18770700,194790
983,983,18784500,194940
984,984,18798400,195090
985,985,18812300,204600
986,986,18826100,204750
987,987,18840000,204900
988,988,18853900,205050
989,989,18867700,205200
990,990,18881600,205350
991,991,18895500,205500
992,992,18909300,205650
993,993,18923200,205800
994,994,18937100,205960
995,995,18950900,206110
996,996,18964800,206260
997,997,18978700,206410
998,998,18992500,206560
999,999,19006400,206710
1000,1000,19020300,206860
1001,1001,20424000,206860
1002,1002,20438000,206860
1003,1003,20453000,206860
1004,1004,20467000,206860
1005,1005,20481000,206860
1006,1006,20495000,206860
1007,1007,20510000,206860
1008,1008,20524000,206860
1009,1009,20538000,206860
1010,1010,20553000,206860
1011,1011,20567000,206860
1012,1012,20581000,206860
1013,1013,20595000,206860
1014,1014,20610000,206860
1015,1015,20624000,206860
1016,1016,20638000,206860
1017,1017,20653000,206860
1018,1018,20667000,206860
1019,1019,20681000,206860
1020,1020,20695000,206860
1021,1021,21675000,206860
1022,1022,21690000,206860
1023,1023,21704000,206860
1024,1024,21718000,206860
1025,1025,21732000,206860
1026,1026,21747000,206860
1027,1027,21761000,206860
1028,1028,21775000,206860
1029,1029,21789000,206860
1030,1030,21804000,206860
1031,1031,21818000,206860
1032,1032,21832000,206860
1033,1033,21847000,206860
1034,1034,21861000,206860
1035,1035,21875000,206860
1036,1036,21889000,206860
1037,1037,21904000,206860
1038,1038,21918000,206860
1039,1039,21932000,206860
1040,1040,21947000,206860
1041,1041,22989000,206860
1042,1042,23004000,206860
1043,1043,23019000,206860
1044,1044,23033000,206860
1045,1045,23048000,206860
1046,1046,23063000,206860
1047,1047,23078000,206860
1048,1048,23093000,206860
1049,1049,23108000,206860
1050,1050,23122000,206860
1051,1051,23137000,206860
1052,1052,23152000,206860
1053,1053,23167000,206860
1054,1054,23182000,206860
1055,1055,23197000,206860
1056,1056,23211000,206860
1057,1057,23226000,206860
1058,1058,23241000,206860
1059,1059,23256000,206860
1060,1060,23271000,206860
1061,1061,24379000,206860
1062,1062,24394000,206860
1063,1063,24409000,206860
1064,1064,24424000,206860
1065,1065,24439000,206860
1066,1066,24454000,206860
1067,1067,24468000,206860
1068,1068,24483000,206860
1069,1069,24498000,206860
1070,1070,24513000,206860
1071,1071,24528000,206860
1072,1072,24543000,206860
1073,1073,24557000,206860
1074,1074,24572000,206860
1075,1075,24587000,206860
1076,1076,24602000,206860
1077,1077,24617000,206860
1078,1078,24631000,206860
1079,1079,24646000,206860
1080,1080,24661000,206860
1081,1081,25839000,206860
1082,1082,25855000,206860
1083,1083,25870000,206860
1084,1084,25885000,206860
1085,1085,25901000,206860
1086,1086,25916000,206860
1087,1087,25932000,206860
1088,1088,25947000,206860
1089,1089,25962000,206860
1090,1090,25978000,206860
1091,1091,25993000,206860
1092,1092,26008000,206860
1093,1093,26024000,206860
1094,1094,26039000,206860
1095,1095,26055000,206860
1096,1096,26070000,206860
1097,1097,26085000,206860
1098,1098,26101000,206860
1099,1099,26116000,206860
1100,1100,26131000,206860
1101,1101,27383000,206860
1102,1102,27399000,206860
1103,1103,27414000,206860
1104,1104,27429000,206860
1105,1105,27445000,206860
1106,1106,27460000,206860
1107,1107,27475000,206860
1108,1108,27491000,206860
1109,1109,27506000,206860
1110,1110,27522000,206860
1111,1111,27537000,206860
1112,1112,27552000,206860
1113,1113,27568000,206860
1114,1114,27583000,206860
1115,1115,27598000,206860
1116,1116,27614000,206860
1117,1117,27629000,206860
1118,1118,27645000,206860
1119,1119,27660000,206860
1120,1120,27675000,206860
1121,1121,29004000,206860
1122,1122,29020000,206860
1123,1123,29036000,206860
1124,1124,29052000,206860
1125,1125,29068000,206860
1126,1126,29084000,206860
1127,1127,29100000,206860
1128,1128,29116000,206860
1129,1129,29132000,206860
1130,1130,29148000,206860
1131,1131,29163000,206860
1132,1132,29179000,206860
1133,1133,29195000,206860
1134,1134,29211000,206860
1135,1135,29227000,206860
1136,1136,29243000,206860
1137,1137,29259000,206860
1138,1138,29275000,206860
1139,1139,29291000,206860
1140,1140,29307000,206860
1141,1141,30717000,206860
1142,1142,30733000,206860
1143,1143,30749000,206860
1144,1144,30765000,206860
1145,1145,30781000,206860
1146,1146,30797000,206860
1147,1147,30813000,206860
1148,1148,30829000,206860
1149,1149,30845000,206860
1150,1150,30861000,206860
1151,1151,30877000,206860
1152,1152,30892000,206860
1153,1153,30908000,206860
1154,1154,30924000,206860
1155,1155,30940000,206860
1156,1156,30956000,206860
1157,1157,30972000,206860
1158,1158,30988000,206860
1159,1159,31004000,206860
1160,1160,31020000,206860
1161,1161,32516000,206860
1162,1162,32532000,206860
1163,1163,32549000,206860
1164,1164,32565000,206860
1165,1165,32582000,206860
1166,1166,32598000,206860
1167,1167,32615000,206860
1168,1168,32631000,206860
1169,1169,32648000,206860
1170,1170,32664000,206860
1171,1171,32681000,206860
1172,1172,32697000,206860
1173,1173,32714000,206860
1174,1174,32730000,206860
1175,1175,32747000,206860
1176,1176,32763000,206860
1177,1177,32780000,206860
1178,1178,32796000,206860
1179,1179,32813000,206860
1180,1180,32829000,206860
1181,1181,34416000,206860
1182,1182,34432000,206860
1183,1183,34449000,206860
1184,1184,34465000,206860
1185,1185,34482000,206860
1186,1186,34498000,206860
1187,1187,34514000,206860
1188,1188,34531000,206860
1189,1189,34547000,206860
1190,1190,34564000,206860
1191,1191,34580000,206860
1192,1192,34597000,206860
1193,1193,34613000,206860
1194,1194,34630000,206860
1195,1195,34646000,206860
1196,1196,34663000,206860
1197,1197,34679000,206860
1198,1198,34696000,206860
1199,1199,34712000,206860
1200,1200,34729000,206860
