id,trigger,condition_id,condition_value,before_trigger_id,handler_type,print_value,shortcut_type,shortcut_value,name_localkey,description_localkey,point_value,reward_id
20004,InterceptClear,0,5,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_InterceptClear,Locale_Trigger:trigger_desc_InterceptClear,10,0
20005,SendDispatch,0,10,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_SendDispatch,Locale_Trigger:trigger_desc_SendDispatch,10,0
20006,MainShopBuy,0,5,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_MainShopBuy,Locale_Trigger:trigger_desc_MainShopBuy,10,0
20007,TowerAllStart,0,5,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_TowerAllStart,Locale_Trigger:trigger_desc_TowerAllStart,10,0
20008,SendFriendShipPoint,0,10,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_SendFriendShipPoint,Locale_Trigger:trigger_desc_SendFriendShipPoint,10,0
20009,CharacterCounsel,0,10,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_CharacterGradeUp,Locale_Trigger:trigger_desc_CharacterCounsel,10,0
20010,CharacterAttractivePresent,0,5,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_CharacterGradeUp,Locale_Trigger:trigger_desc_CharacterAttractivePresent,10,0
20011,PointRewardWeekly,0,20,0,MissionWeekly,True,None,0,,,0,25311
20012,PointRewardWeekly,0,40,0,MissionWeekly,True,None,0,,,0,25312
20013,PointRewardWeekly,0,60,0,MissionWeekly,True,None,0,,,0,25313
20014,PointRewardWeekly,0,80,0,MissionWeekly,True,None,0,,,0,25314
20015,PointRewardWeekly,0,100,0,MissionWeekly,True,None,0,,,0,25315
20016,RookieArenaPlayCount,0,10,0,MissionWeekly,True,None,0,Locale_Trigger:trigger_name_RookieArenaPlayCount,Locale_Trigger:trigger_desc_RookieArenaPlayCount,10,0
100001,PointRewardAchievement,0,10,0,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,10,2100001
100002,PointRewardAchievement,0,20,100001,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,20,2100002
100003,PointRewardAchievement,0,30,100002,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,30,2100003
100004,PointRewardAchievement,0,40,100003,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,40,2100004
100005,PointRewardAchievement,0,50,100004,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,50,2100005
100006,PointRewardAchievement,0,60,100005,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,60,2100006
100007,PointRewardAchievement,0,70,100006,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,70,2100007
100008,PointRewardAchievement,0,80,100007,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,80,2100008
100009,PointRewardAchievement,0,90,100008,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,90,2100009
100010,PointRewardAchievement,0,100,100009,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,100,2100010
100011,PointRewardAchievement,0,110,100010,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,110,2100011
100012,PointRewardAchievement,0,120,100011,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,120,2100012
100013,PointRewardAchievement,0,130,100012,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,130,2100013
100014,PointRewardAchievement,0,140,100013,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,140,2100014
100015,PointRewardAchievement,0,150,100014,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,150,2100015
100016,PointRewardAchievement,0,160,100015,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,160,2100016
100017,PointRewardAchievement,0,170,100016,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,170,2100017
100018,PointRewardAchievement,0,180,100017,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,180,2100018
100019,PointRewardAchievement,0,190,100018,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,190,2100019
100020,PointRewardAchievement,0,200,100019,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,200,2100020
100021,PointRewardAchievement,0,210,100020,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,210,2100021
100022,PointRewardAchievement,0,220,100021,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,220,2100022
100023,PointRewardAchievement,0,230,100022,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,230,2100023
100024,PointRewardAchievement,0,240,100023,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,240,2100024
100025,PointRewardAchievement,0,250,100024,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,250,2100025
100026,PointRewardAchievement,0,260,100025,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,260,2100026
100027,PointRewardAchievement,0,270,100026,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,270,2100027
100028,PointRewardAchievement,0,280,100027,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,280,2100028
100029,PointRewardAchievement,0,290,100028,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,290,2100029
100030,PointRewardAchievement,0,300,100029,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,300,2100030
100031,PointRewardAchievement,0,310,100030,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,310,2100031
100032,PointRewardAchievement,0,320,100031,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,320,2100032
100033,PointRewardAchievement,0,330,100032,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,330,2100033
100034,PointRewardAchievement,0,340,100033,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,340,2100034
100035,PointRewardAchievement,0,350,100034,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,350,2100035
100036,PointRewardAchievement,0,360,100035,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,360,2100036
100037,PointRewardAchievement,0,370,100036,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,370,2100037
100038,PointRewardAchievement,0,380,100037,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,380,2100038
100039,PointRewardAchievement,0,390,100038,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,390,2100039
100040,PointRewardAchievement,0,400,100039,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,400,2100040
100041,PointRewardAchievement,0,410,100040,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,410,2100041
100042,PointRewardAchievement,0,420,100041,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,420,2100042
100043,PointRewardAchievement,0,430,100042,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,430,2100043
100044,PointRewardAchievement,0,440,100043,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,440,2100044
100045,PointRewardAchievement,0,450,100044,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,450,2100045
100046,PointRewardAchievement,0,460,100045,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,460,2100046
100047,PointRewardAchievement,0,470,100046,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,470,2100047
100048,PointRewardAchievement,0,480,100047,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,480,2100048
100049,PointRewardAchievement,0,490,100048,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,490,2100049
100050,PointRewardAchievement,0,500,100049,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,500,2100050
100051,PointRewardAchievement,0,510,100050,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,510,2100051
100052,PointRewardAchievement,0,520,100051,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,520,2100052
100053,PointRewardAchievement,0,530,100052,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,530,2100053
100054,PointRewardAchievement,0,540,100053,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,540,2100054
100055,PointRewardAchievement,0,550,100054,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,550,2100055
100056,PointRewardAchievement,0,560,100055,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,560,2100056
100057,PointRewardAchievement,0,570,100056,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,570,2100057
100058,PointRewardAchievement,0,580,100057,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,580,2100058
100059,PointRewardAchievement,0,590,100058,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,590,2100059
100060,PointRewardAchievement,0,600,100059,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,600,2100060
100061,PointRewardAchievement,0,610,100060,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,610,2100061
100062,PointRewardAchievement,0,620,100061,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,620,2100062
100063,PointRewardAchievement,0,630,100062,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,630,2100063
100064,PointRewardAchievement,0,640,100063,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,640,2100064
100065,PointRewardAchievement,0,650,100064,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,650,2100065
100066,PointRewardAchievement,0,660,100065,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,660,2100066
100067,PointRewardAchievement,0,670,100066,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,670,2100067
100068,PointRewardAchievement,0,680,100067,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,680,2100068
100069,PointRewardAchievement,0,690,100068,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,690,2100069
100070,PointRewardAchievement,0,700,100069,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,700,2100070
100071,PointRewardAchievement,0,710,100070,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,710,2100071
100072,PointRewardAchievement,0,720,100071,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,720,2100072
100073,PointRewardAchievement,0,730,100072,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,730,2100073
100074,PointRewardAchievement,0,740,100073,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,740,2100074
100075,PointRewardAchievement,0,750,100074,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,750,2100075
100076,PointRewardAchievement,0,760,100075,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,760,2100076
100077,PointRewardAchievement,0,770,100076,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,770,2100077
100078,PointRewardAchievement,0,780,100077,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,780,2100078
100079,PointRewardAchievement,0,790,100078,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,790,2100079
100080,PointRewardAchievement,0,800,100079,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,800,2100080
100081,PointRewardAchievement,0,810,100080,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,810,2100081
100082,PointRewardAchievement,0,820,100081,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,820,2100082
100083,PointRewardAchievement,0,830,100082,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,830,2100083
100084,PointRewardAchievement,0,840,100083,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,840,2100084
100085,PointRewardAchievement,0,850,100084,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,850,2100085
100086,PointRewardAchievement,0,860,100085,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,860,2100086
100087,PointRewardAchievement,0,870,100086,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,870,2100087
100088,PointRewardAchievement,0,880,100087,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,880,2100088
100089,PointRewardAchievement,0,890,100088,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,890,2100089
100090,PointRewardAchievement,0,900,100089,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,900,2100090
100091,PointRewardAchievement,0,910,100090,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,910,2100091
100092,PointRewardAchievement,0,920,100091,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,920,2100092
100093,PointRewardAchievement,0,930,100092,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,930,2100093
100094,PointRewardAchievement,0,940,100093,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,940,2100094
100095,PointRewardAchievement,0,950,100094,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,950,2100095
100096,PointRewardAchievement,0,960,100095,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,960,2100096
100097,PointRewardAchievement,0,970,100096,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,970,2100097
100098,PointRewardAchievement,0,980,100097,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,980,2100098
100099,PointRewardAchievement,0,990,100098,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,990,2100099
100100,PointRewardAchievement,0,1000,100099,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,1000,2100100
100101,PointRewardAchievement,0,1010,100100,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,1010,2100101
100102,PointRewardAchievement,0,1020,100101,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,1020,2100102
100103,PointRewardAchievement,0,1030,100102,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,1030,2100103
100104,PointRewardAchievement,0,1040,100103,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,1040,2100104
100105,PointRewardAchievement,0,1050,100104,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,1050,2100105
100106,PointRewardAchievement,0,1060,100105,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,1060,2100106
100107,PointRewardAchievement,0,1070,100106,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,1070,2100107
100108,PointRewardAchievement,0,1080,100107,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,1080,2100108
100109,PointRewardAchievement,0,1090,100108,Achievement,True,None,0,,Locale_Trigger:trigger_desc_PointRewardAchievement,1090,2100109
101001,ChapterClear,2,1,0,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_1,1,2101001
101002,ChapterClear,3,1,101001,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_2,2,2101002
101003,ChapterClear,4,1,101002,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_3,3,2101003
101004,ChapterClear,5,1,101003,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_4,4,2101004
101005,ChapterClear,6,1,101004,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_5,5,2101005
101006,ChapterClear,7,1,101005,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_6,6,2101006
101007,ChapterClear,8,1,101006,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_7,7,2101007
101008,ChapterClear,9,1,101007,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_8,8,2101008
101009,ChapterClear,10,1,101008,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_9,9,2101009
101010,ChapterClear,11,1,101009,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_10,10,2101010
101011,ChapterClear,12,1,101010,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_11,11,2101011
101012,ChapterClear,13,1,101011,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_12,12,2101012
101013,ChapterClear,14,1,101012,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_13,13,2101013
101014,ChapterClear,15,1,101013,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_14,14,2101014
101015,ChapterClear,16,1,101014,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_15,15,2101015
101016,ChapterClear,17,1,101015,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_16,16,2101016
101017,ChapterClear,18,1,101016,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_17,17,2101017
101018,ChapterClear,19,1,101017,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_18,18,2101018
101019,ChapterClear,20,1,101018,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_19,19,2101019
101020,ChapterClear,21,1,101019,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_20,20,2101020
101021,ChapterClear,22,1,101020,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_21,21,2101021
101022,ChapterClear,23,1,101021,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_22,22,2101022
101023,ChapterClear,24,1,101022,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_23,23,2101023
101024,ChapterClear,25,1,101023,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_24,24,2101024
101025,ChapterClear,26,1,101024,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_25,25,2101025
101026,ChapterClear,27,1,101025,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_26,26,2101026
101027,ChapterClear,28,1,101026,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_27,27,2101027
101028,ChapterClear,29,1,101027,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_28,28,2101028
101029,ChapterClear,30,1,101028,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_29,29,2101029
101030,ChapterClear,31,1,101029,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_30,30,2101030
101031,ChapterClear,32,1,101030,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_31,31,2101031
101032,ChapterClear,33,1,101031,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_32,32,2101032
101033,ChapterClear,34,1,101032,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_33,33,2101033
101034,ChapterClear,35,1,101033,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_34,34,2101034
101035,ChapterClear,36,1,101034,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_35,35,2101035
101036,ChapterClear,37,1,101035,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_36,36,2101036
101037,ChapterClear,38,1,101036,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_37,37,2101037
101038,ChapterClear,39,1,101037,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_38,38,2101038
101039,ChapterClear,40,1,101038,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_39,39,2101039
101040,ChapterClear,41,1,101039,Achievement,True,None,0,,Locale_Trigger:trigger_desc_ChapterClear_40,40,2101040
102001,HardChapterClear,1,1,0,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_1,1,2102001
102002,HardChapterClear,2,1,102001,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_2,2,2102002
102003,HardChapterClear,3,1,102002,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_3,3,2102003
102004,HardChapterClear,4,1,102003,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_4,4,2102004
102005,HardChapterClear,5,1,102004,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_5,5,2102005
102006,HardChapterClear,6,1,102005,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_6,6,2102006
102007,HardChapterClear,7,1,102006,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_7,7,2102007
102008,HardChapterClear,8,1,102007,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_8,8,2102008
102009,HardChapterClear,9,1,102008,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_9,9,2102009
102010,HardChapterClear,10,1,102009,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_10,10,2102010
102011,HardChapterClear,11,1,102010,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_11,11,2102011
102012,HardChapterClear,12,1,102011,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_12,12,2102012
102013,HardChapterClear,13,1,102012,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_13,13,2102013
102014,HardChapterClear,14,1,102013,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_14,14,2102014
102015,HardChapterClear,15,1,102014,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_15,15,2102015
102016,HardChapterClear,16,1,102015,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_16,16,2102016
102017,HardChapterClear,17,1,102016,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_17,17,2102017
102018,HardChapterClear,18,1,102017,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_18,18,2102018
102019,HardChapterClear,19,1,102018,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_19,19,2102019
102020,HardChapterClear,20,1,102019,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_20,20,2102020
102021,HardChapterClear,21,1,102020,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_21,21,2102021
102022,HardChapterClear,22,1,102021,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_22,22,2102022
102023,HardChapterClear,23,1,102022,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_23,23,2102023
102024,HardChapterClear,24,1,102023,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_24,24,2102024
102025,HardChapterClear,25,1,102024,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_25,25,2102025
102026,HardChapterClear,26,1,102025,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_26,26,2102026
102027,HardChapterClear,27,1,102026,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_27,27,2102027
102028,HardChapterClear,28,1,102027,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_28,28,2102028
102029,HardChapterClear,29,1,102028,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_29,29,2102029
102030,HardChapterClear,30,1,102029,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_30,30,2102030
102031,HardChapterClear,31,1,102030,Achievement,True,None,0,,Locale_Trigger:trigger_desc_HardChapterClear_31,31,2102031
