id,dialog_group_id,dialog_output_type,dialog_output_type_value,background,dialog_text_box_location,dialog_thumbnail_location,dialog_resource_id,dialog_locale_title,dialog_locale_description,next_id,skip_button_control
51,surface_tutorial_mission_12_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_12_01_01,Locale_Surface:surface_mission_tuto_description_12_01_04,0,True
52,surface_tutorial_mission_12_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_12_02_01,Locale_Surface:surface_mission_tuto_description_12_02_01,53,True
53,surface_tutorial_mission_12_02,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_12_02_01,Locale_Surface:surface_mission_tuto_description_12_02_02,54,True
54,surface_tutorial_mission_12_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_12_02_01,Locale_Surface:surface_mission_tuto_description_12_02_03,0,True
55,surface_tutorial_mission_13_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_13_01_01,Locale_Surface:surface_mission_tuto_description_13_01_01,56,True
56,surface_tutorial_mission_13_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_13_01_01,Locale_Surface:surface_mission_tuto_description_13_01_02,57,True
57,surface_tutorial_mission_13_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_13_01_01,Locale_Surface:surface_mission_tuto_description_13_01_03,0,True
58,surface_tutorial_mission_14_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_14_01_01,Locale_Surface:surface_mission_tuto_description_14_01_01,59,True
59,surface_tutorial_mission_14_01,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_14_01_01,Locale_Surface:surface_mission_tuto_description_14_01_02,60,True
60,surface_tutorial_mission_14_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_14_01_01,Locale_Surface:surface_mission_tuto_description_14_01_03,61,True
61,surface_tutorial_mission_14_01,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_14_01_01,Locale_Surface:surface_mission_tuto_description_14_01_04,62,True
62,surface_tutorial_mission_14_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_14_01_01,Locale_Surface:surface_mission_tuto_description_14_01_05,63,True
63,surface_tutorial_mission_14_01,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_14_01_01,Locale_Surface:surface_mission_tuto_description_14_01_06,64,True
64,surface_tutorial_mission_14_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_14_01_01,Locale_Surface:surface_mission_tuto_description_14_01_07,65,True
65,surface_tutorial_mission_14_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_14_01_01,Locale_Surface:surface_mission_tuto_description_14_01_08,66,True
66,surface_tutorial_mission_14_01,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_14_01_01,Locale_Surface:surface_mission_tuto_description_14_01_09,0,True
67,surface_tutorial_mission_14_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_14_02_01,Locale_Surface:surface_mission_tuto_description_14_02_01,68,True
68,surface_tutorial_mission_14_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_14_02_01,Locale_Surface:surface_mission_tuto_description_14_02_02,69,True
69,surface_tutorial_mission_14_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_14_02_01,Locale_Surface:surface_mission_tuto_description_14_02_03,70,True
70,surface_tutorial_mission_14_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_14_02_01,Locale_Surface:surface_mission_tuto_description_14_02_04,71,True
71,surface_tutorial_mission_14_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_14_02_01,Locale_Surface:surface_mission_tuto_description_14_02_05,72,True
72,surface_tutorial_mission_14_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_14_02_01,Locale_Surface:surface_mission_tuto_description_14_02_06,0,True
73,surface_tutorial_mission_15_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_15_01_01,Locale_Surface:surface_mission_tuto_description_15_01_01,74,True
74,surface_tutorial_mission_15_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_15_01_01,Locale_Surface:surface_mission_tuto_description_15_01_02,75,True
75,surface_tutorial_mission_15_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_15_01_01,Locale_Surface:surface_mission_tuto_description_15_01_03,76,True
76,surface_tutorial_mission_15_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_15_01_01,Locale_Surface:surface_mission_tuto_description_15_01_04,77,True
77,surface_tutorial_mission_15_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_15_01_01,Locale_Surface:surface_mission_tuto_description_15_01_05,78,True
78,surface_tutorial_mission_15_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_15_01_01,Locale_Surface:surface_mission_tuto_description_15_01_06,0,True
79,surface_tutorial_mission_15_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_15_02_01,Locale_Surface:surface_mission_tuto_description_15_02_01,80,True
80,surface_tutorial_mission_15_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_15_02_01,Locale_Surface:surface_mission_tuto_description_15_02_02,81,True
81,surface_tutorial_mission_15_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_15_02_01,Locale_Surface:surface_mission_tuto_description_15_02_03,82,True
82,surface_tutorial_mission_15_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_15_02_01,Locale_Surface:surface_mission_tuto_description_15_02_04,83,True
83,surface_tutorial_mission_15_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_15_02_01,Locale_Surface:surface_mission_tuto_description_15_02_05,84,True
84,surface_tutorial_mission_15_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_15_02_01,Locale_Surface:surface_mission_tuto_description_15_02_06,0,True
85,surface_tutorial_mission_16_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_16_01_01,Locale_Surface:surface_mission_tuto_description_16_01_01,86,True
86,surface_tutorial_mission_16_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_16_01_01,Locale_Surface:surface_mission_tuto_description_16_01_02,87,True
87,surface_tutorial_mission_16_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_16_01_01,Locale_Surface:surface_mission_tuto_description_16_01_03,88,True
88,surface_tutorial_mission_16_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_16_01_01,Locale_Surface:surface_mission_tuto_description_16_01_04,89,True
89,surface_tutorial_mission_16_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_16_01_01,Locale_Surface:surface_mission_tuto_description_16_01_05,90,True
90,surface_tutorial_mission_16_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_16_01_01,Locale_Surface:surface_mission_tuto_description_16_01_06,0,True
91,surface_tutorial_mission_17_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_17_01_01,Locale_Surface:surface_mission_tuto_description_17_01_01,92,True
92,surface_tutorial_mission_17_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_17_01_01,Locale_Surface:surface_mission_tuto_description_17_01_02,93,True
93,surface_tutorial_mission_17_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_17_01_01,Locale_Surface:surface_mission_tuto_description_17_01_03,94,True
94,surface_tutorial_mission_17_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_17_01_01,Locale_Surface:surface_mission_tuto_description_17_01_04,95,True
95,surface_tutorial_mission_17_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_17_01_01,Locale_Surface:surface_mission_tuto_description_17_01_05,96,True
96,surface_tutorial_mission_17_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_17_01_01,Locale_Surface:surface_mission_tuto_description_17_01_06,0,True
97,surface_tutorial_mission_17_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_17_02_01,Locale_Surface:surface_mission_tuto_description_17_02_01,98,True
98,surface_tutorial_mission_17_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_17_02_01,Locale_Surface:surface_mission_tuto_description_17_02_02,99,True
99,surface_tutorial_mission_17_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_17_02_01,Locale_Surface:surface_mission_tuto_description_17_02_03,100,True
100,surface_tutorial_mission_17_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_17_02_01,Locale_Surface:surface_mission_tuto_description_17_02_04,0,True
101,surface_tutorial_mission_18_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_18_01_01,Locale_Surface:surface_mission_tuto_description_18_01_01,102,True
102,surface_tutorial_mission_18_01,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_18_01_01,Locale_Surface:surface_mission_tuto_description_18_01_02,103,True
103,surface_tutorial_mission_18_01,None,0,0,Bottom,Right,si_c303_00_s,Locale_Surface:surface_mission_tuto_name_18_01_01,Locale_Surface:surface_mission_tuto_description_18_01_03,104,True
104,surface_tutorial_mission_18_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_18_01_01,Locale_Surface:surface_mission_tuto_description_18_01_04,105,True
105,surface_tutorial_mission_18_01,None,0,0,Bottom,Right,si_c303_00_s,Locale_Surface:surface_mission_tuto_name_18_01_01,Locale_Surface:surface_mission_tuto_description_18_01_05,106,True
106,surface_tutorial_mission_18_01,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_18_01_01,Locale_Surface:surface_mission_tuto_description_18_01_06,0,True
107,surface_tutorial_mission_18_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_18_02_01,Locale_Surface:surface_mission_tuto_description_18_02_01,108,True
108,surface_tutorial_mission_18_02,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_18_02_01,Locale_Surface:surface_mission_tuto_description_18_02_02,109,True
109,surface_tutorial_mission_18_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_18_02_01,Locale_Surface:surface_mission_tuto_description_18_02_03,110,True
110,surface_tutorial_mission_18_02,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_18_02_01,Locale_Surface:surface_mission_tuto_description_18_02_04,111,True
111,surface_tutorial_mission_18_02,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_18_02_01,Locale_Surface:surface_mission_tuto_description_18_02_05,112,True
112,surface_tutorial_mission_18_02,None,0,0,Bottom,Right,si_c303_00_s,Locale_Surface:surface_mission_tuto_name_18_02_01,Locale_Surface:surface_mission_tuto_description_18_02_06,113,True
113,surface_tutorial_mission_18_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_18_02_01,Locale_Surface:surface_mission_tuto_description_18_02_07,0,True
114,surface_tutorial_mission_19_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_19_01_01,Locale_Surface:surface_mission_tuto_description_19_01_01,115,True
115,surface_tutorial_mission_19_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_19_01_01,Locale_Surface:surface_mission_tuto_description_19_01_02,116,True
116,surface_tutorial_mission_19_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_19_01_01,Locale_Surface:surface_mission_tuto_description_19_01_03,0,True
117,surface_tutorial_mission_20_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_20_01_01,Locale_Surface:surface_mission_tuto_description_20_01_01,118,True
118,surface_tutorial_mission_20_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_20_01_01,Locale_Surface:surface_mission_tuto_description_20_01_02,119,True
119,surface_tutorial_mission_20_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_20_01_01,Locale_Surface:surface_mission_tuto_description_20_01_03,120,True
120,surface_tutorial_mission_20_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_20_01_01,Locale_Surface:surface_mission_tuto_description_20_01_04,121,True
121,surface_tutorial_mission_20_01,None,0,0,Bottom,Right,si_c304_00_s,Locale_Surface:surface_mission_tuto_name_20_01_01,Locale_Surface:surface_mission_tuto_description_20_01_05,122,True
122,surface_tutorial_mission_20_01,None,0,0,Bottom,Right,si_c303_00_s,Locale_Surface:surface_mission_tuto_name_20_01_01,Locale_Surface:surface_mission_tuto_description_20_01_06,123,True
123,surface_tutorial_mission_20_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_20_01_01,Locale_Surface:surface_mission_tuto_description_20_01_07,124,True
124,surface_tutorial_mission_20_01,None,0,0,Bottom,Right,si_c303_00_s,Locale_Surface:surface_mission_tuto_name_20_01_01,Locale_Surface:surface_mission_tuto_description_20_01_08,0,True
125,surface_tutorial_mission_20_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_20_02_01,Locale_Surface:surface_mission_tuto_description_20_02_01,126,True
126,surface_tutorial_mission_20_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_20_02_01,Locale_Surface:surface_mission_tuto_description_20_02_02,0,True
127,surface_tutorial_mission_21_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_21_01_01,Locale_Surface:surface_mission_tuto_description_21_01_01,128,True
128,surface_tutorial_mission_21_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_21_01_01,Locale_Surface:surface_mission_tuto_description_21_01_02,129,True
129,surface_tutorial_mission_21_01,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_21_01_01,Locale_Surface:surface_mission_tuto_description_21_01_03,130,True
130,surface_tutorial_mission_21_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_21_01_01,Locale_Surface:surface_mission_tuto_description_21_01_04,0,True
131,surface_tutorial_mission_21_02,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_21_02_01,Locale_Surface:surface_mission_tuto_description_21_02_01,132,True
132,surface_tutorial_mission_21_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_21_02_01,Locale_Surface:surface_mission_tuto_description_21_02_02,133,True
133,surface_tutorial_mission_21_02,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_21_02_01,Locale_Surface:surface_mission_tuto_description_21_02_03,0,True
134,surface_tutorial_mission_21_03,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_21_03_01,Locale_Surface:surface_mission_tuto_description_21_03_01,135,True
135,surface_tutorial_mission_21_03,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_21_03_01,Locale_Surface:surface_mission_tuto_description_21_03_02,136,True
136,surface_tutorial_mission_21_03,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_21_03_01,Locale_Surface:surface_mission_tuto_description_21_03_03,0,True
137,surface_tutorial_mission_22_01,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_22_01_01,Locale_Surface:surface_mission_tuto_description_22_01_01,138,True
138,surface_tutorial_mission_22_01,None,0,0,Bottom,Left,si_c306_00_s,Locale_Surface:surface_mission_tuto_name_22_01_01,Locale_Surface:surface_mission_tuto_description_22_01_02,0,True
139,surface_tutorial_mission_22_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_22_02_01,Locale_Surface:surface_mission_tuto_description_22_02_01,140,True
140,surface_tutorial_mission_22_02,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_22_02_01,Locale_Surface:surface_mission_tuto_description_22_02_02,0,True
141,surface_tutorial_mission_22_03,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_22_03_01,Locale_Surface:surface_mission_tuto_description_22_03_01,142,True
142,surface_tutorial_mission_22_03,None,0,0,Bottom,Left,si_c301_00_s,Locale_Surface:surface_mission_tuto_name_22_03_01,Locale_Surface:surface_mission_tuto_description_22_03_02,143,True
143,surface_tutorial_mission_22_03,None,0,0,Bottom,Left,si_c300_00_s,Locale_Surface:surface_mission_tuto_name_22_03_01,Locale_Surface:surface_mission_tuto_description_22_03_03,0,True
