id,group,order,name,open_condition_type,open_condition_value,stage_group
10622,1062,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,None,0,1062201
10431,1043,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1043101
10432,1043,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,None,0,1043201
10501,1050,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1050101
10502,1050,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,None,0,1050201
10531,1053,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1053101
10532,1053,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,None,0,1053201
10541,1054,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1054101
10542,1054,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,None,0,1054201
10511,1051,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1051101
10521,1052,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1052101
10522,1052,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,None,0,1052201
10581,1058,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1058101
10582,1058,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,None,0,1058201
10481,1048,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1048101
10491,1049,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1049101
10492,1049,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,None,0,1049201
