id,fishing_manager_id,group_id,is_rare_spot,open_condition,open_condition_value,spawn_day_start,spawn_day_end,casting_id,is_infinity,catchable_count,spot_fish_effect_resource,spot_outline_effect_resource,small_fishing_ratio,mid_fishing_ratio,large_fishing_ratio,camera_zoom_in,catchable_group_list/0/catchable_group_id,catchable_group_list/1/catchable_group_id,catchable_group_list/2/catchable_group_id,catchable_group_list/3/catchable_group_id,catchable_group_list/4/catchable_group_id,catchable_group_list/5/catchable_group_id,catchable_group_list/6/catchable_group_id,catchable_group_list/7/catchable_group_id,catchable_group_list/8/catchable_group_id,catchable_group_list/9/catchable_group_id
30203,1,1,False,StageClear,105110105,4,5,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,17,15,16,41,60,62,3,33,0,0
30205,1,1,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,17,15,16,41,60,62,3,33,38,65
30303,1,1,False,StageClear,105110105,4,5,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,7,17,3,37,45,32,67,0,0,0
30305,1,1,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,7,17,3,37,45,32,67,38,65,52
30403,1,1,False,StageClear,105110105,4,22,2001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect,4500,3500,2000,150,21,22,7,32,64,48,49,60,62,67
40101,1,1,False,StageClear,105110105,1,3,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,5,1,28,34,64,0,0,0,0,0
40103,1,1,False,StageClear,105110105,4,5,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,5,1,28,34,64,9,27,33,0,0
40105,1,1,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,5,1,28,34,64,9,27,33,58,54
40201,1,1,False,StageClear,105110105,1,3,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,5,15,45,37,68,0,0,0,0,0
40203,1,1,False,StageClear,105110105,4,5,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,5,15,45,37,68,19,44,0,0,0
40205,1,1,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,5,15,45,37,68,19,44,40,54,57
40305,1,1,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,5,9,19,28,34,44,40,57,58,60
40405,1,1,False,StageClear,105110105,6,22,2001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect,4500,3500,2000,150,71,75,58,54,57,9,68,19,44,40
50101,1,1,False,StageClear,105110105,1,3,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,10,1,2,26,62,0,0,0,0,0
50103,1,1,False,StageClear,105110105,4,5,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,10,1,2,26,62,11,27,53,0,0
50105,1,1,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,10,1,2,26,62,11,27,53,30,63
50201,1,1,False,StageClear,105110105,1,3,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,14,15,16,26,62,0,0,0,0,0
50203,1,1,False,StageClear,105110105,4,5,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,14,15,16,26,62,11,39,33,53,0
50205,1,1,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,14,15,16,26,62,11,39,33,53,69
50303,1,1,False,StageClear,105110105,4,5,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,10,14,11,39,37,45,68,0,0,0
50305,1,1,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,10,14,11,39,37,45,68,30,63,69
50403,1,1,False,StageClear,105110105,4,5,2001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect,4500,3500,2000,150,24,25,26,11,39,53,60,0,0,0
50405,1,1,False,StageClear,105110105,6,22,2001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect,4500,3500,2000,150,24,25,26,11,39,53,60,73,63,69
60103,1,1,False,StageClear,105110105,4,5,3001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect_02,0,0,10000,150,51,64,67,68,0,0,0,0,0,0
60105,1,1,False,StageClear,105110105,6,22,3001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect_02,0,0,10000,150,51,64,67,68,71,73,75,55,58,66
60203,1,1,False,StageClear,105110105,4,5,3001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect_02,0,0,10000,150,53,56,60,62,0,0,0,0,0,0
60205,1,1,False,StageClear,105110105,6,22,3001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect_02,0,0,10000,150,53,56,60,62,72,74,75,54,63,69
11105,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,1,2,6,35,37,64,36,20,51,59
11205,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,12,15,16,45,68,20,36,42,59,70
11305,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,4,20,6,12,35,27,60,51,42,70
11405,2,2,False,StageClear,105110105,6,22,2001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect,4500,3500,2000,150,23,6,60,35,4,62,46,74,59,70
21105,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,18,1,43,37,45,64,68,13,56,61
21205,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,15,16,37,60,62,31,8,29,55,66
21305,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,18,8,13,29,31,33,56,55,61,66
21405,2,2,False,StageClear,105110105,6,22,2001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect,4500,3500,2000,150,47,50,31,43,8,72,56,55,61,66
31105,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,7,17,1,2,41,64,32,27,67,52
31205,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,17,15,16,41,60,62,3,33,38,65
31305,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,7,17,3,37,45,32,67,38,65,52
31403,2,2,False,StageClear,105110105,4,22,2001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect,4500,3500,2000,150,21,22,7,32,64,48,49,60,62,67
41105,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,5,1,28,34,64,9,27,33,58,54
41205,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,5,15,45,37,68,19,44,40,54,57
41305,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,5,9,19,28,34,44,40,57,58,60
41405,2,2,False,StageClear,105110105,6,22,2001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect,4500,3500,2000,150,71,75,58,54,57,9,68,19,44,40
51105,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,10,1,2,26,62,11,27,53,30,63
51205,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,14,15,16,26,62,11,39,33,53,69
51305,2,2,False,StageClear,105110105,6,22,1001,False,5,fishing_spot_fish_effect_02,fishing_spot_outline_effect_02,5000,4000,1000,150,10,14,11,39,37,45,68,30,63,69
51405,2,2,False,StageClear,105110105,6,22,2001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect,4500,3500,2000,150,24,25,26,11,39,53,60,73,63,69
61105,2,2,False,StageClear,105110105,6,22,3001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect_02,0,0,10000,150,51,64,67,68,71,73,75,55,58,66
61205,2,2,False,StageClear,105110105,6,22,3001,False,5,fishing_rare_spot_fish_effect,fishing_rare_spot_outline_effect_02,0,0,10000,150,53,56,60,62,72,74,75,54,63,69
